nquest,comprens,ita,veroaf,veroab,verored,klima,facil,durata
631431,9,9,9,9,9,9,9,35
631712,10,10,10,10,10,10,10,70
631954,7,7,7,8,7,8,7,64
632099,8,8,8,8,8,8,8,83
632118,8,8,8,8,8,8,8,73
632293,9,9,9,10,5,8,5,79
632347,9,10,9,9,9,9,7,164
633412,9,9,9,9,9,9,9,57
633458,9,9,9,9,9,9,9,48
633654,9,9,9,9,9,9,9,79
633941,9,8,8,8,8,8,8,42
634144,9,9,8,9,8,9,9,42
634442,10,10,8,8,7,10,7,39
634732,8,8,9,9,9,8,8,51
635007,9,9,9,10,9,9,9,45
635047,7,7,10,7,7,8,7,35
635112,10,10,9,10,10,10,10,106
635263,9,8,9,9,8,9,9,44
635346,9,9,9,10,10,9,8,122
635513,9,9,9,9,9,9,9,52
635514,9,8,7,8,8,8,7,22
636206,8,8,9,7,7,10,9,39
636237,8,8,8,8,8,8,8,73
636289,9,8,9,9,9,9,9,64
636305,8,8,8,5,8,8,9,78
636309,9,9,9,9,9,9,9,72
636401,10,10,9,10,10,10,9,79
636407,8,8,8,10,10,10,8,73
636418,9,9,9,9,10,10,9,75
637242,10,10,10,10,10,10,10,51
637619,9,9,9,9,9,9,9,78
637701,9,9,8,9,7,9,9,58
637711,8,8,7,7,7,7,8,22
637869,7,8,8,8,7,7,7,52
638250,9,9,9,9,9,9,9,25
638339,10,10,9,10,10,10,10,72
638360,10,10,10,10,10,10,10,64
638395,10,10,10,10,10,10,10,42
639013,8,8,8,9,7,10,9,67
639067,9,9,9,9,8,8,8,62
639331,9,9,9,9,9,9,9,57
639502,10,10,10,10,10,10,10,38
639575,8,8,7,8,8,8,8,39
639924,10,10,10,10,10,10,10,41
639971,6,6,5,7,7,5,5,29
640164,9,9,8,8,6,8,8,37
640212,10,8,8,8,6,8,8,45
640250,8,9,6,9,6,10,8,64
640790,9,8,8,8,8,8,7,40
640821,9,8,7,9,9,8,7,78
640837,9,9,7,9,9,9,9,50
640864,8,7,6,7,5,7,5,60
640954,8,8,7,6,6,9,7,77
641030,8,8,8,8,8,8,8,25
641084,10,10,10,10,10,10,10,54
641305,8,8,7,7,7,8,7,75
641624,9,9,9,9,9,9,9,49
641628,8,8,5,9,9,9,9,54
648534,6,6,6,6,6,6,6,32
648572,6,6,6,4,9,6,4,40
648636,8,9,9,9,9,9,8,51
648863,8,8,7,8,8,9,7,37
648889,8,8,8,8,8,8,8,57
648914,9,9,9,9,9,9,9,60
649032,8,7,8,8,8,7,8,79
649054,8,8,8,8,8,8,8,50
649071,7,8,7,8,8,8,8,50
649089,8,7,7,8,7,7,7,35
649223,7,7,8,8,9,8,8,49
649391,8,9,9,9,9,9,8,28
650023,10,10,10,10,10,10,10,60
650027,10,10,9,10,8,10,10,72
650048,10,8,9,9,9,8,8,29
650079,8,8,8,8,8,8,8,36
650091,9,9,9,9,9,9,9,22
650101,6,6,6,6,6,7,6,42
670338,8,8,8,8,8,8,8,71
670362,6,7,6,7,7,7,7,55
670485,7,7,7,7,7,7,7,47
670652,1,2,1,8,1,3,3,26
670668,7,6,6,7,6,6,6,110
670670,7,7,7,7,7,6,6,41
670697,7,7,7,7,8,8,6,31
670698,8,8,8,9,8,10,9,63
670711,10,10,10,10,10,10,10,80
670762,8,8,8,8,8,8,8,36
670799,7,8,8,9,9,8,7,29
670834,6,6,6,6,6,7,6,55
670853,6,7,7,6,5,7,6,55
670857,7,6,6,7,8,7,6,63
670858,7,6,5,7,6,5,6,37
670874,8,8,7,7,6,7,8,59
670876,8,7,7,8,8,8,8,60
671105,10,10,10,10,8,10,10,96
671135,8,8,8,9,9,10,8,30
671136,10,9,9,9,9,9,9,39
671149,9,9,6,7,6,9,8,70
671152,9,9,9,9,9,9,9,28
671153,9,9,9,9,9,9,9,23
671173,8,7,6,8,9,7,6,45
671200,9,9,9,9,8,9,8,52
671206,10,9,9,9,9,9,9,50
671244,8,8,8,8,8,8,8,76
671296,5,5,6,7,8,6,5,34
671300,4,4,3,6,4,5,4,22
671362,10,10,10,10,10,10,10,52
671480,10,10,10,10,10,10,10,73
671520,9,9,8,8,7,8,8,40
671582,7,6,8,7,7,7,6,35
671698,10,10,5,10,10,10,10,34
671733,8,8,8,9,7,9,9,51
671739,6,6,6,6,6,6,6,57
671838,7,7,7,7,5,7,6,51
671841,10,10,10,10,10,10,10,64
671893,9,8,8,8,6,8,8,87
671904,8,8,7,7,6,8,8,54
671909,9,8,8,7,6,8,8,77
672063,8,8,7,7,8,8,8,38
672065,9,9,9,9,9,9,9,40
672142,6,6,6,6,6,6,6,44
672351,8,8,8,7,6,7,7,45
672405,8,8,8,8,8,8,8,26
672417,8,8,8,8,8,8,8,57
672430,6,6,6,6,6,6,6,52
672486,9,9,7,7,7,9,9,58
672541,10,10,10,10,10,10,10,92
672580,10,10,10,10,10,10,10,68
672599,7,6,6,6,6,6,6,63
672620,9,8,8,8,7,8,7,47
672679,10,10,10,10,10,10,10,45
672687,9,8,8,7,7,9,9,57
672813,6,6,6,6,6,6,6,39
672814,6,6,6,6,6,6,6,28
672854,6,6,6,6,6,6,6,27
672985,9,9,9,10,9,9,9,98
673050,8,8,8,8,7,7,8,36
673051,10,10,8,10,10,10,10,45
673145,10,10,10,10,10,10,10,81
673269,9,10,9,10,9,10,8,65
673378,9,9,9,9,9,9,9,54
673419,7,7,8,9,9,8,7,24
673421,8,7,8,9,9,8,7,21
673423,9,9,9,9,9,9,9,23
673424,8,9,9,9,9,9,9,26
673451,10,9,8,8,8,8,8,42
673452,8,7,7,8,6,7,7,33
673454,10,9,9,8,8,7,8,39
673467,10,10,10,10,10,10,10,62
673540,10,10,10,10,10,10,10,78
673556,6,6,6,6,6,6,6,67
673559,6,5,6,6,6,5,6,27
673568,6,6,6,6,6,5,6,47
673570,6,6,6,6,6,5,6,34
673661,10,8,8,9,7,7,6,54
673685,10,10,9,10,10,10,10,90
673695,8,8,8,9,9,7,8,32
673748,8,8,8,8,8,8,8,90
673816,8,8,8,8,7,9,8,56
673828,8,8,8,8,8,8,8,77
673847,8,8,8,9,9,10,8,34
673858,8,8,8,9,9,10,8,37
673859,9,8,8,9,9,8,8,28
673882,9,9,9,9,9,9,9,32
673951,6,6,6,6,6,6,6,49
673963,9,9,9,9,9,9,9,28
673970,9,9,9,9,9,9,9,32
674019,8,8,7,8,8,8,8,87
674024,9,9,9,9,9,9,9,28
674063,7,7,6,9,8,8,6,29
674105,9,9,9,9,9,9,9,32
674106,8,9,9,9,9,9,9,41
674196,9,9,9,9,9,9,9,42
674226,6,7,6,6,6,7,6,41
674229,7,6,6,6,6,6,6,46
674237,6,6,6,6,5,6,5,44
674239,10,10,10,10,10,10,10,71
674264,10,10,10,10,10,10,10,80
674272,10,10,9,8,9,9,9,66
674281,10,10,10,10,9,10,10,40
674283,10,10,8,10,8,10,9,39
674285,10,7,7,7,6,8,7,34
674287,10,10,10,10,9,10,10,36
674320,7,7,7,8,8,8,7,79
674322,7,7,7,8,8,7,7,75
674361,9,9,9,9,9,9,9,32
674372,6,6,6,6,6,6,6,100
674373,6,6,6,6,6,6,6,34
674379,7,4,5,6,6,7,5,34
674380,6,6,7,7,6,5,5,41
674440,7,6,6,7,6,7,6,47
674489,8,8,7,7,8,8,8,56
674542,9,9,9,9,9,9,9,42
674572,10,10,10,10,10,10,10,47
674613,10,10,10,10,10,10,10,54
674686,10,10,6,8,6,10,7,84
674700,8,7,7,8,8,7,7,71
674702,8,7,7,7,7,6,7,64
674768,9,9,9,8,10,10,10,72
674779,7,7,7,7,7,7,7,46
674781,8,8,8,8,8,8,8,34
674800,8,9,9,9,8,9,8,52
674815,9,9,9,9,9,9,9,38
674817,9,9,9,9,9,9,9,67
674818,7,7,7,8,7,6,6,43
674842,9,9,9,9,9,9,9,44
674868,10,9,9,9,8,8,8,70
674869,9,9,9,9,9,9,9,64
674909,6,5,5,5,5,5,5,62
674968,7,7,7,7,7,7,7,78
674970,7,7,7,7,7,8,7,68
674974,7,7,7,7,7,7,7,47
675086,10,10,10,10,9,10,10,33
675132,9,9,9,9,9,9,9,66
675141,7,7,7,7,8,7,6,25
675265,8,8,8,8,8,8,8,51
675280,10,10,10,10,10,10,10,52
675334,8,8,8,8,8,8,8,69
675482,7,7,7,7,7,7,7,29
675524,5,6,5,7,7,7,5,30
675542,9,9,9,9,9,9,9,45
675645,9,10,7,10,8,7,9,25
675656,10,10,9,10,10,10,10,60
675667,6,9,9,7,6,10,8,33
675683,9,9,9,9,9,10,9,44
675685,10,8,9,9,8,8,8,28
675695,10,10,10,10,10,10,10,80
675702,10,10,10,10,10,10,10,43
675739,9,9,9,9,9,9,9,65
675801,8,7,7,9,6,7,7,94
675905,10,10,10,10,7,10,10,69
675906,6,6,6,8,7,10,5,55
675953,10,10,10,10,10,10,10,70
675977,5,5,5,5,5,5,5,32
675983,10,8,8,8,8,8,8,37
676000,9,10,6,9,10,10,7,60
676030,10,10,9,10,9,10,9,88
676060,10,10,8,10,8,10,10,31
676173,9,9,8,8,9,8,8,27
676259,7,7,7,8,8,9,9,21
676304,8,8,8,9,8,8,8,44
676359,9,7,8,8,7,6,6,32
676374,8,8,8,7,5,7,7,30
676391,8,8,8,8,8,8,8,29
676426,8,8,8,8,8,8,8,56
676446,10,10,10,10,10,10,10,50
676470,10,10,10,10,10,10,10,73
676521,9,10,10,10,10,10,9,65
676557,8,7,7,8,7,7,7,51
676580,8,9,8,8,8,8,8,29
676670,10,10,10,10,10,10,10,65
676772,7,8,7,9,9,9,7,28
676807,9,9,9,9,9,9,9,33
676844,9,7,8,9,8,10,10,97
676851,7,7,8,9,9,10,10,100
676941,8,7,7,9,7,9,9,45
676981,10,10,10,9,8,10,10,40
677079,10,10,10,10,10,10,10,54
677112,10,10,10,10,10,10,10,44
677114,7,9,8,7,8,9,10,39
677124,6,6,6,6,6,9,7,35
677130,7,7,7,7,7,7,7,53
677167,10,10,6,10,10,10,10,40
677176,10,10,9,9,9,8,9,23
677195,10,10,3,10,10,10,10,58
677220,9,9,9,9,9,9,9,29
677277,9,9,9,9,9,10,10,42
677280,10,10,9,10,10,10,10,64
677287,9,9,9,9,9,9,9,63
677339,8,7,9,8,9,9,9,56
677386,10,10,10,10,8,10,10,76
677422,9,9,6,10,10,9,8,61
677464,10,10,10,10,10,10,10,68
677474,9,9,9,9,9,10,10,61
677475,9,9,8,8,9,10,10,56
677476,9,8,8,8,8,10,10,55
677489,10,10,9,8,8,10,10,83
677571,9,9,9,9,9,9,9,39
677577,8,8,8,8,8,8,8,51
677627,8,8,8,8,8,8,8,45
677634,10,10,9,10,9,10,6,22
677655,10,10,9,10,8,10,10,87
677775,9,10,10,7,5,10,10,52
677825,10,10,10,10,8,10,10,36
677881,10,10,10,10,10,10,10,49
677897,8,8,8,8,8,8,8,60
677946,10,10,10,10,10,10,10,113
677964,8,7,7,8,8,9,9,49
677988,10,10,10,10,10,10,10,32
678052,7,9,8,9,8,9,8,46
678104,7,7,7,8,8,8,7,52
678132,9,8,8,9,8,9,9,53
678138,8,8,8,9,6,9,9,72
678160,10,10,9,9,8,10,10,60
678214,9,8,8,8,8,9,9,51
678284,8,8,8,8,8,8,8,29
678299,9,9,9,9,9,9,9,34
678304,8,8,9,9,9,9,9,53
680060,9,9,9,9,9,9,9,40
680083,10,10,8,9,8,9,9,68
680143,8,9,7,9,8,8,8,35
680144,9,9,9,9,9,9,9,44
680146,8,8,7,9,9,8,8,25
680239,7,6,7,8,8,8,8,38
680243,9,7,6,8,7,6,8,44
680244,9,8,8,8,8,9,8,37
680257,9,7,7,7,8,9,8,52
680263,9,7,8,7,5,6,7,49
680272,10,10,8,8,10,9,10,54
680274,9,9,8,8,9,9,8,70
680285,7,7,8,7,8,8,7,55
680311,7,8,8,9,9,10,9,29
680391,9,8,8,7,7,8,8,89
680407,8,8,8,9,9,9,9,51
680430,8,8,8,8,9,10,8,36
680437,7,6,6,7,6,8,7,68
680498,10,10,10,10,10,10,10,45
680500,8,9,8,9,8,8,7,31
680501,10,10,10,10,10,10,10,52
680537,10,10,10,10,10,10,10,50
680587,8,8,8,8,7,8,8,59
680595,7,8,7,8,8,8,7,50
680601,8,8,8,9,8,8,8,46
680686,9,9,9,9,9,9,9,36
680732,8,8,8,8,8,8,8,69
680771,9,9,9,9,9,9,9,83
680861,8,8,7,8,6,8,8,120
680870,7,7,7,7,7,7,7,89
680889,9,7,7,9,9,7,7,36
680891,9,9,9,9,9,9,9,28
680911,8,8,7,7,6,7,8,32
680914,8,8,7,7,8,9,7,60
680938,10,10,10,10,8,10,10,44
680943,8,8,8,8,6,8,8,84
680971,9,9,9,9,9,9,9,60
680981,10,10,10,10,8,9,9,80
680982,10,10,8,10,8,8,8,104
681096,4,4,6,5,6,6,5,44
681097,6,5,6,6,6,6,6,63
681133,7,6,6,6,5,6,6,57
681158,10,10,10,10,10,10,10,53
681192,8,7,7,9,9,8,8,52
681329,8,7,6,8,6,6,8,54
681349,8,8,7,8,6,7,7,67
681380,8,8,7,8,7,8,7,49
681387,9,9,8,8,8,9,8,52
681394,10,10,10,10,10,8,8,61
681403,7,7,7,7,7,7,7,56
681430,9,8,9,9,7,10,10,22
681436,8,6,7,9,7,7,6,20
681438,9,8,6,7,6,2,7,34
681441,9,9,9,9,9,9,9,26
681477,8,9,9,9,9,9,9,77
681499,10,10,10,10,10,10,10,51
681520,9,9,9,9,9,9,8,36
681640,8,9,7,8,7,7,7,53
681658,9,9,9,9,9,9,9,48
681668,7,6,6,7,7,7,6,51
681673,7,7,7,7,7,7,7,61
681713,10,10,10,10,10,10,10,48
681781,6,6,3,6,2,1,6,36
681790,10,10,10,10,10,10,10,63
681822,9,8,9,9,8,8,8,36
681844,10,9,8,9,8,9,9,126
681845,9,8,8,7,7,9,9,45
681875,8,8,7,8,8,8,8,60
681897,9,9,9,9,9,9,9,30
681929,6,6,6,6,6,7,6,47
682000,7,8,6,7,7,6,8,48
682006,10,10,10,10,10,10,10,27
682022,6,5,5,6,8,5,5,55
682118,9,8,8,8,8,8,8,30
682125,9,9,9,9,9,9,9,35
682169,8,8,7,8,7,8,8,94
682170,8,8,7,7,5,8,8,26
682192,9,8,9,9,7,7,8,29
682204,8,7,7,7,7,7,7,94
682210,8,7,7,7,7,8,8,53
682240,9,8,7,7,6,8,8,62
682259,9,8,7,9,9,8,8,42
682272,9,9,9,9,9,9,9,26
682282,9,9,9,9,9,9,9,31
682297,10,10,10,10,10,10,10,29
682298,10,10,10,10,10,10,10,43
682359,8,8,6,8,7,8,7,67
682360,4,7,5,6,6,8,6,24
682363,6,6,7,6,6,6,6,82
682398,8,8,8,9,10,10,7,43
682408,10,10,10,10,10,10,10,37
682457,9,9,9,9,9,9,9,54
682496,10,10,10,10,10,10,10,39
682525,5,6,5,6,5,6,5,29
682532,10,10,10,10,10,10,10,64
682625,9,9,9,9,9,9,9,53
682704,8,7,7,7,7,8,7,64
682715,8,8,7,7,7,7,8,65
682732,9,9,8,9,9,9,9,41
682737,9,9,9,9,9,9,9,56
682743,9,9,9,9,9,9,9,39
682782,10,10,10,10,10,10,10,50
682783,10,10,9,10,8,10,10,38
682791,10,10,10,10,10,10,10,49
682812,10,10,10,10,6,10,10,76
682829,10,9,9,10,9,10,10,45
682884,10,9,9,9,9,9,9,45
682897,10,10,10,10,10,10,9,85
682900,10,10,10,10,10,10,10,63
682918,8,9,8,8,8,8,8,49
682969,10,10,10,10,10,10,10,51
682972,10,10,10,10,10,10,10,71
683033,10,10,9,9,9,10,10,62
683034,9,9,9,8,7,9,9,53
683042,9,9,9,9,9,8,7,26
683043,9,9,9,9,9,9,9,37
683044,9,9,9,9,9,9,9,63
683052,9,8,7,6,5,7,7,31
683081,5,5,5,6,6,6,6,23
683119,9,9,9,9,9,9,9,35
683120,8,8,8,8,8,8,8,24
683121,9,9,9,9,9,9,9,22
683143,10,10,10,10,10,10,10,75
683164,10,10,10,10,10,10,10,45
683171,7,7,7,7,7,7,7,54
683177,6,8,8,8,8,8,8,62
683230,7,8,8,8,9,9,9,31
683245,8,8,8,8,7,8,8,87
683247,7,7,7,7,7,7,7,39
683248,8,7,8,8,8,8,8,49
683249,7,7,7,7,7,7,7,62
683250,8,7,7,7,6,8,8,38
683251,5,5,5,5,5,5,5,57
683339,10,10,10,10,10,10,10,60
683349,10,10,10,10,10,10,10,110
683352,10,10,8,10,7,7,7,81
683358,9,9,9,9,9,8,8,44
683373,7,7,7,7,7,7,7,43
683377,8,8,8,8,8,9,5,126
683399,10,10,10,10,10,10,10,77
683418,9,9,9,9,9,9,9,68
683431,5,5,5,5,6,5,5,44
683437,9,8,8,6,4,7,7,45
683438,9,9,9,5,4,7,6,47
683469,10,10,9,9,9,10,10,39
683472,10,10,10,10,10,10,10,83
683544,8,8,8,8,8,7,7,44
683611,10,10,10,10,8,10,10,80
683645,10,8,8,9,10,9,9,65
683650,10,10,10,10,10,10,10,51
683652,10,10,10,10,8,10,7,54
683660,7,7,7,7,6,6,7,29
683661,10,9,8,9,9,9,8,38
683664,8,8,7,8,7,8,8,68
683665,7,7,7,7,7,8,7,64
683669,6,6,6,6,6,6,6,68
683670,5,6,6,7,7,7,7,56
683673,7,8,7,7,7,7,7,78
683675,8,8,8,8,8,8,8,26
683694,6,6,6,6,6,6,6,28
683696,8,8,8,8,6,7,2,39
683707,7,7,5,6,5,6,6,33
683727,10,10,10,10,10,10,10,41
683732,6,6,6,6,6,6,6,59
683737,8,8,7,7,8,8,8,54
683767,10,10,10,10,10,10,10,56
683782,5,9,7,9,7,7,6,38
683785,8,9,8,7,8,8,8,89
683829,9,8,8,10,10,10,9,65
683861,6,6,6,6,6,6,6,86
683866,6,6,6,6,6,6,6,57
683869,6,6,6,6,6,6,6,61
683881,5,7,8,10,10,10,8,29
683896,9,9,9,8,7,9,8,90
683974,8,8,8,9,9,9,8,44
683991,6,6,6,6,6,6,6,64
684000,10,10,10,10,10,10,10,62
684035,9,8,10,10,10,10,8,60
684037,10,10,10,10,10,10,10,55
684063,10,10,10,9,10,10,10,71
684064,7,7,6,7,6,8,8,37
684135,7,7,7,7,7,8,7,27
684218,8,8,8,8,8,8,8,39
684240,8,8,8,8,8,9,9,68
684242,7,8,8,8,8,8,8,34
684259,10,10,10,10,10,10,10,73
684279,10,10,10,10,10,10,10,47
684280,9,9,9,8,7,8,7,45
684293,9,9,9,9,9,9,9,27
684326,9,9,9,9,9,9,9,76
684328,10,10,10,10,8,10,10,60
684359,8,8,8,8,8,8,8,49
684407,7,7,7,7,7,7,7,79
684423,9,6,8,8,7,6,8,56
684434,10,8,8,9,8,8,8,50
684437,8,8,8,9,8,8,8,44
684442,9,9,9,9,8,7,8,39
684448,10,10,10,10,10,10,10,52
684454,10,10,9,9,8,10,8,74
684491,9,8,8,9,9,8,8,29
684507,10,10,8,8,8,8,8,119
684524,8,8,8,8,8,8,8,26
684525,8,8,8,8,8,8,8,41
684557,10,10,5,10,10,10,10,53
684564,10,10,10,10,10,10,10,44
684594,10,10,8,10,8,10,9,50
684608,10,10,10,10,10,10,10,29
684609,9,9,9,9,9,9,9,38
684663,7,6,7,7,7,7,7,27
684665,7,7,7,7,7,7,7,32
684671,5,6,6,7,5,5,5,30
684673,7,7,5,5,5,6,5,29
684675,8,8,7,8,7,7,6,40
684684,10,10,7,10,10,10,10,41
684740,8,8,8,8,8,8,8,63
684784,7,7,7,10,6,8,7,46
684882,5,7,7,8,8,8,6,98
684885,8,8,8,8,6,9,8,68
684886,8,9,8,8,7,9,8,46
684928,8,8,8,9,9,9,8,29
684937,9,9,9,9,8,10,9,40
684973,8,7,7,7,7,7,7,45
684992,7,7,7,7,7,7,7,31
685002,8,8,8,7,7,7,7,52
685016,9,9,9,9,9,8,8,73
685024,9,8,9,9,9,7,9,45
685052,6,6,6,6,6,6,6,37
685056,6,7,6,6,6,7,6,28
685058,10,10,10,10,10,10,10,57
685096,8,7,7,8,8,7,7,82
685100,8,7,7,8,8,8,8,51
685124,8,8,8,8,8,8,8,135
685130,7,7,7,8,5,9,9,53
685132,10,10,8,9,8,9,8,46
685148,8,8,8,8,8,8,8,66
685149,8,8,8,8,8,8,8,50
685150,8,8,8,8,8,8,8,48
685153,9,9,9,9,9,9,9,26
685164,10,10,7,10,10,10,8,48
685192,6,7,7,8,8,8,8,31
685258,10,10,10,10,10,10,10,51
685296,10,10,10,10,10,10,10,68
685297,9,9,8,10,9,9,8,32
685299,10,10,10,10,10,10,10,52
685300,9,9,9,9,9,9,9,38
685301,9,9,9,9,9,9,9,32
685368,6,6,6,6,6,6,6,69
685451,10,10,10,10,10,10,10,29
685454,9,9,8,9,9,10,9,58
685466,8,8,8,10,10,8,7,64
685487,8,8,7,7,7,7,7,75
685505,7,8,7,8,7,8,8,43
685528,8,8,7,8,8,8,8,58
685537,6,6,6,6,6,6,6,33
685560,8,8,8,8,8,8,8,56
685582,9,9,9,10,9,10,10,75
685588,10,9,10,10,7,9,8,29
685591,7,6,8,9,9,8,7,53
685627,9,8,8,9,9,9,9,36
685630,7,8,7,7,7,8,7,68
685647,9,9,9,9,9,9,9,21
685695,9,9,9,9,9,9,9,57
685727,5,6,6,6,6,5,6,29
685733,8,9,7,7,7,7,7,53
685734,9,9,7,8,6,9,9,67
685742,8,8,8,9,8,9,8,34
685747,7,7,7,8,9,10,9,41
685780,8,10,9,9,9,8,6,100
685793,9,9,9,9,9,8,9,35
685812,10,10,10,10,10,10,10,57
685874,6,4,8,9,9,9,6,43
685891,8,8,8,8,8,8,8,37
685895,9,8,8,8,8,8,8,46
685902,7,7,6,7,7,7,7,55
685903,8,8,6,8,6,7,8,45
685905,9,9,9,9,9,9,9,54
685906,7,7,7,7,7,7,7,61
685965,5,7,6,7,4,5,6,40
685969,9,9,9,9,9,9,9,27
686006,9,9,9,9,9,9,9,60
686014,8,9,7,7,7,8,7,29
686032,9,9,8,9,7,9,9,70
686133,8,6,9,7,6,8,8,47
686134,10,10,10,10,10,10,10,63
686173,10,10,10,10,10,10,10,56
686178,9,9,9,9,9,9,9,41
686184,7,6,8,8,7,9,7,47
686185,10,10,10,10,10,10,10,41
686190,8,8,8,8,8,8,8,38
686234,7,7,7,6,6,7,7,21
686235,9,10,6,6,6,7,7,21
686253,4,7,7,8,8,5,6,63
686293,8,8,8,8,8,8,8,38
686304,9,9,9,8,8,9,9,75
686325,10,10,10,10,10,10,7,56
686423,10,10,10,10,10,10,10,54
686429,10,10,10,10,10,10,10,31
686494,10,9,9,9,9,9,9,55
686528,10,10,10,10,10,10,10,59
686543,9,9,9,9,9,9,9,46
686558,5,4,4,5,4,5,5,35
686559,10,10,6,7,6,7,6,32
686579,9,9,10,10,9,10,10,55
686602,8,8,8,8,5,8,8,27
686634,9,8,7,9,10,10,10,73
686657,10,10,10,10,10,10,10,96
686658,7,7,7,9,9,8,7,38
686661,10,10,10,10,10,10,9,98
686717,6,7,7,7,8,7,6,37
686763,6,7,5,6,3,6,6,76
686806,7,7,7,7,7,7,7,48
686810,6,5,5,7,6,6,5,32
686831,6,6,6,4,5,6,6,22
686863,10,10,10,10,10,9,10,41
686866,10,10,10,10,10,10,10,59
686870,8,8,9,10,10,8,8,40
686898,7,7,7,7,6,6,7,66
686913,10,10,10,10,10,10,10,46
687007,8,9,8,9,9,9,8,55
687018,9,9,8,9,9,9,9,54
687022,10,9,9,9,9,8,9,55
687030,10,10,10,10,10,10,10,53
687033,5,4,4,6,4,4,8,22
687039,9,9,9,9,9,9,9,63
687043,7,6,7,8,8,7,7,53
687056,9,9,9,9,9,9,9,38
687070,10,10,8,10,10,10,8,67
687075,8,10,8,10,9,8,7,68
687099,8,8,8,8,8,9,8,34
687112,8,8,8,8,9,8,8,46
687148,9,9,8,8,8,7,7,135
687157,9,9,7,7,7,9,9,36
687164,7,7,7,8,7,9,8,61
687165,9,9,8,9,7,9,9,60
687168,9,9,8,9,8,9,9,78
687174,10,10,10,10,10,10,10,90
687248,10,10,10,10,10,10,10,51
687250,10,10,10,10,10,10,10,80
687281,10,10,10,10,10,10,10,101
687287,10,8,8,7,7,8,8,51
687291,10,8,8,8,6,7,8,42
687304,10,10,10,10,10,10,10,54
687321,9,9,8,9,9,9,9,75
687322,9,9,8,9,9,10,10,65
687328,8,8,8,9,9,10,10,59
687361,6,6,6,7,6,7,6,67
687404,10,10,10,10,10,10,10,71
687462,10,10,10,10,10,10,10,48
687497,9,8,7,7,8,9,8,61
687508,8,8,8,9,8,9,9,25
687564,7,7,7,8,6,8,8,43
687569,7,7,7,7,6,7,7,61
687576,6,6,6,6,6,6,6,49
687685,9,9,8,8,9,9,9,77
687699,10,10,10,9,8,10,10,51
687845,9,9,9,9,9,9,9,41
687849,9,9,9,9,9,9,9,30
687878,8,9,7,9,8,9,7,40
687883,9,9,8,9,8,8,8,34
687892,8,8,8,8,8,8,8,56
687915,6,7,8,8,8,8,6,52
687916,7,7,8,8,7,7,7,50
687934,7,6,6,4,5,5,5,80
687938,8,10,6,8,5,7,6,30
687953,10,10,10,10,8,10,10,33
687961,8,8,9,10,9,10,9,58
687971,9,10,9,10,8,10,10,34
687986,8,8,8,7,8,7,7,53
687987,8,8,7,10,8,10,8,69
687988,7,8,7,7,6,7,6,49
687990,8,8,8,8,8,8,8,80
687993,10,10,10,10,10,10,10,55
688009,9,7,8,9,9,8,6,67
688111,10,10,10,9,8,9,8,76
688123,8,8,5,8,5,5,6,25
688128,8,8,8,8,8,8,8,37
688139,10,10,10,10,10,10,10,54
688142,10,10,10,7,7,8,9,47
688149,8,8,8,8,8,9,9,33
688157,7,8,7,8,6,7,7,56
688159,6,6,7,8,7,8,6,54
688172,8,8,8,8,8,8,8,32
688194,10,10,10,10,10,10,10,62
688210,7,7,7,7,7,7,7,43
688226,8,8,8,8,8,8,8,36
688228,8,7,8,9,5,9,8,79
688231,9,9,8,9,9,8,8,31
688250,10,10,10,10,10,10,10,42
688264,10,10,10,10,10,10,8,53
688276,8,9,10,10,10,9,10,45
688277,10,10,10,10,10,10,10,90
688287,9,9,9,9,9,9,9,119
688296,9,9,7,7,6,8,8,88
688323,9,9,9,9,9,9,9,25
688338,8,8,8,8,8,8,8,35
700037,10,10,10,10,10,10,10,86
700073,10,10,10,10,5,10,10,58
700235,10,9,10,8,4,9,9,37
700410,8,8,7,8,7,8,8,57
700624,8,8,7,8,7,8,7,38
700729,8,7,8,9,9,9,8,52
700730,7,7,7,9,9,9,7,38
700740,8,8,8,8,8,9,9,55
700752,8,7,7,7,6,8,7,77
700818,6,6,6,6,6,6,6,32
700950,10,10,10,10,10,10,10,102
701002,8,8,7,8,7,8,8,45
701229,6,7,6,8,6,8,7,49
701240,6,6,6,7,5,7,6,75
701531,9,9,6,9,6,9,9,51
701536,10,10,10,10,8,10,10,55
701579,10,10,9,9,9,9,9,54
701638,6,8,6,9,9,9,8,69
701647,9,10,10,10,10,10,10,45
701800,10,10,10,10,10,10,10,68
702643,8,8,8,8,8,8,8,61
703258,8,7,8,8,8,8,8,44
703808,10,10,10,10,10,10,8,85
703830,10,10,10,10,10,10,10,54
703837,10,10,10,10,10,10,10,38
704118,9,9,9,9,8,10,9,85
704160,8,7,8,7,8,9,8,43
704305,7,7,8,6,7,6,6,30
704372,9,9,9,8,8,8,9,49
704702,10,10,10,10,7,10,10,24
704752,10,10,7,7,6,10,8,29
704766,10,10,10,10,10,10,10,27
704832,8,8,8,8,8,8,8,35
704836,7,7,6,7,7,7,7,32
704911,10,10,10,10,10,10,10,62
705115,8,8,8,8,8,8,8,22
705116,8,8,8,8,8,8,8,21
705124,5,5,6,7,8,4,5,25
705215,9,9,9,9,9,9,9,35
705244,9,9,9,9,9,9,9,29
705513,10,10,10,10,10,10,10,35
705637,5,5,5,7,9,9,7,30
706104,8,8,8,8,8,8,8,27
