nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,etalav2,etapen,coppu,prevcom,coppip,mcontrib,anprevcom,mprevcom1
800029,2,,,,,,,,,,,,,,,
800029,3,,,,,,,,,,,,,,,
800040,1,3,1,5,1,18,1,22,31,65,70,,,,,
800040,2,2,2,,1,24,1,22,27,,,2,,,,
800040,3,,,,,,,,,,,,,,,
800041,1,1,2,,,16,1,16,,65,100,,,,,
800106,1,3,,,1,20,1,10,,,,,,,,
800106,2,0,,,,,,,,,,,,,,
800106,3,0,,,,,,,,,,,,,,
800106,4,,,,,,,,,,,,,,,
800135,1,3,2,,1,18,1,33,,,,,,,,
800135,2,0,,,,,,,,,,,,,,
800135,3,0,,,,,,,,,,,,,,
800135,4,0,,,,,,,,,,,,,,
800135,5,,,,,,,,,,,,,,,
800180,1,2,2,,1,18,1,45,,,,,,,,
800180,2,0,,,,,,,,,,,,,,
800180,3,1,,,,25,1,4,,,,,,,,
800183,1,1,2,,,19,1,12,,61,50,2,,,,
800183,2,0,,,,,,,,,,,,,,
800183,3,1,,,,18,1,15,,,,,,,,
800184,1,1,2,,,18,1,27,,65,80,2,,,,
800184,2,0,,,,,,,,,,,,,,
800243,1,1,2,,,20,1,40,,65,70,,,,,
800243,2,0,,,,,,,,,,,,,,
800260,1,1,2,,,28,1,13,,70,60,,,,,
800260,2,0,,,,,,,,,,,,,,
800260,3,,,,,,,,,,,,,,,
800260,4,,,,,,,,,,,,,,,
800274,1,1,2,,,18,1,44,,,,,,,,
800274,2,0,,,,,,,,,,,,,,
800308,1,1,2,,,16,1,35,,,,,,,,
800416,1,4,,,1,16,1,20,,,,,,,,
800416,2,0,,,,,,,,,,,,,,
800416,3,,,,,,,,,,,,,,,
800416,4,,,,,,,,,,,,,,,
800464,1,3,1,1,1,24,1,30,53,65,80,2,,,,
800464,2,1,2,,,24,1,25,,65,70,2,,,,
800464,3,0,,,,,,,,,,,,,,
800464,4,0,,,,,,,,,,,,,,
800483,1,1,2,,,17,1,42,,,,,,,,
800483,2,0,,,,,,,,,,,,,,
800569,1,1,2,,,35,1,20,,,,,,,,
800571,1,4,2,,1,17,1,37,,,,,,,,
800571,2,4,2,,1,12,1,37,,,,,,,,
800702,1,3,2,,1,19,1,23,31,65,70,1,85,,,
800702,2,3,2,,3,15,1,15,28,60,60,,,,,
800702,3,,,,,,,,,,,,,,,
800702,4,,,,,,,,,,,,,,,
800705,1,2,2,,1,16,1,40,,,,,,,,
800705,2,1,2,,,17,1,14,,,,,,,,
800832,1,0,,,,,,,,,,,,,,
800884,1,0,,,,,,,,,,,,,,
800884,2,0,,,,,,,,,,,,,,
800901,1,5,1,2,3,16,1,36,,,,,,,,
800901,2,1,2,,,18,1,5,,,,,,,,
800901,3,3,,,1,21,1,,,,,,,9,,
800937,1,4,2,,1,12,1,28,,,,,,,,
800999,1,1,2,,,24,1,39,,62,70,,,,,
800999,2,1,2,,,20,1,30,,,,,,,,
800999,3,0,,,,,,,,,,,,,,
800999,4,0,,,,,,,,,,,,,,
801010,1,1,2,,,32,1,18,,,,,,,,
801010,2,3,2,,1,12,1,30,,,,,,,,
801028,1,2,,,1,16,1,5,,,,,,,,
801028,2,1,,,,18,2,,,,,,,,,
801028,3,,,,,,,,,,,,,,,
801028,4,,,,,,,,,,,,,,,
801104,1,2,2,,1,17,1,45,,,,,,,,
801104,2,3,2,,1,18,1,40,,,,,,,,
801202,1,1,2,,,27,1,34,,65,85,,,,,
801202,2,1,1,1,,16,1,31,,60,70,2,,,,
801202,3,0,,,,,,,,,,,,,,
801202,4,,,,,,,,,,,,,,,
801221,1,2,2,,3,21,1,29,27,67,60,,,,,
801221,2,2,1,2,1,18,1,12,37,,,2,,,,
801221,3,1,2,,,25,1,,,,,,,2,,
801255,1,3,1,1,1,19,1,42,,,,,,,,
801279,1,3,1,1,1,16,1,30,41,67,70,2,,,,
801279,2,4,1,2,1,15,1,35,44,,,2,,,,
801380,1,0,,,,,,,,,,,,,,
801380,2,1,2,,,16,1,35,,,,,,,,
801380,3,0,,,,,,,,,,,,,,
801448,1,1,2,,,26,1,36,,67,60,,,,,
801448,2,1,2,,,28,1,37,,,,2,,,,
801486,1,4,1,1,1,14,2,,,,,,,,,
801486,2,2,1,3,1,17,1,25,31,,,2,,,,
801486,3,0,,,,,,,,,,,,,,
801541,1,1,,,,23,1,2,,,,,,,,
801541,2,0,,,,,,,,,,,,,,
801541,3,0,,,,,,,,,,,,,,
801541,4,,,,,,,,,,,,,,,
801541,5,,,,,,,,,,,,,,,
801541,6,,,,,,,,,,,,,,,
801543,1,0,,,,,,,,,,,,,,
801543,2,2,2,,1,20,1,35,,,,,,,,
801801,1,1,2,,,20,1,35,,,,,,,,
801801,2,0,,,,,,,,,,,,,,
801801,3,0,,,,,,,,,,,,,,
801803,1,4,2,,1,14,1,35,,,,,,,,
801803,2,0,,,,,,,,,,,,,,
801803,3,1,2,,,30,1,5,,,,3,,,,
801806,1,1,2,,,18,1,35,,,,,,,,
801806,2,0,,,,,,,,,,,,,,
801806,3,1,2,,,25,1,5,,,,3,,,,
801812,1,0,,,,,,,,,,,,,,
801812,2,1,,,,20,2,,,,,,,,,
801812,3,,,,,,,,,,,,,,,
801812,4,,,,,,,,,,,,,,,
801813,1,0,,,,,,,,,,,,,,
801813,2,1,2,,,18,1,25,,,,3,,,,
801813,3,1,2,,,20,1,3,,,,3,,,,
801813,4,0,,,,,,,,,,,,,,
801813,5,0,,,,,,,,,,,,,,
801875,1,2,1,1,3,30,1,5,34,80,30,2,,,,
801875,2,1,,,,32,1,7,,,,,,,,
801875,3,,,,,,,,,,,,,,,
801875,4,,,,,,,,,,,,,,,
801875,5,,,,,,,,,,,,,,,
801878,1,3,2,,1,19,1,40,,,,,,,,
801878,2,2,1,3,1,20,1,20,,,,,,,,
801878,3,5,1,7,1,20,1,4,32,,,2,,,,
801892,1,1,2,,,20,1,40,,,,,,,,
801894,1,0,,,,,,,,,,,,,,
801899,1,1,2,,,16,1,30,,,,,,,,
801908,1,0,,,,,,,,,,,,,,
801908,2,1,2,,,26,1,28,,,,2,,,,
801908,3,0,,,,,,,,,,,,,,
801955,1,1,2,,,19,2,,,67,60,2,,,,
801955,2,0,,,,,,,,,,,,,,
801955,3,,,,,,,,,,,,,,,
801955,4,,,,,,,,,,,,,,,
801966,1,1,2,,,20,1,34,,,,,,,,
801966,2,0,,,,,,,,,,,,,,
801966,3,0,,,,,,,,,,,,,,
801972,1,2,2,,1,21,1,34,33,65,70,4,,,,
801972,2,0,,,,,,,,,,,,,,
801972,3,0,,,,,,,,,,,,,,
801972,4,,,,,,,,,,,,,,,
801986,1,1,2,,,21,1,20,,,,,,,,
801986,2,0,,,,,,,,,,,,,,
802001,1,1,1,2,,23,1,1,,67,60,2,,,,
802001,2,0,,,,,,,,,,,,,,
802001,3,2,2,,3,22,1,7,32,,,2,,,,
802001,4,0,,,,,,,,,,,,,,
802001,5,,,,,,,,,,,,,,,
802001,6,,,,,,,,,,,,,,,
802038,1,1,2,,,26,1,35,,66,80,2,,,,
802038,2,2,2,,3,18,1,40,,,,,,,,
802038,3,1,2,,,28,1,3,,,,,,,,
802223,1,1,,,,20,1,10,,,,,,,,
802223,2,1,2,,,22,1,30,,,,,,,,
802223,3,0,,,,,,,,,,,,,,
802253,1,3,2,,1,18,1,21,,,,,,,,
802261,1,3,2,,3,17,1,26,37,67,60,,,,,
802326,1,1,1,2,,25,1,12,,65,50,2,,,,
802332,1,0,,,,,,,,,,,,,,
802332,2,1,2,,,22,1,40,,,,,,,,
802332,3,1,2,,,26,1,10,,,,2,,,,
802332,4,0,,,,,,,,,,,,,,
802349,1,0,,,,,,,,,,,,,,
802349,2,0,,,,,,,,,,,,,,
802349,3,1,2,,,20,1,10,,,,,,,,
802349,4,,,,,,,,,,,,,,,
802444,1,4,2,,1,21,1,6,27,67,60,2,,,,
802451,1,3,1,1,1,15,1,14,35,67,50,2,,,,
802451,2,3,1,1,1,14,1,11,,,,,,,,
802475,1,5,1,4,1,17,1,13,55,65,50,2,,,,
802480,1,0,,,,,,,,,,,,,,
802480,2,3,2,,1,19,1,18,29,65,60,1,70,,,
802595,1,5,2,,3,26,1,30,,,,,,,,
802595,2,2,2,,1,19,1,23,,,,,,,,
802675,1,3,2,,3,20,1,41,,,,,,,,
802675,2,1,2,,,18,1,42,,,,,,,,
802675,3,0,,,,,,,,,,,,,,
802895,1,0,,,,,,,,,,,,,,
802905,1,1,2,,,20,1,30,,66,70,2,,,,
802914,1,1,2,,,19,1,35,,66,60,2,,,,
802914,2,1,2,,,19,1,30,,66,60,1,80,,,
803055,1,1,2,,,20,1,35,,,,,,,,
803101,1,1,2,,,26,1,35,,,,,,,,
803200,1,3,1,1,1,22,2,,30,65,50,,,,,
803205,1,2,2,,1,22,1,35,28,60,70,2,,,,
803205,2,2,2,,1,21,1,31,24,60,70,1,75,,,
803205,3,1,2,,,27,1,1,,,,1,,,,
803483,1,1,2,,,14,1,22,,68,80,2,,,,
803483,2,,,,,,,,,,,,,,,
803501,1,2,2,,3,16,1,46,22,66,80,,,,,
803501,2,0,,,,,,,,,,,,,,
803501,3,2,2,,3,19,1,8,23,,,,,,,
803526,1,0,,,,,,,,,,,,,,
803526,2,2,2,,3,20,1,25,20,,,2,,,,
803526,3,0,,,,,,,,,,,,,,
803526,4,,,,,,,,,,,,,,,
803566,1,0,,,,,,,,,,,,,,
803566,2,1,2,,,25,1,30,,,,2,,,,
803570,1,1,2,,,30,1,30,,67,80,,,,,
803570,2,0,,,,,,,,,,,,,,
803570,3,0,,,,,,,,,,,,,,
803570,4,0,,,,,,,,,,,,,,
803661,1,2,2,,1,14,1,31,,,,,,,,
803661,2,1,2,,,17,1,12,,,,,,,,
803736,1,6,2,,3,21,1,32,59,80,80,,,,,
803736,2,6,2,,1,21,1,47,55,,,3,,,,
804040,1,0,,,,,,,,,,,,,,
804040,2,1,2,,,20,1,7,,,,2,,,,
804163,1,4,2,,1,22,1,39,41,65,80,,,,,
804163,2,0,,,,,,,,,,,,,,
804172,1,2,1,3,3,17,1,37,,,,,,,,
804172,2,1,2,,,19,1,35,,,,,,,,
804203,1,4,1,1,1,23,1,15,40,65,70,2,,,,
804203,2,3,1,3,1,15,1,30,15,67,80,2,,,,
804209,1,1,1,1,,21,1,7,,,,,,,,
804209,2,3,2,,1,16,1,35,41,,,3,,,,
804209,3,0,,,,,,,,,,,,,,
804209,4,0,,,,,,,,,,,,,,
804210,1,1,2,,,28,1,37,,66,100,,,,,
804214,1,4,2,,3,25,1,35,39,65,75,2,,,,
804214,2,2,2,,3,26,1,35,26,,,2,,,,
804214,3,0,,,,,,,,,,,,,,
804222,1,1,2,,,36,1,22,,70,100,,,,,
804324,1,7,2,,1,13,1,35,,,,,,,,
804324,2,0,,,,,,,,,,,,,,
804457,1,0,,,,,,,,,,,,,,
804495,1,1,2,,,16,1,20,,,,,,,,
804515,1,1,2,,,20,1,20,,,,,,,,
804534,1,5,2,,1,27,1,13,32,80,20,2,,,,
804534,2,5,2,,1,19,1,26,32,,,2,,,,
804534,3,0,,,,,,,,,,,,,,
804536,1,1,2,,,23,1,36,,,,,,,,
804547,1,2,2,,3,14,1,35,,,,,,,,
804547,2,1,2,,,27,1,10,,,,,,,,
804631,1,3,2,,1,20,1,37,,,,,,,,
804720,1,1,2,,,42,1,15,,65,80,,,,,
804720,2,0,,,,,,,,,,,,,,
804720,3,0,,,,,,,,,,,,,,
804720,4,0,,,,,,,,,,,,,,
804720,5,,,,,,,,,,,,,,,
804825,1,5,2,,1,26,1,10,31,70,50,,,,,
804825,2,4,2,,1,17,1,25,35,,,1,,,,
804825,3,,,,,,,,,,,,,,,
804825,4,,,,,,,,,,,,,,,
804880,1,4,2,,3,14,1,14,32,69,10,,,,,
804880,2,2,1,12,3,18,1,1,,,,,,,,
804880,3,1,,,,39,2,,,,,,,,,
804880,4,0,,,,,,,,,,,,,,
804880,5,0,,,,,,,,,,,,,,
804880,6,,,,,,,,,,,,,,,
804928,1,0,,,,,,,,,,,,,,
804962,1,7,2,,3,20,1,30,37,70,50,,,,,
804962,2,4,,,1,17,1,15,,,,,,,,
804966,1,5,2,,1,14,1,35,,,,,,,,
805100,1,1,2,,,15,1,39,,67,50,,,,,
805100,2,5,2,,1,16,1,26,36,,,2,,,,
805100,3,0,,,,,,,,,,,,,,
805100,4,0,,,,,,,,,,,,,,
805100,5,,,,,,,,,,,,,,,
805154,1,1,1,2,,16,1,21,,70,50,2,,,,
805154,2,0,,,,,,,,,,,,,,
805154,3,0,,,,,,,,,,,,,,
805179,1,0,,,,,,,,,,,,,,
805189,1,0,,,,,,,,,,,,,,
805227,1,2,2,,1,18,1,39,,,,,,,,
805227,2,1,2,,,18,1,2,,,,,,,,
805230,1,6,1,2,3,17,1,20,40,66,50,,,,,
805264,1,3,2,,3,19,1,35,19,62,60,,,,,
805264,2,4,2,,3,19,1,23,38,60,50,2,,,,
805264,3,0,,,,,,,,,,,,,,
805330,1,1,2,,,24,1,35,,,,,,,,
805330,2,3,2,,1,14,1,35,,,,,,,,
805330,3,1,2,,,18,1,7,,,,,,,,
805435,1,1,,,,14,1,35,,,,,,,,
805435,2,0,,,,,,,,,,,,,,
805449,1,1,2,,,16,1,30,,72,70,,,,,
805449,2,0,,,,,,,,,,,,,,
805449,3,0,,,,,,,,,,,,,,
805449,4,0,,,,,,,,,,,,,,
805475,1,4,,,1,16,1,15,,,,,,,,
805475,2,1,,,,49,1,,,,,,,3,,
805475,3,0,,,,,,,,,,,,,,
805475,4,0,,,,,,,,,,,,,,
805524,1,3,1,1,1,14,1,37,37,65,70,2,,,,
805524,2,1,,,,15,1,10,,,,,,,,
805524,3,1,2,,,17,1,2,,,,2,,,,
805556,1,1,2,,,15,1,35,,,,,,,,
805664,1,3,2,,3,17,1,36,,,,,,,,
805664,2,1,2,,,13,1,20,,,,,,,,
805719,1,1,2,,,24,1,35,,,,,,,,
805932,1,1,1,1,,31,1,20,,,,,,,,
805932,2,3,1,2,3,16,1,39,59,65,70,5,,,,
805932,3,1,2,,,21,1,7,,,,3,,,,
805981,1,5,1,1,1,14,1,22,43,65,70,2,,,,
806088,1,3,1,1,1,20,1,20,23,65,50,2,,,,
806088,2,3,2,,1,16,1,20,25,,,2,,,,
806096,1,2,2,,1,16,1,36,17,65,80,1,90,,,
806096,2,3,2,,1,23,1,30,37,,,1,,,,
806096,3,0,,,,,,,,,,,,,,
806096,4,,,,,,,,,,,,,,,
806096,5,,,,,,,,,,,,,,,
806223,1,2,2,,1,16,1,25,39,65,80,2,,,,
806223,2,4,2,,1,19,1,10,34,65,80,2,,,,
806223,3,0,,,,,,,,,,,,,,
806223,4,,,,,,,,,,,,,,,
806223,5,,,,,,,,,,,,,,,
806282,1,2,2,,1,23,1,15,46,67,60,2,,,,
806289,1,2,2,,1,12,1,15,,,,,,,,
806289,2,3,2,,1,14,1,30,,,,,,,,
806339,1,1,2,,,24,1,37,,,,,,,,
806339,2,2,2,,2,12,1,58,,,,,,,,
806430,1,1,2,,,26,1,35,,,,,,,,
806430,2,1,2,,,28,1,35,,,,,,,,
806430,3,1,2,,,26,1,8,,,,2,,,,
806443,1,1,1,6,,20,1,10,,,,,,,,
806443,2,1,2,,,19,1,20,,,,2,,,,
806443,3,,,,,,,,,,,,,,,
806447,1,1,1,10,,20,1,19,,,,,,,,
806447,2,1,2,,,20,1,35,,,,,,,,
806447,3,0,,,,,,,,,,,,,,
806473,1,1,2,,,17,1,39,,60,70,2,,,,
806473,2,1,1,5,,20,1,21,,,,2,,,,
806473,3,2,1,3,2,20,1,4,28,,,,,,,
806532,1,1,2,,,16,1,30,,,,,,,,
806532,2,1,2,,,14,1,40,,,,,,,,
806540,1,1,2,,,20,1,40,,65,70,,,,,
806540,2,1,2,,,20,1,41,,,,,,,,
806540,3,0,,,,,,,,,,,,,,
806557,1,2,2,,1,19,1,34,,,,,,,,
806560,1,0,,,,,,,,,,,,,,
806563,1,1,2,,,21,1,18,,,,,,,,
806563,2,2,2,,1,19,1,17,29,60,30,2,,,,
806563,3,,,,,,,,,,,,,,,
806563,4,,,,,,,,,,,,,,,
806563,5,,,,,,,,,,,,,,,
806583,1,1,2,,,14,1,26,,65,30,,,,,
806583,2,2,2,,3,16,1,23,26,65,50,,,,,
806583,3,0,,,,,,,,,,,,,,
806583,4,,,,,,,,,,,,,,,
806586,1,0,,,,,,,,,,,,,,
806601,1,0,,,,,,,,,,,,,,
806601,2,2,2,,1,17,1,15,31,,,3,,,,
806601,3,0,,,,,,,,,,,,,,
806601,4,,,,,,,,,,,,,,,
806601,5,,,,,,,,,,,,,,,
806629,1,1,2,,,19,1,37,,65,70,2,,,,
806629,2,0,,,,,,,,,,,,,,
806650,1,1,2,,,16,1,40,,,,,,,,
806650,2,1,,,,16,1,34,,,,,,,,
806700,1,1,2,,,17,1,17,,,,,,,,
806983,1,4,1,1,3,17,1,13,27,67,60,2,,,,
806983,2,3,2,,3,18,1,14,27,65,60,2,,,,
806983,3,,,,,,,,,,,,,,,
806983,4,,,,,,,,,,,,,,,
806993,1,4,1,1,1,17,1,14,24,65,50,2,,,,
806993,2,4,1,1,1,16,1,11,36,,,2,,,,
807054,1,2,,,1,20,1,35,,,,,,,,
807054,2,1,,,,20,2,,,,,,,,,
807054,3,0,,,,,,,,,,,,,,
807054,4,0,,,,,,,,,,,,,,
807066,1,1,2,,,25,1,30,,,,,,,,
807066,2,1,1,1,,26,1,33,,,,,,,,
807066,3,2,,,2,28,1,5,,,,,,,,
807142,1,4,2,,3,19,1,18,31,70,50,,,,,
807142,2,2,2,,1,19,1,19,31,,,2,,,,
807142,3,,,,,,,,,,,,,,,
807142,4,4,2,,1,14,1,40,,,,,,,,
807142,5,2,1,4,1,14,1,33,53,,,2,,,,
807146,1,1,2,,,20,1,30,,65,70,2,,,,
807146,2,1,2,,,15,1,36,,,,2,,,,
807146,3,2,2,,3,23,1,3,25,,,,,,,
807146,4,,,,,,,,,,,,,,,
807165,1,1,2,,,21,1,37,,,,,,,,
807165,2,2,2,,1,18,1,35,,,,,,,,
807255,1,2,2,,1,19,1,17,30,67,50,2,,,,
807255,2,3,2,,1,17,1,19,30,,,2,,,,
807255,3,0,,,,,,,,,,,,,,
807255,4,,,,,,,,,,,,,,,
807255,5,0,,,,,,,,,,,,,,
807289,1,3,2,,1,24,1,37,24,62,75,1,85,,,
807289,2,1,2,,,14,1,35,,67,60,,,,,
807289,3,0,,,,,,,,,,,,,,
807289,4,0,,,,,,,,,,,,,,
807303,1,1,2,,,28,1,34,,61,80,1,90,,,
807303,2,2,2,,1,19,1,38,,,,,,,,
807303,3,2,1,5,2,24,1,,25,,,,,7,,
807404,1,4,1,1,3,19,1,23,,,,,,,,
807441,1,2,2,,1,23,1,41,30,69,80,2,,,,
807441,2,3,2,,3,31,1,33,43,,,2,,,,
807466,1,0,,,,,,,,,,,,,,
807538,1,1,2,,,25,1,22,,,,,,,,
807538,2,1,2,,,30,1,38,,,,,,,,
807625,1,1,2,,,27,1,23,,65,70,,,,,
807849,1,0,,,,,,,,,,,,,,
807962,1,0,,,,,,,,,,,,,,
808122,1,0,,,,,,,,,,,,,,
808169,1,6,,,1,17,1,34,,,,,,,,
808169,2,3,1,2,1,17,1,25,,,,,,,,
808169,3,1,2,,,20,1,8,,,,2,,,,
808182,1,2,,,1,40,1,11,,,,,,,,
808182,2,4,2,,1,15,1,30,,,,,,,,
808310,1,0,,,,,,,,,,,,,,
808310,2,1,2,,,18,1,15,,,,,,,,
808313,1,0,,,,,,,,,,,,,,
808313,2,1,1,2,,16,1,20,,,,2,,,,
808313,3,0,,,,,,,,,,,,,,
808313,4,0,,,,,,,,,,,,,,
808313,5,,,,,,,,,,,,,,,
808314,1,1,1,2,,16,1,25,,,,,,,,
808314,2,1,2,,,17,1,22,,,,2,,,,
808314,3,1,2,,,18,1,1,,67,90,2,,,,
808314,4,0,,,,,,,,,,,,,,
808314,5,,,,,,,,,,,,,,,
808316,1,0,,,,,,,,,,,,,,
808316,2,1,1,4,,20,1,15,,70,50,2,,,,
808316,3,0,,,,,,,,,,,,,,
808318,1,1,1,2,,29,1,20,,70,80,1,90,,,
808318,2,1,2,,,16,1,30,,66,50,2,,,,
808318,3,0,,,,,,,,,,,,,,
808318,4,,,,,,,,,,,,,,,
808379,1,1,2,,,21,1,54,,79,60,,,,,
808379,2,1,2,,,20,1,35,,,,,,,,
808379,3,1,2,,,18,1,33,,,,2,,,,
808450,1,1,2,,,30,1,29,,67,70,2,,,,
808712,1,6,2,,1,16,1,39,40,59,80,2,,,,
809233,1,0,,,,,,,,,,,,,,
809233,2,2,2,,1,15,1,29,25,,,2,,,,
809233,3,1,1,1,,19,1,8,,,,2,,,,
809254,1,0,,,,,,,,,,,,,,
809254,2,6,1,4,3,16,1,6,43,,,,,,,
809254,3,0,,,,,,,,,,,,,,
809254,4,0,,,,,,,,,,,,,,
809268,1,2,1,2,1,20,2,,,,,,,,,
809285,1,2,2,,3,18,1,40,,,,,,,,
809285,2,0,,,,,,,,,,,,,,
809382,1,1,2,,,26,1,40,,,,,,,,
809446,1,1,2,,,20,1,37,,,,,,,,
809446,2,1,2,,,20,1,15,,,,,,,,
809488,1,1,2,,,23,1,28,,66,60,1,70,,,
809488,2,1,2,,,20,2,,,,,,,,,
809488,3,0,,,,,,,,,,,,,,
809488,4,,,,,,,,,,,,,,,
809628,1,2,2,,1,16,1,43,,,,,,,,
809628,2,0,,,,,,,,,,,,,,
809644,1,2,2,,1,22,1,37,,,,,,,,
809644,2,1,2,,,21,1,38,,,,,,,,
809644,3,2,2,,1,20,1,35,,,,,,,,
809835,1,2,1,2,1,20,1,38,23,66,70,,,,,
809835,2,4,1,7,1,20,1,24,48,,,2,,,,
809835,3,0,,,,,,,,,,,,,,
809835,4,0,,,,,,,,,,,,,,
809897,1,2,2,,1,23,1,22,25,65,60,2,,,,
809897,2,2,2,,1,18,1,27,23,,,2,,,,
809897,3,2,2,,1,21,1,3,21,,,2,,,,
809918,1,1,2,,,20,1,41,,,,,,,,
809918,2,1,2,,,22,1,40,,,,2,,,,
809918,3,0,,,,,,,,,,,,,,
810042,1,2,2,,3,18,1,29,,,,,,,,
810099,1,1,2,,,15,1,30,,,,,,,,
810099,2,1,2,,,15,1,30,,,,,,,,
810104,1,2,2,,3,22,1,20,,,,,,,,
810104,2,1,2,,,12,1,38,,,,,,,,
810122,1,1,2,,,46,1,1,,70,50,3,,,,
810122,2,1,1,3,,18,1,20,,,,,,,,
810122,3,0,,,,,,,,,,,,,,
810150,1,1,2,,,21,1,47,,,,,,,,
810150,2,1,2,,,18,1,20,,,,,,,,
810161,1,0,,,,,,,,,,,,,,
810161,2,1,1,3,,18,1,35,,,,,,,,
810161,3,0,,,,,,,,,,,,,,
810161,4,3,1,3,1,17,1,13,30,,,3,,,,
810180,1,1,2,,,16,1,25,,,,,,,,
810180,2,1,2,,,15,1,30,,,,,,,,
810183,1,1,,,,40,1,9,,,,,,,,
810183,2,1,,,,18,1,37,,,,,,,,
810183,3,0,,,,,,,,,,,,,,
810183,4,1,2,,,14,1,35,,,,,,,,
810778,1,1,2,,,17,1,5,,,,,,,,
810778,2,1,2,,,22,1,34,,,,,,,,
810818,1,1,1,3,,27,1,33,,,,,,,,
810818,2,0,,,,,,,,,,,,,,
810835,1,1,2,,,26,1,40,,,,,,,,
810835,2,1,2,,,25,1,40,,,,,,,,
810855,1,2,2,,1,25,1,28,30,60,90,1,95,,,
811035,1,1,2,,,25,1,35,,,,,,,,
811035,2,1,2,,,25,1,35,,,,,,,,
811075,1,4,,,3,20,1,15,,,,,,,,
811075,2,2,2,,3,20,1,24,,,,,,,,
811158,1,1,2,,,20,1,29,,65,70,2,,,,
811158,2,1,2,,,19,1,27,,65,70,2,,,,
811239,1,1,2,,,25,1,30,,,,,,,,
811239,2,1,2,,,15,1,40,,,,,,,,
811294,1,3,1,3,3,16,1,15,24,60,70,,,,,
811294,2,0,,,,,,,,,,,,,,
811294,3,0,,,,,,,,,,,,,,
811294,4,,,,,,,,,,,,,,,
811294,5,,,,,,,,,,,,,,,
811294,6,,,,,,,,,,,,,,,
811447,1,1,2,,,26,1,10,,70,50,,,,,
811447,2,1,2,,,24,1,24,,,,,,,,
811447,3,,,,,,,,,,,,,,,
811447,4,,,,,,,,,,,,,,,
811506,1,1,2,,,25,1,30,,,,,,,,
811506,2,0,,,,,,,,,,,,,,
811506,3,1,2,,,26,1,1,,,,,,,,
811573,1,1,2,,,20,1,10,,,,,,,,
811573,2,0,,,,,,,,,,,,,,
811784,1,1,2,,,14,1,40,,,,,,,,
811793,1,8,2,,1,15,1,30,41,60,60,2,,,,
811793,2,3,2,,3,14,1,41,39,59,50,,,,,
811793,3,2,2,,1,18,1,8,18,,,3,,,,
811793,4,0,,,,,,,,,,,,,,
811794,1,1,2,,,15,1,35,,,,,,,,
811807,1,3,2,,1,15,1,42,,,,,,,,
811807,2,0,,,,,,,,,,,,,,
811952,1,2,1,2,1,23,1,1,29,65,60,2,,,,
811991,1,0,,,,,,,,,,,,,,
812006,1,1,1,4,,26,1,11,,67,80,,,,,
812015,1,1,2,,,22,1,31,,65,30,,,,,
812015,2,0,,,,,,,,,,,,,,
812015,3,,,,,,,,,,,,,,,
812035,1,1,2,,,20,1,35,,,,,,,,
812035,2,3,2,,1,14,1,35,,,,,,,,
812043,1,2,2,,1,20,1,42,,,,,,,,
812043,2,1,2,,,28,1,32,,,,,,,,
812121,1,1,2,,,19,1,27,,65,50,2,,,,
812121,2,1,2,,,18,1,33,,,,2,,,,
812121,3,2,,,1,19,1,1,,,,,,,,
812147,1,2,2,,1,27,1,14,30,65,40,2,,,,
812147,2,2,2,,1,25,1,13,28,,,2,,,,
812147,3,,,,,,,,,,,,,,,
812147,4,,,,,,,,,,,,,,,
812450,1,0,,,,,,,,,,,,,,
812450,2,,,,,,,,,,,,,,,
812450,3,,,,,,,,,,,,,,,
812567,1,0,,,,,,,,,,,,,,
812628,1,1,2,,,19,1,40,,,,,,,,
812628,2,1,2,,,43,1,16,,,,2,,,,
812794,1,4,1,2,1,21,1,16,28,67,60,2,,,,
812794,2,3,1,1,1,22,1,15,30,,,2,,,,
812794,3,,,,,,,,,,,,,,,
812849,1,0,,,,,,,,,,,,,,
812849,2,3,2,,1,46,1,35,,,,,,,,
812849,3,1,2,,,20,1,26,,,,2,,,,
812889,1,1,2,,,14,1,20,,70,40,1,50,,,
812889,2,1,2,,,15,1,25,,,,1,,,,
812889,3,0,,,,,,,,,,,,,,
812896,1,1,2,,,17,1,13,,70,70,3,,,,
813026,1,5,2,,3,20,1,21,32,60,40,1,50,,,
813026,2,2,2,,1,29,1,14,30,72,60,1,75,,,
813026,3,,,,,,,,,,,,,,,
813026,4,,,,,,,,,,,,,,,
813109,1,3,2,,1,18,1,41,,,,,,,,
813109,2,2,2,,1,24,1,37,30,,,,,,,
813135,1,4,2,,1,18,1,7,,,,,,,,
813135,2,3,2,,1,15,1,30,22,,,1,,,,
813135,3,0,,,,,,,,,,,,,,
813135,4,2,2,,3,14,1,35,,,,,,,,
813141,1,2,2,,1,11,1,40,,,,,,,,
813141,2,1,2,,,15,1,40,,,,,,,,
813246,1,0,,,,,,,,,,,,,,
813283,1,1,2,,,25,1,30,,,,,,,,
813283,2,1,2,,,23,1,39,,,,,,,,
813298,1,3,2,,1,21,1,9,30,70,50,2,,,,
813298,2,3,2,,1,22,1,15,35,,,3,,,,
813298,3,,,,,,,,,,,,,,,
813298,4,,,,,,,,,,,,,,,
813323,1,1,2,,,22,1,40,,,,,,,,
813349,1,1,2,,,27,1,34,,65,80,,,,,
813349,2,2,2,,1,16,1,31,,,,,,,,
