nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
875577,30606.879536,0,0,0,22490,22490,22490,0,0,0,0,0,0,0,0,0,0,8116.8795364,7200,0,7200,916.87953642,94.629536416,0,822.25,0
875582,8069.4629536,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,9.4629536416,0,0,0,9.4629536416,9.4629536416,0,0,0
875585,49511.834907,21000,21000,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,14511.834907,14400,0,14400,111.83490667,111.83490667,0,0,0
875602,25260.218796,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260.2187959,7200,0,7200,60.218795901,60.218795901,0,0,0
875606,32522.107405,0,0,0,27378,27378,27378,0,0,0,0,0,0,0,0,0,0,5144.1074051,4800,0,4800,344.10740515,344.10740515,0,0,0
875623,12500,15000,15000,0,-2500,0,0,0,-2500,0,0,-2500,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
875635,60222.621305,50080,50000,80,0,0,0,0,0,0,0,0,0,0,0,0,0,10142.621305,9600,0,9600,542.62130517,86.026851287,456.59445389,0,0
875649,48026.307714,7000,7000,0,3600,0,0,0,3600,0,0,3600,3600,0,29500,0,29500,7926.307714,6000,0,6000,1926.307714,404.32620105,0,1521.981513,0
875654,41393.350307,18500,18500,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,5343.3503068,4800,0,4800,543.35030685,64.520138465,0,478.83016838,0
875658,18038.712083,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.712083079,0,0,0,38.712083079,38.712083079,0,0,0
875668,22453.602685,0,0,0,16445,16445,16445,0,0,0,0,0,0,0,0,0,0,6008.6026851,6000,0,6000,8.6026851287,8.6026851287,0,0,0
875679,74872.661058,52480,50800,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,22392.661058,21600,0,21600,792.66105833,462.1852348,0,330.47582353,0
875686,29662.936625,0,0,0,13400,23400,23400,0,-10000,0,0,-10000,0,10000,5000,5000,0,11262.936625,10800,0,10800,462.93662545,462.93662545,0,0,0
875711,22434.555694,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434.5556941,4800,0,4800,-1365.444306,8.6026851287,0,0,1374.046991
875726,16038.257199,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25719851,0,0,0,38.25719851,38.25719851,0,0,0
875731,24273.815908,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,7373.8159075,7200,0,7200,173.81590751,173.81590751,0,0,0
875737,22800,0,0,0,16800,16800,16800,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
875750,23423.105576,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423.1055765,5400,0,5400,23.105576461,23.105576461,0,0,0
875758,34350.423618,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,0,7050.4236185,6600,0,6600,450.42361849,38.634701507,0,411.78891698,0
875765,17845.316484,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,6145.316484,6000,0,6000,145.31648399,145.31648399,0,0,0
875773,20179.816705,0,0,0,17700,17700,17700,0,0,0,0,0,0,0,0,0,0,2479.8167051,2400,0,2400,79.816705132,79.816705132,0,0,0
875793,24368.061962,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,4868.061962,4800,0,4800,68.061961985,68.061961985,0,0,0
875817,62857.018329,54100,52000,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,8757.0183293,10800,6000,4800,-2042.981671,225.56829802,0,86.959158807,2355.5091275
875851,5029.6605817,0,0,0,3000,0,0,0,3000,3000,0,0,0,0,0,0,0,2029.6605817,3600,0,3600,-1570.339418,0,0,0,1570.3394183
875855,60444.508054,23000,23000,0,0,0,0,0,0,0,0,0,0,0,17000,17000,0,20444.508054,20400,0,20400,44.508054411,44.508054411,0,0,0
875909,79050.571848,19000,19000,0,0,0,0,0,0,0,0,0,0,0,23000,3000,20000,37050.571848,36500,17500,19000,550.57184824,550.57184824,0,0,0
875914,46304.856713,0,0,0,23790,23790,23790,0,0,0,0,0,0,0,0,0,0,22514.856713,22000,0,22000,514.85671282,21.506712822,0,493.35,0
875920,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,6600,6600,0,6600,0,0,0,0,0
875927,13217.20537,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617.2053703,3600,0,3600,17.205370257,17.205370257,0,0,0
875930,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875950,37154.848332,39000,39000,0,-2000,0,0,0,-2000,0,0,-2000,0,2000,0,0,0,154.84833232,0,0,0,154.84833232,154.84833232,0,0,0
875967,14343.013426,0,0,0,11900,11900,11900,0,0,0,0,0,0,0,0,0,0,2443.0134256,2400,0,2400,43.013425644,43.013425644,0,0,0
875969,4217.2053703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217.2053703,4200,0,4200,17.205370257,17.205370257,0,0,0
875976,1825.8080554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825.8080554,1800,0,1800,25.808055386,25.808055386,0,0,0
875977,34643.013426,13000,13000,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,3643.0134256,3600,0,3600,43.013425644,43.013425644,0,0,0
875979,12034.410741,0,0,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,3634.4107405,3600,0,3600,34.410740515,34.410740515,0,0,0
875980,19886.026851,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886.0268513,4800,0,4800,86.026851287,86.026851287,0,0,0
875983,30634.410741,30600,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,0,0,0
875987,8817.2053703,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1017.2053703,1000,0,1000,17.205370257,17.205370257,0,0,0
875990,14943.013426,8400,8400,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,43.013425644,0,0,0,43.013425644,43.013425644,0,0,0
876006,17408.602685,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,2408.6026851,2400,0,2400,8.6026851287,8.6026851287,0,0,0
876007,21374.961229,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-625.0387712,4200,0,4200,-4825.038771,43.013425644,0,0,4868.0521968
876017,12000,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
876018,9304.6245647,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,2414.6245647,2400,0,2400,14.624564719,14.624564719,0,0,0
876020,21180.109398,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,3630.109398,3600,0,3600,30.109397951,30.109397951,0,0,0
876023,15304.301343,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,3604.3013426,3600,0,3600,4.3013425644,4.3013425644,0,0,0
876037,3500,0,0,0,500,0,0,0,500,650,0,-150,0,150,0,0,0,3000,3000,0,3000,0,0,0,0,0
876042,15000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
876052,13201.616111,0,0,0,9550,11050,11050,0,-1500,0,0,-1500,0,1500,0,0,0,3651.6161108,3600,0,3600,51.616110772,51.616110772,0,0,0
876069,20705.983778,18000,18000,0,1000,0,0,0,1000,0,1000,0,0,0,0,0,0,1705.9837779,6000,0,6000,-4294.016222,24.417178249,0,0,4318.4334004
876077,62279.838345,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279.8383446,7200,0,7200,79.838344629,79.838344629,0,0,0
876079,36408.348573,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,24408.348573,23500,11500,12000,908.34857328,69.681749543,0,838.66682374,0
876086,43403.210265,39100,35000,4100,2520,2520,2520,0,0,0,0,0,0,0,0,0,0,1783.2102653,9600,0,9600,-7816.789735,34.907356928,0,0,7851.6970916
876093,52400,37500,37500,0,1700,0,0,0,1700,1700,0,0,0,0,0,0,0,13200,13200,0,13200,0,0,0,0,0
876097,51851.264193,22500,22500,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,3351.264193,7200,0,7200,-3848.735807,37.854253351,0,0,3886.5900604
876104,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876105,18115.067128,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,3815.0671282,3600,0,3600,215.06712822,215.06712822,0,0,0
876108,15325.808055,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,3625.8080554,3600,0,3600,25.808055386,25.808055386,0,0,0
876109,20672.053703,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,3772.0537026,3600,0,3600,172.05370257,172.05370257,0,0,0
876115,58516.021305,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,8516.0213052,6000,0,6000,2516.0213052,86.026851287,0,2429.9944539,0
876125,54340.875184,26000,26000,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,6240.8751836,6000,0,6000,240.8751836,240.8751836,0,0,0
876127,41786.026851,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,16786.026851,16700,0,16700,86.026851287,86.026851287,0,0,0
876202,32176.153226,0,0,0,21125,21125,21125,0,0,0,0,0,0,0,3200,3200,0,7851.153226,12000,0,12000,-4148.846774,68.82148103,0,493.35,4711.018255
876218,8190,0,0,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876227,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876230,60215.067128,52800,52000,800,0,0,0,0,0,0,0,0,0,0,0,0,0,7415.0671282,7200,0,7200,215.06712822,215.06712822,0,0,0
876258,10503.232222,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,103.23222154,0,0,0,103.23222154,103.23222154,0,0,0
876272,17830.218796,17770,17000,770,0,0,0,0,0,0,0,0,0,0,0,0,0,60.218795901,0,0,0,60.218795901,60.218795901,0,0,0
876298,6007.4151454,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.4151454,2400,0,2400,-392.5848546,0,0,0,392.58485458
876314,30372.788099,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,10872.788099,13000,0,13000,-2127.211901,0,0,228.29722694,2355.5091275
876360,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
876364,9484.4107405,7750,7750,0,1700,0,0,0,1700,1700,0,0,0,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,0,0,0
876383,38171.006096,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,12171.006096,9600,0,9600,2571.0060958,42.663629839,462.91282917,2065.4296368,0
876388,29946.625487,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,4946.6254873,3600,0,3600,1346.6254873,129.04027693,760.99075648,456.59445389,0
876391,25256.524352,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,556.52435235,0,0,0,556.52435235,404.32620105,152.1981513,0,0
876392,22631.719369,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,5731.7193685,4800,0,4800,931.71936854,94.629536416,532.69352953,304.39630259,0
876416,44111.584086,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,18111.584086,18000,0,18000,111.58408637,111.58408637,0,0,0
876425,38931.701584,30280,29800,480,0,0,0,0,0,0,0,0,0,0,0,0,0,8651.7015837,8400,0,8400,251.70158372,251.70158372,0,0,0
876436,20807.163384,0,0,0,15600,0,0,0,15600,0,0,15600,15600,0,0,0,0,5207.1633835,4800,0,4800,407.16338353,407.16338353,0,0,0
876444,46565.289753,17000,17000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,16565.289753,14900,0,14900,1665.2897531,1405.1603988,115.56136902,144.56798524,0
876515,12400,0,0,0,2000,0,0,0,2000,0,0,2000,2000,0,8000,8000,0,2400,2400,0,2400,0,0,0,0,0
876523,13594.347282,7000,7000,0,1700,0,0,0,1700,1700,0,0,0,0,0,0,0,4894.3472822,4800,0,4800,94.347282222,94.347282222,0,0,0
876524,54715.440634,0,0,0,0,0,0,0,0,0,0,0,0,0,47000,20000,27000,7715.4406337,7200,0,7200,515.4406337,515.4406337,0,0,0
876542,31853.996909,0,0,0,25200,25200,25200,0,0,0,0,0,0,0,0,0,0,6653.9969088,6000,0,6000,653.99690879,147.94275214,506.05415665,0,0
876551,8136.3013426,0,0,0,2132,2132,2132,0,0,0,0,0,0,0,0,0,0,6004.3013426,6000,0,6000,4.3013425644,4.3013425644,0,0,0
876558,63789.234227,0,0,0,49400,49400,49400,0,0,0,0,0,0,0,0,0,0,14389.234227,12500,0,12500,1889.2342266,26.60493809,0,1862.6292885,0
876562,45790.218796,10000,10000,0,26130,26130,26130,0,0,0,0,0,0,0,0,0,0,9660.2187959,9600,0,9600,60.218795901,60.218795901,0,0,0
876571,22062.904028,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,0,8412.9040277,8400,0,8400,12.904027693,12.904027693,0,0,0
876577,60027.220232,20000,20000,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,10127.220232,9600,0,9600,527.22023191,421.36064986,0,105.85958205,0
876581,53486.026851,20000,20000,0,0,0,0,0,0,0,0,0,0,0,21400,10000,11400,12086.026851,12000,0,12000,86.026851287,86.026851287,0,0,0
876586,15936.458509,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,4236.4585087,4200,0,4200,36.458508709,36.458508709,0,0,0
876587,46411.826915,12500,12000,500,0,0,0,0,0,0,0,0,0,0,17000,17000,0,16911.826915,13850,4000,9850,3061.8269146,250.96953252,0,2810.8573821,0
876612,11580,0,0,0,8580,8580,8580,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
876624,26326.897874,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,5526.8978736,5200,0,5200,326.89787361,129.04027693,197.85759668,0,0
876628,9990,0,0,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
876632,20372.904028,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,2172.9040277,2160,0,2160,12.904027693,12.904027693,0,0,0
876649,20800,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876651,17800,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
876658,13800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
876666,39002.347328,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002.3473283,6000,0,6000,2.3473283254,2.3473283254,0,0,0
876694,48150.81975,42960,42000,960,0,0,0,0,0,0,0,0,0,0,0,0,0,5190.8197504,7200,0,7200,-2009.18025,86.026851287,0,456.59445389,2551.8015548
876701,36436.026851,16600,16600,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,4886.0268513,4800,0,4800,86.026851287,86.026851287,0,0,0
876703,36232.272498,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,5032.2724985,4800,0,4800,232.27249848,232.27249848,0,0,0
876726,9017.2053703,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,0,0,0
876729,11000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
876730,10043.013426,15000,15000,0,-5000,0,0,0,-5000,0,0,-5000,0,5000,0,0,0,43.013425644,0,0,0,43.013425644,43.013425644,0,0,0
876738,32081.11329,21200,20000,1200,4550,4550,4550,0,0,0,0,0,0,0,0,0,0,6331.1132903,3600,0,3600,2731.1132903,81.725508723,0,2649.3877816,0
876768,38999.566689,18500,17000,1500,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,6199.5666886,4800,0,4800,1399.5666886,258.08055386,1141.4861347,0,0
876786,110085.16722,15000,15000,0,14350,19350,19350,0,-5000,0,0,-5000,0,5000,60000,60000,0,20735.16722,18000,0,18000,2735.16722,1161.3624924,0,2650.1870591,1076.3823314
876799,19137.996842,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,-5862.003158,6000,0,6000,-11862.00316,111.83490667,0,0,11973.838065
876806,60581.277867,0,0,0,54600,54600,54600,0,0,0,0,0,6000,6000,0,0,0,5981.2778672,7200,0,7200,-1218.722133,430.13425644,0,0,1648.8563892
876810,31219.393329,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,7819.3933293,7200,0,7200,619.39332927,619.39332927,0,0,0
876820,18387.120831,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,387.12083079,0,0,0,387.12083079,387.12083079,0,0,0
876833,24433,5000,5000,0,14833,14833,14833,0,0,0,0,0,0,0,0,0,0,4600,4600,0,4600,0,0,0,0,0
876837,10200,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
876840,21628.725566,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,3628.7255656,3600,0,3600,28.725565581,28.725565581,0,0,0
876957,19597.314768,7000,7000,0,10750,9550,9550,0,1200,1200,0,0,0,0,0,0,0,1847.3147682,1800,0,1800,47.314768208,47.314768208,0,0,0
877001,21067.496009,0,0,0,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,6117.496009,6000,0,6000,117.49600903,35.271009028,0,82.225,0
877005,59045.250789,0,0,0,40300,40300,40300,0,0,0,0,0,0,0,0,0,0,18745.250789,18600,2400,16200,145.25078899,38.712083079,0,106.53870591,0
877017,25810.161611,0,0,0,25805,25805,25805,0,0,0,0,0,0,0,0,0,0,5.1616110772,0,0,0,5.1616110772,5.1616110772,0,0,0
877064,59382.402509,0,0,0,46800,46800,46800,0,0,0,0,0,0,0,0,0,0,12582.402509,12100,0,12100,482.40250927,25.808055386,0,456.59445389,0
877077,70702.040277,0,0,0,40573,40573,40573,0,0,0,0,0,0,0,0,0,0,30129.040277,30000,0,30000,129.04027693,129.04027693,0,0,0
877083,60332.695144,0,0,0,44460,44460,44460,0,0,0,0,0,0,0,0,0,0,15872.695144,15600,0,15600,272.69514418,272.69514418,0,0,0
877096,47773.147682,0,0,0,37700,37700,37700,0,0,0,0,0,0,0,0,0,0,10073.147682,9600,0,9600,473.14768208,473.14768208,0,0,0
877100,75861.341686,47700,47700,0,3000,0,0,0,3000,0,3000,0,0,0,0,0,0,25161.341686,24000,0,24000,1161.341686,172.05370257,0,989.28798342,0
877119,70677.424166,61000,59000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,9677.4241662,9600,0,9600,77.424166158,77.424166158,0,0,0
877138,67532.639535,50800,50100,700,0,0,0,0,0,0,0,0,0,0,0,0,0,16732.639535,19100,0,19100,-2367.360465,105.92411896,0,0,2473.2845839
877173,17000,20000,20000,0,-3000,0,0,0,-3000,0,0,-3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
877233,35900.688215,19500,19500,0,6800,10400,10400,0,-3600,0,0,-3600,0,3600,0,0,0,9600.6882148,9600,0,9600,0.6882148103,0.6882148103,0,0,0
877240,55192.863477,0,0,0,0,0,0,0,0,0,0,0,0,0,40320,40320,0,14872.863477,15600,0,15600,-727.1365228,215.06712822,0,0,942.203651
877241,46370.38161,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,0,38400,7970.3816104,18000,0,18000,-10029.61839,8.6026851287,0,1114.7220591,11152.943134
877247,22503.232222,22400,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.23222154,0,0,0,103.23222154,103.23222154,0,0,0
877259,16306.380195,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,56.380194696,0,0,0,56.380194696,33.550472002,0,22.829722694,0
877267,31151.264122,20100,19000,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,11051.264122,10800,0,10800,251.26412193,251.26412193,0,0,0
877279,53709.174533,15600,15600,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,13109.174533,12550,0,12550,559.17453337,559.17453337,0,0,0
877285,1129.0402769,21000,21000,0,-29000,26000,26000,0,-55000,0,0,-55000,0,55000,0,0,0,9129.0402769,9000,0,9000,129.04027693,129.04027693,0,0,0
877307,106237.87175,58500,55000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,47737.871752,43080,1680,41400,4657.8717523,10.323222154,228.29722694,6971.052858,2551.8015548
877407,15036.521149,4800,4800,0,7370,3770,3770,0,3600,0,0,3600,3600,0,0,0,0,2866.5211494,3000,0,3000,-133.4788506,0,0,0,133.47885056
877432,24153.628269,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4653.6282692,4200,0,4200,453.62826915,453.62826915,0,0,0
877473,30207.114742,19000,19000,0,3965,3965,3965,0,0,0,0,0,0,0,0,0,0,7242.1147415,7200,0,7200,42.114741516,42.114741516,0,0,0
877487,40960.243654,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,21000,21000,0,5660.2436544,5200,0,5200,460.24365439,460.24365439,0,0,0
877497,33400,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
877500,8583.65987,0,0,0,4420,4420,4420,0,0,0,0,0,0,0,0,0,0,4163.65987,4100,0,4100,63.659869953,63.659869953,0,0,0
877542,9104.6787549,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,0,0,654.67875493,600,0,600,54.678754933,54.678754933,0,0,0
877553,14966.836124,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,2966.8361239,2900,0,2900,66.83612387,66.83612387,0,0,0
877554,10291.392715,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.3927147,1200,0,1200,91.392714698,91.392714698,0,0,0
877563,16668.080554,0,0,0,15210,15210,15210,0,0,0,0,0,0,0,0,0,0,1458.0805539,1200,0,1200,258.08055386,258.08055386,0,0,0
