nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
680144,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
680144,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
680144,4,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
680146,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
680239,1,0,0,13650,0,0,0,0,0,0,13650,0,0,13650,0,0,5300,5300,51.76571331,0,0,0,51.76571331,5351.7657133,19001.765713,0,0
680239,2,0,0,6240,0,0,0,0,0,0,6240,0,0,6240,0,0,0,0,0,0,0,0,0,0,6240,0,0
680243,1,0,0,17940,0,0,0,0,0,0,17940,0,0,17940,0,0,10800,10800,39.680307046,0,0,353.32636912,-313.6460621,10486.353938,28426.353938,0,0
680243,2,0,0,14040,0,0,0,0,0,0,14040,0,0,14040,0,0,0,0,0,0,0,0,0,0,14040,0,0
680244,1,18000,1200,0,0,0,0,0,0,19200,0,0,0,0,0,0,10800,10800,43.68718636,0,0,3925.8485458,-3882.161359,6917.8386405,26117.838641,0,0
680244,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
680257,1,18000,0,0,0,0,0,0,7000,18000,0,-7000,-7000,-7000,0,0,4800,4800,412.92888618,1521.981513,228.29722694,0,2163.2076261,6963.2076261,17963.207626,0,0
680257,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
680263,1,0,0,3510,0,0,0,0,0,0,3510,0,0,3510,0,0,0,0,2.5808055386,0,0,0,2.5808055386,2.5808055386,3512.5808055,0,0
680272,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,11200,11200,129.04027693,10653.870591,0,0,10782.910868,21982.910868,42782.910868,0,0
680272,2,22400,0,0,0,0,0,0,0,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22400,0,0
680272,3,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
680274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,11000,11000,215.06712822,913.18890777,0,0,1128.256036,12128.256036,72128.256036,60000,0
680274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,60000,60000,0
680285,1,0,0,9815,0,0,0,0,0,0,9815,0,0,9815,0,0,3600,3600,0,0,0,0,0,3600,13415,0,0
680311,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,10800,10800,8.6026851287,0,0,0,8.6026851287,10808.602685,22508.602685,0,0
680391,1,0,0,19110,0,0,0,0,0,0,19110,0,0,19110,0,0,4800,4800,154.53876925,0,0,0,154.53876925,4954.5387692,24064.538769,0,0
680391,2,0,0,21385,0,0,0,0,0,0,21385,0,0,21385,0,0,0,0,0,0,0,0,0,0,21385,0,0
680407,1,0,0,35490,0,0,0,0,2000,0,35490,-2000,-2000,33490,0,0,23200,23200,0,228.29722694,380.49537824,0,608.79260518,23808.792605,57298.792605,0,0
680430,1,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,4800,4800,25.808055386,0,0,0,25.808055386,4825.8080554,15825.808055,0,0
680437,1,0,0,15548,0,0,0,0,0,0,15548,0,0,15548,0,3000,12050,15050,129.04027693,228.29722694,0,0,357.33750387,15407.337504,30955.337504,0,0
680437,2,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,0,0,0,0,0,0,0,0,7150,0,0
680498,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,7200,7200,481.75036721,0,0,0,481.75036721,7681.7503672,29681.750367,0,0
680498,3,0,0,22800,0,0,0,0,0,0,22800,0,0,22800,0,0,0,0,0,0,0,0,0,0,22800,0,0
680500,1,0,0,14885,0,0,0,0,0,0,14885,0,0,14885,0,0,4800,4800,43.013425644,0,0,0,43.013425644,4843.0134256,19728.013426,0,0
680501,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,12000,12000,68.82148103,0,0,0,68.82148103,12068.821481,27668.821481,0,0
680537,1,7500,0,0,0,960,0,0,0,7500,0,0,960,960,0,0,6000,6000,25.808055386,304.39630259,0,0,330.20435798,6330.204358,14790.204358,0,0
680537,2,19000,0,0,0,1200,0,0,0,19000,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,20200,0,0
680587,1,22000,450,0,0,0,0,0,0,22450,0,0,0,0,0,0,5400,5400,202.16310052,0,76.099075648,0,278.26217617,5678.2621762,28128.262176,0,0
680595,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,8800,8800,430.13425644,0,0,0,430.13425644,9230.1342564,26130.134256,0,0
680595,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
680601,1,36000,1200,0,0,0,0,0,0,37200,0,0,0,0,0,0,10800,10800,215.4674646,0,323.37623297,0,538.84369758,11338.843698,48538.843698,0,0
680601,2,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0
680686,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,8400,8400,60.218795901,760.99075648,986.7,0,1807.9095524,10207.909552,29707.909552,0,0
680686,2,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,0,0,0,0,0,0,0,0,8450,0,0
680686,3,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0
680732,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,6000,6000,146.24564719,0,1369.7833617,0,1516.0290088,7516.0290088,28316.029009,0,0
680732,2,6000,600,0,0,4800,0,0,0,6600,0,0,4800,4800,0,0,0,0,0,0,0,0,0,0,11400,0,0
680732,3,16900,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0
680771,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,6000,6000,0,0,0,0,0,6000,20300,0,0
680861,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,6500,0,14500,14500,154.84833232,0,0,0,154.84833232,14654.848332,32204.848332,6500,0
680861,2,0,0,8580,0,0,0,0,0,0,8580,0,0,8580,6500,0,0,0,0,0,0,0,0,0,15080,6500,0
680870,1,23500,1200,0,0,0,0,0,0,24700,0,0,0,0,0,0,7200,7200,17.205370257,0,0,2551.8015548,-2534.596185,4665.4038155,29365.403815,0,0
680870,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
680889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,19.776267603,0,0,0,19.776267603,6019.7762676,6019.7762676,0,0
680889,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
680891,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,4800,4800,55.688024214,304.39630259,0,0,360.0843268,5160.0843268,22060.084327,0,0
680911,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,0,0,0,0,0,0,0,0,11050,0,0
680914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,4560,0,0,399.7235702,0,399.7235702,4959.7235702,4959.7235702,0,0
680914,2,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0
680938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,17.205370257,0,0,0,17.205370257,6017.2053703,6017.2053703,0,0
680938,4,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0
680943,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,6600,6600,275.28592412,0,0,0,275.28592412,6875.2859241,28975.285924,0,0
680971,1,38000,0,0,0,0,0,0,0,38000,0,0,0,0,0,0,7800,7800,270.87633669,405.88390199,586.89510271,0,1263.6553414,9063.6553414,47063.655341,0,0
680971,2,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0
680981,1,25000,1100,0,0,0,0,0,0,26100,0,0,0,0,0,0,6000,6000,206.46444309,0,1187.5255631,0,1393.9900062,7393.9900062,33493.990006,0,0
680981,2,10400,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0
680982,1,13800,0,0,0,0,0,6600,0,13800,0,6600,6600,6600,0,0,0,0,25.808055386,0,0,0,25.808055386,25.808055386,20425.808055,0,0
681096,1,0,0,8450,0,0,0,0,0,0,8450,0,0,8450,0,0,1200,1200,43.013425644,0,0,0,43.013425644,1243.0134256,9693.0134256,0,0
681097,1,0,0,9000,0,0,0,0,0,0,9000,0,0,9000,0,0,800,800,34.410740515,0,0,0,34.410740515,834.41074051,9834.4107405,0,0
681097,2,0,0,5460,0,0,0,0,0,0,5460,0,0,5460,0,0,0,0,0,0,0,0,0,0,5460,0,0
681158,1,28000,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,4800,4800,473.14768208,0,0,0,473.14768208,5273.1476821,33273.147682,0,0
681192,1,0,0,12870,0,0,0,0,0,0,12870,0,0,12870,0,0,0,0,0,0,0,0,0,0,12870,0,0
681329,1,7600,0,0,0,2000,0,0,0,7600,0,0,2000,2000,0,0,4800,4800,2.8655215371,50.553453193,92.313297799,0,145.73227253,4945.7322725,14545.732273,0,0
681329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,25000,25000,0
681349,1,0,0,10200,4000,0,0,0,0,0,14200,0,0,14200,0,0,0,0,8.0475011676,0,0,0,8.0475011676,8.0475011676,14208.047501,0,0
681349,3,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0
681380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45500,0,4800,4800,13.305400559,0,0,588.87728187,-575.5718813,4224.4281187,49724.428119,25000,20500
681387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,17.205370257,0,0,314.06788367,-296.8625134,5703.1374866,5703.1374866,0,0
681394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,12000,12000,0,0,0,5496.1879641,-5496.187964,6503.8120359,11503.812036,5000,0
681394,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,13000,0
681403,1,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0.9941306977,0,0,0,0.9941306977,0.9941306977,1500.9941307,0,0
681403,2,4000,0,3471,0,0,0,0,0,4000,3471,0,0,3471,0,0,0,0,0,0,0,0,0,0,7471,0,0
681403,3,0,0,3471,0,0,0,0,0,0,3471,0,0,3471,0,0,0,0,0,0,0,0,0,0,3471,0,0
681430,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,18400,18400,77.746374084,0,0,0,77.746374084,18477.746374,35377.746374,0,0
681436,1,0,0,0,0,0,0,0,4800,0,0,-4800,-4800,-4800,16000,0,2400,2400,0,0,0,0,0,2400,13600,16000,0
681438,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,4800,4800,66.632481368,706.17110826,0,0,772.80358962,5572.8035896,20572.80359,0,0
681438,2,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0
681441,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,54.776749729,471.16439988,0,0,525.94114961,6525.9411496,26525.94115,0,0
681441,2,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0
681477,1,17000,350,0,0,0,0,0,0,17350,0,0,0,0,0,0,6000,6000,17.205370257,0,0,1962.9242729,-1945.718903,4054.2810973,21404.281097,0,0
681477,3,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
681477,4,750,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0
681499,1,0,0,12025,0,0,0,0,0,0,12025,0,0,12025,0,0,8400,8400,68.82148103,0,0,0,68.82148103,8468.821481,20493.821481,0,0
681520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.925907283,0,0,0,18.925907283,18.925907283,18.925907283,0,0
681520,2,14300,0,0,0,0,0,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0
681640,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0.2198413477,0,0,0,0.2198413477,0.2198413477,15000.219841,0,0
681658,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6200,6200,30.109397951,0,0,0,30.109397951,6230.109398,21830.109398,0,0
681668,1,0,0,6720,0,0,0,0,0,0,6720,0,0,6720,0,0,2600,2600,38.712083079,0,0,0,38.712083079,2638.7120831,9358.7120831,0,0
681668,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
681673,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,10400,10400,58.283526822,0,0,0,58.283526822,10458.283527,22458.283527,0,0
681673,2,0,0,9295,0,0,0,0,0,0,9295,0,0,9295,0,0,0,0,0,0,0,0,0,0,9295,0,0
681713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31200,31200,801.770254,456.59445389,0,3140.6788367,-1882.314129,29317.685871,29317.685871,0,0
681713,2,69000,0,0,0,0,0,0,0,69000,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,74000,5000,0
681781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,12.21578304,0,0,0,12.21578304,2412.215783,2412.215783,0,0
681781,2,14000,0,0,0,2000,0,0,0,14000,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,16000,0,0
681790,1,20000,500,0,0,0,0,0,500,20500,0,-500,-500,-500,0,0,5400,5400,17.205370257,0,0,0,17.205370257,5417.2053703,25417.20537,0,0
681822,1,24700,0,0,0,0,0,0,0,24700,0,0,0,0,0,0,3600,3600,34.410740515,0,0,0,34.410740515,3634.4107405,28334.410741,0,0
681844,1,11000,130,0,0,0,0,0,0,11130,0,0,0,0,0,0,16800,16800,12.904027693,0,0,10207.206219,-10194.30219,6605.6978086,17735.697809,0,0
681844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,15000,15000,0
681845,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,12000,12000,430.13425644,0,0,0,430.13425644,12430.134256,29330.134256,0,0
681845,2,0,0,20410,0,0,0,0,0,0,20410,0,0,20410,0,0,0,0,0,0,0,0,0,0,20410,0,0
681875,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,6000,6000,21.506712822,0,0,1978.6276671,-1957.120954,4042.8790457,23042.879046,0,0
681875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,5000,5000,0
681897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,12.860575373,0,0,2748.0939821,-2735.233407,4464.7665933,4464.7665933,0,0
681897,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
681897,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
681929,1,0,0,10465,0,0,0,0,0,0,10465,0,0,10465,0,0,3600,3600,33.231811102,0,0,0,33.231811102,3633.2318111,14098.231811,0,0
682000,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6000,6000,51.616110772,0,0,0,51.616110772,6051.6161108,21651.616111,0,0
682000,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
682006,1,0,0,43290,0,0,0,0,0,0,43290,0,0,43290,0,0,12000,12000,817.25508723,684.89168083,4053.681513,0,5555.828281,17555.828281,60845.828281,0,0
682022,1,0,0,8400,0,0,0,0,0,0,8400,0,0,8400,0,0,0,0,43.013425644,0,0,0,43.013425644,43.013425644,8443.0134256,0,0
682118,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,3600,3600,34.410740515,0,493.35,0,527.76074051,4127.7607405,11927.760741,0,0
682125,1,0,0,13975,0,0,0,0,0,0,13975,0,0,13975,0,0,0,0,86.026851287,0,0,0,86.026851287,86.026851287,14061.026851,0,0
682125,2,0,0,4550,0,0,0,0,0,0,4550,0,0,4550,0,0,0,0,0,0,0,0,0,0,4550,0,0
682169,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6100,6100,55.917453337,456.59445389,0,0,512.51190722,6612.5119072,23512.511907,0,0
682169,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
682170,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,12500,7800,20300,47.14792221,941.21821628,0,0,988.36613849,21288.366138,41288.366138,0,0
682170,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
682170,3,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
682192,1,0,0,7000,0,0,0,0,0,0,7000,0,0,7000,0,0,8400,8400,344.10740515,0,0,0,344.10740515,8744.1074051,15744.107405,0,0
682192,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
682204,1,19000,0,0,0,500,0,0,0,19000,0,0,500,500,0,0,4200,4200,41.250948424,0,0,0,41.250948424,4241.2509484,23741.250948,0,0
682210,1,0,0,20280,0,0,0,0,0,0,20280,0,0,20280,0,0,6000,6000,222.43646579,0,0,0,222.43646579,6222.4364658,26502.436466,0,0
682240,1,0,0,18915,0,0,0,0,0,0,18915,0,0,18915,0,0,3600,3600,134.82962617,190.72102772,860.693295,0,1186.2439489,4786.2439489,23701.243949,0,0
682240,2,0,0,11076,0,0,0,0,0,0,11076,0,0,11076,0,0,0,0,0,0,0,0,0,0,11076,0,0
682259,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6600,6600,24.851341913,49.655189897,0,0,74.50653181,6674.5065318,22274.506532,0,0
682259,2,8400,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0
682272,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,6000,6000,24.908855518,218.53680883,0,0,243.44566435,6243.4456644,22243.445664,0,0
682272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,15000,15000,0
682282,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,7200,7200,34.72825137,4154.0644982,0,0,4188.7927496,11388.79275,23088.79275,0,0
682297,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,19534.410741,0,0
682297,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
682298,1,15300,0,0,0,2500,0,0,0,15300,0,0,2500,2500,0,0,0,0,8.6026851287,0,0,0,8.6026851287,8.6026851287,17808.602685,0,0
682298,2,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
682359,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,3000,3000,47.314768208,0,0,25.125430693,22.189337515,3022.1893375,25022.189338,0,0
682359,3,0,0,0,0,0,650,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,650,0,0
682360,1,0,0,7200,0,200,0,0,0,0,7200,0,200,7400,0,0,1800,1800,6.8800063275,0,0,0,6.8800063275,1806.8800063,9206.8800063,0,0
682363,1,0,0,11310,0,0,0,0,0,0,11310,0,0,11310,0,0,6100,6100,33.550472002,0,0,0,33.550472002,6133.550472,17443.550472,0,0
682363,2,5200,0,0,0,1500,0,0,0,5200,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,6700,0,0
682398,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,8400,8400,7.7424166158,0,0,0,7.7424166158,8407.7424166,22707.742417,0,0
682408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,10800,14400,12.082159675,0,68.266498632,0,80.348658306,14480.348658,14480.348658,0,0
682408,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
682457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.1980418,0,0,0,140.1980418,140.1980418,140.1980418,0,0
682457,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
682496,1,0,0,3341,0,0,0,0,0,0,3341,0,0,3341,18000,0,7200,7200,159.14967488,0,0,0,159.14967488,7359.1496749,28700.149675,18000,0
682496,2,0,0,7410,0,0,0,0,0,0,7410,0,0,7410,0,0,0,0,0,0,0,0,0,0,7410,0,0
682525,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,4200,4200,0,0,0,0,0,4200,13300,0,0
682532,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,7200,7200,14400,0.8602685129,0,0,0,0.8602685129,14400.860269,27400.860269,0,0
682625,1,0,0,9360,0,190,0,0,0,0,9360,0,190,9550,0,0,0,0,8.6026851287,0,0,0,8.6026851287,8.6026851287,9558.6026851,0,0
682704,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,8000,8000,46.802524903,0,0,0,46.802524903,8046.8025249,25046.802525,0,0
682704,2,11500,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,0,0
682715,1,0,0,23140,0,0,0,0,2000,0,23140,-2000,-2000,21140,0,0,14400,14400,0,0,0,0,0,14400,35540,0,0
682715,2,0,0,25740,0,0,0,0,0,0,25740,0,0,25740,0,0,0,0,0,0,0,0,0,0,25740,0,0
682732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600,0,0
682732,3,0,0,0,0,0,1000,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,1000,0,0
682737,1,0,0,26000,0,0,0,7700,0,0,26000,7700,7700,33700,0,0,6000,6000,1114.0623075,0,2224.6572273,0,3338.7195348,9338.7195348,43038.719535,0,0
682737,2,0,0,26000,0,0,0,0,0,0,26000,0,0,26000,0,0,0,0,0,0,0,0,0,0,26000,0,0
682737,3,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
682737,4,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
682743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,72.300160439,2126.7707192,0,0,2199.0708796,7599.0708796,7599.0708796,0,0
682743,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
682782,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4800,4800,344.10740515,0,3124.55,0,3468.6574051,8268.6574051,18668.657405,0,0
682782,2,0,0,9256,0,0,0,0,0,0,9256,0,0,9256,0,0,0,0,0,0,0,0,0,0,9256,0,0
682783,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,5800,5800,43.013425644,0,0,0,43.013425644,5843.0134256,21443.013426,0,0
682791,1,70000,0,0,0,0,0,0,0,70000,0,0,0,0,0,10600,9700,20300,780.1221976,0,0,1177.7545637,-397.6323661,19902.367634,89902.367634,0,0
682812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,21000,21000,36.991546053,0,0,4004.3655167,-3967.373971,17032.626029,36032.626029,19000,0
682829,1,0,0,19981,0,0,0,0,0,0,19981,0,0,19981,0,0,8400,8400,559.17453337,0,764.33198044,0,1323.5065138,9723.5065138,29704.506514,0,0
682884,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,34.410740515,0,578.35297492,0,612.76371544,6612.7637154,26612.763715,0,0
682884,2,23500,0,0,0,0,0,0,0,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500,0,0
682897,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,5400,5400,49.035305234,0,0,0,49.035305234,5449.0353052,23449.035305,0,0
682897,2,15815.476342,0,0,0,0,0,0,0,15815.476342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15815.476342,0,0
682897,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,-20000,-20000,0
682900,1,20000,0,1950,0,0,0,0,0,20000,1950,0,0,1950,0,0,6000,6000,25.808055386,0,38.049537824,0,63.85759321,6063.8575932,28013.857593,0,0
682900,2,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
682918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,516.16110772,0,0,0,516.16110772,5316.1611077,5316.1611077,0,0
682918,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
682969,1,0,0,17810,0,0,0,0,0,0,17810,0,0,17810,0,0,3600,3600,393.78691967,0,0,0,393.78691967,3993.7869197,21803.78692,0,0
682972,1,16500,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,4800,4800,11.821859549,0,0,0,11.821859549,4811.8218595,21311.82186,0,0
682972,2,4000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0
683033,1,40000,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,6000,6000,86.026851287,0,618,5103.6031096,-4399.576258,1600.4237417,41600.423742,0,0
683034,1,15900,0,0,0,0,0,0,0,15900,0,0,0,0,0,0,10800,10800,98.93087898,0,0,0,98.93087898,10898.930879,26798.930879,0,0
683042,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,5400,5400,152.32658608,0,0,0,152.32658608,5552.3265861,23752.326586,0,0
683043,1,0,0,5850,0,0,0,0,0,0,5850,0,0,5850,0,0,0,0,4.9887186766,0,0,0,4.9887186766,4.9887186766,5854.9887187,0,0
683043,2,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,5200,0,0
683044,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6600,6600,44.260167737,0,0,0,44.260167737,6644.2601677,22244.260168,0,0
683044,2,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,0,0,12350,0,0
683052,1,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,12000,12000,43.013425644,0,986.7,0,1029.7134256,13029.713426,29279.713426,0,0
683081,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,3600,3600,0,0,0,0,0,3600,11400,0,0
