nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
891403,1,1150,0,0,0,1600,0,0,0,1150,0,0,1600,1600,0,0,600,600,4.3013425644,0,0,0,4.3013425644,604.30134256,3354.3013426,0,0
891403,3,0,0,0,0,500,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,500,0,0
891415,1,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,3000,3000,0,0,0,0,0,3000,10150,0,0
891416,1,0,0,3510,0,0,0,0,0,0,3510,0,0,3510,0,0,0,0,0,0,0,0,0,0,3510,0,0
891416,2,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0,9750,0,0
891418,1,0,0,6890,0,0,0,0,0,0,6890,0,0,6890,0,0,5400,5400,8.6026851287,0,0,0,8.6026851287,5408.6026851,12298.602685,0,0
891421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,6600,11.653339079,0,0,0,11.653339079,6611.6533391,6611.6533391,0,0
891421,2,0,0,20540,0,0,0,0,0,0,20540,0,0,20540,0,0,0,0,0,0,0,0,0,0,20540,0,0
891422,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,4000,0,6000,6000,9250.2368054,152.12309759,0,0,9402.359903,15402.359903,25902.359903,4000,0
891423,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,4200,4200,40.870280598,0,0,0,40.870280598,4240.8702806,23240.870281,0,0
891423,6,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
891424,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
891425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16600,16600,9767.4709309,828.10369125,0,0,10595.574622,27195.574622,27195.574622,0,0
891425,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
891425,3,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,22100,0,0
891429,1,0,0,20400,0,0,0,0,0,0,20400,0,0,20400,0,0,27400,27400,405.30467677,0,2740.2873937,0,3145.5920705,30545.59207,50945.59207,0,0
891429,2,0,0,30000,0,0,0,0,0,0,30000,0,0,30000,0,0,0,0,0,0,0,0,0,0,30000,0,0
891429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
891430,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,6600,6600,0,0,0,0,0,6600,26100,0,0
891430,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
891431,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,13000,0
891433,1,25000,1400,0,0,0,0,0,3000,26400,0,-3000,-3000,-3000,0,0,6000,6000,2.5808055386,0,0,0,2.5808055386,6002.5808055,29402.580806,0,0
891433,2,0,0,2600,0,0,0,0,0,0,2600,0,0,2600,0,0,0,0,0,0,0,0,0,0,2600,0,0
891433,3,0,0,0,0,0,2100,0,0,0,0,0,2100,2100,0,0,0,0,0,0,0,0,0,0,2100,0,0
891435,1,0,0,15600,0,0,0,0,400,0,15600,-400,-400,15200,0,0,3000,3000,20.646444309,0,0,266.95770112,-246.3112568,2753.6887432,17953.688743,0,0
891435,2,7160,0,0,0,0,0,0,0,7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7160,0,0
891447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,0,6600,6600,42.787211147,0,0,0,42.787211147,6642.7872111,12267.787211,5625,0
891447,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12375,0,0,0,0,0,0,0,0,0,12375,12375,0
891451,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,7200,7200,382.27198718,0,0,0,382.27198718,7582.2719872,19582.271987,0,0
891461,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,3600,3600,58.297176426,0,0,0,58.297176426,3658.2971764,14058.297176,0,0
891462,1,7200,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,11.720117717,0,0,0,11.720117717,11.720117717,7211.7201177,0,0
891462,2,0,0,0,0,9600,0,0,0,0,0,0,9600,9600,0,0,0,0,0,0,0,0,0,0,9600,0,0
891462,5,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
891463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.985282015,0,0,0,54.985282015,54.985282015,54.985282015,0,0
891463,2,0,0,14950,0,0,0,0,0,0,14950,0,0,14950,0,0,0,0,0,0,0,0,0,0,14950,0,0
891464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1081607708,0,0,0,3.1081607708,3.1081607708,3.1081607708,0,0
891464,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
891465,1,0,0,14950,0,0,0,0,0,0,14950,0,0,14950,0,0,4800,4800,27.687166043,0,0,0,27.687166043,4827.687166,19777.687166,0,0
891468,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,44.864634102,0,0,0,44.864634102,44.864634102,7844.8646341,0,0
891510,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4200,4200,430.13425644,0,0,0,430.13425644,4630.1342564,24130.134256,0,0
891511,1,22100,0,0,0,0,0,0,0,22100,0,0,0,0,0,0,3000,3000,688.2148103,0,0,0,688.2148103,3688.2148103,25788.21481,0,0
891513,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,2400,2400,129.04027693,0,0,0,129.04027693,2529.0402769,12929.040277,0,0
891515,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,2400,2400,197.86175796,0,0,0,197.86175796,2597.861758,18197.861758,0,0
891517,1,17550,0,0,0,0,0,0,0,17550,0,0,0,0,0,0,1800,1800,232.27249848,0,0,0,232.27249848,2032.2724985,19582.272498,0,0
891520,1,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,2400,2400,387.12083079,0,0,0,387.12083079,2787.1208308,20337.120831,0,0
891522,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,3000,3000,344.10740515,0,0,0,344.10740515,3344.1074051,20244.107405,0,0
891523,1,16900,596.30369539,0,0,0,0,0,0,17496.303695,0,0,0,0,0,0,3000,3000,387.12083079,0,0,0,387.12083079,3387.1208308,20883.424526,0,0
891523,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,16900,16900,0
891524,1,20800,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,2400,2400,326.90203489,0,0,0,326.90203489,2726.9020349,23526.902035,0,0
891529,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,1800,1800,137.64296206,0,0,0,137.64296206,1937.6429621,17537.642962,0,0
891531,1,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,1800,1800,120.4375918,0,0,0,120.4375918,1920.4375918,17520.437592,0,0
891539,1,16250,0,0,0,0,0,0,0,16250,0,0,0,0,0,0,1920,1920,154.84833232,0,0,0,154.84833232,2074.8483323,18324.848332,0,0
891546,1,16900,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,2400,2400,133.3416195,0,0,0,133.3416195,2533.3416195,19433.341619,0,0
891560,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,5400,5400,50.880449206,0,0,0,50.880449206,5450.8804492,20450.880449,0,0
891562,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,10800,10800,188.42049241,0,2168.5629867,0,2356.9834791,13156.983479,35156.983479,0,0
891562,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
891563,1,0,0,0,0,0,0,3000,0,0,0,3000,3000,3000,0,0,3000,3000,0,0,0,0,0,3000,6000,0,0
891566,1,0,0,11570,0,0,0,0,0,0,11570,0,0,11570,0,0,5400,5400,58.771433393,0,0,0,58.771433393,5458.7714334,17028.771433,0,0
891568,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,4200,4200,103.47992956,0,0,0,103.47992956,4303.4799296,19903.47993,0,0
891580,1,0,0,11570,0,0,0,0,0,0,11570,0,0,11570,0,0,3000,3000,161.96271789,0,0,0,161.96271789,3161.9627179,14731.962718,0,0
891613,1,0,0,12220,0,0,0,0,0,0,12220,0,0,12220,0,0,0,0,12.04375918,0,0,0,12.04375918,12.04375918,12232.043759,0,0
891671,1,0,0,9126,0,0,0,0,400,0,9126,-400,-400,8726,0,0,3000,3000,195.66905656,0,0,0,195.66905656,3195.6690566,11921.669057,0,0
891671,2,0,0,11998,0,0,0,0,0,0,11998,0,0,11998,0,0,0,0,0,0,0,0,0,0,11998,0,0
891673,1,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,3000,37.346961005,0,0,0,37.346961005,3037.346961,6037.346961,0,0
891673,2,0,0,12090,0,0,0,0,0,0,12090,0,0,12090,0,0,0,0,0,0,0,0,0,0,12090,0,0
891676,1,0,0,3720,0,0,0,0,0,0,3720,0,0,3720,0,0,4800,4800,36.066790933,0,0,0,36.066790933,4836.0667909,8556.0667909,0,0
891676,2,0,0,9425,0,0,0,0,0,0,9425,0,0,9425,0,0,0,0,0,0,0,0,0,0,9425,0,0
891676,3,24000,0,0,0,0,0,0,10000,24000,0,-10000,-10000,-10000,0,0,0,0,0,0,0,0,0,0,14000,0,0
891677,1,0,0,11440,0,0,0,0,0,0,11440,0,0,11440,0,0,8400,8400,286.84558057,0,0,0,286.84558057,8686.8455806,20126.845581,0,0
891677,2,0,0,29900,0,0,0,0,0,0,29900,0,0,29900,0,0,0,0,0,0,0,0,0,0,29900,0,0
891678,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,38.833742026,0,0,0,38.833742026,38.833742026,16038.833742,0,0
891678,3,0,0,0,0,2800,0,0,0,0,0,0,2800,2800,0,0,0,0,0,0,0,0,0,0,2800,0,0
891680,1,0,0,12600,0,0,0,0,0,0,12600,0,0,12600,0,0,4800,4800,12.638877949,0,0,0,12.638877949,4812.6388779,17412.638878,0,0
891681,1,0,0,9815,0,0,0,0,0,0,9815,0,0,9815,0,0,7800,7800,40.238498752,0,0,0,40.238498752,7840.2384988,17655.238499,0,0
891681,2,3600,0,0,0,2700,0,0,0,3600,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,6300,0,0
891683,1,22000,0,0,0,0,0,0,15000,22000,0,-15000,-15000,-15000,0,0,7200,7200,76.083324797,0,0,0,76.083324797,7276.0833248,14276.083325,0,0
891683,2,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0
891684,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,102.06737644,0,0,0,102.06737644,102.06737644,16102.067376,0,0
891684,2,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0,19500,0,0
891688,1,0,0,8060,0,0,0,0,0,0,8060,0,0,8060,0,0,0,0,1.9424940062,0,0,0,1.9424940062,1.9424940062,8061.942494,0,0
891689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,6000,6000,40.184802555,0,0,0,40.184802555,6040.1848026,20040.184803,14000,0
891690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,16.729721527,0,0,0,16.729721527,4816.7297215,4816.7297215,0,0
891690,2,16500,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0
891692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,7200,7200,23.676775487,0,0,0,23.676775487,7223.6767755,14223.676775,0,7000
891692,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,0,13000
891695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,8400,143.74128081,0,0,0,143.74128081,8543.7412808,8543.7412808,0,0
891695,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,25000,25000,0
891699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,5.2045112086,0,0,0,5.2045112086,3605.2045112,3605.2045112,0,0
891699,2,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
891699,3,0,0,5291,0,0,0,0,0,0,5291,0,0,5291,0,0,0,0,0,0,0,0,0,0,5291,0,0
891700,1,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,7200,7200,88.834024959,0,0,0,88.834024959,7288.834025,14288.834025,0,0
891700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,18000,18000,0
891724,1,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,7200,7200,34.410740515,0,657.8,0,692.21074051,7892.2107405,26092.210741,0,0
891724,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
891724,3,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
891727,1,0,0,7020,0,0,0,0,0,0,7020,0,0,7020,0,0,7200,7200,0,0,0,0,0,7200,14220,0,0
891729,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9600,9600,86.026851287,0,0,3140.6788367,-3054.651985,6545.3480146,23445.348015,0,0
891729,2,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,22100,0,0
891733,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,12000,12000,86.026851287,0,973.04983212,0,1059.0766834,13059.076683,35159.076683,0,0
891734,1,0,0,28600,0,0,0,0,0,0,28600,0,0,28600,0,0,14450,14450,344.10740515,0,0,0,344.10740515,14794.107405,43394.107405,0,0
891734,2,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,0,0,0,0,0,0,17550,0,0
891738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85714.285714,0,6000,6000,129.04027693,167.41796642,0,0,296.45824336,6296.4582434,92010.743958,85714.285714,0
891738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64285.714286,0,0,0,0,0,0,0,0,0,64285.714286,64285.714286,0
891739,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4800,4800,12.904027693,0,0,0,12.904027693,4812.9040277,24312.904028,0,0
891743,1,8000,0,0,0,600,0,0,0,8000,0,0,600,600,0,3600,4800,8400,0,0,0,0,0,8400,17000,0,0
891743,3,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
891744,1,21000,550,0,0,0,0,0,0,21550,0,0,0,0,0,0,17000,17000,430.13425644,0,0,0,430.13425644,17430.134256,38980.134256,0,0
891744,2,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
891745,1,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,0,0,12.904027693,0,0,0,12.904027693,12.904027693,10802.904028,0,0
891749,1,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,66000,66000,12.904027693,0,0,981.46213645,-968.5581088,65031.441891,84531.441891,0,0
891749,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
891757,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,12.904027693,0,0,0,12.904027693,12.904027693,17012.904028,0,0
891759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,6000,0,0
891793,1,12450,110,0,0,3000,0,0,0,12560,0,0,3000,3000,0,0,6000,6000,189.25907283,0,0,0,189.25907283,6189.2590728,21749.259073,0,0
891793,3,9500,0,0,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0
891794,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,4800,4800,0.4301342564,0,0,0,0.4301342564,4800.4301343,16500.430134,0,0
891795,1,45000,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,12000,12000,645.20138465,304.39630259,33.99,0,983.58768724,12983.587687,57983.587687,0,0
891795,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
891801,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,4800,4800,8.6026851287,0,0,0,8.6026851287,4808.6026851,16808.602685,0,0
891801,2,22300,0,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,0
891803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,11400,11400,21.506712822,0,0,0,21.506712822,11421.506713,36421.506713,25000,0
891808,1,0,0,14950,0,0,0,0,0,0,14950,0,0,14950,0,0,7200,7200,45.594231182,0,0,3533.2636912,-3487.66946,3712.3305399,18662.33054,0,0
891808,2,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
891808,3,6500,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0
891813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,1570.3394183,-1570.339418,4429.6605817,4429.6605817,0,0
891813,2,18000,600,0,0,0,0,0,0,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,0,0
891820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,43.013425644,0,0,0,43.013425644,4843.0134256,4843.0134256,0,0
891820,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
891824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,3000,3000,0,0
891824,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
891825,1,0,0,7189,0,0,0,0,0,0,7189,0,0,7189,0,0,0,0,0,0,0,0,0,0,7189,0,0
891827,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,3600,3600,0,0,0,0,0,3600,11400,0,0
891829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,86.026851287,0,0,0,86.026851287,4886.0268513,4886.0268513,0,0
891829,2,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0
891829,3,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
891832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,68.499604876,0,0,0,68.499604876,5468.4996049,5468.4996049,0,0
891835,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,3600,3600,0,0,0,0,0,3600,16600,0,0
891836,1,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,7200,7200,2670.0316063,0,0,0,2670.0316063,9870.0316063,12870.031606,0,0
891836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,25000,25000,0
891837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,4200,4200,0,0
891846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,4200,4200,0,0
891846,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
891859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,64.658306558,0,0,0,64.658306558,6064.6583066,6064.6583066,0,0
891859,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
891867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.154512406,0,0,0,75.154512406,75.154512406,75.154512406,0,0
891867,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
891871,1,0,0,29900,0,0,0,0,0,0,29900,0,0,29900,0,0,9600,9600,99.461291764,165.45650874,4716.286329,0,4981.2041295,14581.20413,44481.20413,0,0
891872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,1645,6600,8245,75.197675777,0,9284.5062654,0,9359.7039412,17604.703941,45604.703941,28000,0
891876,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,8.2228520307,0,0,0,8.2228520307,8.2228520307,6508.222852,0,0
891876,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
891876,3,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
891877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15049.013255,0,4200,4200,0,0,0,0,0,4200,19249.013255,0,15049.013255
891882,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,4800,4800,15.587131374,0,0,0,15.587131374,4815.5871314,21815.587131,0,0
891882,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
891882,3,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
891884,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,6300,6300,59.610562712,0,30.9,490.73106823,-400.2205055,5899.7794945,26899.779494,0,0
891884,2,10100,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10100,0,0
891885,1,0,0,12740,0,0,0,0,0,0,12740,0,0,12740,0,0,0,0,1.7205370257,0,0,0,1.7205370257,1.7205370257,12741.720537,0,0
891903,1,15000,0,0,0,0,0,0,150,15000,0,-150,-150,-150,0,0,0,0,23.484295468,0,0,0,23.484295468,23.484295468,14873.484295,0,0
891903,2,5500,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0
891906,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,4200,4200,43.013425644,0,0,0,43.013425644,4243.0134256,13343.013426,0,0
891908,1,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12200,12200,4.6874640268,0,0,0,4.6874640268,12204.687464,18204.687464,0,0
891908,2,4600,0,0,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,0,0
891923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,0,2400,2400,0,0
891923,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
891924,1,0,0,6000,0,0,0,0,0,0,6000,0,0,6000,0,0,4800,4800,49.230052426,0,0,0,49.230052426,4849.2300524,10849.230052,0,0
891924,2,0,0,7560,0,0,0,0,0,0,7560,0,0,7560,0,0,0,0,0,0,0,0,0,0,7560,0,0
891927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,152.37919247,0,0,0,152.37919247,5552.3791925,5552.3791925,0,0
891927,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
891927,3,50000,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0
891928,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,14.46588873,0,0,0,14.46588873,14.46588873,11714.465889,0,0
891928,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
891930,1,0,0,13200,0,0,0,0,0,0,13200,0,0,13200,0,0,6000,6000,35.09850786,0,0,0,35.09850786,6035.0985079,19235.098508,0,0
891930,2,0,0,10800,0,0,0,0,0,0,10800,0,0,10800,0,0,0,0,0,0,0,0,0,0,10800,0,0
891930,3,8400,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0
891938,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,4800,4800,12.11397565,0,0,0,12.11397565,4812.1139756,20812.113976,0,0
891938,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,30000,30000,0
891938,3,8000,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
891941,1,8500,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,5400,5400,15.453724567,0,0,0,15.453724567,5415.4537246,13915.453725,0,0
891947,1,0,0,14400,0,0,0,0,0,0,14400,0,0,14400,0,0,6000,6000,31.651071238,0,0,0,31.651071238,6031.6510712,20431.651071,0,0
891949,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,9000,9000,2.3784086193,0,0,0,2.3784086193,9002.3784086,25002.378409,0,0
891970,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6000,6000,102.33840158,0,0,0,102.33840158,6102.3384016,23002.338402,0,0
891970,3,16250,0,0,0,0,0,0,0,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250,0,0
891974,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6000,6000,42.796366261,0,0,0,42.796366261,6042.7963663,22942.796366,0,0
891974,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
891976,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,4800,4800,147.50808554,0,0,0,147.50808554,4947.5080855,21847.508086,0,0
891977,1,0,0,15990,0,0,0,0,0,0,15990,0,0,15990,0,0,0,0,89.698337582,0,0,0,89.698337582,89.698337582,16079.698338,0,0
891978,1,0,0,19560,0,0,0,0,0,0,19560,0,0,19560,0,0,6000,6000,113.76098024,0,0,0,113.76098024,6113.7609802,25673.76098,0,0
891980,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,5400,5400,139.91803267,0,0,0,139.91803267,5539.9180327,23739.918033,0,0
891980,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
891984,1,0,0,24180,0,0,0,0,0,0,24180,0,0,24180,0,0,6000,6000,100.37092921,111.46998392,0,0,211.84091313,6211.8409131,30391.840913,0,0
891985,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,7200,7200,155.21241802,0,0,0,155.21241802,7355.212418,25555.212418,0,0
891985,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
891986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,160.97926216,110.8118505,0,0,271.79111266,6271.7911127,6271.7911127,0,0
891986,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
891990,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,7800,7800,91.083868715,261.99481521,339.06910335,0,692.14778727,8492.1477873,29292.147787,0,0
