nquest,Y,CN,CD1,CD2,CD,C,S
902420,71228.740838,36000,0,0,0,36000,35228.740838
902448,51874.965322,30000,0,1500,1500,31500,20374.965322
902454,14120,12000,0,0,0,12000,2120
902460,22265.813876,24600,0,0,0,24600,-2334.186124
902461,30720.796191,18000,0,0,0,18000,12720.796191
902468,19205.786008,10800,0,0,0,10800,8405.7860084
902476,24100,21600,0,0,0,21600,2500
902491,13029.659129,9000,0,0,0,9000,4029.6591285
902497,25724,21000,0,0,0,21000,4724
902498,6783.7320607,12000,0,0,0,12000,-5216.267939
902499,17128,9840,0,400,400,10240,6888
902501,54010.509295,19189.483334,11000,0,11000,30189.483334,23821.025961
902502,16868,16760,0,0,0,16760,108
902511,13976.997474,18000,0,0,0,18000,-4023.002526
902548,24760.218796,16200,0,0,0,16200,8560.2187959
902549,16960.218796,13800,0,0,0,13800,3160.2187959
902550,17983.525255,12600,0,0,0,12600,5383.5252547
902552,22434.666082,17400,0,0,0,17400,5034.6660821
902557,20300,12000,0,0,0,12000,8300
902558,6640,5400,0,0,0,5400,1240
902560,44986.026851,16800,0,0,0,16800,28186.026851
902563,12734.410741,9600,0,0,0,9600,3134.4107405
902569,28100,18000,0,0,0,18000,10100
902572,18186.882148,11400,0,0,0,11400,6786.8821481
902575,6300,13500,0,0,0,13500,-7200
902580,16520,10800,0,0,0,10800,5720
902581,10687,9000,0,0,0,9000,1687
902585,28977.642962,30840,0,0,0,30840,-1862.357038
902597,3700,6024,0,0,0,6024,-2324
902601,34859.447601,16800,0,0,0,16800,18059.447601
902602,45701.20537,39000,0,0,0,39000,6701.2053703
902604,19913.488887,18600,0,0,0,18600,1313.4888865
902605,16925,8400,0,0,0,8400,8525
902608,29280.231218,22800,0,0,0,22800,6480.2312183
902612,15762.904028,12000,0,0,0,12000,3762.9040277
902621,13340,19200,0,0,0,19200,-5860
902630,19300,16200,0,0,0,16200,3100
902633,7972.5333954,7824,0,0,0,7824,148.53339544
902641,14864.804626,12600,0,0,0,12600,2264.8046262
902643,31938.922969,21600,0,0,0,21600,10338.922969
902644,5850,8400,0,0,0,8400,-2550
902648,27943.877971,21600,0,0,0,21600,6343.8779705
902666,0,21180,0,0,0,21180,-21180
902669,32115.808055,30000,0,0,0,30000,2115.8080554
902673,9120.8821481,8400,0,0,0,8400,720.8821481
902674,33133.470188,22800,0,0,0,22800,10333.470188
902675,9600,13200,6000,0,6000,19200,-9600
902677,50349.630998,30000,0,3000,3000,33000,17349.630998
902680,16371.506713,12700,0,0,0,12700,3671.5067128
902682,23522.973408,13200,0,0,0,13200,10322.973408
902689,14273.85715,18000,0,0,0,18000,-3726.14285
902712,69260.525573,36000,0,0,0,36000,33260.525573
902727,4204.6333065,12600,0,0,0,12600,-8395.366694
902749,23316.080144,16700,0,0,0,16700,6616.0801443
902750,5570,5280,0,0,0,5280,290
902768,4800,12000,0,0,0,12000,-7200
902772,9320,8400,0,0,0,8400,920
902784,28946.501572,24000,0,0,0,24000,4946.5015715
902811,18008.602685,24200,0,0,0,24200,-6191.397315
902835,7670,7200,0,0,0,7200,470
902837,18600,18000,0,0,0,18000,600
902845,14454.410741,10200,0,0,0,10200,4254.4107405
902847,65914.402502,25200,0,0,0,25200,40714.402502
902869,31846.205157,27600,0,0,0,27600,4246.2051568
902872,30303.232222,27600,0,0,0,27600,2703.2322215
902875,53000,36000,7000,1200,8200,44200,8800
902876,43664.520138,30000,10000,0,10000,40000,3664.5201385
902878,17200,18600,0,590,590,19190,-1990
902880,23461.696243,21600,0,0,0,21600,1861.6962428
902886,30307.519609,22800,0,0,0,22800,7507.5196086
902889,30358.080554,18000,0,0,0,18000,12358.080554
902896,21557.20537,15900,0,0,0,15900,5657.2053703
902897,36142.053703,16320,0,400,400,16720,19422.053703
902909,23368.821481,17300,0,179,179,17479,5889.821481
902913,41626.546779,22800,0,0,0,22800,18826.546779
902915,30842.617453,16800,0,0,0,16800,14042.617453
902916,31686.026851,28800,2500,0,2500,31300,386.02685129
902917,22132.436249,19800,0,200,200,20000,2132.4362492
902944,58413.321481,26400,0,10000,10000,36400,22013.321481
902945,13846.563898,9600,0,0,0,9600,4246.5638976
902947,22544.087518,16800,0,0,0,16800,5744.0875184
902948,27360.218796,25200,0,0,0,25200,2160.2187959
902949,19315.917453,15600,0,0,0,15600,3715.9174533
902950,22877.424166,16800,0,0,0,16800,6077.4241662
902951,19266.149042,14400,0,0,0,14400,4866.1490415
902952,56659.040277,30000,0,0,0,30000,26659.040277
902953,63555.917453,31200,0,0,0,31200,32355.917453
902955,46655.50472,28800,0,0,0,28800,17855.50472
902956,12421.834907,10800,0,0,0,10800,1621.8349067
903005,35303.122453,18000,0,0,0,18000,17303.122453
903015,38666.307964,30000,0,0,0,30000,8666.3079639
903016,46411.551164,25500,0,400,400,25900,20511.551164
903018,48180.946295,29400,0,180,180,29580,18600.946295
903022,67661.016419,30598.224651,0,0,0,30598.224651,37062.791768
903032,19957.742417,16800,0,0,0,16800,3157.7424166
903034,55481.735927,41500,0,350,350,41850,13631.735927
903040,19577.424166,15900,0,0,0,15900,3677.4241662
903043,15255.917453,13200,0,0,0,13200,2055.9174533
903044,19000,17400,0,600,600,18000,1000
903045,4700,10200,0,0,0,10200,-5500
903046,12000,11400,0,0,0,11400,600
903052,11171.506713,10920,0,0,0,10920,251.50671282
903070,11307.20537,9600,0,0,0,9600,1707.2053703
903071,18270,8280,0,0,0,8280,9990
903075,22844.137404,19800,0,0,0,19800,3044.1374043
903077,14910.912207,10800,0,0,0,10800,4110.9122068
903083,48427.123742,37200,0,0,0,37200,11227.123742
903085,11413.921748,10800,0,0,0,10800,613.92174829
903087,14415.703629,12600,0,0,0,12600,1815.7036291
903088,0,11400,0,0,0,11400,-11400
903090,20809.403852,19800,0,0,0,19800,1009.4038521
903101,14138,15600,0,0,0,15600,-1462
903103,67314.599865,56595.857058,0,0,0,56595.857058,10718.742807
903110,32688.46621,22400,0,0,0,22400,10288.46621
903120,69886.880723,47800,0,7000,7000,54800,15086.880723
903131,2800,8424,0,179,179,8603,-5803
903140,15000,14040,18000,1000,19000,33040,-18040
903146,15231.680949,9600,0,0,0,9600,5631.6809489
903151,32522.303349,26400,7500,0,7500,33900,-1377.696651
903157,93030.269771,28600,33000,0,33000,61600,31430.269771
903160,36227.844863,18000,0,0,0,18000,18227.844863
903163,46495.967146,22500,0,0,0,22500,23995.967146
903165,24351.645818,22800,17000,0,17000,39800,-15448.35418
903194,31211.834907,23600,0,0,0,23600,7611.8349067
903195,13793.013426,13200,0,0,0,13200,593.01342564
903202,25507.707453,25200,0,0,0,25200,307.70745334
903204,98525.544074,62400,8700,0,8700,71100,27425.544074
903207,43676.355045,22800,0,0,0,22800,20876.355045
903208,63663.451017,71400,0,0,0,71400,-7736.548983
903215,37218.436249,27400,0,0,0,27400,9818.4362492
903228,39055.917453,30000,0,0,0,30000,9055.9174533
903249,5200,5760,0,0,0,5760,-560
903255,89363.525593,50200,0,5000,5000,55200,34163.525593
903256,19302.904028,18000,0,0,0,18000,1302.9040277
903272,35536.5987,20400,0,0,0,20400,15136.5987
903280,33884.480259,14280,0,500,500,14780,19104.480259
903299,67296.097051,32695.528387,0,150,150,32845.528387,34450.568664
903302,23800,12996,0,0,0,12996,10804
903304,21400,13200,0,0,0,13200,8200
903307,43040.714108,22800,0,0,0,22800,20240.714108
903308,38691.066281,23000,0,0,0,23000,15691.066281
903309,52039.026533,36000,0,0,0,36000,16039.026533
903311,24656.390379,19200,0,0,0,19200,5456.3903789
903315,26065.899761,24000,0,0,0,24000,2065.8997606
903322,36859.488451,27500,1000,0,1000,28500,8359.4884505
903326,17690.511709,16800,0,0,0,16800,890.51170868
903331,30677.473971,24000,0,60,60,24060,6617.4739712
903338,18218.537864,19200,0,0,0,19200,-981.4621365
903356,13500,11500,0,400,400,11900,1600
903358,25826.88712,19700,0,2000,2000,21700,4126.8871198
903360,27829.223768,15100,0,200,200,15300,12529.223768
903361,28801.882148,14600,0,100,100,14700,14101.882148
903363,28065.808055,13712,0,300,300,14012,14053.808055
903367,17194.109398,10850,0,200,200,11050,6144.109398
903368,7243.0134256,6000,0,0,0,6000,1243.0134256
903369,15940,14400,0,0,0,14400,1540
903371,10611.720537,7800,0,575,575,8375,2236.720537
903372,24851.616111,12000,15000,0,15000,27000,-2148.383889
903373,18037.642962,15300,0,0,0,15300,2737.6429621
903376,18150,13800,0,0,0,13800,4350
903415,35185.450005,22800,200,500,700,23500,11685.450005
903419,23501.290403,19200,0,0,0,19200,4301.2904028
903420,32086.026851,24000,15000,0,15000,39000,-6913.973149
903424,32882.167546,25200,0,500,500,25700,7182.1675464
903428,22383.105269,18800,0,0,0,18800,3583.1052686
903431,46279.175421,34194.072711,4000,0,4000,38194.072711,8085.1027098
903434,16006.882148,14400,0,0,0,14400,1606.8821481
903435,11100,9600,0,0,0,9600,1500
903444,29338.030455,21600,0,0,0,21600,7738.0304553
903449,131886.10741,69200,0,0,0,69200,62686.107405
903457,14773.122824,12500,0,700,700,13200,1573.1228236
903458,28264.520138,28800,0,0,0,28800,-535.4798615
903461,17458.498259,13800,0,0,0,13800,3658.4982589
903463,27300,22200,0,0,0,22200,5100
903465,23416.345102,16200,-500,150,-350,15850,7566.3451017
903466,25012.904028,14400,10000,0,10000,24400,612.90402769
903467,38248.175037,11400,0,0,0,11400,26848.175037
903504,40189.889657,20900,0,0,0,20900,19289.889657
903508,54619.224432,30200,0,1000,1000,31200,23419.224432
903511,15962.758073,15000,-3000,0,-3000,12000,3962.758073
903516,28601.834907,12000,0,0,0,12000,16601.834907
903523,52342.490873,32200,4500,0,4500,36700,15642.490873
903524,44064.99933,30000,0,0,0,30000,14064.99933
903525,13301,13200,0,0,0,13200,101
903526,69714.675008,43800,0,0,0,43800,25914.675008
903529,48843.013426,38200,0,0,0,38200,10643.013426
903530,69640.196552,30000,0,0,0,30000,39640.196552
903554,16605,13600,0,0,0,13600,3005
903560,16432.659964,14400,0,0,0,14400,2032.6599638
903565,27697.969136,24000,0,1000,1000,25000,2697.969136
903570,25242.733488,18000,0,1000,1000,19000,6242.7334879
903573,19542,14400,0,0,0,14400,5142
903607,13912.904028,12000,0,0,0,12000,1912.9040277
903612,30715.238617,19200,0,0,0,19200,11515.238617
903613,19636.026851,15600,0,0,0,15600,4036.0268513
903628,40716.136249,19600,0,0,0,19600,21116.136249
903631,35225.525414,28800,0,0,0,28800,6425.5254144
903632,5850,8400,0,0,0,8400,-2550
903654,9278.821481,7800,0,0,0,7800,1478.821481
903656,16918.424022,15000,0,0,0,15000,1918.4240218
903660,8400,8400,0,0,0,8400,0
903663,32969.399597,23000,0,0,0,23000,9969.3995969
903664,26350.895302,18000,0,0,0,18000,8350.8953016
903667,19014.386278,14200,0,0,0,14200,4814.3862776
903668,12626.026851,9600,0,0,0,9600,3026.0268513
903674,13660,11400,0,0,0,11400,2260
903675,19935.066117,18300,0,0,0,18300,1635.0661165
903707,26451.616111,22800,0,0,0,22800,3651.6161108
903708,26999.013426,13200,0,0,0,13200,13799.013426
903710,18546.245647,12600,0,0,0,12600,5946.2456472
903712,15268.602685,14400,0,0,0,14400,868.60268513
903719,9117.2053703,9072,0,0,0,9072,45.205370257
903724,43892.648827,22800,0,0,0,22800,21092.648827
903732,41407.64815,19200,0,0,0,19200,22207.64815
903733,11508.602685,13200,0,0,0,13200,-1691.397315
903735,23900,16800,0,1000,1000,17800,6100
903737,24719.111388,13200,0,0,0,13200,11519.111388
903742,4000,13200,0,0,0,13200,-9200
903754,32779.040277,20400,0,0,0,20400,12379.040277
903757,12712.904028,10200,0,0,0,10200,2512.9040277
903767,47522.37217,25200,0,0,0,25200,22322.37217
903768,36780.526851,30700,0,0,0,30700,6080.5268513
903770,37725.467379,22800,0,0,0,22800,14925.467379
903771,20720.437592,17400,0,0,0,17400,3320.4375918
903783,18984.474676,12000,0,300,300,12300,6684.4746763
903804,14722.053703,13200,0,0,0,13200,1522.0537026
903805,64181.672492,30300,0,0,0,30300,33881.672492
903806,15905.067128,10800,0,600,600,11400,4505.0671282
903807,47484.787715,24400,14000,0,14000,38400,9084.7877154
903808,30643.013426,24720,0,0,0,24720,5923.0134256
903857,34976.026851,24000,0,0,0,24000,10976.026851
903861,15367.20537,12600,0,0,0,12600,2767.2053703
903864,61141.190805,44400,0,0,0,44400,16741.190805
903865,39093.784415,34000,0,0,0,34000,5093.7844152
903872,17029.894119,16800,0,0,0,16800,229.89411892
903873,21868.673236,15600,0,0,0,15600,6268.6732355
903876,43066.457406,34600,25000,0,25000,59600,-16533.54259
903882,25336.31332,21600,0,0,0,21600,3736.3133199
903884,3500,9300,0,0,0,9300,-5800
903899,27358.700859,22800,0,0,0,22800,4558.7008586
903904,17700,8400,0,0,0,8400,9300
903911,12600,12000,0,0,0,12000,600
903912,51300,24300,0,0,0,24300,27000
903913,21470,20400,0,0,0,20400,1070
903917,18900,19200,0,0,0,19200,-300
903922,10100,9600,0,0,0,9600,500
903924,16300,14400,0,0,0,14400,1900
903926,21800,20400,0,0,0,20400,1400
903959,10155.605555,9372,0,0,0,9372,783.60555506
903968,5000,6600,0,0,0,6600,-1600
903973,21866.494426,15600,0,0,0,15600,6266.4944261
903974,45929.033215,27600,0,1000,1000,28600,17329.033215
903975,12700,16800,0,0,0,16800,-4100
903977,26054.62978,16800,0,0,0,16800,9254.6297801
903979,30160,17800,0,0,0,17800,12360
903981,25200,19200,0,0,0,19200,6000
903985,23900,18600,0,500,500,19100,4800
903989,6000,9000,0,0,0,9000,-3000
904004,22197.611843,16200,0,0,0,16200,5997.6118435
904007,29749.550673,21600,0,0,0,21600,8149.5506732
904009,22879.221312,15500,0,0,0,15500,7379.2213117
904012,31711.856992,17800,0,0,0,17800,13911.856992
904013,27960.512241,13200,0,0,0,13200,14760.512241
904014,29206.520181,19200,0,0,0,19200,10006.520181
904055,25613.71611,18600,0,0,0,18600,7013.7161096
904056,37248.187843,22800,0,0,0,22800,14448.187843
904058,33980.837653,21600,0,0,0,21600,12380.837653
904059,24588.6467,12600,0,0,0,12600,11988.6467
904062,50835.815245,12000,0,0,0,12000,38835.815245
904065,21641.046305,18000,0,0,0,18000,3641.0463049
904066,12503.408916,12000,0,0,0,12000,503.40891624
904067,21712.560116,17400,0,0,0,17400,4312.5601157
904068,20505.854013,17400,0,0,0,17400,3105.8540127
904069,33213.167961,19200,0,0,0,19200,14013.167961
904070,23974.501886,21600,0,0,0,21600,2374.5018862
904074,34948.685305,19200,0,0,0,19200,15748.685305
904076,26883.121051,18000,0,0,0,18000,8883.1210513
904077,30045.800985,18000,0,0,0,18000,12045.800985
904104,38257.706647,31000,0,400,400,31400,6857.7066466
904108,59816.52223,26400,3000,150,3150,29550,30266.52223
904114,21813.657977,13200,0,0,0,13200,8613.6579767
904116,75200,39600,0,0,0,39600,35600
904124,20278.12027,30000,0,0,0,30000,-9721.87973
904125,11489.467925,25800,0,60,60,25860,-14370.53207
904126,72701.750028,59400,23000,0,23000,82400,-9698.249972
904128,36378.284435,16800,10000,0,10000,26800,9578.2844347
904130,25714.191795,20400,0,0,0,20400,5314.1917955
904133,33413.658569,59300,0,0,0,59300,-25886.34143
904138,49265.102179,20400,0,1000,1000,21400,27865.102179
904154,12000,8400,0,0,0,8400,3600
904155,6000,15600,0,0,0,15600,-9600
904156,22900,15600,0,0,0,15600,7300
904157,15608.602685,9000,0,500,500,9500,6108.6026851
904158,12200,12600,0,0,0,12600,-400
904159,19000,10800,0,0,0,10800,8200
904160,7200,10800,0,0,0,10800,-3600
904162,5400,9000,0,0,0,9000,-3600
904163,14000,15600,0,0,0,15600,-1600
904164,23400,12600,0,0,0,12600,10800
904206,51105.695159,36597.092474,2000,0,2000,38597.092474,12508.602685
904207,75917.147682,15600,0,0,0,15600,60317.147682
904209,24163.232222,18900,0,0,0,18900,5263.2322215
904211,15608.602685,14400,0,0,0,14400,1208.6026851
904219,21400,20220,0,0,0,20220,1180
904221,79158.891455,34800,0,0,0,34800,44358.891455
904228,11700,12000,0,0,0,12000,-300
904229,35131.097434,30000,0,0,0,30000,5131.097434
904236,13208.602685,12600,0,0,0,12600,608.60268513
904242,58536.037942,16803.000185,0,0,0,16803.000185,41733.037757
904243,25360.218796,21600,0,0,0,21600,3760.2187959
904245,16843.013426,14400,0,0,0,14400,2443.0134256
904246,7908.6026851,13800,0,0,0,13800,-5891.397315
904252,28208.602685,14400,3500,0,3500,17900,10308.602685
904255,12155.249188,8400,0,0,0,8400,3755.2491883
904257,17800,16200,0,0,0,16200,1600
904258,12224.015372,11200,0,0,0,11200,1024.0153716
904259,18619.045833,14200,0,0,0,14200,4419.045833
904260,61888.859818,22800,0,0,0,22800,39088.859818
904261,55043.595584,21600,9000,0,9000,30600,24443.595584
904262,10713.582137,7200,0,0,0,7200,3513.5821374
904265,25040.153114,15400,0,0,0,15400,9640.1531143
904266,11762.174151,10500,0,0,0,10500,1262.1741512
904267,26613.702474,12000,0,0,0,12000,14613.702474
904269,15170.800243,14100,0,0,0,14100,1070.800243
904306,31160.218796,27600,0,0,0,27600,3560.2187959
904307,25589.259073,19200,0,0,0,19200,6389.2590728
904316,36321.506713,30000,0,750,750,30750,5571.5067128
904323,54164.589146,32000,0,0,0,32000,22164.589146
904339,32256.065557,19200,0,0,0,19200,13056.065557
904352,8002.5808055,9600,0,0,0,9600,-1597.419194
904356,9750,8760,0,0,0,8760,990
904360,13962.904028,12600,0,0,0,12600,1362.9040277
904420,72636.19543,19200,0,0,0,19200,53436.19543
904432,23978.006207,13200,0,0,0,13200,10778.006207
904436,12700,12600,0,0,0,12600,100
904438,38946.0524,20400,0,0,0,20400,18546.0524
904440,40243.311402,19200,0,0,0,19200,21043.311402
904448,15006.882148,12600,0,0,0,12600,2406.8821481
904450,13680.109398,12000,0,0,0,12000,1680.109398
904451,34057.163602,17280,0,0,0,17280,16777.163602
904453,20700,13800,0,0,0,13800,6900
904454,9255.1616111,8400,0,0,0,8400,855.16161108
904468,19393.45265,18000,0,0,0,18000,1393.4526497
904473,21550.78063,16800,0,0,0,16800,4750.78063
904475,22858.033122,19200,0,0,0,19200,3658.0331223
904476,30800,24000,0,0,0,24000,6800
904477,70532.971106,32400,0,0,0,32400,38132.971106
904478,8200,8160,0,0,0,8160,40
904480,25300,22800,0,0,0,22800,2500
904481,62920.477654,36000,10000,30000,40000,76000,-13079.52235
904488,29427.24524,20400,0,0,0,20400,9027.2452395
904489,27003.414534,25200,0,0,0,25200,1803.4145339
904491,14304.307989,15600,0,0,0,15600,-1295.692011
904492,49894.689488,27600,0,0,0,27600,22294.689488
904495,14900,6600,0,0,0,6600,8300
904497,57726.947411,33400,0,0,0,33400,24326.947411
904498,19422.686515,9600,0,0,0,9600,9822.686515
904502,16660.758619,12000,0,0,0,12000,4660.758619
904506,41946.095005,25800,0,0,0,25800,16146.095005
904510,39851.734674,25800,0,0,0,25800,14051.734674
904512,17529.216603,15000,0,0,0,15000,2529.216603
904513,17531.770716,11520,0,0,0,11520,6011.7707158
904514,18752.76316,17400,0,0,0,17400,1352.7631601
904515,55718.86212,28695.497234,0,0,0,28695.497234,27023.364885
904516,53743.924281,33000,0,0,0,33000,20743.924281
904517,23662.665026,18000,0,0,0,18000,5662.6650265
904523,40882.865492,30650,2500,500,3000,33650,7232.8654923
904538,38451.118384,22800,0,0,0,22800,15651.118384
904567,45258.080554,25200,0,0,0,25200,20058.080554
904569,39800,20400,0,0,0,20400,19400
904577,23000,18500,0,0,0,18500,4500
904580,38600,24000,0,0,0,24000,14600
904581,71981.238428,42000,17000,0,17000,59000,12981.238428
904583,22356.20736,21600,0,0,0,21600,756.20736049
904585,38852.904028,28440,0,0,0,28440,10412.904028
904587,16720.337074,16200,0,0,0,16200,520.33707392
904640,7800,3960,0,0,0,3960,3840
904646,47475.252177,32400,0,0,0,32400,15075.252177
904651,58921.375427,37800,25000,1500,26500,64300,-5378.624573
904655,21600,13200,0,0,0,13200,8400
904656,12500,9600,0,0,0,9600,2900
904661,29918.065639,21600,150,0,150,21750,8168.0656388
904664,37128.549179,24000,0,0,0,24000,13128.549179
904666,14809.174533,14400,0,0,0,14400,409.17453337
904668,25950.218796,15600,0,0,0,15600,10350.218796
904715,20037.19273,20400,0,0,0,20400,-362.8072699
904717,29449.039706,12000,0,0,0,12000,17449.039706
904723,62381.886774,36000,0,0,0,36000,26381.886774
904725,4806.0596249,12000,0,0,0,12000,-7193.940375
904726,46273.027626,32400,0,0,0,32400,13873.027626
904728,18012.346151,16800,0,0,0,16800,1212.3461512
904729,21132.059604,18600,0,0,0,18600,2532.0596038
904730,14415.607719,16800,0,0,0,16800,-2384.392281
904732,19172.113806,18000,0,0,0,18000,1172.113806
904735,23019.277874,20400,0,0,0,20400,2619.2778736
904740,16013.241166,17160,0,0,0,17160,-1146.758834
904743,52861.943149,9600,0,0,0,9600,43261.943149
904754,36076.37205,12000,0,0,0,12000,24076.37205
904755,26423.676137,9600,0,0,0,9600,16823.676137
904760,34830.095625,13920,0,0,0,13920,20910.095625
904761,19833.354801,12000,0,0,0,12000,7833.3548011
904774,38517.20537,38000,0,140,140,38140,377.20537026
904779,16617.20537,9600,0,0,0,9600,7017.2053703
904784,38425.808055,28800,0,0,0,28800,9625.8080554
904788,37906.464443,25200,0,800,800,26000,11906.464443
904793,13200,20400,0,0,0,20400,-7200
904797,7251.6161108,18000,0,0,0,18000,-10748.38389
904798,14000,9000,0,0,0,9000,5000
904803,35707.863796,27600,0,400,400,28000,7707.8637964
904804,21625.808055,16800,0,400,400,17200,4425.8080554
904805,99559.174533,72000,0,1000,1000,73000,26559.174533
904807,56543.203346,32400,0,400,400,32800,23743.203346
904808,56576.808055,34800,0,0,0,34800,21776.808055
904816,7800,6840,0,0,0,6840,960
904820,26060.218796,18000,0,0,0,18000,8060.2187959
904824,31486.026851,18000,0,10000,10000,28000,3486.0268513
904828,16717.20537,15000,0,0,0,15000,1717.2053703
904833,17373.147682,18000,0,6000,6000,24000,-6626.852318
904835,63290.328194,40800,0,2000,2000,42800,20490.328194
904836,16929.040277,30000,0,0,0,30000,-13070.95972
904838,44017.20537,25200,0,0,0,25200,18817.20537
904841,62425.808055,44900,0,0,0,44900,17525.808055
904845,158602.98636,54000,11960,0,11960,65960,92642.98636
904848,63743.013426,15600,1000,10000,11000,26600,37143.013426
904849,36168.821481,22800,0,500,500,23300,12868.821481
904850,52038.712083,26400,0,0,0,26400,25638.712083
904854,50054.848332,18000,0,0,0,18000,32054.848332
904855,69886.393408,28300,0,400,400,28700,41186.393408
904856,42671.005194,36000,0,0,0,36000,6671.0051944
904865,35244.410741,21600,0,0,0,21600,13644.410741
904867,32659.040277,14900,0,0,0,14900,17759.040277
904869,8099,7632,0,0,0,7632,467
904870,23116.81325,18600,0,800,800,19400,3716.8132498
904873,20217.20537,16800,0,0,0,16800,3417.2053703
904875,29879.040277,24000,0,0,0,24000,5879.0402769
904877,20800,16320,0,0,0,16320,4480
904878,29684.591488,16800,0,0,0,16800,12884.591488
904881,4234.4107405,13800,0,0,0,13800,-9565.589259
904885,31803.813988,18000,0,500,500,18500,13303.813988
904886,55710.790644,50400,0,0,0,50400,5310.7906441
904888,15625.808055,18000,0,0,0,18000,-2374.191945
904891,20251.995951,18000,0,0,0,18000,2251.9959509
904893,24961.616111,22800,0,0,0,22800,2161.6161108
904894,61380.784507,38400,0,0,0,38400,22980.784507
904897,22255.808055,26208,0,0,0,26208,-3952.191945
904899,37834.600661,27600,0,700,700,28300,9534.6006606
904902,37034.410741,21600,0,600,600,22200,14834.410741
904904,16800,17400,0,0,0,17400,-600
904907,11138,28200,0,0,0,28200,-17062
904910,36597.599648,18000,0,0,0,18000,18597.599648
904921,21057.205894,18600,12000,300,12300,30900,-9842.794106
904927,38004.301343,36000,0,600,600,36600,1404.3013426
904929,16250,13140,0,0,0,13140,3110
904931,25103.684,25200,0,0,0,25200,-96.31600046
904940,34543.013426,31200,0,700,700,31900,2643.0134256
904944,54775.529832,40597.333705,500,2000,2500,43097.333705,11678.196127
904945,45044.789883,36200,0,0,0,36200,8844.7898829
904949,7905.5917453,9960,0,0,0,9960,-2054.408255
904951,63807.616244,48000,0,0,0,48000,15807.616244
904952,21800,20400,0,0,0,20400,1400
904954,6905.1616111,8400,0,120,120,8520,-1614.838389
904955,43487.649252,27600,0,4000,4000,31600,11887.649252
904956,26754.848332,22900,0,30,30,22930,3824.8483323
904966,21000,13440,0,0,0,13440,7560
904967,25417.20537,21600,0,0,0,21600,3817.2053703
904969,16450,20680,0,350,350,21030,-4580
904973,6268.821481,12660,0,0,0,12660,-6391.178519
904993,22400,21600,0,0,0,21600,800
904995,0,13200,0,0,0,13200,-13200
904997,18293.813312,19200,0,400,400,19600,-1306.186688
905004,19340,15600,0,300,300,15900,3440
905018,16517.20537,13200,0,0,0,13200,3317.2053703
905019,37015.38357,25400,0,450,450,25850,11165.38357
905025,19025.808055,14400,0,0,0,14400,4625.8080554
905028,17455.5731,14400,0,0,0,14400,3055.5731002
905032,22492.367231,17400,0,500,500,17900,4592.3672312
905044,58961.051604,33800,0,0,0,33800,25161.051604
905055,7217.2053703,13200,0,0,0,13200,-5982.79463
905059,18235.110506,19200,0,600,600,19800,-1564.889494
905064,25726.224265,18000,0,1000,1000,19000,6726.2242651
905065,43483.812769,22000,0,0,0,22000,21483.812769
905067,36219.030536,26400,0,400,400,26800,9419.0305361
905068,55766.360661,48000,20000,1500,21500,69500,-13733.63934
905069,34795.130875,21600,0,0,0,21600,13195.130875
905070,15157.552052,12840,-1500,0,-1500,11340,3817.5520516
905073,67303.912448,32400,0,0,0,32400,34903.912448
905075,39397.793832,26600,0,1500,1500,28100,11297.793832
905076,39016.511417,21600,0,0,0,21600,17416.511417
905079,26140.207085,22000,2000,900,2900,24900,1240.2070846
905084,208783.06795,42000,15000,2500,17500,59500,149283.06795
905085,74202.281811,43000,0,0,0,43000,31202.281811
905087,21273.523468,31200,0,0,0,31200,-9926.476532
905088,49356.929783,26400,0,0,0,26400,22956.929783
905089,54230.228956,29400,5000,0,5000,34400,19830.228956
905113,53765.429043,28148.223672,0,0,0,28148.223672,25617.20537
905114,37251.616111,18000,0,0,0,18000,19251.616111
905115,22847.870867,18000,0,0,0,18000,4847.870867
905119,34202.187959,30000,19000,0,19000,49000,-14797.81204
905120,17284.327404,63600,0,0,0,63600,-46315.6726
905122,56098.225003,32400,17000,0,17000,49400,6698.2250026
905123,21858.080554,19200,0,0,0,19200,2658.0805539
905124,30964.400618,15600,0,0,0,15600,15364.400618
905125,29780.629536,18000,9000,0,9000,27000,2780.6295364
905126,33318.821481,18600,0,0,0,18600,14718.821481
905130,49593.910477,49200,0,0,0,49200,393.91047721
905131,50542.872566,28800,0,4000,4000,32800,17742.872566
905133,23417.20537,12600,500,0,500,13100,10317.20537
905136,50081.276692,18600,0,0,0,18600,31481.276692
905137,59803.038782,28184.82606,0,0,0,28184.82606,31618.212722
905140,30254.281097,19200,0,0,0,19200,11054.281097
905145,6540,12000,0,0,0,12000,-5460
905146,10408.602685,12000,0,0,0,12000,-1591.397315
905148,35016.672594,11159.467224,0,0,0,11159.467224,23857.20537
905151,14017.20537,12000,0,0,0,12000,2017.2053703
905156,50734.410741,30800,1500,0,1500,32300,18434.410741
905163,3120,4800,0,0,0,4800,-1680
905165,8482.2808188,10560,0,0,0,10560,-2077.719181
905167,37335.176781,30000,0,2000,2000,32000,5335.1767806
905170,26336.942674,15000,0,0,0,15000,11336.942674
905171,48466.1901,30000,0,800,800,30800,17666.1901
905173,23313.266695,18000,0,450,450,18450,4863.2666954
905180,19712.125927,11400,0,0,0,11400,8312.1259269
905187,70831.295176,31200,0,0,0,31200,39631.295176
905189,55256.589298,30000,0,800,800,30800,24456.589298
