nquest,Y,CN,CD1,CD2,CD,C,S
725716,44015.067128,42500,0,0,0,42500,1515.0671282
725726,6950,7356,0,0,0,7356,-406
725801,63294.231539,37400,0,0,0,37400,25894.231539
725902,23204.20025,22000,0,0,0,22000,1204.2002503
726146,37509.412804,20700,0,0,0,20700,16809.412804
726234,69733.720016,25000,0,0,0,25000,44733.720016
726553,50286.026851,31200,3000,0,3000,34200,16086.026851
726563,28312.904028,22900,0,0,0,22900,5412.9040277
726568,45208.602685,25200,0,0,0,25200,20008.602685
726811,11685.490776,10200,0,0,0,10200,1485.4907758
726823,8870,7200,0,0,0,7200,1670
726906,3600,8400,0,0,0,8400,-4800
726932,12368.602685,12000,0,0,0,12000,368.60268513
727001,46220.437592,27600,0,0,0,27600,18620.437592
727009,24445.917453,18000,0,0,0,18000,6445.9174533
727039,89272.207528,39000,0,0,0,39000,50272.207528
727138,36673.013426,30000,0,1500,1500,31500,5173.0134256
727160,24042.621305,22800,0,0,0,22800,1242.6213052
727170,45144.327603,31500,0,70,70,31570,13574.327603
727171,17843.013426,15600,0,0,0,15600,2243.0134256
727267,21925.808055,20400,0,0,0,20400,1525.8080554
727318,17205.01392,15600,0,0,0,15600,1605.0139203
727402,17366.026851,15000,0,0,0,15000,2366.0268513
727473,19315.067128,18000,0,0,0,18000,1315.0671282
727477,16068.821481,15360,0,0,0,15360,708.82148103
727520,13530,12600,0,0,0,12600,930
727537,14731.834907,12000,0,0,0,12000,2731.8349067
727604,14686.026851,13800,0,0,0,13800,886.02685129
727650,4800,10800,0,0,0,10800,-6000
727825,12901.506,15000,0,300,300,15300,-2398.494
727842,12748.646249,12000,0,0,0,12000,748.64624882
727922,43820.673829,30000,0,60,60,30060,13760.673829
728148,110379.12636,70400,0,1000,1000,71400,38979.126361
728160,58155.914676,42000,0,7000,7000,49000,9155.9146761
728306,65487.120831,56600,0,250,250,56850,8637.1208308
728493,58085.321305,50400,0,11000,11000,61400,-3314.678695
728547,92867.335585,50400,0,2000,2000,52400,40467.335585
729412,20918.821481,16200,0,700,700,16900,4018.821481
729507,20047.438669,16800,0,200,200,17000,3047.4386694
730312,26627.855893,22800,0,0,0,22800,3827.8558932
730333,22356.938891,18000,0,0,0,18000,4356.9388911
730402,90516.161108,52000,0,1000,1000,53000,37516.161108
730430,26553.336648,22800,0,0,0,22800,3753.3366478
730756,49338.471774,24000,0,1000,1000,25000,24338.471774
730807,23600,24000,0,0,0,24000,-400
730876,21400,16200,0,0,0,16200,5200
730901,57300.278705,42200,0,0,0,42200,15100.278705
730939,20278.013426,17100,0,0,0,17100,3178.0134256
731178,60385.897483,34800,0,0,0,34800,25585.897483
731344,39087.742417,34800,0,0,0,34800,4287.7424166
731660,14115.592698,14400,0,0,0,14400,-284.407302
731810,39877.902625,33900,12900,0,12900,46800,-6922.097375
731827,10622.521508,12596.713452,0,1400,1400,13996.713452,-3374.191945
732013,20961.079064,20500,0,500,500,21000,-38.92093559
732343,31162.98537,12920,10500,0,10500,23420,7742.9853703
732369,38221.506713,42720,0,0,0,42720,-4498.493287
732371,26368.821481,19800,0,0,0,19800,6568.821481
732466,22962.66511,14300,0,0,0,14300,8662.6651104
732511,28516.255655,20992.585841,0,0,0,20992.585841,7523.6698133
732601,126913.2148,66000,0,1000,1000,67000,59913.2148
733049,23459.687481,20400,0,0,0,20400,3059.6874808
733072,36922.008497,28800,0,0,0,28800,8122.0084971
733216,16800,19200,0,0,0,19200,-2400
733351,34637.20537,24900,0,0,0,24900,9737.2053703
733363,54335.639888,24000,0,0,0,24000,30335.639888
733605,31467.717498,19200,0,0,0,19200,12267.717498
733606,13972.053703,10800,0,600,600,11400,2572.0537026
733612,49831.298337,36000,0,0,0,36000,13831.298337
733713,4800,6960,0,0,0,6960,-2160
733755,36935.50472,27600,0,0,0,27600,9335.50472
733759,13900,12000,0,0,0,12000,1900
733811,15006.882148,11400,0,0,0,11400,3606.8821481
734107,50051.616111,30000,0,0,0,30000,20051.616111
734115,28237.175285,19200,0,0,0,19200,9037.1752855
734141,12540,11760,0,0,0,11760,780
734143,39381.76219,23800,0,0,0,23800,15581.76219
734148,73074.85897,31200,0,600,600,31800,41274.85897
734160,18649.51292,22800,0,0,0,22800,-4150.48708
734205,15217.20537,19200,0,0,0,19200,-3982.79463
734210,31036.026851,22800,14000,0,14000,36800,-5763.973149
734264,30135.656388,27600,0,0,0,27600,2535.6563877
734419,16064.883572,13200,0,0,0,13200,2864.8835716
734833,17742.740875,13200,0,0,0,13200,4542.7408748
734969,38537.642962,25200,0,0,0,25200,13337.642962
735005,4800,5160,6000,100,6100,11260,-6460
735009,21406.013426,18000,0,450,450,18450,2956.0134256
735143,59448.408748,23300,0,0,0,23300,36148.408748
735401,67139.399541,43090.463084,0,2000,2000,45090.463084,22048.936457
735436,15283.466022,13800,0,200,200,14000,1283.4660225
735538,19040.157724,11400,0,0,0,11400,7640.157724
735621,45217.471726,31300,0,1500,1500,32800,12417.471726
735659,61651.576829,21600,0,0,0,21600,40051.576829
735677,23057.803742,16800,0,0,0,16800,6257.803742
735969,33083.013426,24000,0,0,0,24000,9083.0134256
736010,26229.005432,17400,0,0,0,17400,8829.0054318
736011,36362.3642,30000,0,0,0,30000,6362.3641997
736034,33615.868257,27600,0,1500,1500,29100,4515.8682573
736037,10785,10080,0,2500,2500,12580,-1795
736206,32817.20537,24000,0,1000,1000,25000,7817.2053703
736212,46727.971156,33600,0,3000,3000,36600,10127.971156
736214,14210.218796,9000,0,0,0,9000,5210.2187959
736476,106350.57185,81800,10000,0,10000,91800,14550.571848
736579,25508.602685,22800,0,0,0,22800,2708.6026851
736627,36860.218796,35400,0,0,0,35400,1460.2187959
736703,17800,14400,0,0,0,14400,3400
736722,15300,12600,0,0,0,12600,2700
736739,14000,11400,0,0,0,11400,2600
736753,22829.040277,19800,0,0,0,19800,3029.0402769
736754,29154.848332,24000,0,0,0,24000,5154.8483323
736801,4800,6600,0,0,0,6600,-1800
736828,21117.20537,16800,0,0,0,16800,4317.2053703
736831,73780.338316,45800,0,0,0,45800,27980.338316
736862,11600,10320,0,0,0,10320,1280
736917,51176.313854,25100,35000,700,35700,60800,-9623.686146
736935,64729.040277,49200,0,1000,1000,50200,14529.040277
736939,24827.424166,15600,0,0,0,15600,9227.4241662
736957,46773.147682,30000,20000,0,20000,50000,-3226.852318
737312,78607.797825,24000,0,0,0,24000,54607.797825
737343,20751.884455,16200,0,0,0,16200,4551.8844549
737349,59643.008153,30000,0,0,0,30000,29643.008153
737401,40178.065639,37760,0,0,0,37760,2418.0656388
737406,41408.602685,21600,0,0,0,21600,19808.602685
737420,66439.510003,14400,400,0,400,14800,51639.510003
737531,74791.225077,28800,0,0,0,28800,45991.225077
737902,21515.484833,15600,0,0,0,15600,5915.4848332
737939,3600,9600,0,0,0,9600,-6000
800003,41258.700859,25200,0,0,0,25200,16058.700859
800010,20988.981745,21600,0,0,0,21600,-611.018255
800013,30000,18000,6000,1000,7000,25000,5000
800029,8412.0327966,13200,0,0,0,13200,-4787.967203
800040,50102.597516,28800,16000,1200,17200,46000,4102.5975157
800041,20008.602685,25200,0,0,0,25200,-5191.397315
800106,5300,8400,0,0,0,8400,-3100
800135,29208.602685,20400,0,0,0,20400,8808.6026851
800180,12090,11160,0,0,0,11160,930
800183,17455.613591,12600,0,0,0,12600,4855.6135906
800184,22230.109398,16200,0,400,400,16600,5630.109398
800243,20260.218796,16200,0,0,0,16200,4060.2187959
800260,20301.09398,18000,0,0,0,18000,2301.0939795
800274,29017.20537,21000,0,1500,1500,22500,6517.2053703
800308,15356.440121,13200,0,0,0,13200,2156.4401213
800416,2404.3013426,7200,0,0,0,7200,-4795.698657
800464,48483.990878,40900,0,0,0,40900,7583.9908783
800483,24086.621129,46800,0,0,0,46800,-22713.37887
800569,23573.038284,14150,0,0,0,14150,9423.0382841
800571,42892.520138,30000,0,850,850,30850,12042.520138
800702,45814.608949,26400,0,800,800,27200,18614.608949
800705,53373.042944,39200,0,300,300,39500,13873.042944
800832,15972.708093,15000,0,500,500,15500,472.7080929
800884,9000,9000,0,0,0,9000,0
800901,22282.849316,21672,0,1600,1600,23272,-989.1506844
800937,18971.102429,18000,0,150,150,18150,821.10242858
800999,27808.602685,10200,0,0,0,10200,17608.602685
801010,15551.616111,12000,0,0,0,12000,3551.6161108
801028,2000,6600,0,0,0,6600,-4600
801104,24780.57392,11400,0,0,0,11400,13380.57392
801202,27639.456308,16800,0,0,0,16800,10839.456308
801221,54900.651416,25200,0,2000,2000,27200,27700.651416
801255,30522.187959,21600,0,400,400,22000,8522.187959
801279,32143.013426,19200,0,500,500,19700,12443.013426
801380,12812.904028,12000,0,0,0,12000,812.90402769
801448,74243.23024,46900,0,0,0,46900,27343.23024
801486,24103.232222,16600,0,0,0,16600,7503.2322215
801541,4230,10800,0,0,0,10800,-6570
801543,20572.053703,15600,0,0,0,15600,4972.0537026
801801,16651.533394,11640,0,100,100,11740,4911.5333942
801803,37543.664588,22200,0,300,300,22500,15043.664588
801806,29105.536584,16800,0,500,500,17300,11805.536584
801812,0,13200,0,0,0,13200,-13200
801813,23505.166851,13680,0,0,0,13680,9825.1668506
801875,28175.376093,7800,0,400,400,8200,19975.376093
801878,33955.057185,31200,0,0,0,31200,2755.0571848
801892,17819.774276,13200,0,0,0,13200,4619.7742763
801894,10800,11640,0,0,0,11640,-840
801899,14004.301343,10800,0,0,0,10800,3204.3013426
801908,31421.506713,22400,0,0,0,22400,9021.5067128
801955,16814.211412,10200,0,0,0,10200,6614.2114117
801966,30856.526534,17400,0,0,0,17400,13456.526534
801972,19513.011653,12600,0,0,0,12600,6913.0116534
801986,9655.8080554,7800,0,0,0,7800,1855.8080554
802001,30112.904028,12000,9000,0,9000,21000,9112.9040277
802038,111609.01856,36000,0,0,0,36000,75609.01856
802223,15400,14400,0,0,0,14400,1000
802253,12481.484816,7920,0,0,0,7920,4561.4848161
802261,25730.204064,16100,0,0,0,16100,9630.2040638
802326,12003.275116,10800,0,0,0,10800,1203.2751156
802332,32418.065639,32400,0,0,0,32400,18.06563877
802349,25220.363026,26400,0,0,0,26400,-1179.636974
802444,20043.013426,11640,0,150,150,11790,8253.0134256
802451,19725.808055,11500,0,0,0,11500,8225.8080554
802475,11210,4200,0,0,0,4200,7010
802480,41146.013426,19600,0,0,0,19600,21546.013426
802595,59511.401544,45600,6000,0,6000,51600,7911.401544
802675,69450.593237,36000,0,1250,1250,37250,32200.593237
802895,21613.422519,12000,0,0,0,12000,9613.4225185
802905,23610.218796,12800,0,0,0,12800,10810.218796
802914,41493.890648,13300,0,0,0,13300,28193.890648
803055,27564.301497,15600,0,650,650,16250,11314.301497
803101,22534.545769,13200,0,1000,1000,14200,8334.5457686
803200,20379.03081,13200,0,0,0,13200,7179.0308102
803205,63649.629636,32400,18000,0,18000,50400,13249.629636
803483,37115.406409,25200,0,0,0,25200,11915.406409
803501,32067.20537,21600,0,0,0,21600,10467.20537
803526,12600,12600,0,0,0,12600,0
803566,31600,15600,0,0,0,15600,16000
803570,13000,16440,0,0,0,16440,-3440
803661,44044.433476,27800,0,3000,3000,30800,13244.433476
803736,25443.013426,15600,0,800,800,16400,9043.0134256
804040,20314.410741,12672,0,550,550,13222,7092.4107405
804163,33530.905661,22700,0,0,0,22700,10830.905661
804172,53733.025879,33900,0,0,0,33900,19833.025879
804203,23407.36497,19800,0,0,0,19800,3607.3649699
804209,25331.924342,21000,0,0,0,21000,4331.924342
804210,22341.729842,15600,0,0,0,15600,6741.7298422
804214,109947.23613,58300,0,1000,1000,59300,50647.236126
804222,14843.095693,16800,0,0,0,16800,-1956.904307
804324,23380.971108,18000,0,0,0,18000,5380.9711075
804457,18340,12600,0,5000,5000,17600,740
804495,9340,7800,0,0,0,7800,1540
804515,20297.935007,15040,0,0,0,15040,5257.9350068
804534,39997.779173,39600,6500,600,7100,46700,-6702.220827
804536,19353.977454,18600,0,0,0,18600,753.9774539
804547,30050,25800,0,0,0,25800,4250
804631,25940.402769,44400,0,0,0,44400,-18459.59723
804720,22700,25800,0,0,0,25800,-3100
804825,56003.48273,43200,0,0,0,43200,12803.48273
804880,6600,18600,0,0,0,18600,-12000
804928,13130,11880,0,0,0,11880,1250
804962,25074.661328,15600,0,0,0,15600,9474.6613281
804966,26483.232222,19200,0,0,0,19200,7283.2322215
805100,72743.313962,36000,300,3500,3800,39800,32943.313962
805154,15600,15000,0,0,0,15000,600
805179,11940,13800,0,0,0,13800,-1860
805189,11058.712083,10320,0,0,0,10320,738.71208308
805227,39678.928853,22800,0,0,0,22800,16878.928853
805230,10000,10800,0,120,120,10920,-920
805264,80408.272288,43900,0,1000,1000,44900,35508.272288
805330,29432.690203,25200,0,1000,1000,26200,3232.6902035
805435,6370,6420,0,0,0,6420,-50
805449,23544.103954,19800,0,0,0,19800,3744.1039536
805475,17956.993038,19200,0,0,0,19200,-1243.006962
805524,33321.807957,19200,0,0,0,19200,14121.807957
805556,13464.301343,12600,0,0,0,12600,864.30134256
805664,50683.010788,26400,0,1000,1000,27400,23283.010788
805719,15592.287707,11880,0,0,0,11880,3712.2877073
805932,23046.835624,15600,0,0,0,15600,7446.8356241
805981,34634.693935,24500,0,3000,3000,27500,7134.6939351
806088,35028.463102,22800,0,0,0,22800,12228.463102
806096,43186.026851,34100,0,0,0,34100,9086.0268513
806223,30197.861758,15600,0,0,0,15600,14597.861758
806282,19886.026851,16800,0,0,0,16800,3086.0268513
806289,26076.026851,19200,0,0,0,19200,6876.0268513
806339,40632.430373,15600,0,0,0,15600,25032.430373
806430,68608.605747,30000,0,500,500,30500,38108.605747
806443,24869.147435,20400,0,0,0,20400,4469.1474347
806447,21521.592492,19800,0,0,0,19800,1721.5924916
806473,52263.676805,27600,0,0,0,27600,24663.676805
806532,24591.374915,19200,0,0,0,19200,5391.3749147
806540,55185.50472,42000,0,2600,2600,44600,10585.50472
806557,18467.20537,16800,0,0,0,16800,1667.2053703
806560,18169.403522,12600,0,0,0,12600,5569.4035216
806563,49970.295301,40800,0,0,0,40800,9170.2953006
806583,13438.736942,14640,13000,0,13000,27640,-14201.26306
806586,27621.506713,26400,0,0,0,26400,1221.5067128
806601,24141.37707,24600,0,0,0,24600,-458.6229303
806629,24081.176329,19800,0,0,0,19800,4281.1763292
806650,40410.705874,13200,0,0,0,13200,27210.705874
806700,14823.013426,8400,0,0,0,8400,6423.0134256
806983,27148.630455,19200,0,0,0,19200,7948.6304548
806993,19408.602685,12600,0,0,0,12600,6808.6026851
807054,10500,10200,0,0,0,10200,300
807066,46555.917453,36200,0,500,500,36700,9855.9174533
807142,99299.99438,79900,47000,2000,49000,128900,-29600.00562
807146,57764.095207,30000,0,0,0,30000,27764.095207
807165,65428.742824,54000,0,0,0,54000,11428.742824
807255,35560.218796,23760,0,0,0,23760,11800.218796
807289,98526.103484,28187.919673,0,850,850,29037.919673,69488.183812
807303,118139.47187,56900,0,1000,1000,57900,60239.471875
807404,13460,11640,0,0,0,11640,1820
807441,68364.994939,33900,0,0,0,33900,34464.994939
807466,12908.821481,12000,0,0,0,12000,908.82148103
807538,57168.776129,20400,0,0,0,20400,36768.776129
807625,23498.49288,16600,10200,2000,12200,28800,-5301.50712
807849,12560,11760,0,0,0,11760,800
807962,14693.013426,8400,0,0,0,8400,6293.0134256
808122,14575.808055,10800,0,0,0,10800,3775.8080554
808169,32191.803445,25000,0,700,700,25700,6491.8034447
808182,18399.22043,16800,0,150,150,16950,1449.2204303
808310,13273.122824,14400,0,500,500,14900,-1626.877176
808313,12823.413844,13200,-2000,0,-2000,11200,1623.4138439
808314,22864.769881,15400,0,0,0,15400,7464.7698808
808316,19384.410741,11400,0,0,0,11400,7984.4107405
808318,31388.269141,21700,0,400,400,22100,9288.2691408
808379,48874.134256,28800,0,0,0,28800,20074.134256
808450,51926.377781,13830,0,0,0,13830,38096.377781
808712,25155.430373,18000,10200,0,10200,28200,-3044.569627
809233,38042.657145,19320,0,0,0,19320,18722.657145
809254,18043.013426,14160,0,0,0,14160,3883.0134256
809268,16736.670336,13800,0,0,0,13800,2936.6703356
809285,52306.000657,47000,0,0,0,47000,5306.000657
809382,15803.23487,14400,0,0,0,14400,1403.2348697
809446,33044.451616,21600,0,0,0,21600,11444.451616
809488,22707.374655,15600,0,0,0,15600,7107.374655
809628,24948.328061,20640,0,0,0,20640,4308.3280609
809644,63576.504475,33600,0,0,0,33600,29976.504475
809835,38584.410741,35950,0,1000,1000,36950,1634.4107405
809897,45034.410741,25200,0,0,0,25200,19834.410741
809918,47580.187012,33600,0,0,0,33600,13980.187012
810042,23660.731322,15600,0,0,0,15600,8060.7313222
810099,14547.941265,10700,0,0,0,10700,3847.9412654
810104,15123.013426,12200,0,0,0,12200,2923.0134256
810122,19655.917453,14400,0,200,200,14600,5055.9174533
810150,25249.808055,22300,0,0,0,22300,2949.8080554
810161,17790,11040,0,0,0,11040,6750
810180,16851.616111,12100,0,0,0,12100,4751.6161108
810183,24774.678954,17300,0,0,0,17300,7474.678954
810778,30411.510523,21600,0,0,0,21600,8811.5105232
810818,43430.109398,27600,0,0,0,27600,15830.109398
810835,48521.618109,31200,0,0,0,31200,17321.618109
810855,16012.904028,10800,0,600,600,11400,4612.9040277
811035,43049.416111,32400,0,270,270,32670,10379.416111
811075,20430.109398,18600,0,0,0,18600,1830.109398
811158,38895.731202,24600,0,0,0,24600,14295.731202
811239,20400,14400,0,0,0,14400,6000
811294,29521.506713,28800,3500,100,3600,32400,-2878.493287
811447,61105.002476,14400,0,0,0,14400,46705.002476
811506,23616.389608,16800,0,0,0,16800,6816.3896077
811573,15754.856935,18300,0,0,0,18300,-2545.143065
811784,15272.053703,14400,6500,0,6500,20900,-5627.946297
811793,43129.793114,18000,0,0,0,18000,25129.793114
811794,17923.393261,15600,0,0,0,15600,2323.3932611
811807,19589.858311,16100,0,0,0,16100,3489.8583113
811952,16010.323222,16200,0,200,200,16400,-389.6767778
811991,12610.555855,12000,0,0,0,12000,610.55585546
812006,10228.267537,31200,0,0,0,31200,-20971.73246
812015,81042.553659,45000,0,5000,5000,50000,31042.553659
812035,35351.668092,22200,0,0,0,22200,13151.668092
812043,54817.893398,34800,0,0,0,34800,20017.893398
812121,33567.5773,25800,0,1200,1200,27000,6567.5773
812147,45554.848332,27000,20000,0,20000,47000,-1445.151668
812450,13550,12800,0,100,100,12900,650
812567,8034,10800,0,0,0,10800,-2766
812628,38638.821481,36300,0,0,0,36300,2338.821481
812794,29271.486468,28200,0,0,0,28200,1071.4864676
812849,30868.821481,16800,0,0,0,16800,14068.821481
812889,36173.177571,18600,0,0,0,18600,17573.177571
812896,16500,12000,0,0,0,12000,4500
813026,56005.524533,33400,0,1500,1500,34900,21105.524533
813109,44531.665828,61680,0,0,0,61680,-17148.33417
813135,51325.1825,39000,12000,0,12000,51000,325.18249979
813141,23126.026851,25200,0,0,0,25200,-2073.973149
813246,9000,8400,0,0,0,8400,600
813283,48599.60788,34000,0,700,700,34700,13899.60788
813298,23525.477658,15600,0,0,0,15600,7925.4776578
813323,24518.29935,18000,0,0,0,18000,6518.2993498
813349,34389.259073,16800,0,0,0,16800,17589.259073
813355,42855.917453,25200,0,250,250,25450,17405.917453
813379,29260.930879,22800,0,900,900,23700,5560.930879
813493,16917.20537,23400,0,0,0,23400,-6482.79463
813513,36523.858247,16800,0,0,0,16800,19723.858247
813686,51345.971156,34600,0,0,0,34600,16745.971156
813713,35909.387192,25200,0,0,0,25200,10709.387192
813729,19663.451017,20544,0,0,0,20544,-880.5489826
813768,16929.040277,12000,0,0,0,12000,4929.0402769
813818,9900,10800,0,0,0,10800,-900
813829,23504,24420,0,0,0,24420,-916
813888,25096.792637,20400,220,0,220,20620,4476.7926369
813893,16508.602685,13200,0,0,0,13200,3308.6026851
813912,33951.506713,21600,0,0,0,21600,12351.506713
813932,13024.947787,15000,0,0,0,15000,-1975.052213
813952,21051.616111,17400,0,0,0,17400,3651.6161108
814027,15479.922032,14400,0,200,200,14600,879.92203246
814098,115202.18796,100800,0,50000,50000,150800,-35597.81204
814102,25431.25288,14400,0,600,600,15000,10431.25288
814103,213646.94172,115400,30000,0,30000,145400,68246.941718
814136,17793.013426,37200,0,0,0,37200,-19406.98657
814264,35095.800438,39600,0,0,0,39600,-4504.199562
814448,55787.120831,26400,14000,1000,15000,41400,14387.120831
814466,34364.107405,23800,0,700,700,24500,9864.1074051
814468,38287.577704,37200,0,400,400,37600,687.57770367
814532,146098.47789,51000,0,150,150,51150,94948.477889
814546,25065.97428,33000,0,1000,1000,34000,-8934.02572
814586,74811.939477,50400,0,0,0,50400,24411.939477
814735,25800,24000,0,0,0,24000,1800
814738,9000,7800,0,0,0,7800,1200
814868,47441.211871,42950,0,0,0,42950,4491.2118709
814889,28008.886574,25440,0,200,200,25640,2368.8865737
815015,19939.306189,21240,0,0,0,21240,-1300.693811
815135,-20000,18600,0,0,0,18600,-38600
815136,47400,28800,0,0,0,28800,18600
815147,36772.053703,25800,0,0,0,25800,10972.053703
815192,36661.696243,20400,0,0,0,20400,16261.696243
815291,38474.241662,30000,0,2000,2000,32000,6474.2416616
815403,34249.035305,25200,0,0,0,25200,9049.0353052
815411,26610.967216,22800,0,200,200,23000,3610.9672159
815415,23749.449652,17400,0,600,600,18000,5749.449652
815416,41070.318056,28800,0,0,0,28800,12270.318056
815465,30937.642962,30200,0,0,0,30200,737.64296206
815511,12743.013426,12000,0,0,0,12000,743.01342564
815523,33103.281939,21600,0,0,0,21600,11503.281939
815857,48421.531571,26400,0,0,0,26400,22021.531571
815896,38672.053703,22800,0,0,0,22800,15872.053703
815960,41424.015536,38400,0,0,0,38400,3024.0155357
816001,64191.944414,59600,0,0,0,59600,4591.9444141
816029,26925.437592,16800,0,0,0,16800,10125.437592
816082,14500,11400,0,0,0,11400,3100
816139,8400,6600,0,300,300,6900,1500
816196,23309.535788,15600,0,3000,3000,18600,4709.5357875
816213,46220,16800,0,0,0,16800,29420
816249,21250,16800,0,0,0,16800,4450
816315,17800,8400,0,0,0,8400,9400
816383,6000,9600,0,0,0,9600,-3600
816433,24500,14400,0,350,350,14750,9750
816585,-600,13200,0,0,0,13200,-13800
816781,7815.2023758,10800,0,0,0,10800,-2984.797624
816816,12881.336659,8400,0,0,0,8400,4481.336659
816827,75405.289903,38000,0,0,0,38000,37405.289903
816839,22683.052199,10800,0,0,0,10800,11883.052199
816847,62497.357656,25200,16000,0,16000,41200,21297.357656
816897,32422.669154,33000,0,0,0,33000,-577.3308462
816919,20000,24000,0,0,0,24000,-4000
817160,11400,10944,0,0,0,10944,456
817180,28583.077776,19800,0,1000,1000,20800,7783.0777759
817204,10257,13668,0,0,0,13668,-3411
817248,31137.0714,24000,0,0,0,24000,7137.0714
817276,25286.026851,20400,0,0,0,20400,4886.0268513
817281,66629.040277,24000,0,0,0,24000,42629.040277
817303,12050,12600,0,300,300,12900,-850
817402,24908.830292,26400,0,0,0,26400,-1491.169708
817480,27992.621305,21600,0,1000,1000,22600,5392.6213052
817487,54689.174533,24000,0,0,0,24000,30689.174533
817534,19208.481268,20400,0,0,0,20400,-1191.518732
817675,9200,4800,0,0,0,4800,4400
817706,17163.240575,11760,0,0,0,11760,5403.2405747
817742,7000,6244,0,0,0,6244,756
817747,32346.026851,66000,0,0,0,66000,-33653.97315
817749,27459.232299,17900,0,0,0,17900,9559.2322991
817763,5812.9040277,10200,0,0,0,10200,-4387.095972
817815,21612.904028,19200,0,0,0,19200,2412.9040277
817842,7800,7320,0,0,0,7320,480
817886,11410.349001,10200,0,0,0,10200,1210.3490012
817905,33427.531236,23400,0,0,0,23400,10027.531236
817967,19800,16200,0,0,0,16200,3600
818057,9498.4100776,13200,0,0,0,13200,-3701.589922
818064,19497.714453,15600,0,0,0,15600,3897.7144529
818113,13659.504964,12000,0,0,0,12000,1659.5049643
818290,10000,10200,0,0,0,10200,-200
818345,56895.717899,49960,12000,0,12000,61960,-5064.282101
818425,46711.502641,22800,0,0,0,22800,23911.502641
818426,21415.067128,15600,0,0,0,15600,5815.0671282
818435,21937.313872,12000,0,0,0,12000,9937.3138725
818640,19600,18000,0,0,0,18000,1600
818869,77000,48000,0,0,0,48000,29000
819010,67437.73033,20400,0,20000,20000,40400,27037.73033
819031,18251.616111,11448,0,0,0,11448,6803.6161108
819125,10500,6700,0,0,0,6700,3800
819127,23758.602685,15600,0,0,0,15600,8158.6026851
819156,7800,9396,0,0,0,9396,-1596
819168,17941.292889,10800,0,0,0,10800,7141.2928886
819330,15262.780554,31400,0,0,0,31400,-16137.21945
819349,73505.502564,34000,0,0,0,34000,39505.502564
819350,48083.843703,29600,0,0,0,29600,18483.843703
819433,6676.9549718,6600,0,0,0,6600,76.954971773
819453,30261.090251,26700,0,0,0,26700,3561.0902509
819456,47878.966867,20160,0,0,0,20160,27718.966867
819465,54654.105282,28800,0,400,400,29200,25454.105282
819511,8025.8080554,13080,0,0,0,13080,-5054.191945
819517,34230.339683,18000,0,0,0,18000,16230.339683
819575,62282.383251,32400,0,0,0,32400,29882.383251
819626,27881.09398,18000,0,400,400,18400,9481.0939795
819653,43583.85093,32800,0,0,0,32800,10783.85093
819664,14896.616111,13200,0,0,0,13200,1696.6161108
819693,14400,14400,0,0,0,14400,0
819727,15755.131903,16800,0,0,0,16800,-1044.868097
819831,53226.854948,21600,0,3000,3000,24600,28626.854948
819849,14471.093135,13200,0,0,0,13200,1271.0931347
819972,33233.787703,24000,0,0,0,24000,9233.7877032
820063,27525.808055,22200,0,0,0,22200,5325.8080554
820115,6000,9600,0,0,0,9600,-3600
820171,21700,12600,0,0,0,12600,9100
820465,64321.506713,42000,0,0,0,42000,22321.506713
820474,12260,11640,0,0,0,11640,620
820593,20033.14433,15000,0,0,0,15000,5033.1443303
820606,44332.020587,32050,0,0,0,32050,12282.020587
820645,14728.159938,12000,0,0,0,12000,2728.1599381
820675,23777.642962,21840,0,300,300,22140,1637.6429621
820697,31500.431713,16800,0,0,0,16800,14700.431713
820707,34607.533564,21600,0,0,0,21600,13007.533564
820718,16828.667592,14400,0,0,0,14400,2428.6675923
820837,34289.083073,22800,0,0,0,22800,11489.083073
820847,41245.246198,22800,0,1000,1000,23800,17445.246198
820966,26019.988776,20400,0,0,0,20400,5619.9887755
821008,36589.259073,22800,0,0,0,22800,13789.259073
821020,32858.930879,21600,0,3400,3400,25000,7858.930879
821170,59233.085927,43500,0,2500,2500,46000,13233.085927
821206,20388.928055,16800,0,0,0,16800,3588.9280554
821350,45434.410741,33600,0,0,0,33600,11834.410741
821387,19098.821481,29600,0,150,150,29750,-10651.17852
821489,7938.6026851,9480,0,0,0,9480,-1541.397315
821675,34334.410741,33480,0,5000,5000,38480,-4145.589259
821692,15975.706955,8400,0,0,0,8400,7575.7069552
821713,13067.043611,10800,0,0,0,10800,2267.0436107
821727,45276.549361,24000,0,900,900,24900,20376.549361
821770,19187.669683,7800,0,0,0,7800,11387.669683
821789,26315.63152,14760,0,550,550,15310,11005.63152
821841,31858.206946,16800,0,0,0,16800,15058.206946
821844,16443.013426,12000,0,0,0,12000,4443.0134256
821852,16683.013426,15400,0,0,0,15400,1283.0134256
821854,32119.808055,30120,0,0,0,30120,1999.8080554
821998,17834.410741,13200,0,0,0,13200,4634.4107405
822019,47517.20537,31000,0,0,0,31000,16517.20537
822033,36997.108716,21396,0,300,300,21696,15301.108716
822123,49494.557257,24000,0,1000,1000,25000,24494.557257
822151,18215.067128,14400,0,0,0,14400,3815.0671282
822166,42852.71009,17832,0,0,0,17832,25020.71009
822191,42025.129955,31200,0,0,0,31200,10825.129955
822266,29431.633941,20400,0,0,0,20400,9031.6339413
822398,24628.574166,17200,0,0,0,17200,7428.5741662
822408,36861.616111,18000,0,0,0,18000,18861.616111
