nquest,nord,INTPER,attivp,partime,contratt,tuttanno,mesilav,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
813026,2,2,1,1,1,1,12,7,40,1,0,23000,1,1000
813109,2,1,1,1,1,1,12,7,35,2,,18000,1,1680
813135,2,1,1,1,1,1,12,4,40,1,2,28000,2,0
813298,1,1,1,2,2,2,6,1,20,2,,5000,2,0
813298,2,1,1,1,2,1,12,3,40,2,,16000,2,0
813349,1,1,1,1,1,1,12,8,36,1,3,27000,2,0
813513,1,1,1,1,1,1,12,2,44,2,,15000,2,0
813513,2,1,1,1,1,1,12,2,48,1,1,18000,2,0
813829,2,1,1,1,1,1,12,5,40,1,8,12704,2,0
813829,3,1,1,1,1,1,12,6,48,1,8,10800,2,0
813888,1,1,1,1,1,1,12,8,35,2,,20000,2,0
813912,1,1,1,1,1,1,12,1,40,2,,15800,2,0
813932,1,1,1,1,2,2,10,2,40,2,,13000,2,0
813952,1,1,1,1,1,1,12,2,40,1,3,21000,2,0
814098,1,1,1,1,1,1,12,8,40,2,,50000,2,0
814136,1,1,1,1,1,2,2,1,50,2,,8000,2,0
814448,2,1,1,1,1,1,12,7,40,2,,26000,2,0
814532,1,1,1,1,1,1,12,2,50,2,,35000,2,0
814735,1,1,1,1,3,1,12,1,60,2,,21000,2,0
814738,2,1,1,1,1,1,12,1,20,1,2,6000,2,0
814868,1,1,1,1,1,1,12,7,45,2,,35000,1,950
814868,2,1,1,1,1,1,12,8,40,2,,21000,2,0
814889,1,1,1,2,1,2,3,7,20,1,0,10000,2,0
814889,2,1,1,1,1,1,12,6,70,2,,18000,2,0
815015,1,1,1,1,1,1,12,3,40,2,,19900,2,0
815192,1,1,1,2,2,1,12,2,20,2,,7800,2,0
815192,2,1,1,1,1,1,12,8,36,1,4,24000,2,0
815403,1,1,1,2,1,1,12,8,25,1,5,10920,2,0
815523,1,1,1,1,1,1,12,7,40,2,,25000,2,0
815896,3,1,1,1,1,2,7,5,40,2,,9000,2,0
815960,1,1,1,1,1,1,12,5,39,2,,19000,2,0
815960,2,1,1,1,1,1,12,8,40,2,,14000,2,0
816139,1,1,1,2,3,3,,4,22,2,,6000,2,0
816196,1,1,1,1,2,1,12,3,40,2,,16000,2,0
816249,3,1,1,2,3,1,12,7,24,2,,9500,2,0
816433,2,1,1,1,2,1,12,5,40,2,,15500,2,0
816433,3,1,1,2,3,3,,2,20,2,,4200,2,0
816827,2,1,1,1,1,1,12,6,40,2,,18000,2,0
816839,3,2,1,2,3,3,,5,40,2,,13000,2,0
816847,2,1,1,1,1,1,12,6,40,2,,24000,2,0
816847,3,1,1,1,1,1,12,4,40,1,3,13000,2,0
816847,4,4,1,1,1,2,6,4,40,2,,5000,2,0
816897,2,1,1,1,1,1,12,3,40,2,,20000,2,0
816897,3,1,1,1,2,2,9,1,30,2,,7000,2,0
817160,2,2,1,2,1,1,12,1,16,2,,6000,2,0
817180,1,1,1,1,2,1,12,2,30,2,,14000,2,0
817281,1,1,1,1,1,2,4,7,40,1,0,4800,2,0
817281,4,2,1,1,1,1,12,3,40,1,0,18000,2,0
817402,1,1,1,1,1,1,12,8,36,2,,19500,2,0
817487,3,1,1,1,1,1,12,8,36,2,,22000,2,0
817534,1,1,1,1,2,2,6,2,40,2,,8000,2,0
817675,1,1,1,1,2,1,12,1,40,1,10,14000,2,0
817706,1,1,1,1,2,1,12,4,40,2,,15000,2,0
817742,2,2,1,2,2,3,,1,18,2,,6000,1,1000
817905,2,1,1,1,1,1,12,8,40,2,,17000,2,0
817967,1,1,1,2,1,1,12,1,27,2,,7800,2,0
817967,2,1,1,2,1,1,12,1,28,2,,7800,2,0
818057,2,1,1,2,1,1,12,2,25,1,0,9000,2,0
818290,2,1,1,1,1,1,12,1,30,2,,10000,2,0
818345,3,1,1,2,1,2,6,2,20,2,,3600,2,0
818640,1,1,1,1,3,1,12,1,50,2,,16000,2,0
818869,1,1,1,1,1,1,12,5,38,2,,50000,2,0
818869,3,1,1,1,1,1,12,2,40,2,,15000,2,0
819350,2,2,1,1,1,1,12,4,44,2,,13000,2,0
819453,1,1,1,1,1,1,12,8,36,2,,24000,2,0
819453,4,4,1,2,2,2,7,1,30,2,,1800,2,0
819456,2,1,1,1,1,1,12,8,36,2,,25000,2,0
819456,3,1,1,2,3,2,7,1,20,2,,7000,1,3000
819465,1,1,1,1,1,1,12,8,40,2,,22000,2,0
819465,2,1,1,1,1,1,12,8,24,2,,20000,2,0
819511,2,1,2,2,2,3,,1,2,2,,1000,2,0
819517,1,1,1,1,1,1,12,3,40,2,,16000,2,0
819517,2,2,1,1,1,1,12,4,40,2,,18000,2,0
819693,2,1,1,1,1,1,12,1,30,2,,9500,2,0
819831,1,1,1,1,1,1,12,2,36,2,,26000,2,0
819831,2,1,1,1,1,1,12,8,30,2,,20000,2,0
819972,1,1,1,2,1,1,12,1,24,2,,8000,2,0
819972,3,1,1,1,2,2,6,2,40,2,,2400,2,0
820465,3,3,1,1,1,1,12,8,20,2,,18000,2,0
820593,1,1,1,1,1,1,12,2,40,2,,20000,2,0
820606,2,1,1,1,1,1,12,5,40,2,,30000,1,250
820675,2,1,1,1,1,1,12,8,40,2,,21000,2,0
820697,2,1,1,2,2,1,12,8,22,2,,14000,2,0
820707,1,1,1,1,1,1,12,8,36,1,6,21000,2,0
820707,3,1,1,1,1,1,12,2,40,2,,10500,2,0
820847,1,1,1,1,1,1,12,2,38,2,,17000,2,0
820847,2,1,1,1,1,1,12,2,40,2,,15800,2,0
820966,1,1,1,2,1,1,12,5,22,2,,18800,2,0
821008,1,1,1,1,1,1,12,6,40,1,2,28000,2,0
821020,1,1,1,1,1,1,12,5,36,1,3,24000,2,0
821350,1,1,1,1,1,1,12,7,48,2,,13000,2,0
821675,1,1,1,1,1,1,12,8,36,1,0,17300,2,0
821675,2,1,1,1,1,1,12,6,40,1,5,17000,2,0
821692,1,1,1,1,1,1,12,5,40,1,4,15400,2,0
821727,1,1,1,1,1,1,12,6,40,2,,21000,2,0
821727,2,1,1,1,1,1,12,4,36,2,,18000,2,0
821841,1,1,1,1,2,2,6,2,48,1,10,9000,2,0
821841,2,2,1,1,1,1,12,8,25,1,0,20000,2,0
821844,1,1,1,2,1,1,12,4,24,1,5,14000,2,0
822019,2,1,1,1,1,1,12,7,40,1,6,25500,1,1000
822019,3,1,1,1,2,1,12,2,40,2,,15000,2,0
822123,2,1,1,1,1,1,12,4,50,2,,20000,2,0
822191,2,1,1,1,1,1,12,2,42,2,,32500,2,0
822266,3,3,1,2,1,2,7,1,20,2,,8000,2,0
822408,3,1,1,1,1,1,12,2,40,2,,13000,2,0
822497,1,1,1,1,2,2,10,8,40,2,,15000,2,0
822536,1,1,1,1,1,1,12,8,36,2,,14000,2,0
822614,1,1,1,1,1,1,12,8,30,2,,18000,2,0
822614,2,2,1,1,1,1,12,8,36,2,,17000,2,0
822694,1,1,1,1,1,1,12,8,38,2,,21450,1,2000
822776,1,1,1,1,1,1,12,5,40,2,,22000,2,0
822826,1,1,1,1,1,1,12,7,40,2,,16500,2,0
822826,2,2,1,1,1,2,8,7,20,2,,9000,2,0
823046,1,1,1,1,1,1,12,8,36,1,4,19000,2,0
823250,1,1,1,1,1,1,12,8,36,1,3,17000,2,0
823250,2,2,1,1,1,1,12,6,40,1,3,21700,2,0
823250,3,1,1,2,2,1,12,1,20,2,,12000,2,0
823258,2,1,1,1,1,1,12,8,37,1,3,25650,1,780
823327,1,1,1,1,1,2,11,6,40,2,,21000,1,900
823488,3,2,1,1,2,1,12,1,40,2,,19900,2,0
823488,4,2,1,1,1,1,12,5,42,1,4,20000,2,0
823488,5,2,1,1,1,1,12,3,42,2,,18500,2,0
823963,1,1,1,1,1,1,12,8,36,2,,17500,1,1540
823963,2,1,1,1,1,1,12,3,40,2,,33200,2,0
824338,1,1,1,1,1,1,12,8,35,2,,20000,1,1400
824345,1,1,1,1,1,1,12,7,40,2,,101000,2,0
824663,1,1,1,2,1,1,12,5,15,2,,5000,2,0
824671,2,1,1,1,1,1,12,7,40,1,0,18000,2,0
824718,1,1,1,1,1,1,12,7,40,2,,18000,2,0
824724,3,2,1,1,1,1,12,8,40,2,,28000,1,500
824725,2,1,1,2,1,1,12,1,20,2,,10500,2,0
824735,1,1,1,1,1,1,12,8,18,2,,21800,2,0
824808,1,1,1,1,1,1,12,8,36,2,,17500,2,0
824808,2,1,1,1,1,1,12,8,36,2,,18000,2,0
824824,2,1,1,2,2,3,,1,3,2,,1100,2,0
824887,2,1,1,1,1,1,12,1,36,2,,12000,2,0
825078,1,1,1,1,1,1,12,8,35,2,,25000,2,0
825078,2,1,1,1,1,1,12,7,50,2,,50000,2,0
825172,1,1,1,1,1,1,12,1,40,2,,16000,2,0
825189,1,1,1,1,1,1,12,7,40,2,,21000,2,0
825889,2,1,1,1,1,1,12,7,42,2,,22000,2,0
825977,3,3,1,2,2,1,12,2,25,2,,8400,2,0
826006,2,1,1,1,1,1,12,2,40,2,,12000,2,0
826006,4,1,1,1,2,1,12,2,40,2,,9200,2,0
826006,5,1,1,2,2,1,12,2,25,2,,6500,2,0
826115,3,1,1,1,1,1,12,1,40,2,,10000,2,0
826118,1,1,1,1,1,1,12,2,39,2,,15000,2,0
826118,2,1,1,1,1,1,12,5,40,2,,18000,2,0
826234,1,1,1,2,1,1,12,2,23,2,,11000,2,0
826242,1,1,1,1,2,2,8,2,40,2,,7700,2,0
826362,3,1,1,1,1,1,12,2,40,2,,13000,2,0
826744,1,1,1,1,1,2,7,3,42,2,,18000,2,0
826744,2,2,1,1,1,1,12,8,36,2,,15000,2,0
826892,1,1,1,1,1,1,12,2,45,2,,19000,2,0
826892,2,1,1,1,1,1,12,3,50,2,,21000,2,0
827369,2,1,1,1,1,1,12,1,40,2,,15000,2,0
827413,1,1,1,1,1,1,12,7,42,2,,48000,2,0
827413,2,1,1,2,1,1,12,4,25,2,,12000,2,0
827457,2,1,1,1,1,1,12,8,20,2,,19500,1,
827870,1,1,1,1,2,2,8,8,24,2,,9000,2,0
850013,1,1,1,1,2,2,9,2,35,1,2,10000,2,0
850016,2,1,1,1,1,1,12,3,40,2,,16800,2,0
850024,1,1,1,1,1,1,12,8,18,2,,20000,2,0
850030,1,1,1,1,2,2,10,5,25,2,,12000,1,
851025,2,1,1,1,2,2,3,3,20,2,,3000,2,0
851025,5,1,1,2,2,3,,1,6,2,,700,2,0
851107,1,1,1,2,1,1,12,3,19,2,,8000,2,0
851107,2,1,1,2,1,1,12,3,19,2,,8000,2,0
851114,2,1,1,1,1,1,12,5,40,2,,16000,2,0
851172,1,1,1,1,1,1,12,8,45,2,,30000,1,1000
851172,2,1,1,1,1,1,12,8,30,2,,23000,2,0
851176,1,1,1,1,1,1,12,8,40,1,4,26000,2,0
851176,2,2,1,1,1,1,12,8,36,2,,20000,2,0
851322,1,1,1,2,1,1,12,3,16,2,,10000,2,0
851322,2,1,1,1,1,1,12,4,48,2,,15000,2,0
851331,2,1,1,1,1,1,12,6,35,2,,21450,2,0
851331,3,1,1,1,1,1,12,6,40,2,,15400,2,0
851333,1,1,1,1,1,1,12,1,36,2,,24000,2,0
851342,1,1,1,2,1,1,12,2,24,2,,13000,2,0
851342,2,1,1,1,1,1,12,2,40,2,,15000,2,0
851399,1,1,1,2,2,2,10,8,18,2,,10500,2,0
851399,2,2,1,1,1,1,12,4,50,2,,52000,1,2000
851514,2,1,1,1,1,1,12,2,40,2,,16000,2,0
851699,1,1,1,1,1,1,12,7,40,1,10,25000,2,0
851699,2,1,1,2,2,2,8,5,30,2,,6500,2,0
851703,1,1,1,1,1,1,12,7,40,2,,23000,2,0
851874,1,1,1,1,1,1,12,7,40,2,,11000,2,0
851968,2,1,1,1,1,1,12,1,40,2,,17000,2,0
851982,1,1,1,1,1,2,7,1,40,2,,7000,2,0
851982,2,2,1,1,1,1,12,1,40,2,,13000,2,0
851989,1,1,1,1,1,1,12,5,40,2,,15000,2,0
852021,3,1,1,2,2,2,6,2,36,2,,7000,2,0
852021,4,1,1,2,1,1,12,4,20,2,,5000,2,0
852039,1,1,1,2,2,2,5,8,5,2,,5000,2,0
852039,2,1,1,1,1,1,12,8,40,2,,16000,2,0
852058,1,1,1,1,1,1,12,2,40,2,,25000,2,0
852070,1,1,1,1,1,1,12,6,40,2,,15000,2,0
852130,1,1,1,1,1,1,12,8,40,2,,20000,2,0
852140,1,1,1,1,2,1,12,6,40,1,1,16000,2,0
852140,2,1,1,1,1,1,12,4,40,1,2,19000,2,0
852156,1,1,1,2,2,2,3,3,30,2,,2000,2,0
852156,2,1,1,1,1,1,12,7,40,2,,16000,2,0
852173,2,1,1,1,1,1,12,7,40,2,,21000,2,0
852232,1,1,1,1,1,1,12,2,40,2,,18000,2,0
852321,1,1,1,1,1,1,12,8,36,2,,9100,2,0
852332,1,1,1,2,1,1,12,1,24,2,,6240,2,0
852377,1,1,1,1,1,1,12,8,40,2,,19500,2,0
852387,2,1,1,1,1,1,12,7,40,2,,30000,2,0
852573,1,1,1,1,1,1,12,4,40,2,,16000,2,0
852574,3,3,1,1,1,1,12,6,40,1,6,12500,2,0
852595,3,1,1,1,1,1,12,8,40,2,,20000,2,0
852658,1,1,1,1,1,1,12,2,40,2,,14300,2,0
852754,2,1,1,1,1,1,12,8,48,2,,20200,2,0
852951,1,1,1,1,1,1,12,4,40,1,0,20000,1,1200
853021,1,1,1,1,1,1,12,1,40,2,,12000,2,0
853073,1,1,1,2,2,1,12,5,20,2,,6000,2,0
853318,2,1,1,1,2,1,12,1,30,2,,13000,2,0
853354,1,1,1,1,2,2,7,2,40,2,,10000,2,0
853354,2,2,1,1,1,1,12,4,50,1,2,16900,2,0
853765,1,1,1,1,1,1,12,8,36,1,0,13000,2,0
853911,3,1,1,1,1,1,12,6,40,2,,18000,1,
854058,2,2,1,1,1,1,12,7,36,2,,24000,1,700
854058,3,1,1,1,1,1,12,7,40,2,,15000,2,0
854058,4,1,1,2,2,1,12,7,32,2,,10000,2,0
854070,1,1,1,2,1,1,12,7,30,2,,13000,2,0
854081,2,1,1,1,1,1,12,7,30,2,,20000,2,0
854093,2,2,1,1,1,1,12,8,36,2,,17000,2,0
854093,4,1,1,1,1,1,12,8,40,2,,14000,2,0
854163,3,1,1,1,1,1,12,4,40,2,,14000,2,0
854197,2,1,1,1,3,1,12,4,48,2,,7000,2,0
854202,2,1,1,1,1,1,12,1,70,2,,14300,2,0
854346,2,2,1,1,1,1,12,2,36,2,,18480,2,0
854414,1,1,1,2,1,1,12,3,30,2,,13000,2,0
854428,2,2,1,1,1,1,12,4,45,2,,25200,2,0
854435,1,1,1,1,2,2,6,2,45,1,5,9000,2,0
854435,3,1,1,1,1,2,10,5,40,1,3,11000,2,0
854460,1,1,1,1,2,3,,1,32,2,,3500,2,0
854501,1,1,1,2,1,1,12,1,20,1,3,10000,2,0
854535,1,1,1,1,1,1,12,1,40,2,,11800,2,0
854601,3,1,1,1,2,1,12,1,36,2,,4800,2,0
854624,1,1,1,1,1,1,12,8,40,1,8,15400,2,0
854626,1,1,1,2,1,1,12,4,16,2,,11960,2,0
854730,1,1,1,1,1,1,12,5,40,2,,30000,2,0
854862,1,1,1,1,1,1,12,8,36,1,3,19000,1,1050
854958,1,1,1,1,1,1,12,2,40,2,,20000,2,0
854958,2,2,1,1,1,1,12,2,40,2,,20000,2,0
854970,1,1,1,2,2,3,,2,40,2,,8000,2,0
855004,1,1,1,1,1,1,12,8,36,2,,15600,2,0
855035,4,1,1,1,1,1,12,6,40,2,,18000,2,0
855111,1,1,1,1,1,1,12,8,36,2,,25000,2,0
855135,1,1,1,1,1,1,12,3,40,2,,15600,2,0
855135,2,1,1,1,2,1,12,2,36,2,,11700,2,0
855135,3,1,1,1,1,1,12,1,40,2,,16900,2,0
855238,1,1,1,2,1,1,12,1,24,2,,9600,2,0
855238,2,1,1,2,2,2,10,2,20,1,1,6500,2,0
855259,2,1,1,1,1,1,12,7,39,2,,17500,1,600
855308,2,1,1,1,1,1,12,6,37,2,,24000,2,0
855344,1,1,1,1,1,1,12,8,36,2,,21000,2,0
855344,2,1,1,1,1,1,12,1,40,2,,17700,2,0
855376,2,1,1,1,1,1,12,6,40,2,,20000,2,0
855396,1,1,1,2,1,1,12,1,6,2,,1500,2,0
855396,2,1,1,1,1,1,12,2,40,2,,23000,2,0
855396,3,1,1,2,2,2,6,1,25,2,,4000,2,0
855396,3,1,2,2,2,2,1,1,40,2,,1000,2,0
855417,2,1,1,2,1,1,12,1,18,2,,9400,2,0
855468,1,1,1,2,2,1,12,5,20,2,,12000,2,0
855468,2,1,1,1,1,1,12,7,40,2,,24000,2,0
855636,1,1,1,1,1,1,12,3,40,2,,12000,2,0
855637,1,1,1,1,1,1,12,2,40,2,,13000,2,0
855637,2,2,1,2,1,1,12,2,25,2,,7000,2,0
855638,1,1,1,1,2,1,12,1,40,2,,11700,2,0
855639,1,1,1,1,1,2,8,2,40,2,,8400,2,0
855780,1,1,1,1,2,1,12,1,30,2,,12000,2,0
855780,2,1,1,2,2,1,12,2,15,2,,4500,2,0
855790,1,1,1,1,1,1,12,7,36,2,,30000,2,0
855792,1,1,1,2,1,1,12,2,25,2,,11700,2,0
855839,1,1,1,1,1,1,12,7,40,2,,28000,1,1400
855839,2,2,1,1,1,1,12,3,36,1,1,19500,2,0
855846,3,1,1,1,1,1,12,1,36,2,,17000,2,0
856128,3,1,1,2,2,1,12,2,40,2,,7800,2,0
856134,1,1,1,2,2,3,,4,6,2,,100,2,0
856134,1,1,2,2,2,2,1,1,6,2,,100,2,0
856134,1,1,2,2,2,3,,2,5,2,,100,2,0
856134,2,2,1,1,2,3,,1,40,2,,1100,2,0
856150,1,1,1,2,3,3,,1,2,2,,1000,2,0
856176,2,1,1,2,2,3,,8,10,2,,5000,2,0
856177,2,2,1,1,1,1,12,8,40,2,,21000,2,0
856218,1,1,1,2,1,1,12,4,15,2,,6500,2,0
856218,2,1,1,1,1,1,12,4,40,2,,17000,2,0
856236,1,1,1,1,1,1,12,8,38,2,,35000,2,0
856236,2,2,1,1,1,1,12,7,37,2,,28000,2,0
856297,2,1,1,1,1,1,12,2,40,2,,17000,2,0
856328,1,1,1,1,1,1,12,2,40,2,,23000,2,0
856365,1,1,1,1,1,1,12,5,43,1,1,24000,1,100
856365,2,2,1,1,1,1,12,8,37,2,,25000,2,0
856472,2,1,1,1,1,1,12,8,36,2,,15000,2,0
856490,3,1,1,1,2,1,12,2,40,2,,15000,2,0
856600,2,1,1,1,1,1,12,6,36,1,1,22000,2,0
856688,1,1,1,1,1,1,12,7,36,2,,22300,1,882
856688,2,2,1,1,2,2,7,1,40,2,,7700,2,0
856731,1,1,1,1,1,1,12,8,20,2,,38800,2,0
856731,2,2,1,1,1,1,12,8,36,2,,20000,2,0
856759,1,1,1,1,1,1,12,8,36,2,,17000,1,1540
857048,1,1,1,2,1,1,12,1,30,2,,10400,2,0
857107,1,1,1,1,1,1,12,8,36,2,,18000,1,400
857107,2,2,1,1,1,1,12,6,36,2,,19000,1,400
857273,1,1,1,1,1,1,12,7,40,2,,24000,2,0
857466,1,1,1,1,1,1,12,8,36,2,,15000,2,0
857466,2,1,1,1,1,1,12,8,36,2,,17000,2,0
857467,1,1,1,2,2,1,12,1,10,2,,4800,2,0
857514,1,1,1,1,2,1,12,8,36,2,,9600,2,0
857514,2,1,1,1,1,1,12,2,52,2,,15000,2,0
857519,2,1,1,1,1,1,12,2,48,2,,21000,2,0
857521,1,1,1,2,1,2,4,3,24,2,,4000,2,0
857624,2,2,1,2,1,1,12,8,26,2,,22000,2,0
857679,2,2,1,1,1,1,12,8,38,2,,23000,2,0
857686,1,1,1,1,1,1,12,4,40,2,,37910,2,0
857686,2,2,1,1,1,1,12,7,40,2,,30398,2,0
857794,1,1,1,2,1,1,12,1,20,2,,5000,2,0
857794,3,1,1,1,2,1,12,1,40,2,,10000,2,0
857794,4,1,1,1,1,1,12,2,40,2,,14000,2,0
857840,2,2,1,1,1,1,12,8,40,2,,18800,2,0
857856,2,1,1,1,1,1,12,2,40,2,,15600,2,0
857857,1,1,1,1,1,1,12,6,48,1,4,26000,1,1000
857866,2,1,1,2,1,1,12,6,20,2,,6000,2,0
858047,2,1,1,1,1,2,9,2,40,2,,10500,2,0
858080,2,2,1,1,2,2,4,1,40,2,,5000,2,0
858214,2,1,1,1,2,2,4,1,40,2,,6000,2,0
858238,1,1,1,1,1,1,12,1,40,2,,17000,2,0
858282,2,1,1,1,1,1,12,8,40,2,,14500,2,0
858352,1,1,2,2,2,3,,1,3,2,,800,2,0
858352,2,1,1,2,2,2,4,1,12,2,,1800,2,0
858353,2,2,1,1,1,1,12,8,36,2,,17000,2,0
858534,1,1,1,2,1,1,12,2,30,2,,15000,2,0
858534,2,1,1,2,1,1,12,2,37,2,,17000,2,0
858585,1,1,1,1,1,1,12,2,40,2,,13000,2,0
858585,3,1,1,2,2,2,6,2,50,2,,6000,2,0
858811,1,1,1,1,1,1,12,7,40,2,,27000,1,1000
858811,2,1,1,1,1,1,12,8,35,2,,18000,2,0
859244,3,1,1,1,2,2,9,5,40,2,,13500,2,0
859261,1,1,1,1,1,1,12,7,45,2,,60000,1,5000
859261,2,1,1,1,1,1,12,7,40,2,,60000,2,0
859271,2,2,1,2,1,1,12,4,20,2,,10500,2,0
859271,3,3,1,1,1,1,12,7,40,1,3,20000,1,1200
859360,2,2,1,1,2,1,12,3,40,2,,18000,2,0
859456,1,1,1,1,1,1,12,8,36,2,,18000,2,0
859456,2,1,1,1,1,1,12,8,36,2,,18000,2,0
859459,1,1,1,1,1,1,12,6,40,2,,30000,2,0
859459,3,3,1,1,2,1,12,7,40,1,5,19000,2,0
859573,1,1,1,2,2,2,8,1,30,2,,5000,2,0
859587,1,1,1,2,1,1,12,1,25,2,,11000,2,0
859587,2,1,1,1,1,1,12,8,18,2,,18000,2,0
859588,1,1,1,2,2,2,8,2,50,2,,7500,2,0
859592,1,1,1,1,1,1,12,6,40,1,5,60000,2,0
859592,2,1,1,1,1,1,12,7,36,1,2,17000,2,0
859611,1,1,1,1,1,1,12,8,36,2,,48000,2,0
859611,2,1,1,1,1,1,12,8,24,2,,20000,2,0
859695,2,1,1,1,1,1,12,2,50,2,,16000,2,0
859740,1,1,1,1,1,1,12,7,32,1,8,22500,1,1500
859740,2,1,1,2,1,1,12,2,30,2,,14000,2,0
859908,1,1,1,1,1,1,12,4,36,2,,22000,2,0
859913,1,1,1,2,1,1,12,3,25,2,,7800,2,0
859920,1,1,1,2,1,1,12,4,18,2,,5300,2,0
859920,2,1,1,2,3,2,8,2,30,2,,7400,2,0
860095,1,1,1,1,1,1,12,8,50,2,,35000,2,0
860127,1,1,1,1,1,1,12,2,45,2,,35000,1,1200
860127,2,1,1,1,1,1,12,6,40,2,,20000,1,1200
860164,1,1,1,1,2,1,12,7,38,1,2,16700,2,0
860167,1,1,1,1,1,2,8,1,40,2,,9500,2,0
860167,2,2,1,1,1,1,12,6,42,2,,36200,1,1250
860230,1,1,1,1,1,1,12,2,40,1,2,13000,2,0
860230,2,2,1,1,1,1,12,3,40,2,,15000,2,0
860353,1,1,1,2,3,1,12,2,24,2,,9500,2,0
860503,1,1,1,1,1,1,12,8,30,1,6,22100,2,0
860503,2,1,1,1,1,1,12,6,70,1,14,22000,2,0
860573,2,1,1,1,1,1,12,7,40,2,,22000,2,0
860688,2,1,1,1,1,1,12,8,30,2,,20000,2,0
860704,1,1,1,1,1,1,12,1,40,2,,23000,2,0
860704,2,1,1,2,1,1,12,1,20,2,,10400,2,0
860726,1,1,1,2,2,1,12,1,22,2,,7900,2,0
860820,1,1,1,2,2,1,12,2,24,2,,10000,2,0
860820,2,1,1,1,2,1,12,7,36,2,,14000,2,0
860826,2,1,1,1,2,1,12,1,36,2,,12000,2,0
860851,1,1,1,1,1,1,12,2,50,2,,30000,1,1200
860851,2,1,1,1,1,1,12,2,40,2,,15000,2,0
860884,2,1,1,1,1,1,12,2,40,2,,30000,2,0
860900,2,1,1,1,1,1,12,2,40,2,,25000,2,0
860985,2,1,1,1,1,1,12,2,40,2,,18000,2,0
860985,3,1,1,1,1,1,12,5,40,2,,18000,2,0
860985,4,1,1,1,1,1,12,6,40,2,,15000,2,0
861001,1,1,1,1,1,1,12,2,40,2,,22000,2,0
861061,1,1,1,1,1,1,12,7,40,2,,20000,1,1400
861061,2,1,1,1,1,1,12,8,38,2,,25000,1,1400
861272,2,1,1,1,2,1,12,6,42,2,,16500,1,700
861525,1,1,1,1,1,1,12,5,40,2,,20000,2,0
861578,3,3,1,1,1,1,12,2,40,2,,13000,2,0
861581,2,1,1,1,1,1,12,8,48,1,2,30000,2,0
861731,1,1,1,1,1,1,12,1,30,2,,12000,2,0
861752,3,1,1,2,1,1,12,1,20,2,,7500,2,0
861949,1,1,1,1,1,1,12,6,38,2,,21000,2,0
861954,1,1,1,1,1,1,12,4,40,2,,19000,2,0
862003,1,1,1,2,1,1,12,2,18,2,,6000,2,0
862003,2,2,1,2,2,1,12,2,15,2,,5000,2,0
862080,2,2,1,1,1,1,12,7,36,2,,16500,2,0
862146,1,1,1,1,1,1,12,2,48,2,,19500,2,0
862150,1,1,1,2,1,1,12,7,32,2,,19400,2,0
862150,2,2,1,1,2,1,12,8,36,2,,14600,2,0
862168,1,1,1,1,3,1,12,1,40,2,,13000,2,0
862264,1,1,1,1,1,1,12,2,40,2,,13000,2,0
862279,1,1,1,1,1,1,12,8,40,2,,18200,2,0
862279,3,1,1,1,1,1,12,6,45,2,,17000,2,0
862280,2,1,1,1,1,1,12,2,40,2,,15600,2,0
862295,2,1,1,1,2,2,9,1,40,2,,9000,2,0
862358,2,1,1,1,1,1,12,1,25,2,,9000,2,0
862424,4,1,1,1,1,1,12,5,45,2,,19000,2,0
862455,2,1,1,1,1,1,12,8,40,2,,13000,2,0
862462,2,1,1,1,1,1,12,8,40,2,,19500,2,0
862583,1,1,1,1,1,1,12,3,40,2,,18000,2,0
862583,2,1,1,1,2,2,9,2,40,2,,15000,2,0
862590,1,1,1,2,1,1,12,4,20,2,,10700,2,0
862590,2,2,1,1,1,1,12,2,36,2,,21000,2,0
862604,2,2,1,1,1,1,12,1,50,2,,16000,2,0
862739,1,1,1,2,1,1,12,1,26,2,,11000,2,0
862752,1,1,1,1,1,1,12,6,40,1,10,28000,2,0
862824,1,1,1,1,1,1,12,1,70,2,,9600,2,0
862826,1,1,1,1,1,1,12,1,46,2,,11050,2,0
862853,1,1,1,1,1,2,2,8,36,2,,3600,2,0
862874,1,1,1,2,1,1,12,6,15,2,,7000,2,0
862874,3,1,1,1,1,1,12,2,40,2,,17500,2,0
862976,2,2,1,1,1,1,12,8,38,1,2,16400,1,700
862976,3,1,1,1,1,1,12,4,48,2,,15000,2,0
862976,4,1,1,1,2,2,8,3,50,2,,8000,2,0
863078,1,1,1,1,1,1,12,8,60,2,,40000,2,0
863078,2,1,1,1,1,1,12,2,60,2,,20000,2,0
863087,1,1,1,2,2,2,4,1,20,2,,2000,2,0
863099,1,1,1,1,2,1,12,2,25,2,,10000,2,0
863191,1,1,1,1,1,1,12,7,38,1,3,27000,2,0
863223,1,1,1,1,1,2,8,1,40,2,,8000,2,0
863239,2,1,1,1,1,1,12,7,36,2,,16000,2,0
863291,1,1,1,1,1,1,12,6,40,2,,30000,1,1250
863291,2,1,1,1,1,1,12,1,35,2,,25000,2,0
863333,1,1,1,1,1,2,6,2,20,2,,4200,2,0
863333,2,2,1,2,2,2,4,2,20,2,,1600,2,0
863387,3,1,1,1,1,1,12,8,25,2,,12000,2,0
863397,3,2,1,2,3,3,,1,20,2,,4000,2,0
863402,2,1,1,1,1,1,12,8,36,2,,18000,2,0
863447,1,1,1,1,1,1,12,1,20,2,,20000,2,0
