nquest,nord,INTPER,attivp,partime,contratt,tuttanno,mesilav,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
899592,3,1,1,1,1,1,12,8,38,1,2,17220,2,0
899594,1,1,1,1,2,2,3,2,36,2,,3600,2,0
899596,2,1,1,1,2,1,12,1,48,2,,16000,2,0
899642,2,1,1,1,1,1,12,7,40,2,,20000,2,0
899644,2,1,1,1,1,1,12,1,40,1,1,22000,2,0
899654,2,1,1,1,1,2,10,7,40,2,,19000,2,0
899662,1,1,1,1,1,1,12,8,36,2,,21500,1,700
899665,1,1,1,1,1,1,12,6,40,2,,39000,2,0
899671,1,1,1,1,1,2,8,6,40,2,,12600,2,0
899671,2,2,1,1,1,1,12,4,38,2,,16900,2,0
899672,1,1,1,1,1,2,10,6,30,2,,14000,2,0
899672,2,1,1,1,1,1,12,2,40,2,,16000,2,0
899684,2,2,1,1,1,2,2,8,36,1,0,3200,1,
899684,4,1,1,2,2,2,8,1,10,2,,5000,2,0
899709,1,1,1,1,1,2,8,3,15,2,,19000,2,0
899716,1,1,1,1,1,2,6,2,30,2,,4800,2,0
899722,1,1,1,1,1,1,12,5,36,1,0,26000,2,0
899722,2,2,1,1,1,2,3,8,40,1,0,3900,2,0
899724,2,1,1,1,1,1,12,2,40,2,,12000,2,0
899728,1,1,1,1,1,1,12,4,48,2,,16000,2,0
899730,1,1,1,1,1,1,12,4,40,2,,15000,2,0
899737,2,1,1,1,1,1,12,3,48,2,,19000,2,0
899739,2,1,1,2,2,3,,1,15,2,,3500,2,0
899741,1,1,1,1,1,1,12,6,40,2,,17500,2,0
899748,2,2,1,1,1,1,12,6,42,2,,23000,2,0
899753,2,2,1,2,1,1,12,2,18,2,,6000,2,0
899811,2,1,1,1,2,2,9,3,50,2,,12000,2,0
899815,1,1,1,1,2,1,12,1,50,2,,10000,2,0
899827,2,1,1,1,1,1,12,2,50,2,,15000,2,0
899828,2,1,1,1,2,1,12,1,40,2,,16780,2,0
899829,1,1,1,1,1,1,12,1,50,2,,13000,2,0
899896,1,1,1,1,1,1,12,8,40,1,4,22000,1,700
899896,2,2,1,1,1,1,12,7,36,1,0,18200,1,1000
899909,1,1,1,1,2,2,4,2,40,2,,4400,2,0
899909,2,2,1,1,2,2,4,2,40,2,,4400,2,0
899910,3,1,1,1,1,1,12,4,40,2,,19000,2,0
899915,2,1,1,1,1,1,12,2,40,2,,19000,2,0
899940,2,1,1,1,1,1,12,8,35,2,,20000,2,0
899948,1,1,1,2,2,2,6,1,25,2,,2700,2,0
899948,2,1,1,1,1,1,12,8,35,1,9,20800,1,1176
899972,1,1,1,1,1,1,12,8,36,2,,27000,2,0
899973,1,1,1,1,1,1,12,8,36,2,,12000,2,0
900049,1,1,1,1,1,1,12,2,40,1,15,18000,2,0
900053,2,1,1,1,1,1,12,1,40,1,4,14000,2,0
900053,4,1,1,1,2,2,1,1,44,2,,750,2,0
900073,1,1,1,1,1,1,12,7,38,2,,17500,2,0
900073,2,2,1,1,2,1,12,2,40,2,,13000,2,0
900076,2,1,1,1,1,1,12,2,40,2,,21000,2,0
900082,2,1,1,1,1,1,12,4,40,2,,30000,2,0
900086,1,1,1,1,1,1,12,5,40,1,2,20000,2,0
900086,2,1,1,1,1,1,12,7,40,2,,13500,2,0
900227,2,1,1,1,1,1,12,4,45,2,,43000,1,
900237,2,1,1,1,1,1,12,8,30,2,,12000,2,0
900237,3,4,1,1,1,1,12,1,40,2,,14000,2,0
900262,1,1,1,1,1,1,12,7,38,1,0,30000,2,0
900278,1,1,1,1,2,1,12,3,40,2,,13000,2,0
900315,1,1,1,1,1,1,12,7,42,1,4,22000,2,0
900325,1,1,1,1,1,1,12,6,50,2,,77000,1,2000
900334,1,1,1,2,1,1,12,1,20,2,,6000,2,0
900355,1,1,1,1,1,1,12,7,40,2,,22000,2,0
900363,2,2,1,1,1,1,12,7,45,2,,50000,1,1100
900364,1,1,1,1,1,2,3,2,50,2,,3200,2,0
900371,1,1,1,1,1,1,12,8,18,1,5,21000,2,0
900411,2,1,1,1,2,1,12,4,40,2,,14000,2,0
900423,1,1,1,1,1,1,12,4,40,1,0,19500,1,1000
900423,2,1,1,1,3,1,12,5,30,1,2,12000,2,0
900472,1,1,1,1,1,1,12,2,40,2,,12000,2,0
900475,1,1,1,1,1,1,12,7,37,1,3,34000,1,2000
900486,1,1,1,1,1,1,12,7,40,2,,20000,1,1100
900503,1,1,1,1,1,1,12,8,40,2,,22000,2,0
900559,3,1,1,1,1,1,12,5,40,2,,22000,2,0
900562,1,1,1,2,2,1,12,6,10,2,,6000,2,0
900562,2,1,1,1,1,2,2,6,40,2,,2500,2,0
900565,1,1,1,1,1,1,12,8,39,2,,52000,2,0
900565,2,1,1,1,1,1,12,8,38,2,,48000,2,0
900566,1,1,1,1,1,1,12,7,40,2,,26000,2,0
900566,2,1,1,1,1,1,12,7,40,2,,17000,2,0
900569,1,1,1,1,2,2,9,8,25,2,,11000,2,0
900571,1,1,1,1,1,1,12,7,55,2,,65000,1,
900573,2,1,1,1,1,1,12,4,50,2,,19500,2,0
900575,1,1,1,1,1,2,9,4,38,2,,10000,2,0
900581,1,1,1,1,1,1,12,7,40,1,2,24000,2,0
900581,2,2,1,1,1,1,12,4,32,1,2,14000,2,0
900583,1,1,1,1,1,1,12,2,39,1,1,18500,2,0
900583,2,1,1,2,1,1,12,1,6,2,,3000,2,0
900587,1,1,1,1,1,1,12,6,40,2,,19000,1,240
900605,4,1,1,1,2,1,12,2,45,2,,10500,2,0
900611,2,1,1,1,1,1,12,2,40,2,,16000,2,0
900614,3,2,1,2,3,3,,1,45,2,,5000,2,0
900615,1,1,1,1,1,1,12,8,38,2,,50000,2,0
900615,2,1,1,1,1,1,12,8,36,2,,22000,2,0
900615,3,1,1,1,1,1,12,7,40,2,,18000,2,0
900634,1,1,1,1,2,1,12,2,50,2,,14400,2,0
900638,1,1,1,1,2,2,9,8,18,2,,12000,2,0
900661,3,1,1,1,1,1,12,7,40,1,0,14000,2,0
900673,1,1,1,1,1,1,12,2,40,2,,15000,2,0
900696,4,1,1,1,1,1,12,4,40,2,,16000,2,0
900697,2,1,1,1,1,1,12,4,40,2,,18000,2,0
900701,1,1,1,1,1,1,12,3,40,2,,19000,2,0
900718,3,1,1,1,1,1,12,5,40,2,,18000,2,0
900719,2,1,1,1,1,1,12,6,40,2,,15230,2,0
900727,1,1,1,1,2,1,12,1,40,2,,14000,2,0
900732,1,1,1,1,1,1,12,1,40,2,,16000,2,0
900732,2,1,1,2,1,1,12,1,30,2,,14000,2,0
900800,1,1,1,1,1,1,12,8,16,2,,22000,2,0
900808,1,1,1,1,2,2,10,2,38,2,,12000,2,0
900808,2,1,1,1,1,1,12,2,36,2,,15000,2,0
900820,1,1,1,1,1,1,12,7,42,2,,26000,2,0
900820,2,1,1,1,1,1,12,8,30,2,,22000,2,0
900829,4,5,1,2,2,2,6,1,20,2,,3900,2,0
900830,1,1,1,2,1,1,12,4,20,2,,8810,2,0
900837,1,1,1,1,1,1,12,7,40,2,,20000,2,0
900837,5,1,1,1,1,1,12,8,40,2,,17000,2,0
900852,3,1,1,2,2,1,12,1,36,2,,5000,2,0
900857,1,1,1,2,2,2,9,8,24,1,2,8000,2,0
900857,4,1,1,2,3,3,,2,20,2,,1000,2,0
900863,2,1,1,1,1,1,12,8,27,2,,20000,2,0
900863,4,1,1,1,1,1,12,2,42,2,,10000,2,0
900864,1,1,1,1,1,1,12,6,40,1,5,16000,1,70
900864,3,1,1,1,1,1,12,8,40,2,,12000,2,0
900873,1,1,1,1,1,1,12,5,35,2,,15000,2,0
900876,1,1,1,1,1,1,12,8,36,2,,25000,2,0
900880,2,2,1,2,2,1,12,1,40,2,,7000,2,0
900886,1,1,1,1,1,1,12,4,10,2,,20000,2,0
900887,1,1,1,2,2,2,5,5,40,2,,8000,2,0
900887,2,1,1,2,2,2,5,5,40,2,,7000,2,0
900901,2,1,2,2,2,2,8,2,20,2,,7000,2,0
900901,3,1,1,1,1,1,12,1,40,2,,17000,2,0
900901,4,1,1,1,3,2,8,4,40,2,,9000,2,0
900902,1,1,1,1,1,1,12,2,40,2,,15600,2,0
900902,5,1,1,1,2,1,12,1,36,2,,14000,2,0
900903,2,2,1,1,1,1,12,8,36,2,,20000,2,0
900907,1,1,1,1,1,1,12,8,36,2,,17000,2,0
900907,2,1,1,1,1,1,12,8,36,2,,30000,2,0
900996,1,1,1,1,1,1,12,8,40,2,,18000,2,0
900996,2,1,1,1,1,1,12,8,18,2,,21500,2,0
901002,2,1,1,1,1,1,12,2,40,2,,16000,2,0
901005,1,1,1,1,1,1,12,4,40,2,,13800,2,0
901005,2,1,1,1,1,1,12,8,42,2,,14000,2,0
901052,2,1,1,2,1,1,12,2,28,2,,9100,2,0
901057,2,1,1,1,1,1,12,5,40,2,,16900,2,0
901072,1,1,1,1,2,1,12,1,50,2,,8500,2,0
901099,1,1,1,1,1,1,12,4,38,2,,14000,2,0
901116,1,1,1,1,1,1,12,8,36,1,0,21800,1,500
901116,2,1,1,1,1,1,12,4,38,2,,21000,2,0
901121,1,1,1,1,1,1,12,6,36,2,,16800,2,0
901124,1,1,1,1,1,1,12,7,40,2,,35000,1,1500
901126,1,1,1,1,1,1,12,7,45,2,,34000,2,0
901126,2,1,1,1,1,1,12,7,37,1,1,24000,2,0
901128,1,1,1,2,2,2,9,7,12,2,,8000,2,0
901128,1,1,2,2,2,1,12,2,14,2,,8000,2,0
901128,2,1,1,1,1,1,12,4,24,2,,19000,2,0
901146,2,1,1,1,1,1,12,1,40,2,,25000,2,0
901152,1,1,1,1,1,1,12,1,30,2,,20000,2,0
901164,1,1,1,2,1,1,12,4,20,2,,15000,2,0
901164,2,1,1,1,1,1,12,3,40,2,,25000,2,0
901189,1,1,1,1,1,1,12,1,40,2,,20000,2,0
901200,1,1,1,1,1,1,12,6,45,1,9,22000,2,0
901204,2,1,1,1,1,1,12,8,43,1,3,18200,2,0
901206,1,1,1,1,1,1,12,2,40,1,2,20800,2,0
901206,2,1,1,1,1,1,12,8,36,1,3,18200,2,0
901208,1,1,1,2,2,1,12,3,24,2,,10600,2,0
901208,2,1,1,1,1,1,12,8,45,1,5,20800,2,0
901208,3,3,1,2,2,1,12,2,24,2,,10440,2,0
901217,1,1,1,1,1,1,12,2,40,2,,15600,2,0
901258,1,1,1,1,1,2,1,7,40,1,20,3500,2,0
901258,2,2,1,1,1,1,12,8,36,1,5,25000,2,0
901269,1,1,1,1,1,1,12,8,40,2,,20000,2,0
901269,2,1,1,1,1,1,12,8,40,1,3,23000,2,0
901295,1,1,1,1,1,1,12,8,40,2,,22000,1,600
901304,2,2,1,2,1,1,12,1,16,2,,8000,2,0
901316,3,1,1,1,1,1,12,4,40,2,,17000,2,0
901376,1,1,1,1,1,1,12,8,30,2,,16900,2,0
901376,2,1,1,1,1,1,12,1,40,2,,19500,2,0
901398,2,1,1,1,1,1,12,7,40,2,,16000,1,
901400,2,2,1,2,1,1,12,8,24,2,,13000,1,800
901403,1,1,1,1,1,1,12,8,36,2,,17500,1,1214
901403,4,1,1,1,1,1,12,8,20,2,,18000,1,
901405,1,1,1,1,1,1,12,4,50,1,10,22000,1,1200
901460,1,1,1,1,1,1,12,8,40,1,3,19000,1,1300
901470,1,1,1,1,1,1,12,2,40,1,4,22000,2,0
901474,1,1,1,1,1,1,12,8,38,2,,16000,1,100
901474,2,1,1,1,1,1,12,8,38,2,,16000,1,100
901476,1,1,1,1,1,1,12,2,40,1,5,14000,2,0
901477,1,1,1,1,1,1,12,3,40,2,,15000,2,0
901487,2,1,1,1,2,1,12,2,36,2,,20000,2,0
901487,3,1,1,1,3,1,12,2,36,2,,8000,2,0
901487,5,1,1,1,3,1,12,2,40,2,,8000,2,0
901494,3,1,1,2,2,1,12,3,6,2,,12000,2,0
901508,2,2,1,1,1,1,12,2,40,2,,24000,2,0
901525,3,1,1,1,2,2,6,1,36,2,,1800,2,0
901582,2,1,1,1,1,1,12,8,24,2,,20000,2,0
901582,3,1,1,1,2,1,12,5,36,2,,16000,1,1500
901585,1,1,1,1,1,1,12,8,42,2,,16000,1,1500
901591,1,1,1,1,1,1,12,5,40,1,2,50000,2,0
901597,1,1,1,1,1,1,12,2,40,2,,10000,2,0
901608,1,1,1,1,1,1,12,3,35,2,,18000,2,0
901635,1,1,1,1,1,1,12,7,40,2,,23400,1,200
901673,1,1,1,1,1,1,12,8,30,1,5,18000,2,0
901755,1,1,1,1,1,1,12,1,35,2,,15000,2,0
901761,1,1,1,1,1,1,12,2,40,2,,22000,2,0
901762,2,2,1,1,1,1,12,7,36,2,,16800,2,0
901767,1,1,1,1,1,1,12,8,36,2,,18000,2,0
901768,1,1,1,2,2,1,12,2,20,2,,7250,2,0
901807,1,1,1,1,1,1,12,4,40,2,,20000,2,0
901810,2,1,1,1,1,1,12,4,40,2,,20000,2,0
901849,1,1,1,1,1,1,12,7,40,1,4,18000,2,0
901857,2,1,1,1,1,2,9,7,40,2,,12500,2,0
901876,1,1,1,1,1,1,12,5,38,2,,15000,2,0
901879,1,1,1,1,1,1,12,1,60,1,10,22000,2,0
901913,1,1,1,2,2,1,12,1,18,2,,6000,2,0
901914,1,1,1,1,1,1,12,8,40,2,,22000,2,0
901914,2,1,1,2,2,2,6,3,36,2,,7000,2,0
901954,1,1,1,1,1,1,12,8,36,2,,18000,2,0
901958,3,1,1,1,1,1,12,5,40,2,,18000,2,0
901962,2,1,1,1,1,1,12,7,40,2,,16000,2,0
901967,1,1,1,2,2,1,12,1,20,2,,6000,2,0
901967,2,1,1,1,1,1,12,7,40,2,,18000,2,0
901977,1,1,1,1,1,1,12,7,40,2,,21000,2,0
901979,1,1,1,1,1,1,12,8,30,2,,14000,2,0
901981,2,1,1,1,1,1,12,7,40,1,3,23000,2,0
901984,1,1,1,2,1,1,12,8,22,2,,10000,2,0
902017,2,2,1,1,1,1,12,2,40,2,,18500,2,0
902017,3,3,1,1,1,1,12,2,40,2,,8000,2,0
902047,1,1,1,1,1,1,12,5,40,1,8,34000,2,0
902051,2,1,1,1,1,1,12,1,40,1,4,17000,2,0
902057,1,1,1,1,1,1,12,5,40,1,6,18200,2,0
902057,2,1,1,1,1,1,12,8,36,1,4,16900,2,0
902104,3,1,1,1,1,1,12,3,40,2,,15000,2,0
902108,1,1,1,1,1,1,12,3,28,2,,20000,2,0
902108,2,1,1,1,1,1,12,2,20,2,,18000,2,0
902116,2,1,1,1,1,1,12,2,32,2,,15000,2,0
902124,1,1,1,1,1,1,12,4,23,2,,7000,2,0
902130,2,1,1,1,2,2,8,3,13,2,,8000,2,0
902130,3,1,1,1,1,1,12,4,30,2,,25000,2,0
902146,3,1,1,1,2,1,12,3,30,2,,9000,2,0
902152,2,1,1,1,1,1,12,2,30,2,,16000,2,0
902156,3,1,1,1,1,1,12,1,32,2,,12000,2,0
902157,1,1,1,1,2,2,6,2,30,2,,7000,2,0
902205,2,2,1,1,1,1,12,8,18,1,1,22800,2,0
902205,3,2,1,1,2,2,7,2,40,1,1,6600,2,0
902209,1,1,1,1,1,1,12,2,40,2,,17000,2,0
902209,2,1,1,1,1,1,12,7,40,2,,24000,2,0
902214,3,1,1,1,1,1,12,7,40,2,,13000,2,0
902226,1,1,1,1,1,1,12,7,40,2,,18200,1,1000
902242,1,1,1,2,1,1,12,8,24,1,0,17000,1,672
902262,3,1,1,1,1,1,12,1,36,2,,15000,2,0
902287,1,1,1,1,1,1,12,4,36,2,,15000,2,0
902298,2,1,1,1,1,1,12,7,40,2,,18500,2,0
902305,1,1,1,2,2,2,2,8,6,2,,1100,2,0
902305,2,1,1,1,1,1,12,2,40,2,,15000,2,0
902305,3,1,1,1,2,2,10,4,12,2,,4000,2,0
902305,5,1,1,1,1,1,12,2,40,2,,12000,2,0
902305,6,1,1,1,1,1,12,3,40,2,,12000,2,0
902313,1,1,2,2,1,1,12,1,10,2,,10000,2,0
902316,1,1,1,1,1,1,12,8,36,2,,17000,2,0
902316,2,1,1,1,1,1,12,8,36,2,,16000,2,0
902326,1,1,1,1,1,1,12,1,40,2,,17500,2,0
902327,1,1,1,1,1,1,12,2,40,1,1,14500,2,0
902397,2,2,1,2,1,1,12,2,15,2,,5500,2,0
902397,2,2,1,2,2,1,12,2,18,2,,7500,2,0
902397,3,1,1,1,2,2,6,2,40,2,,7500,2,0
902401,1,1,1,1,1,1,12,6,40,2,,20000,2,0
902401,2,1,1,1,1,1,12,4,40,2,,19000,2,0
902401,3,1,2,2,3,3,,3,2,2,,500,2,0
902401,4,1,2,2,3,3,,3,40,2,,1000,2,0
902414,1,1,1,1,1,1,12,8,18,2,,19500,2,0
902414,2,1,1,1,1,1,12,6,40,2,,23500,2,0
902417,2,1,1,2,2,2,8,1,20,2,,8000,2,0
902420,1,1,1,1,1,1,12,8,36,2,,17000,2,0
902420,2,2,1,1,1,1,12,8,36,2,,16000,2,0
902420,3,3,1,1,2,1,12,7,37,2,,19000,2,0
902420,4,4,1,1,1,1,12,2,38,2,,13000,2,0
902460,1,1,1,1,1,1,12,8,39,2,,40000,2,0
902461,1,1,1,1,1,2,9,3,40,2,,10000,2,0
902461,3,2,1,1,2,2,6,1,40,2,,,2,0
902476,1,1,1,1,1,1,12,8,28,2,,16900,2,0
902491,1,1,1,1,2,1,12,8,45,2,,13000,2,0
902498,3,1,1,2,3,2,4,2,18,2,,4300,2,0
902499,3,2,1,2,3,3,,1,6,2,,2000,2,0
902501,2,2,1,1,1,1,12,8,34,2,,18700,1,
902501,3,1,1,1,2,1,12,2,40,2,,15000,2,0
902552,2,1,1,1,1,1,12,2,40,2,,17000,2,0
902569,2,1,1,1,1,1,12,7,36,2,,13000,2,0
902585,1,1,1,1,1,1,12,8,36,2,,22000,1,840
902601,3,3,1,1,2,1,12,8,40,2,,17550,2,0
902608,1,1,1,1,2,1,12,8,40,2,,21000,2,0
902630,1,1,1,2,1,1,12,1,6,2,,6500,2,0
902630,2,1,1,2,1,1,12,1,4,2,,2000,2,0
902643,1,1,1,1,1,1,12,8,40,2,,13000,2,0
902648,1,1,1,2,1,1,12,7,28,2,,13000,2,0
902648,2,1,1,1,1,1,12,8,40,2,,13000,2,0
902674,1,1,1,1,1,1,12,2,40,2,,13000,2,0
902677,2,1,1,1,1,1,12,8,40,2,,23500,2,0
902680,1,1,1,1,1,1,12,7,40,2,,16250,1,100
902682,3,1,1,2,2,1,12,7,6,2,,8200,2,0
902689,1,1,1,2,1,2,8,6,25,2,,7500,2,0
902712,1,1,1,1,1,1,12,8,40,2,,22100,2,0
902712,2,1,1,1,1,1,12,8,40,2,,22100,2,0
902712,3,1,1,1,1,1,12,8,40,2,,13000,2,0
902837,4,1,1,2,2,1,12,4,20,2,,9000,2,0
902869,1,1,1,1,1,1,12,8,36,2,,26000,2,0
902872,1,1,1,1,1,1,12,3,40,2,,23000,2,0
902875,1,1,1,1,1,1,12,3,40,2,,23000,2,0
902876,2,1,1,1,2,1,12,8,60,2,,20000,2,0
902878,1,1,1,2,1,1,12,4,20,2,,13000,2,0
902880,1,1,1,1,1,1,12,2,40,2,,21000,2,0
902886,1,1,1,1,1,1,12,4,36,2,,24000,2,0
902897,4,3,1,1,1,1,12,5,40,2,,18000,2,0
902909,1,1,1,1,1,1,12,2,40,2,,18000,2,0
902913,1,1,1,1,1,1,12,7,40,2,,16000,2,0
902913,2,1,1,1,1,1,12,6,40,2,,22000,2,0
902916,1,1,1,1,1,1,12,1,50,2,,19000,2,0
902944,2,2,1,1,1,1,12,4,30,2,,21000,2,0
902947,2,1,1,1,2,2,8,2,40,2,,9400,2,0
902952,2,1,1,1,1,1,12,4,22,2,,21000,2,0
902953,2,2,1,2,1,1,12,3,25,2,,10600,2,0
902953,3,3,1,1,1,1,12,2,37,2,,24000,2,0
903016,1,1,1,1,1,1,12,8,30,2,,23000,2,0
903018,1,1,1,1,1,1,12,6,40,2,,22000,1,600
903018,3,1,1,1,3,2,6,5,40,2,,8000,2,0
903022,1,1,1,1,1,1,12,8,40,2,,21069,2,0
903022,2,1,1,1,1,1,12,8,45,1,5,36000,1,
903032,1,1,1,2,2,1,12,4,10,2,,6500,2,0
903034,1,1,1,1,1,1,12,7,40,1,3,20000,1,700
903034,2,1,1,1,1,1,12,3,38,2,,21000,2,0
903040,1,1,1,1,2,1,12,1,50,2,,17000,2,0
903044,1,1,1,1,1,1,12,2,48,2,,19000,2,0
903045,1,1,1,2,2,3,,5,48,2,,4700,2,0
903071,2,1,1,1,1,1,12,1,48,2,,9500,2,0
903075,1,1,1,1,2,1,12,4,50,2,,15000,2,0
903083,1,1,1,1,1,1,12,6,48,2,,32000,2,0
903083,2,2,1,1,1,1,12,4,18,2,,14000,2,0
903103,1,1,1,1,1,1,12,8,37,1,0,45000,1,
903120,1,1,1,1,1,1,12,7,50,2,,25000,1,1100
903120,2,1,1,1,1,1,12,7,50,2,,35000,1,1100
903131,1,1,1,2,2,2,6,1,18,1,10,2800,2,0
903140,1,1,1,1,1,1,12,6,44,1,7,15000,2,0
903163,2,2,1,1,1,2,7,5,36,1,4,28000,1,2100
903194,2,1,1,1,1,1,12,2,40,2,,15600,2,0
903215,1,1,1,2,1,1,12,7,27,2,,11000,2,0
903215,2,1,1,1,1,1,12,7,29,2,,12000,2,0
903228,1,1,1,1,1,1,12,2,40,2,,16000,2,0
903228,2,2,1,1,1,1,12,6,40,2,,17000,2,0
903255,1,1,1,1,1,1,12,5,50,2,,35000,1,10000
903255,2,2,1,1,1,1,12,7,50,2,,35000,2,0
903280,1,1,1,1,1,1,12,8,38,1,0,26000,1,600
903299,1,1,1,1,1,1,12,7,44,1,6,22000,1,900
903299,2,2,1,1,1,1,12,7,50,2,,39000,1,
903302,1,1,1,2,2,1,12,1,25,2,,10400,2,0
903302,2,2,1,2,1,1,12,5,20,1,2,10400,2,0
903304,3,3,1,1,2,1,12,2,30,1,2,13000,2,0
903308,1,1,1,2,1,1,12,2,16,2,,7800,2,0
903308,2,1,1,1,1,1,12,8,40,2,,19500,2,0
903309,1,1,1,1,1,1,12,8,35,2,,16000,2,0
903331,1,1,1,1,2,1,12,8,36,2,,10800,2,0
903331,2,1,1,1,1,1,12,3,50,2,,16000,2,0
903338,1,1,1,1,1,1,12,5,40,1,4,16800,2,0
903360,3,3,1,2,1,1,12,6,30,1,0,11000,2,0
903361,2,1,1,1,1,1,12,1,40,2,,10000,2,0
903361,3,3,1,1,1,1,12,2,40,1,2,9500,2,0
903363,4,1,1,1,1,1,12,1,40,2,,11000,2,0
903372,2,1,1,1,1,1,12,2,54,2,,13000,2,0
903419,2,2,1,2,1,1,12,3,16,2,,7000,2,0
903419,3,1,1,2,1,1,12,1,25,2,,9000,2,0
903424,1,1,1,1,1,1,12,7,40,2,,22000,1,1200
903431,1,1,2,2,1,1,12,7,18,2,,8200,2,0
903431,2,2,1,1,1,1,12,7,36,2,,23000,1,
903435,2,2,1,2,3,2,8,1,20,2,,6500,2,0
903444,1,1,1,1,1,1,12,7,40,2,,24000,2,0
903465,1,1,1,1,1,1,12,6,40,2,,18000,2,0
903467,3,1,1,1,1,1,12,1,35,2,,8000,2,0
903467,4,1,1,1,1,1,12,2,40,2,,11000,2,0
903523,1,1,1,2,1,1,12,1,30,2,,10000,2,0
903523,3,3,1,1,1,1,12,6,40,2,,13000,2,0
903525,1,1,1,2,1,1,12,6,24,2,,9700,2,0
903526,1,1,1,1,1,2,8,8,25,2,,14400,2,0
903529,1,1,1,1,1,1,12,8,36,2,,19000,2,0
903530,2,1,1,1,1,1,12,7,36,2,,22500,2,0
903560,2,2,1,2,2,2,6,1,8,2,,1200,2,0
903570,1,1,1,1,1,1,12,4,36,2,,18000,2,0
903612,1,1,1,1,1,1,12,1,44,2,,19000,2,0
903628,1,1,1,1,1,1,12,8,38,2,,19000,2,0
903628,2,1,1,1,1,1,12,2,38,2,,13000,2,0
903660,1,1,1,2,3,2,5,2,40,2,,6000,2,0
903663,3,3,1,1,1,1,12,3,48,2,,11000,2,0
903664,2,1,1,1,1,1,12,2,40,2,,25000,2,0
903675,2,1,1,1,1,1,12,8,36,2,,16000,2,0
903710,1,1,1,1,1,1,12,8,36,2,,13000,2,0
903724,1,1,1,1,1,1,12,8,36,2,,20000,2,0
903724,2,1,1,1,1,1,12,8,36,2,,18300,2,0
903724,3,1,1,1,1,2,5,7,36,2,,6000,2,0
903732,1,1,1,1,1,1,12,8,36,2,,20150,2,0
903732,2,2,1,1,1,1,12,8,36,2,,20150,2,0
903733,1,1,1,1,3,2,10,1,36,2,,10600,2,0
903742,1,1,1,2,2,3,,1,40,2,,4000,2,0
903767,2,2,1,1,1,1,12,6,10,2,,,2,0
903805,1,1,1,1,1,1,12,6,40,2,,30000,1,1000
903805,3,1,1,1,1,1,12,2,50,1,10,19000,2,0
903807,1,1,1,1,1,1,12,3,40,2,,20150,2,0
903807,3,1,1,1,1,1,12,2,48,1,8,19500,2,0
903808,1,1,1,1,2,2,4,2,40,2,,5500,2,0
903808,2,1,1,2,2,1,12,2,25,2,,6000,2,0
903808,4,1,1,1,1,1,12,5,40,2,,15600,2,0
903873,3,1,1,1,2,1,12,4,38,1,2,9600,2,0
903876,2,2,1,1,1,1,12,8,40,2,,40000,2,0
903882,2,3,1,1,1,1,12,4,50,2,,19000,2,0
903884,1,1,1,2,2,2,5,2,21,2,,3500,2,0
903899,1,1,1,2,2,1,12,1,25,2,,12000,2,0
903899,2,1,1,2,1,1,12,7,25,1,2,12000,2,0
903926,2,1,1,1,2,1,12,1,30,2,,8000,2,0
903968,2,1,1,1,3,3,,1,40,2,,5000,2,0
903974,2,1,1,1,1,1,12,3,32,2,,15000,2,0
903975,1,1,1,1,2,2,4,1,30,2,,5500,2,0
903979,2,1,1,2,2,1,12,2,12,2,,3800,2,0
904009,1,1,1,1,1,1,12,8,36,2,,22000,1,500
904012,1,1,1,1,1,1,12,7,36,2,,25000,1,1000
904013,1,1,1,1,2,2,5,3,40,2,,6000,2,0
904013,3,3,1,1,2,1,12,1,40,2,,10000,2,0
904069,1,1,1,2,1,1,12,7,24,2,,8000,2,0
904069,2,1,1,1,1,1,12,7,40,2,,18000,2,0
904074,1,1,1,1,1,1,12,7,40,2,,15000,2,0
904077,1,1,1,2,1,1,12,2,30,2,,12000,2,0
904077,2,1,1,2,1,2,6,1,30,2,,12000,2,0
904116,1,1,1,1,1,1,12,8,40,2,,15000,2,0
904116,4,1,1,1,2,1,12,4,36,2,,14000,2,0
904126,1,1,1,1,1,2,6,2,40,2,,15000,2,0
904126,2,1,1,1,1,1,12,8,24,2,,25000,2,0
904128,2,2,1,1,1,2,10,1,40,2,,8000,2,0
904128,3,1,1,1,2,1,12,7,36,2,,12000,2,0
904128,4,1,1,2,2,1,12,7,20,2,,8000,2,0
904130,1,1,1,1,1,1,12,3,40,2,,15500,2,0
904130,2,1,1,1,1,2,2,1,40,2,,2000,2,0
904138,1,1,1,1,1,1,12,2,40,1,5,27000,2,0
904138,2,2,1,2,1,2,9,1,30,2,,7500,2,0
904154,2,2,1,1,2,1,12,1,30,2,,6000,2,0
904158,1,1,1,1,2,2,10,1,40,2,,5000,2,0
904159,1,1,1,1,2,3,,2,30,2,,13000,2,0
904163,1,1,1,1,1,1,12,1,42,2,,14000,2,0
904164,1,1,1,1,1,1,12,2,35,1,4,18000,2,0
904206,1,1,1,1,1,1,12,8,45,1,2,15600,1,
904206,2,1,1,1,1,1,12,1,40,2,,16900,2,0
904219,1,1,1,1,1,1,12,3,40,2,,15400,2,0
904229,2,1,1,1,1,1,12,8,40,1,16,23000,2,0
904236,1,1,1,2,2,3,,1,9,2,,300,2,0
904236,2,2,1,1,3,2,7,1,30,2,,6300,2,0
904242,1,1,1,1,1,1,12,6,40,1,5,26000,1,
