nquest,pubblico,conspub,mesiconspub,conspcome,vuoimpre,NOIMPRE1,NOIMPRE2,NOIMPRE3,NOIMPRE4,NOIMPRE5,NOIMPRE6,NOIMPRE7,NOIMPRE8,SIMPRE1,SIMPRE2,SIMPRE3,SIMPRE4,SIMPRE5,pubpriv,scelpub,motpa1,motpa2,motpa3,motpa4,motpa5,motpa6,motpa7,motpa8,lavpa,scelpriv,motpriv1,motpriv2,motpriv3,motpriv4,motpriv5,motpriv6,motpriv7,motpriv8,varred,varredb,motdim,varredf,varredfb,aspred,varreda,motaum,varredfa
37810,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
38014,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
38095,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
38106,1,1,1,2,,,,,,,,,,,,,,,1,2,5,4,2,4,4,1,5,3,,,,,,,,,,,2,,,2,,1,,,
38112,2,2,,,2,3,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,1,1,1,5,1,5,5,1,2,,,2,,2,,,
38135,2,1,1,2,2,2,5,1,2,3,3,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
38255,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,300,1,2,,1,,,
38261,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
38272,1,1,2,2,,,,,,,,,,,,,,,2,2,4,3,3,4,4,3,2,2,,,,,,,,,,,2,,,2,,1,,,
38316,,1,12,2,2,5,3,2,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
38319,1,1,1,2,2,5,5,5,5,5,5,1,1,,,,,,1,2,5,5,4,5,5,2,3,1,,,,,,,,,,,2,,,3,15,1,,,
38349,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
38554,2,2,,,1,,,,,,,,,2,4,4,4,4,,,,,,,,,,,2,2,3,4,4,3,3,3,3,3,3,1200,1,3,25,1,,,
38800,1,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
38877,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,6000,8,2,,2,,,
38885,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,,,3,20,2,,,
38939,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
38940,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
38957,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
38979,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
38992,2,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,2,5,5,3,4,1,2,,,2,,2,,,
38995,1,1,24,2,,,,,,,,,,,,,,,1,2,5,3,2,5,3,5,5,4,,,,,,,,,,,2,,,2,,1,,,
39056,1,1,1,2,2,5,5,2,4,4,1,4,1,,,,,,1,2,5,3,3,5,5,5,4,2,,,,,,,,,,,2,,,2,,1,,,
39058,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
39086,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
39095,2,2,,,2,3,5,2,3,3,3,3,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
39218,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,1,1,4,1,5,1,2,,,2,,1,,,
39227,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
39284,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
39317,1,2,,,2,4,4,2,3,3,3,2,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
39318,,2,,,,,,,,,,,,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
39351,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,3,3,5000,7,2,,2,,,
39488,1,1,7,2,,,,,,,,,,,,,,,1,2,3,4,5,4,3,4,4,4,,,,,,,,,,,2,,,2,,1,,,
39491,1,1,12,1,,,,,,,,,,,,,,,2,2,5,5,4,5,4,4,5,4,,,,,,,,,,,2,,,2,,1,,,
39697,1,1,7,1,,,,,,,,,,,,,,,2,2,4,4,5,4,3,4,5,4,,,,,,,,,,,2,,,2,,2,,,
50052,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
50060,1,2,,,,,,,,,,,,,,,,,2,2,4,5,4,5,4,4,2,4,,,,,,,,,,,2,,,2,,2,,,
50085,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
50135,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
50150,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
50231,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
50232,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
51013,1,2,,,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,,,,,,,,,,,2,,,2,,2,,,
51351,2,2,,,2,5,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,5,4,1,4,5,4,4,3,2,,,2,,1,,,
51363,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
51444,1,1,1,2,,,,,,,,,,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,3,1500,5,2,,1,,,
51467,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
51544,,2,,,,,,,,,,,,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,3,30,1,,,
51733,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
51895,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,5,5,5,5,5,5,2,,,2,,2,,,
52400,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
52478,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1000,8,3,50,2,,,
52700,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2000,8,3,25,2,,,
52718,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
52736,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
53008,2,2,,,2,5,5,3,3,1,1,2,1,,,,,,,,,,,,,,,,2,2,4,4,5,5,4,4,4,4,2,,,2,,2,,,
53028,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
53086,1,1,3,2,2,4,5,4,5,5,5,4,5,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,3,,,
53108,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,20,2,,,
53109,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
53202,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,200,7,3,30,1,,,
53234,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
53373,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,1,2,,2,,,
53380,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
53520,1,1,1,1,,,,,,,,,,,,,,,1,2,4,4,3,1,4,1,2,4,,,,,,,,,,,2,,,2,,1,,,
53549,1,1,12,2,,,,,,,,,,,,,,,1,2,4,4,3,4,4,3,2,3,,,,,,,,,,,2,,,2,,1,,,
53552,2,2,,,2,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
53564,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,4,4,2,2,4,4,2,,,2,,1,,,
53596,2,2,,,2,1,1,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
53666,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7000,8,4,,1,,,
53741,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
53871,1,1,12,1,2,5,4,3,4,4,4,4,4,,,,,,1,2,4,4,3,3,3,4,3,4,,,,,,,,,,,2,,,2,,1,,,
53997,1,1,2,2,,,,,,,,,,,,,,,1,2,4,4,2,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
54143,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
54279,1,1,6,2,2,4,5,1,4,5,5,1,3,,,,,,1,1,,,,,,,,,,,,,,,,,,,3,500,2,2,,1,,,
55094,1,2,,,,,,,,,,,,,,,,,1,2,5,4,3,5,5,5,3,5,,,,,,,,,,,2,,,2,,2,,,
55147,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
55209,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
55308,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
55425,,1,2,1,1,,,,,,,,,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,3,6000,2,2,,2,,,
55430,,2,,,2,1,5,1,2,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
55636,1,1,4,1,2,4,4,5,5,5,4,4,4,,,,,,2,2,4,4,3,4,4,5,4,4,,,,,,,,,,,2,,,2,,2,,,
55774,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
55799,,2,,,2,5,4,3,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,5,2,,,
56251,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
56465,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4800,7,3,20,1,,,
56529,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
56563,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
56572,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
56582,2,2,,,2,4,5,5,4,4,4,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
56603,,1,3,2,2,5,5,1,4,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
56624,1,1,36,1,,,,,,,,,,,,,,,2,2,5,5,4,5,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
56658,,2,,,,,,,,,,,,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,2,,,3,5,3,,,
56677,1,2,,,,,,,,,,,,,,,,,1,2,5,4,1,5,5,3,4,3,,,,,,,,,,,2,,,2,,1,,,
56721,1,2,,,2,3,5,1,1,1,1,1,1,,,,,,1,2,5,5,2,3,2,5,1,5,,,,,,,,,,,2,,,2,,1,,,
56761,1,1,24,2,2,5,4,2,2,5,2,2,2,,,,,,2,2,5,2,2,5,4,4,5,1,,,,,,,,,,,2,,,2,,1,,,
56762,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
57027,,2,,,,,,,,,,,,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
57042,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
57043,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
57086,1,1,3,2,2,3,5,3,4,5,5,3,5,,,,,,1,2,5,3,2,3,4,4,4,3,,,,,,,,,,,2,,,2,,3,,,
57138,1,1,2,2,,,,,,,,,,,,,,,2,2,5,4,3,4,4,5,4,4,,,,,,,,,,,2,,,2,,1,,,
57546,1,1,1,1,2,3,4,3,3,3,4,3,3,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
57547,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
57609,1,2,,,,,,,,,,,,,,,,,2,2,4,4,1,4,4,3,4,4,,,,,,,,,,,2,,,2,,2,,,
57621,1,1,2,1,2,3,2,2,2,2,2,2,2,,,,,,1,2,4,4,4,5,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
57670,2,2,,,2,4,4,4,4,5,5,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
57779,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
57911,2,2,,,1,,,,,,,,,2,4,4,4,3,,,,,,,,,,,2,2,3,4,3,4,2,3,3,3,2,,,2,,1,,,
57962,2,2,,,2,1,5,2,4,4,4,2,2,,,,,,,,,,,,,,,,2,2,2,4,5,2,4,2,4,4,3,15000,1,2,,1,,,
58053,2,1,3,2,2,5,5,4,3,4,2,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,10,1,,,
58366,1,2,,,,,,,,,,,,,,,,,2,2,5,4,4,4,3,3,4,3,,,,,,,,,,,2,,,2,,1,,,
60078,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,7,3,30,4,,,
91067,2,2,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,4,3,2,2,4,2,2,2,2,,,2,,2,,,
91071,2,2,,,2,4,2,4,2,4,4,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
91074,2,2,,,2,2,5,3,4,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,2000,1,3,50,1,,,
91079,1,1,1,3,2,5,5,1,1,2,1,2,2,,,,,,2,2,5,4,5,5,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
91081,,2,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,3,10000,2,2,,2,,,
91095,1,1,1,1,2,4,4,2,4,2,2,2,2,,,,,,1,2,4,4,2,2,2,2,2,2,,,,,,,,,,,2,,,2,,2,,,
104002,1,1,2,1,2,5,5,1,5,2,2,2,1,,,,,,2,2,4,4,4,2,2,5,5,4,,,,,,,,,,,2,,,2,,2,,,
111052,1,1,1,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
138399,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,5,4,3,3,3,2,,,2,,2,,,
145007,,2,,,1,,,,,,,,,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,3,20000,2,2,,2,,,
176061,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,1,3,2,2,,,2,,1,,,
178001,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
193016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,2,,,2,,3,,,
213440,,2,,,,,,,,,,,,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,3,5000,2,1,,3,,,60
224048,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
230029,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
230037,1,1,3,1,,,,,,,,,,,,,,,1,2,4,4,2,2,2,2,4,3,,,,,,,,,,,2,,,2,,1,,,
230039,2,2,,,2,4,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,2,,4,5000,1,
230048,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
237003,1,1,6,1,,,,,,,,,,,,,,,2,2,4,4,5,4,3,3,4,4,,,,,,,,,,,2,,,2,,1,,,
238055,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,3,2,2,3,2,,,2,,1,,,
243067,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
244013,1,1,6,1,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
244058,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
250005,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
250010,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
250039,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
250056,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
256015,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
279054,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
282083,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,7,3,30,1,,,
282089,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
284086,1,1,6,1,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
294039,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
310002,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
310005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,4,3,2,4,4,2,,,2,,1,,,
321009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,2,2,,,2,,2,,,
330057,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
332080,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,,2,,2,,,
333081,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
350068,2,2,,,2,4,3,2,2,5,2,2,4,,,,,,,,,,,,,,,,2,2,4,4,3,3,4,4,3,3,2,,,2,,1,,,
355063,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
365034,1,1,6,2,,,,,,,,,,,,,,,1,2,5,5,4,4,4,4,3,4,,,,,,,,,,,2,,,2,,2,,,
387029,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
389045,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
389084,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
500001,1,1,5,1,,,,,,,,,,,,,,,2,2,4,4,3,4,4,4,3,3,,,,,,,,,,,2,,,2,,2,,,
500004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,3000,5,3,20,2,,,
500026,,2,,,1,,,,,,,,,1,5,3,4,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
500090,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
500176,,2,,,2,1,5,2,1,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
500388,,1,2,1,,,,,,,,,,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,3,20000,2,2,,2,,,
500573,1,2,,,,,,,,,,,,,,,,,1,2,4,3,2,4,4,2,3,1,,,,,,,,,,,2,,,2,,1,,,
500575,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,4,2,2,2,2,2,,,2,,2,,,
500586,1,2,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,1,2,,,,,,,,,,,2,,,2,,1,,,
500620,1,1,4,2,,,,,,,,,,,,,,,2,2,4,4,4,4,2,4,4,4,,,,,,,,,,,3,1000,7,2,,1,,,
500669,,2,,,,,,,,,,,,2,4,4,3,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
500674,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
500726,1,2,,,2,5,5,4,2,3,3,3,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
501068,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,3,4,2,2,2,3,300,7,2,,1,,,
501082,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
501569,,2,,,2,2,4,3,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
501627,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
501664,2,2,,,2,4,5,3,3,3,3,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
501694,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,3,3,4,2,2,2,2,,,2,,2,,,
501816,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
501874,1,1,3,1,,,,,,,,,,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
502060,,2,,,,,,,,,,,,1,4,4,4,2,,,,,,,,,,,,,,,,,,,,,3,7000,1,1,,1,,,50
502157,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,2,2,2,2,2,2,,,2,,1,,,
502355,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
502364,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
502366,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,2,,,2,,2,,,
502772,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
503308,1,1,6,1,,,,,,,,,,,,,,,2,2,5,4,1,4,5,5,4,4,,,,,,,,,,,2,,,2,,1,,,
503431,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,400,6,3,10,1,,,
503560,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
503561,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
503593,1,1,36,1,2,5,2,3,4,2,2,1,2,,,,,,1,2,4,4,4,3,3,4,4,4,,,,,,,,,,,2,,,2,,2,,,
503674,1,1,12,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,5,3,4,,,,,,,,,,,2,,,2,,1,,,
503788,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,1,,,
503804,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,3,3,3,2,,,2,,1,,,
503850,,1,4,2,,,,,,,,,,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,2,,,3,30,1,,,
503931,1,1,1,2,,,,,,,,,,,,,,,2,2,5,5,4,4,5,5,5,4,,,,,,,,,,,2,,,2,,1,,,
503950,2,2,,,2,3,4,2,2,4,4,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,3,30,1,10000,6,
503981,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,3,4,3,3,2,,,3,40,1,,,
504091,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,100,1,,,
504110,2,2,,,2,5,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
504129,2,2,,,2,4,5,3,3,4,4,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
504157,2,2,,,2,3,5,3,3,4,4,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,8000,7,1,,2,,,15
504359,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
504363,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,5,4,5,4,5,4,2,,,2,,2,,,
504380,1,1,6,2,,,,,,,,,,,,,,,1,2,5,5,4,5,5,5,5,5,,,,,,,,,,,2,,,2,,1,,,
504395,1,1,4,2,2,4,5,4,4,4,5,4,4,,,,,,2,2,4,5,4,4,5,5,5,5,,,,,,,,,,,2,,,2,,2,,,
504453,2,2,,,2,4,5,2,2,3,3,4,4,,,,,,,,,,,,,,,,2,2,3,2,4,3,3,3,3,4,2,,,2,,2,,,
504483,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,3,4,4,3,500,7,2,,1,,,
504551,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
504584,2,2,,,2,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,2,,,
504730,,2,,,,,,,,,,,,1,5,5,4,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
504792,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,2,4,3,3,2,3,2,,,2,,1,,,
504821,,2,,,1,,,,,,,,,5,5,2,2,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,3,,,5
504885,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,,,3,10,1,,,
504889,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,4,4,2,2,4,2,2,,,2,,1,,,
504921,2,2,,,2,4,5,4,5,5,5,3,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
504937,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,1,2,,1,,,
504956,,1,2,2,2,4,5,1,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,6000,1,20
505022,2,2,,,2,1,5,1,5,5,5,5,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,1,3,30,1,,,
