nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
620805,1995,1,1,1995,5,90000,,,,,500,,166,1995,2,300000,2,,,,,1,1,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,3,2,1,2,,,,,,,2,,2,,2,,,2,2,4,,,,,,1,1,1,,,,,,1,1,1,,,,,,2001,2012,2001,,,,,,50000,135000,20000,,,,,,2,100
620829,1995,1,1,2005,2,60000,,,,,400,,75,1995,1,160000,2,,,,,1,0,0,,,,,,,1,1,2,,2,,2,,1,1200,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,2,,1,1,2,1,1,,,33,7,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1988,,,,,,,,30000,,,,,,,,2,100
620858,2003,1,1,2003,2,165000,,,,,600,,100,2000,2,165000,2,,,,,1,1,0,0,,,,,,1,1,2,,1,1,1,1,2,,1,10000,1,1,2,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,2,,1,2,1,2,2,,,,,,,2,,2,,2,,,2,4,,,,,,,1,1,,,,,,,1,1,,,,,,,2006,2006,,,,,,,50000,100000,,,,,,,2,100
621685,1989,1,1,2010,6,,,,,,1000,,110,1900,2,350000,2,,,,,1,1,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,1,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
621762,1979,1,1,1979,4,,,,,,400,,160,1900,1,100000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
621766,1957,1,1,1954,4,,,,,,300,,90,1800,1,100000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
621773,1989,1,2,1987,1,26000,,,,,450,,140,1900,2,150000,2,,2,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10
621999,1925,1,1,1970,4,,,,,,300,,60,1890,1,80000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622031,1930,1,1,1965,4,,,,,,300,,90,1928,1,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622034,1992,1,1,1970,2,130000,,,,,500,,110,1970,2,150000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622063,1980,1,1,1980,2,35000,,,,,450,,70,1979,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622071,1998,1,1,1998,6,,,,,,600,,150,1970,2,200000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622228,1975,1,1,1975,6,,,,,,800,,90,1956,1,350000,2,,,,,1,1,,,,,,,,1,1,2,,1,1,2,,1,40000,2,,2,,2,,2,,2,,2,,2,,,,2,,,1,2,2,3,20,1,2,,1,2,1,2,2,,,,,,,2,,2,,2,,1,2,4,,,,,,,2,2,,,,,,,1,1,,,,,,,2014,2014,,,,,,,300000,60000,,,,,,,2,100
622306,2011,1,1,2011,1,210000,,,,,500,,80,1973,1,300000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622707,1989,2,,,,,170,1,1,7,,2,90,1980,2,130000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
622717,1969,1,1,1969,1,8000,,,,,400,,65,1960,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
622915,1990,2,,,,,200,6,1,7,,2,70,1980,1,70000,2,,,,400,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,3,30,6,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
623281,1994,2,,,,,310,6,2,7,,2,100,1970,2,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
623300,1988,2,,,,,150,5,2,1,,2,120,1971,2,135000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
623305,1997,1,1,1997,8,60000,,,,,350,,80,1950,1,120000,2,,,,,1,0,0,0,0,0,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
623310,1999,2,,,,,50,6,2,7,,2,90,1998,1,90000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
623606,1987,1,1,1987,1,16000,,,,,400,,80,1960,2,150000,2,,,,,1,1,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
623614,1978,1,1,1978,4,,,,,,500,,150,1965,2,140000,2,,,,,0,1,0,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,1,,3,30,1,2,,1,2,2,1,2,,,,,,,2,,2,,2,,,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,1982,1982,,,,,,,80000,30000,,,,,,,2,100
623619,1991,2,,,,,60,6,1,7,,2,90,1965,2,130000,2,,,,350,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
624781,1997,5,,,,,,,,1,350,,90,1943,1,80000,2,,,,,,,,,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,40,1,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
624804,1994,1,1,1989,4,,,,,,500,,300,1989,2,500000,2,,,,,0,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
625193,1970,1,1,1970,3,30000,,,,,400,,100,1938,1,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
625513,1947,1,1,1947,1,7000,,,,,400,,130,1945,2,190000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
625536,2012,2,,,,,70,6,1,8,,1,80,1980,1,50000,2,,,,200,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,1,2,3,,,,2,,,2,,2,,2,1,2,1,2,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
625641,1980,1,1,1980,7,25000,,,,,800,,135,1980,2,300000,2,,,,,1,1,,,,,,,,1,2,2,,1,2,2,,1,11000,2,,2,,2,,2,,2,,2,,2,,,,1,2,1,,,,1,,,3,20,1,2,1,1,2,,,30,4,,,2,,2,,2,,,4,2,,,,,,,1,1,,,,,,,1,1,,,,,,,1995,2005,,,,,,,20000,40000,,,,,,,2,100
625694,1940,1,1,1950,5,5000,,,,,350,,110,1940,2,180000,2,,,,,1,0,0,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,1,1500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
625983,1985,1,1,1985,2,55000,,,,,800,,100,1985,2,200000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
626030,1974,2,,,,,60,6,1,7,,2,70,1960,1,50000,2,,,,400,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
626162,1984,1,1,1984,7,47000,,,,,300,,110,1980,2,130000,2,,,,,1,1,0,,,,,,,2,,1,1,1,2,2,,1,1000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
626189,1967,1,1,1996,3,2500,,,,,200,,70,1950,1,80000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
626240,1961,1,1,1961,4,,,,,,500,,90,1961,1,200000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,2,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1961,,,,,,,,10000,,,,,,,,2,100
626259,1991,1,1,2000,7,180000,,,,,500,,120,1991,2,250000,2,,,,,0,1,0,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,7,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
626310,1996,1,1,1996,1,125000,,,,,400,,104,1985,2,200000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
626312,1967,1,2,2003,4,,,,,,600,,140,1967,2,250000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2003,,,,,,,,200000,,,,,,,,2,50
626361,1981,1,1,1981,2,10000,,,,,500,,100,1981,2,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
626641,1970,1,1,1963,1,35000,,,,,300,,80,1900,1,40000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,5,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
626680,1994,2,,,,,50,6,1,7,,2,75,1994,1,70000,2,,,,250,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
626851,1991,1,1,1991,7,150000,,,,,400,,240,1991,2,400000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,1,10000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
626868,1963,1,1,1990,3,15000,,,,,400,,80,1960,1,60000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,1,1,2,1,1,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2014,,,,,,,,15000,,,,,,,,3,100
626892,1970,1,1,1970,5,10000,,,,,700,,90,1969,2,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2014,,,,,,,,70000,,,,,,,,2,100
627067,1980,1,1,1980,4,,,,,,200,,120,1903,2,150000,2,,,,,1,1,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
627314,2011,1,1,2011,2,235000,,,,,700,,177,2009,2,280000,2,,,,,1,1,0,0,,,,,,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
627479,2013,1,1,2013,7,50000,,,,,500,,160,2013,2,150000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
627842,1991,1,1,1991,7,60000,,,,,500,,120,1991,2,220000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
628193,2011,2,,,,,200,4,2,4,,2,50,1965,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
628418,1984,1,1,1981,7,20000,,,,,500,,70,1981,2,150000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629458,1983,1,1,1983,4,,,,,,500,,100,1960,2,150000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629478,1954,1,1,1978,4,,,,,,900,,220,1952,2,400000,2,,,,,1,0,,,,,,,,1,1,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629488,1983,1,1,1982,7,23000,,,,,800,,100,1980,2,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629555,1986,1,1,1986,7,85000,,,,,800,,120,1986,2,400000,2,,,,,1,1,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629828,1974,1,1,1974,4,,,,,,400,,100,1974,1,300000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
629984,1985,2,,,,,500,9,2,7,,2,70,1980,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
630345,1983,1,1,1972,7,30000,,,,,400,,140,1972,2,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,1,2,1,,,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
630650,1968,1,1,1995,5,5000,,,,,700,,120,1960,2,100000,2,,,,,1,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,5,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
630858,1974,1,1,2012,3,70000,,,,,500,,95,1973,2,150000,2,,,,,0,1,,,,,,,,1,1,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,2,1,,2,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
631016,1978,1,1,1985,6,,,,,,1000,,100,1956,2,320000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,1,6500,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,3,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
631237,1984,1,1,1984,1,95000,,,,,200,,100,1890,2,140000,2,,,,,1,0,,,,,,,,1,1,2,,1,2,2,,1,4500,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
631306,1986,2,,,,,120,5,1,5,,1,74,1945,1,100000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,1,1500,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
631431,1986,1,1,1986,1,70000,,,,,700,,110,1985,2,230000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
631712,1986,1,1,1986,2,70000,,,,,800,,250,1986,2,500000,2,,,,,0,1,1,0,0,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,1,5000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
631954,1997,1,1,1995,1,45000,,,,,400,,100,1995,1,120000,2,,,,,1,1,,,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
632099,1970,1,1,1970,2,20000,,,,,500,,110,1970,1,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,3000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
632118,1982,1,1,1982,1,2000,,,,,900,,124,1982,2,600000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
632293,1983,2,,,,,70,6,1,6,,2,110,1950,1,100000,2,,,,500,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
632347,1990,1,1,1990,1,150000,,,,,500,,90,1980,1,100000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
633412,2000,1,1,1998,1,65000,,,,,500,,90,1965,1,220000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
633458,1999,1,1,1999,1,150000,,,,,600,,200,1990,2,160000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2000,,,,,,,,150000,,,,,,,,2,100
633654,1973,5,,,,,,,,1,600,,110,1800,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,1,5000,,,2,,,,2,,2,,2,,1,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
633941,1973,1,1,1973,1,5000,,,,,450,,55,1950,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
634144,1999,1,1,1999,1,100000,,,,,600,,75,1965,1,170000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
