nquest,nord,INTPER,entepen,tipopen,decor,tpens,mesipen,arret,quotape,tarret
708219,2,2,1,1,2011,1780,13,2,95,0
709420,1,1,1,1,2011,1500,13,2,90,0
709420,2,1,1,1,2013,800,13,2,80,0
709421,1,1,1,1,1991,1200,13,2,75,0
709423,1,1,1,1,1989,1380,13,2,88,0
709438,1,1,1,1,1998,1250,13,2,80,0
709438,2,1,1,5,1998,650,13,2,,0
709460,1,1,1,1,1995,1200,13,2,70,0
709803,1,1,1,1,2005,1500,13,2,100,0
709803,2,1,3,1,1996,2100,13,2,90,0
709803,3,1,1,3,2011,250,13,2,,0
710170,1,1,1,1,2006,1000,13,2,80,0
710170,1,1,1,5,2008,615,13,2,,0
710606,1,1,1,1,1997,300,13,2,100,0
710606,1,1,1,5,1995,700,13,2,,0
710905,1,1,1,5,2002,600,13,2,,0
711014,1,1,1,1,2006,980,13,2,70,0
711014,2,1,1,1,2012,820,13,2,60,0
711022,2,1,1,1,1983,500,13,2,60,0
711022,2,1,1,5,2011,500,13,2,,0
711153,1,1,1,1,2004,550,13,2,20,0
711153,2,2,1,1,2006,600,13,2,20,0
711611,1,1,1,1,1998,1100,13,2,80,0
711645,1,1,1,1,1996,1240,13,2,80,0
711645,2,2,1,1,2007,580,13,2,60,0
711660,1,1,1,1,2008,850,13,2,70,0
711660,2,1,1,1,2000,750,13,2,70,0
712022,1,1,1,1,1998,500,13,2,70,0
712022,1,1,1,5,2011,600,13,2,,0
712141,1,1,1,1,2005,1200,13,2,80,0
712141,2,2,1,1,2007,2000,13,2,80,0
712148,1,1,1,1,2008,1050,13,2,80,0
712148,2,1,1,1,2014,850,6,2,120,0
712219,1,1,1,1,1992,1050,13,2,90,0
712236,1,1,1,5,1981,700,13,2,,0
712236,1,1,4,5,1981,800,13,2,,0
712244,1,1,1,5,2005,400,13,2,,0
712610,1,1,1,5,2007,588,13,2,,0
712723,1,1,1,5,1999,680,13,2,,0
712910,1,1,1,4,1993,520,13,2,,0
712910,1,1,1,5,1995,495,13,2,,0
713044,1,1,1,5,2005,1050,13,2,,0
713134,1,1,1,1,1993,1730,13,2,80,0
713247,1,1,1,1,2010,450,13,2,70,0
713247,1,1,1,5,2007,330,13,2,,0
713303,2,1,1,1,2002,1500,13,2,80,0
713319,1,1,4,3,2008,500,13,1,,2000
713328,1,1,1,5,1999,500,12,2,,0
713400,1,1,1,1,2009,470,13,2,60,0
713400,1,1,1,4,2006,300,13,2,,0
713802,1,1,1,5,2010,900,13,2,,0
713802,1,1,4,3,1975,350,12,2,,0
713811,1,1,1,1,2006,900,13,2,90,0
713811,2,2,1,1,2007,1250,13,2,95,0
713844,1,1,1,1,1996,1500,13,2,100,0
714238,2,1,2,1,2005,1200,13,2,80,0
714238,3,1,2,1,2005,1180,13,2,80,0
714430,1,1,1,1,2001,1090,13,2,70,0
714437,1,1,1,1,2012,900,13,2,70,0
714622,2,1,1,1,1997,1400,13,2,70,0
714820,1,1,1,1,1995,700,13,2,80,0
714828,1,1,1,1,2001,2450,13,2,80,0
714828,2,2,1,1,1995,1980,13,2,80,0
715014,2,1,1,4,2005,290,9,2,,0
715469,1,1,1,1,2009,1350,13,2,80,0
715782,1,1,1,5,1999,900,13,2,,0
715782,2,2,1,1,1998,610,13,2,70,0
715821,1,1,1,1,2001,860,13,2,70,0
715821,2,2,1,1,2005,800,13,2,70,0
715847,1,1,1,1,1998,690,13,2,70,0
715847,2,2,1,1,1995,800,13,2,70,0
715865,2,1,1,1,1985,900,13,2,70,0
715872,1,1,1,1,2000,850,13,2,70,0
716204,1,1,2,1,1994,2274,12,2,80,0
716305,2,1,1,4,2000,270,13,2,,0
716512,1,1,2,1,2012,2000,13,2,80,0
716834,1,1,1,1,1991,1600,13,2,80,0
716908,1,1,1,1,2004,1100,13,2,50,0
716908,1,1,1,4,1970,274,13,2,,0
717242,1,1,1,1,1991,787,13,2,50,0
717331,2,1,1,1,2000,1120,13,2,95,0
717834,1,1,1,5,2012,530,13,2,,0
717871,1,1,1,4,2012,500,12,2,,0
717871,1,1,1,5,2003,580,13,2,,0
718115,1,1,1,1,2003,1050,13,2,85,0
718115,2,1,1,7,2000,500,13,2,,0
718506,1,1,1,1,1993,2700,13,2,100,0
718624,1,1,1,1,2010,1300,13,2,80,0
718674,1,1,5,1,2013,1700,13,2,50,0
718772,1,1,1,5,2003,950,13,2,,0
718772,1,1,2,1,1985,940,13,2,70,0
718832,1,1,1,1,2003,1000,13,2,60,0
719358,1,1,2,1,1997,1800,13,2,90,0
719606,1,1,1,1,2005,700,13,2,60,0
719611,1,1,2,1,2000,1000,13,2,70,0
719611,2,1,1,1,2006,900,13,2,60,0
719615,1,1,1,1,1999,1800,12,2,80,0
719763,2,1,1,1,2011,800,13,2,50,0
719763,3,1,1,1,2000,1400,13,2,80,0
719801,2,1,1,2,1985,500,13,2,,0
719810,1,1,1,1,2006,2000,13,2,85,0
719840,4,1,1,4,2010,150,12,2,,0
720009,1,1,1,1,1976,620,13,2,60,0
720110,1,1,1,1,2003,900,13,2,70,0
720110,1,1,1,4,2000,270,13,2,,0
720110,2,1,1,4,2004,270,13,2,,0
720139,1,1,1,1,2009,1300,13,2,90,0
720139,2,1,1,1,2014,1400,13,2,80,0
720157,1,1,1,1,2014,500,13,2,50,0
720161,1,1,1,5,2013,500,13,2,,0
720416,1,1,1,1,1991,1650,12,2,85,0
720784,1,1,1,5,2014,300,13,2,,0
720889,1,1,1,1,1981,900,13,2,70,0
721521,2,1,1,1,2002,1400,13,2,100,0
721631,1,1,1,1,1988,600,13,2,70,0
721631,1,1,1,5,2012,600,13,2,,0
721747,1,1,1,1,1995,2300,13,2,100,0
721747,2,2,1,1,1982,940,13,2,56,0
721843,1,1,2,1,2002,1140,13,2,80,0
721843,2,2,1,1,2007,760,13,2,100,0
721862,1,1,1,1,2005,1800,13,2,88,0
722139,1,1,1,1,2013,590,13,2,70,0
722259,1,1,1,1,2002,1000,13,2,80,0
722259,2,1,1,1,2005,900,13,2,80,0
722310,1,1,1,1,2008,1400,13,2,50,0
722310,2,1,1,1,2006,900,13,2,50,0
722324,1,1,1,5,2012,1650,13,2,,0
722331,1,1,1,1,1997,1350,13,2,85,0
722331,2,2,1,1,1998,1250,13,2,85,0
722353,1,1,1,1,2012,1500,13,2,80,0
722353,2,1,1,1,2010,200,13,2,50,0
722378,1,1,1,1,2002,1100,13,2,70,0
722378,2,1,1,1,2007,1200,13,2,80,0
722518,1,1,1,4,2013,279,2,2,,0
722720,1,1,1,1,2004,1641,13,2,80,0
722720,2,1,1,1,2009,1870,13,2,80,0
722743,2,1,1,1,2008,1200,13,2,80,0
723200,1,1,1,1,1995,900,13,2,90,0
723200,2,2,1,1,1999,450,13,2,70,0
723480,1,1,1,1,1991,620,13,2,60,0
723507,1,1,1,1,2000,1100,13,2,80,0
723507,2,2,1,1,1997,1100,13,2,80,0
723536,1,1,1,1,1999,1500,13,2,72,0
723666,1,1,1,1,2001,1100,13,2,70,0
723666,2,2,1,1,2001,2050,13,2,70,0
723986,1,1,1,1,2002,337,13,2,40,0
723986,2,1,1,1,2002,1500,13,2,85,0
724042,1,1,1,1,2001,1100,13,2,80,0
724042,1,1,1,5,2001,550,13,2,,0
724103,1,1,1,4,2001,260,13,2,,0
724103,1,1,1,5,1994,760,13,2,,0
724211,1,1,1,1,1999,650,13,2,100,0
724211,1,1,1,5,2005,250,13,2,,0
724307,2,1,1,1,2000,900,13,2,70,0
724509,1,1,1,1,1997,802,13,2,80,0
724543,1,1,1,1,2011,1500,13,1,90,6000
724636,2,1,1,1,1994,650,13,2,70,0
724926,2,2,1,1,2014,1800,13,2,90,0
725236,1,1,1,1,1998,590,13,2,100,0
725509,1,1,1,1,1998,501,13,2,80,0
725509,2,2,1,1,1990,1180,13,2,70,0
725701,1,1,1,1,2005,1040,13,2,60,0
725726,1,1,1,2,2014,150,13,2,,0
726146,2,1,1,1,1985,800,13,2,30,0
726234,1,1,2,1,2009,1450,13,2,80,0
726234,2,1,1,1,2006,1600,13,2,90,0
726563,1,1,1,1,1986,1800,13,2,80,0
726568,1,1,1,1,2011,1000,13,2,90,0
726568,2,1,1,1,2012,1000,13,2,90,0
726811,1,1,1,5,1989,760,13,2,,0
726823,1,1,1,1,1988,590,13,2,60,0
726932,1,1,6,5,2000,530,12,2,,0
727009,1,1,2,5,1982,1230,13,2,,0
727138,1,1,1,1,1995,810,13,2,60,0
727138,2,2,1,1,1999,900,13,2,60,0
727160,1,1,1,1,1995,1000,13,2,80,0
727171,1,1,1,1,1995,1200,13,2,75,0
727267,1,1,4,6,2005,1200,12,2,,0
727402,2,1,1,1,2005,960,13,2,60,0
727473,2,1,1,1,2007,1100,13,2,70,0
727520,1,1,1,1,1975,450,13,2,50,0
727520,1,1,1,3,1985,140,12,2,,0
727537,1,1,1,2,2001,320,13,2,,0
727537,1,1,1,4,1952,140,13,2,,0
727537,2,2,1,4,1990,480,13,2,,0
727604,1,1,1,1,1998,800,13,2,60,0
727842,1,1,1,5,2012,700,13,2,,0
728493,1,1,1,1,1994,1650,13,2,80,0
728547,1,1,5,1,2013,2500,13,2,50,0
728547,2,1,1,1,2009,1000,13,2,100,0
729412,1,1,3,1,1992,1050,13,2,100,0
729412,2,2,1,4,1985,250,12,2,,0
730312,1,1,1,1,2000,800,13,2,75,0
730312,2,1,1,5,1976,600,13,2,,0
730756,1,1,2,1,1990,1780,13,2,60,0
730756,2,2,2,1,1998,1550,13,2,60,0
730901,2,1,1,1,1986,350,13,2,50,0
730901,2,1,1,3,2011,420,12,2,,0
730901,2,1,1,5,1990,700,13,2,,0
730939,1,1,1,5,1994,795,13,2,,0
731344,1,1,1,1,2005,1300,13,2,100,0
731344,2,2,1,1,2006,1060,13,2,90,0
731810,1,1,1,1,2002,2000,13,2,100,0
732371,1,1,1,1,2003,550,13,2,50,0
732371,2,1,1,1,2005,550,13,2,60,0
732466,1,1,1,1,1990,800,13,2,80,0
732466,2,2,1,1,1995,600,13,2,70,0
733351,2,1,1,1,2010,1640,13,2,80,0
733605,1,1,1,1,1983,1050,13,2,70,0
733605,1,1,1,5,2010,200,13,2,,0
733612,1,1,1,1,2002,1000,13,2,70,0
733612,2,1,1,1,2006,700,13,2,80,0
733759,1,1,1,5,2001,700,13,2,,0
734115,1,1,1,1,2003,1100,13,2,70,0
734115,2,1,1,1,2002,500,13,2,50,0
734141,1,1,1,5,1978,780,13,2,,0
734143,2,2,1,3,2005,700,13,2,,0
734160,1,1,1,1,1998,600,13,2,70,0
734160,1,1,1,5,1995,450,13,2,,0
734205,1,1,1,1,1982,800,13,2,80,0
734210,1,1,1,1,2008,1500,13,2,80,0
734210,2,1,1,5,1966,500,13,2,,0
734264,1,1,1,1,2009,720,13,2,80,0
734264,2,1,1,1,2006,215,13,2,50,0
734264,2,1,1,2,2008,600,13,2,,0
734264,2,1,1,3,2005,400,13,2,,0
734419,1,1,1,1,1993,850,13,2,50,0
734833,1,1,1,1,1990,900,13,2,100,0
734969,1,1,1,1,2013,1000,13,2,60,0
734969,2,1,1,1,2011,1400,13,2,70,0
735009,1,1,1,4,2003,257,13,2,,0
735009,1,1,1,5,1991,574,13,2,,0
735436,1,1,1,5,1987,620,13,2,,0
735677,1,1,2,1,1998,1400,13,2,70,0
735969,1,1,2,1,2006,1480,13,2,80,0
735969,2,2,5,3,1990,600,13,2,,0
736011,1,1,2,1,1988,920,13,2,60,0
736011,2,1,1,1,1984,980,13,2,60,0
736011,3,1,1,6,1943,420,13,2,,0
736037,1,1,1,1,2004,645,13,2,60,0
736212,1,1,1,1,2009,1600,13,2,80,0
736212,2,1,1,1,2007,1700,13,2,90,0
736214,1,1,1,1,1992,950,13,2,70,0
736579,1,1,1,1,2002,1500,13,2,70,0
736627,1,1,1,1,1990,1200,13,2,90,0
736627,3,1,1,3,1975,400,12,2,,0
736703,2,1,1,1,2005,1000,13,2,60,0
736722,1,1,1,5,1997,900,13,2,,0
736739,1,1,1,5,1978,800,13,2,,0
736939,1,1,1,1,1985,1350,13,2,80,0
737531,1,1,1,1,1988,1500,13,2,70,0
800040,1,1,1,4,2003,270,13,2,,0
800135,1,1,1,1,2007,1600,13,2,80,0
800180,1,1,1,1,2000,930,13,2,100,0
800274,1,1,1,1,1995,2000,13,2,90,0
800308,1,1,1,1,1990,900,13,2,70,0
800483,1,1,1,1,1996,950,13,2,80,0
800569,1,1,1,1,2010,1070,14,2,50,0
800571,1,1,1,1,2003,1640,13,2,80,0
800571,2,2,1,1,1996,916,13,2,70,0
800705,1,1,1,1,2008,2400,13,2,70,0
800832,1,1,1,5,2014,830,12,2,,0
800884,1,1,1,5,2000,450,12,2,,0
800901,1,1,1,1,2013,1430,13,2,70,0
800937,1,1,1,1,1990,450,13,2,70,0
800937,1,1,1,5,2013,360,13,2,,0
801010,1,1,1,1,1986,400,13,2,60,0
801010,2,1,1,1,1985,700,13,2,80,0
801104,1,1,1,1,1999,900,12,2,85,0
801104,2,2,1,1,2005,900,12,2,90,0
801255,1,1,1,1,1989,1840,13,2,130,0
801380,2,1,1,1,1999,800,13,2,70,0
801543,2,1,1,1,2005,1200,13,2,80,0
801801,1,1,1,1,2000,800,13,2,75,0
801801,2,1,1,2,2007,480,13,2,,0
801803,1,1,1,1,1992,1000,13,2,80,0
801803,2,2,1,1,1998,700,13,2,,0
801806,1,1,1,1,2000,1100,13,2,80,0
801878,1,1,2,1,2011,1400,13,2,80,0
801892,1,1,1,1,1993,400,13,2,60,0
801892,1,1,1,5,1999,600,13,2,,0
801894,1,1,1,5,1998,600,13,2,,0
801899,1,1,1,3,2004,800,13,2,,0
801966,1,1,2,1,2010,2060,13,2,80,0
801986,1,1,1,1,2011,510,13,2,70,0
802038,2,1,1,1,2010,990,13,2,80,0
802223,2,1,1,1,1993,1000,13,2,80,0
802253,1,1,1,1,2003,550,13,2,70,0
802253,1,1,1,5,1985,409,13,2,,0
802332,2,1,1,1,2007,1600,12,2,80,0
802349,2,1,1,5,1990,600,12,2,,0
802480,1,1,1,3,2004,200,12,2,,0
802480,1,1,1,5,2003,1000,13,2,,0
802595,1,1,1,1,1992,2950,13,2,80,0
802595,2,1,1,1,1989,500,13,2,30,0
802675,1,1,1,1,2013,589,13,2,40,0
802895,1,1,1,5,1998,1250,13,2,,0
803055,1,1,3,1,2000,1480,13,2,90,0
803101,1,1,1,1,2010,1200,13,2,80,0
803501,1,1,1,1,2009,1050,13,2,90,0
803661,1,1,1,1,1989,1800,13,2,100,0
803736,1,1,6,1,2009,150,12,2,80,0
803736,2,1,6,1,2001,,12,2,80,0
804040,1,1,1,5,2004,560,13,2,,0
804163,2,1,1,4,1978,500,13,2,,0
804172,1,1,2,1,1992,1180,13,2,100,0
804172,2,2,1,1,1999,1700,13,2,60,0
804324,1,1,1,1,1992,1270,13,2,80,0
804457,1,1,1,5,2012,1180,13,2,,0
804495,1,1,1,1,1983,580,13,2,60,0
804515,1,1,1,2,1984,460,13,2,,0
804515,1,1,1,5,2000,680,13,2,,0
804536,1,1,1,1,2006,1100,13,2,75,0
804547,1,1,1,1,1982,800,13,2,70,0
804547,2,2,1,1,1994,450,13,2,30,0
804631,1,1,1,1,2000,1250,13,2,80,0
804928,1,1,1,2,1997,360,13,2,,0
804928,1,1,1,5,2004,650,13,2,,0
804966,1,1,1,1,1994,1380,13,2,70,0
804966,1,1,1,5,2003,280,13,2,,0
805179,1,1,1,5,2000,780,13,2,,0
805189,1,1,1,5,2006,700,13,2,,0
805227,1,1,1,1,2007,2400,13,2,90,0
805330,1,1,1,1,2010,1000,13,2,80,0
805435,1,1,1,2,2010,490,13,2,,0
805556,1,1,1,1,1989,620,13,2,50,0
805664,1,1,1,7,2006,66,13,2,,0
805664,1,1,2,1,2006,1600,13,2,73,0
805664,2,1,1,1,2003,175,13,2,20,0
805719,1,1,1,1,1995,700,13,2,70,0
806289,1,1,1,1,2000,480,13,2,70,0
806289,2,1,1,1,1995,750,13,2,80,0
806289,2,1,1,3,2000,400,13,2,,0
806339,1,1,1,1,2004,1650,13,2,80,0
806339,2,2,1,1,1979,600,13,2,40,0
806430,1,1,1,1,2011,1400,13,2,80,0
806430,2,1,1,1,2009,1600,13,2,70,0
806447,2,1,1,1,2009,1100,13,2,75,0
806532,1,1,1,1,2007,498,13,2,60,0
806532,2,2,1,1,1988,740,13,2,60,0
806540,2,2,1,1,2014,1450,13,2,100,0
806557,1,1,1,1,1991,1050,13,2,80,0
806586,1,1,1,5,1987,1200,13,2,,0
806650,1,1,1,1,2014,1200,2,2,80,0
806700,1,1,1,5,1960,540,13,2,,0
806700,1,1,1,5,2013,320,13,2,,0
807066,1,1,1,1,1996,2000,13,2,90,0
807066,2,1,1,1,2013,1100,13,2,90,0
807142,4,1,1,1,2010,2200,13,2,85,0
807165,1,1,1,1,2001,2900,13,2,65,0
807165,1,1,1,1,2009,,13,2,,0
807165,2,1,1,1,2005,1200,13,2,70,0
807255,5,1,1,2,2013,500,13,2,,0
807303,2,2,1,1,2012,2200,13,2,80,0
807404,1,1,1,1,2002,620,13,2,50,0
807441,1,1,1,1,2013,2800,13,2,100,0
807441,2,1,6,1,2014,1200,3,2,80,0
807466,1,1,1,5,1990,870,12,2,,0
807538,1,1,1,1,1994,1100,13,2,75,0
807538,2,1,1,1,2012,3500,13,2,90,0
807849,1,1,1,5,2005,800,13,2,,0
807962,1,1,1,5,1975,850,13,2,,0
808122,1,1,1,5,2008,750,13,2,,0
808169,2,1,1,1,2004,720,13,2,80,0
808182,2,1,1,1,2006,815,13,2,70,0
808310,2,2,1,3,2010,300,12,2,,0
808310,2,2,1,5,1994,600,12,2,,0
808314,1,1,3,2,2009,250,12,2,,0
808379,1,1,1,1,1957,1284,13,2,60,0
808379,2,1,1,1,1995,304,13,2,60,0
808450,1,1,1,4,1991,550,13,2,,0
809268,1,1,1,5,1995,600,13,2,,0
809285,1,1,1,1,2001,2900,13,2,60,0
809382,1,1,1,1,2005,1100,13,2,100,0
809446,1,1,1,1,1991,1200,13,2,80,0
809446,2,2,1,1,2000,600,13,2,60,0
809628,1,1,1,1,1997,1600,13,2,70,0
809644,1,1,1,1,2007,1700,13,2,78,0
809644,2,1,1,1,2007,1400,13,2,80,0
809644,3,3,1,1,1995,1000,13,2,65,0
809918,1,1,1,1,2010,1400,13,2,100,0
810042,1,1,1,1,1996,590,13,2,50,0
810042,1,1,1,5,2010,900,13,2,,0
810099,1,1,1,1,1990,470,13,2,50,0
810099,2,1,1,1,1990,470,13,2,50,0
810104,1,1,1,5,2000,400,13,2,,0
810104,2,1,1,1,1990,560,13,2,50,0
810150,1,1,1,1,2006,900,13,2,50,0
810150,2,1,1,1,1995,248,13,2,30,0
810161,2,1,1,1,2006,830,13,2,60,0
810180,1,1,1,1,1997,500,13,2,50,0
810180,2,1,1,1,1998,600,13,2,50,0
810183,4,1,1,1,1980,600,13,2,50,0
810183,4,1,1,5,2000,200,13,2,,0
810778,2,1,1,1,2007,1600,13,2,80,0
810818,1,1,1,1,2014,2600,13,2,90,0
810835,1,1,1,1,2000,1600,13,2,80,0
810835,2,1,1,1,1996,1400,13,2,70,0
811035,1,1,1,1,1996,1490,13,2,80,0
811035,2,1,1,1,2001,1490,13,2,80,0
811075,2,1,1,1,1996,480,13,2,40,0
811075,2,1,1,5,2013,320,13,2,,0
811239,1,1,1,1,1980,600,12,2,30,0
811239,2,1,1,1,1985,600,12,2,30,0
811239,2,1,4,3,2014,300,12,2,,0
811294,3,2,1,3,2010,1500,13,2,,0
811447,4,1,1,3,2005,500,12,2,,0
811506,1,1,1,1,2005,800,13,2,70,0
811573,1,1,1,1,2004,900,13,2,40,0
811573,1,1,1,1,2010,,13,2,5,0
811784,1,1,1,1,1999,700,13,2,50,0
811794,1,1,1,1,1995,900,13,2,40,0
811807,1,1,1,1,2000,1000,13,2,70,0
811991,1,1,1,5,1994,550,13,2,,0
812035,1,1,1,1,1990,900,13,2,90,0
812035,1,1,4,4,2000,700,13,2,,0
812035,2,2,1,1,1995,750,13,2,70,0
812043,1,1,2,1,2010,1500,13,2,100,0
812450,1,1,1,5,2012,750,13,2,,0
812567,1,1,4,2,1996,618,13,2,,0
812628,1,1,1,1,2008,1990,13,2,95,0
812849,2,1,1,1,1992,1000,13,2,70,0
813135,4,1,1,1,2000,650,13,2,60,0
813135,4,1,1,5,2008,250,13,2,,0
813141,1,1,1,1,1983,800,13,2,80,0
813141,2,2,1,1,1980,880,13,2,80,0
813246,1,1,1,5,1992,600,13,2,,0
813283,1,1,1,1,1996,1200,13,2,80,0
813283,2,1,1,1,2000,1500,13,2,90,0
813323,1,1,1,1,1989,1400,13,2,90,0
813379,1,1,1,5,2007,496,13,2,,0
813379,2,1,1,1,1985,328,13,2,40,0
813379,2,1,1,4,2008,450,13,2,,0
813379,2,1,1,5,1994,600,13,2,,0
813493,1,1,2,1,2006,1300,13,2,90,0
813686,1,1,1,1,2005,680,12,2,5,0
813686,1,1,1,1,2005,1666,13,2,70,0
813713,1,1,1,1,2010,1876,13,2,90,0
813729,1,1,1,1,1991,1500,13,2,70,0
813818,1,1,1,4,1962,300,13,2,,0
813893,1,1,1,5,1990,900,13,2,,0
813912,3,1,6,1,1992,510,13,2,70,0
814027,1,1,1,5,2006,865,13,2,,0
814102,1,1,1,1,1978,1268,13,2,58,0
814136,2,1,2,1,1985,750,13,2,70,0
814448,1,1,1,1,2014,1400,13,1,110,2800
814466,1,1,1,1,2005,1340,13,2,70,0
814468,1,1,1,5,1985,495,13,2,,0
814468,1,1,3,1,1982,900,13,2,80,0
814532,1,1,1,1,2001,3900,13,2,75,0
814532,2,1,2,1,1995,1500,13,2,90,0
814546,1,1,1,1,1990,800,13,2,30,0
814586,2,2,1,1,2008,2300,13,2,80,0
815135,1,1,1,1,1989,1800,13,2,80,0
815136,1,1,1,1,2013,2000,13,2,80,0
815136,3,1,1,5,2009,1000,13,2,,0
815147,1,1,1,1,2013,1700,13,2,15,0
815147,4,1,1,3,1990,700,12,2,,0
815291,1,1,1,4,2002,900,13,2,,0
815403,2,1,1,1,1989,430,13,2,50,0
815403,2,1,1,5,2012,530,13,2,,0
815411,1,1,1,2,2003,499,13,2,,0
815411,2,1,1,1,2013,900,13,2,70,0
815415,1,1,1,1,2000,1100,13,2,75,0
815416,1,1,1,1,2012,1050,13,2,65,0
815416,2,1,1,1,2013,950,13,2,70,0
815465,1,1,6,1,2012,500,12,2,40,0
815465,2,2,1,1,2007,500,12,2,70,0
815465,2,2,6,1,2007,200,12,2,30,0
815511,1,1,1,2,2004,500,13,2,,0
815511,1,1,1,5,2014,200,13,2,,0
815857,1,1,1,1,1980,1200,13,2,80,0
815857,1,1,1,2,2010,500,12,2,,0
815857,2,1,1,1,1980,1200,13,2,70,0
815857,2,1,1,2,2009,500,12,2,,0
815896,1,1,1,1,1997,1100,13,2,80,0
815896,2,2,1,1,1993,800,13,2,90,0
816001,1,1,1,1,2003,1400,13,2,60,0
816001,2,1,1,1,2000,2000,13,2,70,0
816029,1,1,1,2,2002,385,13,2,,0
816029,2,2,1,1,1998,1400,13,2,60,0
816082,1,1,1,5,1989,700,13,2,,0
816213,1,1,1,1,2009,1200,13,2,70,0
816213,1,1,1,3,2012,400,12,2,,0
816213,2,2,1,1,2007,1340,13,2,70,0
816315,1,1,1,1,1995,500,13,2,40,0
816315,1,1,1,5,1995,500,13,2,,0
816781,1,1,1,5,1976,600,13,2,,0
816816,1,1,1,1,1988,800,13,2,40,0
816839,1,1,1,1,1995,450,13,2,30,0
817180,4,1,1,4,2006,702,13,2,,0
817204,2,1,1,1,1999,789,13,2,60,0
817248,1,1,1,1,2004,1390,13,2,80,0
817276,1,1,1,1,2002,1200,13,2,80,0
817281,2,2,1,1,2008,1500,13,2,70,0
817281,3,3,1,1,2012,1400,13,2,68,0
817303,1,1,1,5,1995,450,13,2,,0
817402,2,1,1,4,2012,270,13,2,,0
817480,1,1,1,1,2005,800,13,2,80,0
817480,2,1,1,1,2002,850,13,2,80,0
817487,1,1,1,1,1994,1800,13,2,90,0
817487,2,1,1,1,1998,210,13,2,20,0
817747,1,1,1,1,1985,420,13,2,80,0
817747,1,1,1,5,2006,1600,13,2,,0
817749,1,1,3,1,1994,1300,13,2,80,0
817842,2,1,1,5,2010,600,13,2,,0
818064,1,1,1,1,2008,1037,13,2,80,0
818113,2,1,1,1,2014,680,13,2,70,0
818345,2,1,1,1,2013,479,13,2,55,0
818425,1,1,1,1,1996,1240,13,2,60,0
818425,2,2,2,1,2009,1500,13,2,80,0
818426,1,1,1,1,1998,800,13,2,70,0
818435,1,1,1,1,1982,800,13,2,100,0
818435,2,2,1,4,2005,600,13,2,,0
819031,1,1,1,1,1994,1200,13,2,90,0
819031,1,1,1,5,2002,200,13,2,,0
819127,1,1,1,1,1990,1100,13,2,90,0
819127,2,1,1,1,2002,450,13,2,60,0
819156,1,1,1,2,1995,600,13,2,,0
819168,2,2,1,1,1995,1100,13,2,70,0
819349,1,1,2,1,2012,3000,13,2,80,0
819349,2,1,2,1,2007,1200,13,2,80,0
819350,1,1,1,1,2008,1300,13,2,80,0
819350,3,3,1,5,1991,650,13,2,,0
819433,1,1,1,5,2012,510,13,2,,0
819453,2,2,1,4,1998,278,13,2,,0
819456,1,1,1,5,2003,490,13,2,,0
819575,5,1,6,1,2008,150,12,2,50,0
819626,1,1,1,1,1988,1170,13,2,80,0
819626,2,1,1,1,1980,490,13,2,70,0
819653,2,1,1,1,2004,1200,13,2,80,0
819653,3,1,1,5,1980,640,13,2,,0
819664,1,1,1,5,2005,865,13,2,,0
819727,1,1,1,1,1998,750,13,2,70,0
819849,1,1,1,1,1996,560,13,2,70,0
819849,1,1,1,4,2010,265,13,2,,0
819972,2,1,1,1,2013,1000,13,2,80,0
820063,1,1,1,5,1990,1100,13,2,,0
820171,1,1,2,1,2007,1300,13,2,80,0
820465,1,1,1,1,2000,1600,13,2,100,0
820465,2,2,1,1,1994,1500,13,2,90,0
820474,1,1,1,5,2000,620,13,2,,0
820645,1,1,1,1,1975,850,13,2,70,0
820718,1,1,2,1,2002,1100,13,2,90,0
820837,1,1,1,1,2003,1800,13,2,50,0
821170,1,1,1,1,1995,1790,13,2,80,0
821170,1,1,1,7,1988,110,13,2,,0
821170,2,2,1,1,1994,1200,13,2,90,0
821206,1,1,1,1,2005,900,13,2,60,0
821387,1,1,1,5,1993,110,13,2,,0
821489,1,1,1,5,2013,610,13,2,,0
821713,1,1,1,5,2013,550,13,2,,0
821770,1,1,1,1,2001,550,12,2,50,0
821770,1,1,1,5,2003,300,12,2,,0
821789,1,1,1,1,2006,950,12,2,80,0
821789,2,1,1,1,1979,1200,12,2,90,0
821852,1,1,1,3,2007,270,12,2,,0
821854,1,1,1,1,1999,1350,13,2,80,0
821854,2,1,1,4,2013,502,12,2,,0
821998,1,1,1,1,1963,700,13,2,50,0
821998,1,1,1,5,2007,300,13,2,,0
822033,1,1,2,1,1997,850,13,2,70,0
822033,2,2,1,1,2009,1100,13,2,70,0
822123,1,1,1,1,1997,1780,13,2,80,0
822151,1,1,1,1,1993,1200,13,2,70,0
822166,1,1,2,1,2000,1300,13,2,80,0
822166,2,2,2,1,2000,1200,13,2,80,0
822266,1,1,1,2,2008,520,13,2,,0
822266,2,1,1,4,1960,508,13,2,,0
822398,1,1,1,1,2007,900,13,2,70,0
822398,2,2,1,1,2014,500,13,2,70,0
822408,1,1,1,1,2002,900,13,2,95,0
822408,2,2,1,1,2010,470,13,2,80,0
822419,1,1,1,1,2001,700,13,2,80,0
822419,2,1,1,4,1996,1100,13,2,,0
822419,2,1,1,4,2014,540,13,2,,0
822589,1,1,1,1,1998,1290,13,2,80,0
822678,1,1,1,1,2004,1170,13,2,80,0
823053,1,1,1,5,2000,580,13,1,,160
