nquest,nord,INTPER,entepen,tipopen,decor,tpens,mesipen,arret,quotape,tarret
899540,1,1,6,1,2000,1100,13,2,70,0
899540,2,2,1,1,2002,520,13,2,70,0
899540,2,2,6,1,2002,130,13,2,70,0
899542,1,1,1,1,2010,480,13,2,40,0
899550,1,1,1,1,2008,1080,13,2,70,0
899550,2,2,1,1,2004,540,13,2,60,0
899551,1,1,1,1,1994,1600,13,2,80,0
899551,2,2,1,2,2007,210,13,2,,0
899561,1,1,1,1,2000,1400,13,2,80,0
899584,1,1,1,2,2000,360,12,2,,0
899584,2,1,1,1,1995,480,13,2,40,0
899585,1,1,1,1,2014,1832,13,2,90,0
899585,2,1,1,1,2011,1120,13,2,60,0
899591,1,1,1,3,1987,280,13,2,,0
899591,2,2,1,2,1992,448,13,2,,0
899592,1,1,1,1,2004,480,13,2,40,0
899592,2,2,1,1,2009,400,13,2,50,0
899594,2,1,1,1,2005,830,13,2,60,0
899594,3,1,6,1,2006,180,13,2,20,0
899595,1,1,1,1,1995,400,13,2,50,0
899595,1,1,1,5,2008,440,13,2,,0
899642,1,1,1,1,2008,1500,13,2,80,0
899645,1,1,1,1,1993,1450,13,2,72,0
899647,1,1,2,1,1993,800,13,2,45,0
899647,2,1,2,1,2005,2005,13,2,80,0
899664,1,1,1,1,2009,1800,13,2,60,0
899664,2,1,2,1,1995,1200,13,2,70,0
899666,1,1,1,1,1998,600,13,2,50,0
899666,1,1,1,5,1996,250,13,2,,0
899684,1,1,3,1,2002,1900,13,2,94,0
899687,1,1,1,1,2007,1500,13,2,90,0
899689,1,1,3,2,2008,620,13,2,,0
899698,1,1,1,5,1998,1000,13,2,,0
899706,1,1,1,1,2008,2000,13,2,90,0
899707,1,1,1,1,2009,1100,13,2,90,0
899711,1,1,1,2,1990,450,12,2,,0
899711,2,2,1,3,2007,400,12,2,,0
899716,1,1,1,1,2014,750,6,2,85,0
899716,1,1,1,3,2005,420,12,2,,0
899739,1,1,1,5,1990,486,13,2,,0
899741,2,1,1,1,2003,980,13,2,90,0
899742,1,1,2,1,1999,2870,13,2,100,0
899753,1,1,1,5,2008,480,13,2,,0
899755,1,,6,1,1989,580,13,2,99,0
899786,1,1,1,1,2009,2800,13,2,80,0
899788,1,1,1,1,1990,700,13,2,90,0
899800,1,1,1,5,2000,700,13,2,,0
899801,1,1,1,1,2008,780,13,2,80,0
899814,1,1,1,5,2001,700,13,2,,0
899836,2,1,1,1,1993,1000,13,2,60,0
899841,1,1,1,5,1992,720,13,2,,0
899894,1,1,1,1,1989,1700,13,2,100,0
899894,2,2,1,1,1998,1600,13,2,100,0
899895,2,1,1,1,1994,800,13,2,70,0
899899,1,1,1,5,1989,500,13,2,,0
899902,1,1,1,1,1999,700,13,2,50,0
899902,1,1,1,5,2011,102,13,2,,0
899907,1,1,1,1,1999,1700,13,2,80,0
899910,1,1,1,1,2001,1200,13,2,70,0
899910,2,2,1,1,2002,1300,13,2,70,0
899915,1,1,1,1,2014,1868,13,2,100,0
899920,4,1,1,4,2010,560,12,2,,0
899922,1,1,1,1,1998,970,13,2,80,0
899934,2,1,1,1,2001,2200,13,2,70,0
899940,1,1,1,1,2012,3900,13,2,70,0
899956,1,1,1,1,2005,1700,13,2,10,0
899971,1,1,1,5,2003,600,13,2,,0
899972,2,1,1,4,2009,700,12,2,,0
899998,1,1,1,5,1981,750,13,2,,0
899999,2,1,1,1,2005,920,13,2,60,0
900001,1,1,1,1,2001,800,13,2,60,0
900045,2,1,1,1,2014,900,13,2,60,0
900046,1,1,1,1,2005,496,13,2,80,0
900054,1,1,1,1,2011,1600,13,2,100,0
900062,1,1,1,1,1961,500,13,2,70,0
900062,2,2,1,2,2006,300,13,2,,0
900080,1,1,1,1,2003,1650,13,2,90,0
900094,1,1,1,1,2000,1000,13,2,70,0
900095,1,1,1,5,2004,900,13,2,,0
900096,1,1,1,1,2005,1300,13,2,80,0
900096,2,2,1,1,1980,1100,13,2,80,0
900101,1,1,1,1,1995,1400,13,2,70,0
900101,2,2,1,1,2008,1100,13,2,80,0
900102,1,1,1,1,1990,1500,13,2,90,0
900102,1,1,1,5,2003,420,13,2,,0
900103,1,1,3,1,1990,1740,13,2,100,0
900154,1,1,1,1,2000,940,13,2,80,0
900154,1,1,1,5,2013,300,13,2,,0
900159,1,1,1,5,1977,620,13,2,,0
900159,2,1,1,4,2009,290,13,2,,0
900161,1,1,1,1,2003,1250,13,2,80,0
900194,1,1,1,1,2012,900,13,2,80,0
900202,1,1,1,1,1997,1300,13,2,100,0
900203,1,1,2,1,1985,930,13,2,60,0
900211,1,1,1,1,1996,1140,13,2,70,0
900211,1,1,1,5,1996,300,13,2,,0
900213,1,1,1,1,2005,1400,13,2,70,0
900216,1,1,1,1,2001,1000,13,2,70,0
900216,2,1,1,1,1983,500,13,2,70,0
900224,2,2,1,1,1989,1200,13,2,50,0
900245,1,1,1,5,2013,1500,13,2,,0
900248,1,1,1,1,2004,600,13,2,70,0
900257,1,1,1,1,1999,1000,13,2,80,0
900261,1,1,1,5,2010,1200,13,2,,0
900273,1,1,1,1,2001,880,13,2,80,0
900273,2,2,1,2,2005,630,13,2,,0
900275,1,1,1,5,2014,800,13,2,,0
900277,1,1,1,1,1995,300,13,2,70,0
900277,1,1,1,5,2002,700,13,2,,0
900290,1,1,1,1,2007,3070,13,2,70,0
900295,1,1,1,1,2004,1730,13,2,75,0
900300,1,1,1,1,1997,1290,13,2,90,0
900301,1,1,1,1,2003,3500,13,2,75,0
900328,1,1,1,1,2007,2200,13,2,40,0
900334,1,1,1,5,2003,500,13,2,,0
900339,1,1,1,5,1997,600,12,2,,0
900342,1,1,1,1,1991,700,13,2,75,0
900342,2,1,1,1,1991,2500,13,2,75,0
900354,1,1,1,1,2000,4500,13,2,75,0
900359,1,1,1,1,2001,1350,13,2,80,0
900359,2,2,1,1,2011,3300,13,2,70,0
900364,2,1,1,1,1984,1000,13,2,80,0
900495,1,1,1,1,2010,830,13,2,80,0
900496,1,1,1,5,2006,600,13,2,,0
900499,1,1,1,5,2008,600,13,2,,0
900501,1,1,1,5,1995,700,13,2,,0
900502,1,1,1,1,2005,480,13,2,90,0
900504,1,1,1,4,2005,250,12,2,,0
900504,1,1,1,5,2012,650,13,2,,0
900530,1,1,1,1,2004,760,13,2,50,0
900549,1,1,1,1,1989,1200,13,2,80,0
900549,2,1,1,1,1997,500,13,2,40,0
900549,3,3,1,3,2001,450,12,1,,700
900554,1,1,1,1,1997,1100,13,2,60,0
900554,1,1,1,5,1997,700,13,2,,0
900559,1,1,1,1,1997,1200,13,2,69,0
900559,2,1,1,1,2001,950,13,2,63,0
900562,1,1,1,1,2003,1400,13,2,90,0
900562,2,1,1,1,2014,900,13,2,70,0
900579,1,1,1,3,2014,500,13,2,,0
900597,2,1,1,1,1976,470,13,2,50,0
900597,2,1,1,4,1984,141,12,2,,0
900597,2,1,2,5,1984,741,13,2,,0
900605,2,2,1,1,2011,800,13,2,80,0
900614,1,1,4,4,1975,285,12,2,,0
900614,2,2,1,1,2010,960,13,2,60,0
900618,1,1,1,1,1996,600,13,2,50,0
900618,2,2,1,1,1995,490,13,2,50,0
900643,1,1,1,1,1978,760,13,2,50,0
900645,1,1,1,4,1990,340,12,2,,0
900645,2,2,1,1,1998,470,13,2,60,0
900645,2,2,1,3,2012,500,13,1,,4000
900648,1,1,1,1,1992,1800,13,2,80,0
900648,2,1,1,4,1998,800,13,2,,0
900649,1,1,1,1,1998,1030,13,2,65,0
900649,1,1,4,4,1998,180,12,2,,0
900654,1,1,1,5,1997,600,13,2,,0
900655,1,1,1,2,2002,638,13,2,,0
900655,2,2,1,4,1991,300,12,2,,0
900655,2,2,1,5,1995,580,13,2,,0
900657,1,1,1,1,2005,900,13,2,90,0
900658,1,1,1,5,2006,600,13,2,,0
900659,1,1,1,5,2008,440,12,2,,0
900659,2,1,1,4,1972,250,12,1,,500
900661,1,1,1,1,2011,2000,13,2,40,0
900667,1,1,1,1,2010,1650,13,2,65,0
900681,1,1,1,1,1998,644,13,2,40,0
900681,2,1,1,4,1992,280,13,2,,0
900705,1,1,1,1,2001,1000,13,2,75,0
900705,2,1,1,1,1995,1100,13,2,80,0
900708,1,1,1,5,2001,1100,13,2,,0
900709,1,1,1,1,2000,750,13,2,70,0
900709,2,1,1,1,2000,250,13,2,40,0
900711,1,1,1,5,2014,800,13,2,,0
900715,1,1,1,1,2001,600,13,2,70,0
900718,1,1,1,1,1987,1000,13,2,70,0
900719,1,1,1,1,1987,600,13,2,75,0
900719,1,1,1,5,2001,620,13,2,,0
900723,1,1,1,1,1982,1000,13,2,70,0
900763,1,1,1,5,1993,700,13,2,,0
900796,1,1,1,1,1995,1500,13,2,100,0
900796,2,1,1,1,1994,1600,13,2,80,0
900798,1,1,1,1,1993,1050,13,2,60,0
900798,2,2,1,1,1992,500,13,2,40,0
900800,2,1,1,5,2013,1100,13,2,,0
900805,1,1,1,5,1975,720,13,2,,0
900805,2,1,1,1,1995,1400,13,2,80,0
900808,2,1,1,5,2005,500,13,2,,0
900812,1,1,1,5,2002,1200,13,2,,0
900852,1,1,1,1,2010,1800,13,2,30,0
900852,2,1,1,1,1990,700,13,2,50,0
900854,1,1,1,2,2010,300,13,2,,0
900854,2,3,1,1,2005,1000,13,2,20,0
900856,2,1,1,1,1993,500,13,2,20,0
900856,3,1,1,2,1999,400,13,2,,0
900857,3,1,1,3,1987,700,12,2,,0
900863,1,1,1,4,2011,700,13,2,,0
900876,4,1,1,3,2007,500,12,2,,0
900894,1,1,1,1,1974,700,13,2,60,0
900894,1,1,1,3,1983,600,13,2,,0
900894,2,1,1,1,1990,600,13,2,80,0
900895,1,1,1,1,1988,1500,13,2,100,0
900901,2,1,1,4,2008,250,13,2,,0
900902,2,1,1,5,1985,600,13,2,,0
900903,1,1,1,1,2011,1400,13,2,50,0
900908,1,1,1,1,2000,2000,13,2,80,0
900908,2,1,1,1,1998,3000,13,2,90,0
900909,1,1,1,1,1995,480,13,2,80,0
900909,1,1,1,5,2000,400,13,2,,0
900916,1,1,1,1,1988,500,13,2,70,0
900916,2,1,1,1,1990,550,13,2,80,0
900944,1,1,1,1,2008,200,13,2,40,0
900944,2,1,1,1,2006,1800,13,2,85,0
900945,1,1,1,2,2013,500,13,2,,0
900945,2,1,1,1,1999,1000,13,2,70,0
900946,1,1,1,1,1998,1300,13,2,75,0
900948,1,1,1,1,2006,480,13,2,60,0
900948,2,1,1,1,2004,1400,13,2,85,0
900949,1,1,1,1,2002,950,13,2,80,0
900952,1,1,1,1,2000,600,13,2,65,0
900952,2,1,1,1,2002,1400,13,2,80,0
900955,1,1,1,1,1993,700,13,2,60,0
900962,1,1,1,1,2004,1200,13,2,80,0
900962,2,1,1,1,2006,800,13,2,75,0
900995,1,1,1,1,2008,1100,12,2,70,0
901003,1,1,1,2,2004,280,12,2,,0
901003,1,1,6,1,2006,120,12,2,,0
901004,1,1,1,1,1993,900,12,2,90,0
901048,1,1,1,3,2008,400,13,2,,0
901048,1,1,1,5,1990,600,13,2,,0
901051,1,1,1,1,1989,700,13,2,80,0
901052,1,1,1,1,2007,1700,13,2,80,0
901052,3,1,1,5,1996,600,13,2,,0
901057,2,1,1,5,2013,700,13,2,,0
901061,1,1,1,1,2000,550,13,2,70,0
901061,2,2,1,1,2005,480,13,2,80,0
901068,1,1,1,1,1974,600,13,2,80,0
901068,1,1,1,3,2013,400,12,2,,0
901068,1,1,1,5,2007,300,13,2,,0
901073,1,1,1,1,2003,1150,13,2,50,0
901083,1,1,1,1,2001,500,13,2,50,0
901083,1,1,1,5,2003,400,13,2,,0
901083,1,1,6,1,2001,500,13,2,50,0
901097,1,1,1,1,1988,1196,13,2,90,0
901097,2,1,1,1,2008,1470,13,2,90,0
901097,2,1,5,1,2010,405,12,2,80,0
901099,1,1,2,5,2008,720,13,2,,0
901099,2,2,1,1,1985,500,13,2,80,0
901099,2,2,1,5,2003,400,13,2,,0
901177,3,1,1,4,2010,400,12,2,,0
901198,1,1,1,1,1989,915,13,2,70,0
901200,2,2,1,1,2012,1200,13,2,80,0
901204,1,1,1,1,1997,1000,13,2,75,0
901204,1,1,1,5,2010,200,13,2,,0
901210,1,1,1,1,1990,1100,13,2,70,0
901210,2,1,1,4,2002,400,13,2,,0
901212,1,1,1,1,1996,900,13,2,70,0
901212,2,1,1,1,1986,1400,13,2,70,0
901259,1,1,1,3,1970,300,12,2,,0
901259,1,1,1,5,1999,700,13,2,,0
901263,1,1,1,1,2010,500,13,2,80,0
901263,2,1,1,1,2005,1100,13,2,80,0
901265,1,1,1,1,1992,450,13,2,90,0
901265,1,1,1,5,2009,700,13,2,,0
901294,1,1,1,1,1984,,13,2,50,0
901294,1,1,1,5,2000,700,13,2,,0
901304,5,1,1,1,2013,600,13,2,80,0
901304,5,1,1,5,2005,420,13,2,,0
901315,1,1,1,1,1992,850,13,2,80,0
901315,2,2,1,1,2006,615,13,2,60,0
901316,1,1,1,1,2008,600,13,2,50,0
901316,2,2,1,1,2013,880,13,2,80,0
901345,1,1,1,5,2009,1200,13,2,,0
901350,1,1,1,5,2000,545,13,2,,0
901352,1,1,1,1,1978,750,13,2,90,0
901398,1,1,1,1,2012,970,13,2,80,0
901400,1,1,1,1,2011,1397,13,2,80,0
901401,1,1,1,1,1968,600,13,2,80,0
901402,2,2,1,1,2014,1600,13,2,80,0
901403,2,1,1,1,1985,700,13,2,60,0
901403,3,1,1,7,1990,400,13,2,,0
901407,1,1,1,1,1999,800,13,2,50,0
901409,1,1,1,2,1986,400,13,2,,0
901409,1,1,1,5,2013,600,13,2,,0
901411,1,1,1,1,2004,1000,13,2,85,0
901411,2,1,1,1,1994,1110,13,2,80,0
901412,1,1,1,1,1990,645,13,2,80,0
901444,1,1,1,1,2005,1500,13,2,60,0
901445,1,1,1,1,1979,1800,13,2,70,0
901445,2,1,1,1,1977,1970,13,2,80,0
901448,1,1,1,2,1985,480,13,2,,0
901449,1,1,1,5,1985,500,13,2,,0
901453,1,1,2,1,1985,1800,13,2,70,0
901454,1,1,1,2,1989,500,13,2,,0
901461,1,1,1,1,1989,1400,13,2,80,0
901461,2,1,1,1,1989,1380,13,2,80,0
901467,1,1,1,1,2009,1400,13,2,80,0
901467,2,2,1,1,2001,500,13,2,30,0
901471,1,1,1,1,2007,1200,13,2,60,0
901481,5,1,1,4,2010,700,13,2,,0
901481,5,1,1,5,2009,520,13,2,,0
901485,1,1,1,1,1995,1000,13,2,80,0
901485,2,1,1,2,1995,500,13,2,,0
901487,6,1,1,3,2008,500,13,2,,0
901494,1,1,1,1,1976,1000,13,2,70,0
901496,1,1,1,1,1995,1000,13,2,90,0
901497,1,1,1,1,2001,560,13,2,60,0
901497,2,1,1,3,2005,270,13,2,,0
901498,2,1,1,3,1968,800,13,2,,0
901501,1,1,1,5,2003,800,13,2,,0
901505,1,1,1,5,1988,1000,13,2,,0
901506,2,1,1,5,2005,480,13,2,,0
901511,4,1,1,5,1997,700,13,2,,0
901515,1,1,1,1,1998,3500,13,2,80,0
901515,2,1,1,1,1999,1400,13,2,80,0
901515,3,1,1,3,1986,760,13,2,,0
901516,1,1,1,5,2008,950,13,2,,0
901521,5,5,1,5,1989,575,13,2,,0
901523,2,1,1,1,2009,1160,13,2,70,0
901525,1,1,2,1,1993,700,13,2,30,0
901531,1,1,1,1,2000,1600,13,2,80,0
901533,1,1,1,1,2012,900,13,2,70,0
901533,2,2,1,2,2014,,13,2,,0
901556,2,2,1,1,2005,1700,13,2,70,0
901574,2,2,1,2,2006,630,13,2,,0
901586,1,1,1,5,2011,860,13,2,,0
901595,1,1,1,3,2000,280,13,2,,0
901599,1,1,1,1,2012,650,13,2,60,0
901602,1,1,1,3,2008,1050,13,2,,0
901608,3,1,1,1,1993,520,13,2,50,0
901612,1,1,1,4,2014,290,13,1,,4000
901612,2,1,1,4,2004,280,13,2,,0
901623,1,1,1,1,2008,800,13,2,60,0
901746,1,1,1,2,1999,500,13,2,,0
901746,2,2,1,2,2000,260,13,2,,0
901747,1,1,1,5,1998,700,13,2,,0
901751,1,1,1,1,1995,900,13,2,80,0
901752,1,1,1,5,2009,900,13,2,,0
901754,1,1,1,1,2008,2800,13,2,100,0
901756,1,1,1,1,2002,1200,13,2,70,0
901756,2,2,1,1,2004,500,13,2,70,0
901757,1,1,1,5,1995,1300,13,2,,0
901762,1,1,1,1,1995,480,13,2,60,0
901765,1,1,1,5,2000,800,13,2,,0
901768,1,1,1,3,1996,800,13,2,,0
901799,1,1,1,5,2011,1000,13,2,,0
901800,1,1,1,5,1997,800,13,2,,0
901802,1,1,1,5,2014,900,13,2,,0
901853,1,1,1,1,1999,1500,13,2,90,0
901853,2,2,1,1,1974,400,13,2,50,0
901853,2,2,1,4,2012,900,13,2,,0
901855,1,1,1,1,2010,1500,13,2,80,0
901857,1,1,1,1,2013,1400,13,2,85,0
901859,1,1,1,1,2004,1600,13,2,80,0
901899,1,1,2,1,2000,700,13,2,70,0
901908,1,1,1,1,2007,500,13,2,50,0
901947,1,1,1,1,2011,830,13,2,70,0
901947,2,1,1,1,2010,1030,13,2,60,0
901950,1,1,1,1,1998,1600,13,2,90,0
901950,2,1,1,1,2002,400,13,2,30,0
901952,1,1,1,5,2014,900,13,2,,0
901955,1,1,1,3,1994,440,13,2,,0
901955,2,2,1,2,1994,440,13,2,,0
901957,2,1,1,1,2003,1100,13,2,90,0
901958,1,1,1,1,2006,560,13,2,70,0
901960,1,1,1,1,2002,560,13,2,80,0
901960,2,1,1,1,2004,630,13,2,70,0
901961,1,1,1,1,1987,1600,13,2,100,0
901962,1,1,1,5,2007,600,13,2,,0
901963,1,1,1,5,2011,750,13,2,,0
901965,2,1,1,1,1991,670,13,2,40,0
901968,1,1,1,1,2001,420,13,2,70,0
901968,2,1,1,1,1994,1300,13,2,90,0
901972,2,2,1,1,1998,1000,13,2,70,0
901977,2,1,1,1,1997,480,13,2,70,0
901977,2,1,1,5,2009,410,13,2,,0
901994,1,1,1,4,1990,580,13,2,,0
902002,1,1,1,1,1989,1000,13,2,100,0
902002,1,1,1,5,2005,200,13,2,,0
902006,1,1,1,5,1996,550,13,2,,0
902008,1,1,1,5,2005,663,13,2,,0
902009,1,1,1,1,2005,1000,13,2,90,0
902010,1,1,1,1,2006,2000,13,2,100,0
902011,1,1,1,1,2000,1500,13,2,70,0
902017,1,1,1,1,1996,1800,13,2,100,0
902021,1,1,1,1,1996,1600,13,2,90,0
902021,2,2,1,1,2003,110,13,2,50,0
902021,3,2,1,4,1989,280,13,2,,0
902023,1,1,1,2,2014,440,13,1,,1800
902025,1,1,1,3,2014,289,13,1,,2400
902026,1,1,1,1,2012,1500,13,2,80,0
902046,1,1,2,1,1993,1600,13,2,80,0
902048,1,1,1,1,1994,2900,13,2,70,0
902049,1,1,1,1,2011,2800,13,2,80,0
902050,1,1,1,1,1983,1230,13,2,75,0
902050,2,1,1,1,1986,1050,13,2,70,0
902052,1,1,1,1,1990,2100,13,2,70,0
902054,1,1,1,1,1999,950,12,2,70,0
902061,1,1,1,1,2002,2800,13,2,70,0
902061,2,1,2,1,1983,1000,13,2,70,0
902063,1,1,2,1,1993,1400,13,2,80,0
902064,1,1,1,1,2008,1280,13,2,70,0
902065,2,1,1,1,2002,1300,13,2,70,0
902102,1,1,1,1,1994,1100,13,2,80,0
902102,2,1,1,1,1996,980,13,2,80,0
902102,2,1,1,4,2010,720,12,2,,0
902104,1,1,1,7,2006,701,13,2,,0
902104,2,1,1,1,2004,1120,13,2,80,0
902108,3,1,1,1,1995,550,13,2,70,0
902108,3,1,1,5,2013,420,13,2,,0
902110,1,1,1,1,1994,920,13,2,80,0
902110,2,1,1,1,1998,725,13,2,60,0
902118,1,1,1,5,2013,1100,13,2,,0
902130,1,1,1,5,2004,890,13,2,,0
902145,1,1,1,5,2013,830,13,2,,0
902146,1,1,2,1,1996,1450,13,2,60,0
902146,2,1,1,1,2000,690,13,2,60,0
902150,1,1,1,5,2001,840,13,2,,0
902156,1,1,1,1,1997,1250,13,2,70,0
902156,2,2,1,4,2010,275,13,2,,0
902157,2,1,1,5,1986,978,13,2,,0
902165,1,1,1,1,1998,1280,13,2,60,0
902196,1,1,1,1,1997,300,13,2,60,0
902196,1,1,1,5,1997,500,13,2,,0
902197,1,1,1,1,1979,550,13,2,60,0
902197,1,1,1,5,1997,400,13,2,,0
902202,1,1,1,1,2001,650,13,2,100,0
902202,2,1,1,1,1990,1400,13,2,80,0
902205,1,1,1,1,2008,1750,13,2,96,0
902206,2,1,1,1,2002,1100,13,2,80,0
902206,3,1,1,4,2005,285,13,2,,0
902207,1,1,1,1,1988,450,13,2,50,0
902207,1,1,1,5,1982,350,13,2,,0
902211,1,1,1,1,1996,1200,13,2,80,0
902214,1,1,1,1,1995,1188,13,2,80,0
902214,2,2,1,1,2007,436,14,2,60,0
902247,1,1,1,1,2000,1400,13,2,80,0
902252,1,1,1,1,2008,1400,13,2,80,0
902268,2,1,1,1,2000,900,13,2,80,0
902269,1,1,1,1,1999,1200,13,2,90,0
902269,2,1,1,3,2000,600,13,2,,0
902281,1,1,1,1,1998,2000,13,2,90,0
902281,2,1,1,3,1994,700,13,2,,0
902298,5,1,1,2,1989,600,13,2,,0
902304,1,1,1,1,1981,580,13,1,50,100
902304,1,1,3,3,1999,900,13,2,,0
902304,2,2,1,1,2009,560,13,2,50,0
902309,1,1,1,5,2002,1170,13,2,,0
902313,2,1,1,1,2007,600,13,2,70,0
902346,1,1,1,1,1996,1800,13,2,80,0
902347,1,1,1,1,1982,500,13,2,80,0
902347,2,1,1,2,1992,497,13,2,,0
902347,2,1,1,3,2010,500,13,2,,0
902351,1,1,1,1,1998,1200,13,2,100,0
902351,1,1,1,3,1996,780,13,2,,0
902394,1,1,1,1,1993,1100,13,2,100,0
902394,2,2,1,1,1975,900,13,2,80,0
902396,1,1,1,1,2004,500,13,2,70,0
902396,2,1,1,1,2002,850,13,2,80,0
902400,1,1,1,1,2005,1100,13,2,95,0
902400,1,1,1,5,2011,500,13,2,,0
902403,1,1,1,1,2001,2700,13,2,80,0
902407,1,1,1,1,1984,1200,13,2,95,0
902407,1,1,1,5,2002,500,13,2,,0
902411,1,1,1,1,1982,850,13,2,80,0
902411,1,1,1,5,1989,450,13,2,,0
902413,1,1,1,1,1991,1100,13,2,80,0
902413,2,1,1,1,2005,1070,13,2,80,0
902413,4,1,1,4,1999,120,13,2,,0
902417,2,1,1,1,2007,2000,13,2,75,0
902448,1,1,1,1,2007,1700,13,2,80,0
902448,2,1,1,1,2004,720,13,2,50,0
902454,1,1,1,5,1977,580,14,2,,0
902468,1,1,1,5,1990,1100,13,2,,0
902497,1,1,1,1,2008,980,13,2,80,0
902497,2,2,1,1,2008,768,13,2,70,0
902499,1,1,1,3,2006,487,12,2,,0
902499,4,4,1,3,2008,487,12,2,,0
902501,1,1,3,1,2000,1090,13,2,80,0
902502,1,1,1,1,1990,789,12,2,70,0
902511,2,1,1,1,1988,640,13,2,80,0
902511,2,1,1,5,1978,430,13,2,,0
902548,1,1,1,5,2004,1300,13,2,,0
902549,1,1,2,1,2012,1300,13,2,90,0
902550,1,1,1,5,1986,620,13,2,,0
902550,2,1,1,3,1980,300,13,2,,0
902557,1,1,1,1,2000,1100,13,2,95,0
902558,1,1,1,4,1985,280,13,2,,0
902560,1,1,1,1,2009,1400,13,2,90,0
902560,2,1,2,1,2006,1500,13,2,90,0
902563,1,1,1,5,1984,700,13,2,,0
902569,1,1,1,1,2002,700,13,2,80,0
902572,2,1,1,1,2008,560,13,2,50,0
902580,1,1,1,1,1999,550,13,2,60,0
902580,2,2,1,2,2006,490,13,2,,0
902581,1,1,1,1,2000,499,13,2,80,0
902601,1,1,1,2,2004,480,13,2,,0
902601,2,2,1,2,1999,520,13,2,,0
902602,1,1,1,1,1980,1368,13,2,80,0
902602,2,1,2,1,1992,1500,13,2,80,0
902604,2,1,1,1,1990,1300,13,2,75,0
902605,1,1,1,1,1999,750,13,2,60,0
902605,2,2,1,3,2000,275,13,2,,0
902608,2,1,1,3,2010,270,13,2,,0
902612,1,1,1,5,2007,750,13,2,,0
902621,2,1,1,4,2003,940,13,2,,0
902621,3,1,1,4,1985,740,13,2,,0
902630,4,1,1,5,1990,600,13,2,,0
902633,1,1,1,1,2008,612,13,2,65,0
902641,1,1,1,1,2002,820,13,2,80,0
902643,2,1,1,1,1995,670,13,2,60,0
902644,2,1,1,2,2014,450,13,2,,0
902669,1,1,1,1,2010,1730,13,2,85,0
902673,1,1,1,2,2007,278,13,2,,0
902674,2,1,3,1,1999,900,13,2,70,0
902677,1,1,3,1,2005,1600,13,2,80,0
902682,2,1,1,1,2010,900,13,2,70,0
902689,1,1,1,4,2013,290,13,2,,0
902749,6,1,1,2,2013,290,13,2,,0
902750,1,1,1,3,2002,290,13,2,,0
902772,1,1,1,2,2013,440,13,2,,0
902784,1,1,2,1,2002,1900,13,2,80,0
902835,1,1,1,1,2007,590,13,2,60,0
902845,1,1,1,1,1992,490,13,2,80,0
902845,1,1,1,5,2014,250,13,2,,0
902847,2,1,1,1,1999,2300,13,2,90,0
902847,3,1,1,1,2004,1200,13,2,80,0
902889,1,1,1,1,2002,2000,13,2,90,0
902889,1,1,1,5,1995,500,13,2,,0
902896,2,1,1,1,1995,1080,13,2,90,0
902897,1,1,1,1,2003,1050,13,2,70,0
902916,4,4,1,5,1985,600,13,2,,0
902917,1,1,1,1,2005,800,13,2,70,0
902944,1,1,1,1,2010,2100,13,2,80,0
902945,1,1,1,1,2003,690,13,2,90,0
902947,1,1,1,5,2003,640,13,2,,0
902948,1,1,1,1,2010,900,13,2,70,0
902949,1,1,1,1,1990,510,13,2,80,0
902949,2,2,1,2,1995,510,13,2,,0
902951,1,1,1,2,1998,520,13,2,,0
902951,1,1,1,5,2012,480,13,2,,0
902952,1,1,1,1,1980,1300,13,2,80,0
902952,1,1,1,5,2013,510,13,2,,0
902953,1,1,1,1,2006,1300,13,2,80,0
902955,1,1,1,1,2005,900,13,2,70,0
902955,2,2,1,1,2008,600,13,2,70,0
902955,3,3,1,3,1966,520,13,2,,0
902955,4,4,1,1,1994,620,13,2,80,0
902956,1,1,1,1,2000,670,13,2,80,0
903005,1,1,1,1,1996,1350,13,2,90,0
903005,2,1,1,1,2004,380,13,2,80,0
903015,1,1,1,1,1993,2200,13,2,95,0
903046,1,1,1,5,2013,600,13,2,,0
903052,1,1,1,1,2000,730,13,2,100,0
903070,1,1,1,1,1999,730,13,2,100,0
903071,1,1,1,5,1992,490,13,2,,0
903077,1,1,1,5,2000,860,13,2,,0
903085,1,1,1,5,1968,600,13,2,,0
903087,1,1,1,5,2001,780,13,2,,0
903101,1,1,1,5,2010,626,13,2,,0
903103,2,1,1,1,1997,550,13,2,50,0
903110,1,1,1,1,1993,1600,13,2,90,0
903146,1,1,1,1,2002,700,13,2,90,0
903151,1,1,1,1,1992,972,13,2,75,0
903151,2,2,1,1,2012,1137,13,2,80,0
903157,1,1,1,1,2003,1711,13,2,80,0
903157,2,1,1,1,2007,3900,13,2,80,0
903160,1,1,1,1,1985,400,13,2,70,0
903160,2,1,1,1,2000,1900,13,2,70,0
903163,2,2,1,1,2014,2000,5,2,90,0
903165,1,1,1,1,2005,1200,13,2,70,0
903194,1,1,1,5,2009,450,14,2,,0
903195,1,1,1,1,2008,800,13,2,60,0
903202,1,1,1,1,1998,800,13,2,70,0
903202,1,1,1,3,1985,130,13,2,,0
903202,2,2,1,1,1998,500,14,2,70,0
903204,1,1,1,1,1999,1000,13,2,90,0
903204,2,1,1,1,2009,3900,13,2,95,0
903204,2,1,5,1,1999,175,12,2,100,0
903207,1,1,1,1,2003,1200,13,2,90,0
903207,2,1,1,1,2004,1500,13,2,80,0
