nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
511419,1,2,1,1921,1,,4,4,,,,,,,,,15,3,16,1,,,18,3,18,1,93,5,6,3,5,1,1,1,3,4,2,0.9678342106,
511424,1,2,1,1945,1,,1,2,,,,,,,,,13,,,1,,,18,3,18,2,69,5,7,3,5,0,1,0,3,4,2,0.9539281969,
511424,2,1,2,1941,1,,1,2,,,,,,,,,15,1,8,2,,,18,3,18,2,73,5,6,3,5,1,1,1,3,4,2,0.9539281969,
511431,1,2,1,1938,1,,1,3,,,,,,,,,15,2,17,1,,,18,3,18,2,76,5,6,3,5,1,1,1,3,4,2,0.927649215,
511431,2,1,2,1938,1,,1,3,,,,,,,,,12,8,3,2,,,18,3,18,2,76,5,7,3,5,0,1,0,3,4,2,0.927649215,
511435,1,1,1,1935,1,,1,2,,,,,,,,,15,1,6,1,,,18,3,18,2,79,5,6,3,5,1,2,1,3,4,2,0.927649215,
511435,2,2,2,1936,1,,1,2,,,,,,,,,16,,,2,,,18,3,18,2,78,5,6,3,5,1,2,0,3,4,2,0.927649215,
511438,1,2,1,1923,1,,2,2,,,,,,,,,16,,,1,,,18,3,18,1,91,5,6,3,5,1,1,1,3,4,2,0.9678342106,
511443,1,2,1,1957,1,,4,3,,,,,,,,,16,,,1,,,19,3,19,3,57,4,6,3,5,1,1,1,3,5,2,0.2999924064,
511443,2,1,7,1983,1,,2,5,,76,100,2001,3,2,0,,11,,,2,,,19,3,19,3,31,1,7,3,5,0,1,0,3,5,2,0.2999924064,
511443,3,2,7,1986,1,,2,5,,72,100,2005,2,1,0,,17,,,3,,,19,3,19,3,28,1,7,3,5,0,1,0,3,5,2,0.2999924064,
511451,1,2,1,1952,1,,2,3,,,,,,,,,13,,,1,,,19,3,19,4,62,4,7,3,5,0,1,0,3,5,2,0.2297765423,
511451,2,1,3,1946,1,,2,3,,,,,,,,,15,8,7,2,,,19,3,19,4,68,5,6,3,5,1,1,1,3,5,2,0.2297765423,
511451,3,1,6,1990,1,,2,5,,80,100,2008,3,2,0,,11,,,3,,,19,3,19,4,24,1,7,3,5,0,1,0,3,5,2,0.2297765423,
511451,4,1,6,1992,1,,2,5,,75,100,2010,5,2,0,,11,,,4,,,19,3,19,4,22,1,7,3,5,0,1,0,3,5,2,0.2297765423,
511474,1,1,1,1957,1,,1,6,10,98,100,1978,2,,0,,3,,16,1,,,19,3,19,7,57,4,2,1,3,1,1,1,3,5,2,0.2779559895,2.6
511474,2,2,2,1963,1,,1,5,,42,60,1983,5,2,0,,13,,,2,,,19,3,19,7,51,3,7,3,5,0,1,0,3,5,2,0.2779559895,
511474,3,1,6,1985,1,,2,5,,36,60,2003,2,2,0,,11,,,3,,,19,3,19,7,29,1,7,3,5,0,1,0,3,5,2,0.2779559895,
511474,4,2,6,1986,1,,2,5,,36,60,2004,2,2,0,,11,,,4,,,19,3,19,7,28,1,7,3,5,0,1,0,3,5,2,0.2779559895,
511474,5,1,6,1994,1,,2,3,,,,,,,,,17,,,5,,,19,3,19,7,20,1,7,3,5,0,1,0,3,5,2,0.2779559895,
511474,6,1,9,2009,1,,2,1,,,,,,,,,18,,,97,2,2013,19,3,19,7,5,1,7,3,5,0,1,0,3,5,2,0.2779559895,
511474,7,1,9,2013,1,,2,1,,,,,,,,,18,,,98,,,19,3,19,7,1,1,7,3,5,0,1,0,3,5,2,0.2779559895,
511489,1,2,1,1959,1,,1,3,,,,,,,,,13,,,1,,,19,3,19,5,55,4,7,3,5,0,3,0,3,5,2,0.2478359316,
511489,2,1,2,1954,1,,1,2,,,,,,,,,1,,7,2,,,19,3,19,5,60,4,1,1,4,1,3,1,3,5,2,0.2478359316,6.3
511489,3,2,6,1980,1,,2,4,,,,,,,,,1,,7,3,,,19,3,19,5,34,1,1,1,4,1,3,0,3,5,2,0.2478359316,5.1
511489,4,1,6,1981,1,,2,5,,72,100,2000,2,2,0,,1,,19,4,,,19,3,19,5,33,1,1,1,4,1,3,0,3,5,2,0.2478359316,6.2
511489,5,2,6,1988,1,,2,3,,,,,,,,,11,,,5,,,19,3,19,5,26,1,7,3,5,0,3,0,3,5,2,0.2478359316,
511491,1,2,1,1939,1,,4,1,,,,,,,,,16,,,1,,,19,3,19,2,75,5,6,3,5,1,2,1,3,5,2,0.2834827936,
511491,2,1,7,1977,1,,2,3,,,,,,,,,16,,,2,,,19,3,19,2,37,2,6,3,5,1,2,0,3,5,2,0.2834827936,
511494,1,1,1,1936,1,,1,1,,,,,,,,,15,8,7,1,,,19,3,19,2,78,5,6,3,5,1,1,1,3,5,2,0.2068414378,
511494,2,2,2,1943,1,,1,1,,,,,,,,,13,,,2,,,19,3,19,2,71,5,7,3,5,0,1,0,3,5,2,0.2068414378,
511495,1,1,1,1951,1,,1,1,,,,,,,,,15,1,1,1,,,19,3,19,2,63,4,6,3,5,1,1,1,3,5,2,0.1936735529,
511495,2,2,2,1958,1,,1,2,,,,,,,,,13,,,2,,,19,3,19,2,56,4,7,3,5,0,1,0,3,5,2,0.1936735529,
511500,1,1,1,1931,1,,1,2,,,,,,,,,15,1,8,1,,,19,3,19,2,83,5,6,3,5,1,1,1,3,5,2,0.2127009613,
511500,2,2,2,1937,1,,1,2,,,,,,,,,13,,,2,,,19,3,19,2,77,5,7,3,5,0,1,0,3,5,2,0.2127009613,
511501,1,1,1,1933,1,,1,3,,,,,,,,,15,2,19,1,,,19,3,19,2,81,5,6,3,5,1,1,1,3,5,2,0.2068414378,
511501,2,2,2,1941,1,,1,2,,,,,,,,,13,,,2,,,19,3,19,2,73,5,7,3,5,0,1,0,3,5,2,0.2068414378,
511519,1,2,1,1950,1,,2,2,,,,,,,,,16,,,1,,,19,3,19,1,64,4,6,3,5,1,1,1,3,5,2,0.1723482132,
511525,1,2,1,1950,1,,1,2,,,,,,,,,13,,,1,,,19,3,19,3,64,4,7,3,5,0,1,0,3,5,2,0.2016368769,
511525,2,1,2,1952,1,,1,1,,,,,,,,,12,1,1,2,,,19,3,19,3,62,4,7,3,5,0,1,0,3,5,2,0.2016368769,
511525,3,1,6,1985,1,,2,3,,,,,,,,,16,,,3,,,19,3,19,3,29,1,6,3,5,1,1,1,3,5,2,0.2016368769,
511616,1,2,1,1941,1,,4,3,,,,,,,,,16,,,1,,,19,3,19,1,73,5,6,3,5,1,1,1,3,5,3,0.3639705358,
511629,1,2,1,1950,1,,1,5,,38,60,1969,5,2,0,,13,,,1,,,19,3,19,2,64,4,7,3,5,0,1,0,3,5,3,0.3377135921,
511629,2,1,2,1946,1,,1,5,,40,60,1965,2,2,0,,15,5,19,2,,,19,3,19,2,68,5,6,3,5,1,1,1,3,5,3,0.3377135921,
511757,1,1,1,1950,1,,1,2,,,,,,,,,2,,16,2,,,19,3,19,2,64,4,2,1,3,1,1,1,3,5,3,0.3266493602,
511757,2,2,2,1955,1,,1,2,,,,,,,,,13,,,1,,,19,3,19,2,59,4,7,3,5,0,1,0,3,5,3,0.3266493602,
512211,1,2,1,1955,1,,4,1,,,,,,,,,16,,,1,,,19,3,19,2,59,4,6,3,5,1,1,1,3,5,3,0.6978962992,
512211,2,1,6,1977,1,,2,3,,,,,,,,,11,,,2,,,19,3,19,2,37,2,7,3,5,0,1,0,3,5,3,0.6978962992,
512368,1,1,1,1946,1,,1,2,,,,,,,,,15,1,1,1,,,19,3,19,4,68,5,6,3,5,1,2,1,3,5,1,1.1728715208,
512368,2,2,2,1954,1,,1,2,,,,,,,,,13,,,2,,,19,3,19,4,60,4,7,3,5,0,2,0,3,5,1,1.1728715208,
512368,3,1,6,1978,1,,2,5,,36,60,1997,2,2,0,,16,,,3,,,19,3,19,4,36,2,6,3,5,1,2,0,3,5,1,1.1728715208,
512368,4,2,6,1984,1,,2,7,2,96,110,2009,2,,0,,11,,,4,,,19,3,19,4,30,1,7,3,5,0,2,0,3,5,1,1.1728715208,
512372,1,2,1,1940,1,,1,1,,,,,,,,,13,,,1,,,19,3,19,2,74,5,7,3,5,0,1,0,3,5,1,0.759949784,
512372,2,1,2,1934,1,,1,2,,,,,,,,,15,8,1,2,,,19,3,19,2,80,5,6,3,5,1,1,1,3,5,1,0.759949784,
512406,1,1,1,1961,1,,1,5,,37,60,1980,2,2,0,,2,,15,1,,,19,3,19,3,53,3,2,1,3,1,2,1,3,5,1,1.2372428065,
512406,2,2,2,1967,1,,1,5,,42,60,1986,2,2,0,,2,,15,2,,,19,3,19,3,47,3,2,1,3,1,2,0,3,5,1,1.2372428065,
512406,3,2,6,1995,1,,2,5,,78,100,2014,2,1,0,,17,,,3,,,19,3,19,3,19,1,7,3,5,0,2,0,3,5,1,1.2372428065,
512417,1,1,1,1929,1,,4,2,,,,,,,,,15,2,19,1,,,19,3,19,2,85,5,6,3,5,1,1,1,3,5,1,0.7356722864,
512417,2,2,6,1958,1,,2,3,,,,,,,,,13,,,2,,,19,3,19,2,56,4,7,3,5,0,1,0,3,5,1,0.7356722864,
512420,1,1,1,1951,1,,1,8,3,106,110,1976,2,,0,,6,,17,1,,,19,3,19,4,63,4,4,2,3,1,1,1,3,5,1,1.3546729524,2.4
512420,2,2,2,1963,1,,1,5,,52,60,1982,2,2,0,,13,,,2,,,19,3,19,4,51,3,7,3,5,0,1,0,3,5,1,1.3546729524,
512420,3,2,6,1983,1,,2,5,,78,100,2002,2,2,0,,11,,,3,,,19,3,19,4,31,1,7,3,5,0,1,0,3,5,1,1.3546729524,
512420,4,1,6,1989,1,,2,5,,84,100,2008,2,1,0,,17,,,4,,,19,3,19,4,25,1,7,3,5,0,1,0,3,5,1,1.3546729524,
512452,1,1,1,1969,1,,1,5,,40,60,1989,1,2,0,,9,,9,1,,,19,3,19,4,45,3,5,2,4,1,2,1,3,5,2,0.275724597,1.3
512452,2,2,2,1971,1,,1,3,,,,,,,,,13,,,2,,,19,3,19,4,43,2,7,3,5,0,2,0,3,5,2,0.275724597,
512452,3,2,6,1994,1,,2,5,,82,100,2013,4,2,0,,9,,9,3,,,19,3,19,4,20,1,5,2,4,1,2,0,3,5,2,0.275724597,1.3
512452,4,1,6,1998,1,,2,3,,,,,,,,,17,,,4,,,19,3,19,4,16,1,7,3,5,0,2,0,3,5,2,0.275724597,
512457,1,1,1,1944,1,,1,2,,,,,,,,,15,8,3,1,,,19,3,19,5,70,5,6,3,5,1,5,0,3,5,2,0.1723482132,
512457,2,2,2,1947,1,,1,2,,,,,,,,,16,,,2,,,19,3,19,5,67,5,6,3,5,1,5,0,3,5,2,0.1723482132,
512457,3,2,14,1923,1,,2,1,,,,,,,,,16,,,5,,,19,3,19,5,91,5,6,3,5,1,5,1,3,5,2,0.1723482132,
512457,4,1,6,1969,1,,2,7,5,105,110,2003,2,,0,,6,,13,3,,,19,3,19,5,45,3,4,2,4,1,5,0,3,5,2,0.1723482132,2.2
512457,5,1,6,1973,1,,2,7,7,110,110,2006,2,,0,,16,,,4,,,19,3,19,5,41,2,6,3,5,1,5,0,3,5,2,0.1723482132,
512517,1,1,1,1968,1,1971,1,5,,43,60,1987,1,2,0,1,2,,6,1,,,,,19,3,46,3,2,1,4,1,2,0,3,5,1,1.6616791667,
512517,2,2,2,1959,1,,1,5,,48,60,1986,1,2,0,,1,,17,2,,,19,3,19,3,55,4,1,1,3,1,2,1,3,5,1,1.6616791667,8.1
512517,3,1,6,1992,1,,2,5,,67,100,2011,3,1,0,,17,,,3,,,19,3,19,3,22,1,7,3,5,0,2,0,3,5,1,1.6616791667,
512574,1,1,1,1931,1,,1,2,,,,,,,,,15,1,1,1,,,19,3,19,2,83,5,6,3,5,1,2,1,3,5,2,0.230147206,
512574,2,2,2,1938,1,,1,2,,,,,,,,,15,1,1,2,,,19,3,19,2,76,5,6,3,5,1,2,0,3,5,2,0.230147206,
512704,1,1,1,1935,1,,1,3,,,,,,,,,15,1,8,1,,,19,3,19,2,79,5,6,3,5,1,1,1,3,5,2,0.1888763239,
512704,2,2,2,1937,1,,1,2,,,,,,,,,13,,,2,,,19,3,19,2,77,5,7,3,5,0,1,0,3,5,2,0.1888763239,
512768,1,2,1,1938,1,,4,3,,,,,,,,,16,,,1,,,19,3,19,1,76,5,6,3,5,1,1,1,3,5,1,0.9327884461,
512784,1,1,1,1963,1,,1,5,,50,60,1983,2,2,0,,2,,19,1,,,19,3,19,5,51,3,2,1,4,1,1,1,3,5,2,1.0342497953,8.1
512784,2,2,2,1978,1,,1,3,,,,,,,,,13,,,2,,,1,1,19,5,36,2,7,3,5,0,1,0,3,5,2,1.0342497953,
512784,3,1,6,1997,1,,2,3,,,,,,,,,17,,,3,,,19,3,19,5,17,1,7,3,5,0,1,0,3,5,2,1.0342497953,
512784,4,2,6,2000,1,,2,3,,,,,,,,,17,,,4,,,19,3,19,5,14,1,7,3,5,0,1,0,3,5,2,1.0342497953,
512784,5,2,6,2005,1,,2,1,,,,,,,,,17,,,5,,,19,3,19,5,9,1,7,3,5,0,1,0,3,5,2,1.0342497953,
512807,1,2,1,1927,1,,4,2,,,,,,,,,16,,,1,,,19,3,19,3,87,5,6,3,5,1,1,1,3,5,2,1.0422897984,
512807,2,2,7,1964,1,,3,3,,,,,,,,,11,,,97,2,2013,19,3,19,3,50,3,7,3,5,0,1,0,3,5,2,1.0422897984,
512807,3,2,9,1993,1,,2,5,,90,100,2011,1,2,0,,11,,,97,2,2013,19,3,19,3,21,1,7,3,5,0,1,0,3,5,2,1.0422897984,
512843,1,2,1,1965,1,,1,5,,42,60,1985,1,2,0,,13,,,1,,,20,3,20,5,49,3,7,3,5,0,1,0,3,5,0,0.785226976,
512843,2,1,2,1959,1,,1,3,,,,,,,,,1,,15,2,,,20,3,20,5,55,4,1,1,3,1,1,1,3,5,0,0.785226976,8.1
512843,3,2,6,1991,1,,2,5,,60,100,2012,1,2,0,,11,,,3,,,20,3,20,5,23,1,7,3,5,0,1,0,3,5,0,0.785226976,
512843,4,1,6,1992,1,,2,3,,,,,,,,,11,,,4,,,20,3,20,5,22,1,7,3,5,0,1,0,3,5,0,0.785226976,
512843,5,2,6,2005,1,,2,1,,,,,,,,,17,,,5,,,20,3,20,5,9,1,7,3,5,0,1,0,3,5,0,0.785226976,
512845,1,1,1,1944,1,,1,5,,54,60,1964,1,2,0,,15,5,15,1,,,20,3,20,3,70,5,6,3,5,1,3,1,3,5,0,0.4033277377,
512845,2,2,2,1948,1,,1,3,,,,,,,,,15,8,13,2,,,8,1,20,3,66,5,6,3,5,1,3,0,3,5,0,0.4033277377,
512845,3,2,5,1919,1,,4,2,,,,,,,,,16,,,3,,,8,1,20,3,95,5,6,3,5,1,3,0,3,5,0,0.4033277377,
512846,1,2,1,1939,1,,2,5,,36,60,1970,1,2,0,,15,8,20,1,,,20,3,20,2,75,5,6,3,5,1,2,0,3,5,0,0.4891741056,
512846,2,2,11,1941,1,,2,3,,,,,,,,,15,1,20,2,,,20,3,20,2,73,5,6,3,5,1,2,1,3,5,0,0.4891741056,
512849,1,2,1,1967,1,1968,1,3,,,,,,,,1,13,,,1,,,,,20,3,47,3,7,3,5,0,1,0,3,5,0,0.6828667202,
512849,2,1,2,1963,1,,1,3,,,,,,,,,15,4,15,2,,,20,3,20,3,51,3,6,3,5,1,1,1,3,5,0,0.6828667202,
512849,3,1,6,1989,1,,2,3,,,,,,,,,12,1,6,3,,,20,3,20,3,25,1,7,3,5,0,1,0,3,5,0,0.6828667202,
512858,1,2,1,1959,1,,1,5,,50,60,1979,2,2,0,,13,,,1,,,20,3,20,3,55,4,7,3,5,0,1,0,3,5,1,0.2680191011,
512858,2,1,2,1947,1,,1,2,,,,,,,,,15,1,6,2,,,20,3,20,3,67,5,6,3,5,1,1,1,3,5,1,0.2680191011,
512858,3,1,6,1988,1,,2,3,,,,,,,,,12,1,6,3,,,20,3,20,3,26,1,7,3,5,0,1,0,3,5,1,0.2680191011,
512884,1,2,1,1957,1,,1,2,,,,,,,,,13,,,1,,,20,3,20,3,57,4,7,3,5,0,1,0,3,5,0,0.5083232516,
512884,2,1,2,1955,1,,1,1,,,,,,,,,1,,1,2,,,20,3,20,3,59,4,1,1,1,1,1,1,3,5,0,0.5083232516,6.4
512884,3,2,6,1994,1,,2,3,,,,,,,,,11,,,4,,,20,3,20,3,20,1,7,3,5,0,1,0,3,5,0,0.5083232516,
512887,1,1,1,1966,1,,1,4,,,,,,,,,1,,15,1,,,20,3,20,4,48,3,1,1,3,1,1,1,3,5,0,1.3509585413,
512887,2,2,2,1962,1,,1,2,,,,,,,,,13,,,2,,,20,3,20,4,52,3,7,3,5,0,1,0,3,5,0,1.3509585413,
512887,3,2,6,1992,1,,2,3,,,,,,,,,11,,,3,,,20,3,20,4,22,1,7,3,5,0,1,0,3,5,0,1.3509585413,
512887,4,1,9,2012,1,,2,1,,,,,,,,,18,,,4,,,20,3,20,4,2,1,7,3,5,0,1,0,3,5,0,1.3509585413,
512892,1,2,1,1944,1,,4,2,,,,,,,,,16,,,1,,,20,3,20,1,70,5,6,3,5,1,1,1,3,5,0,0.5470529889,
512897,1,2,1,1935,1,,4,2,,,,,,,,,16,,,1,,,20,3,20,2,79,5,6,3,5,1,2,1,3,5,0,0.9059503127,
512897,2,1,7,1977,1,,2,3,,,,,,,,,12,1,9,97,2,2014,20,3,20,2,37,2,7,3,5,1,2,0,3,5,0,0.9059503127,
512921,1,2,1,1953,1,,1,7,9,105,110,1979,2,,0,,3,,16,1,,,6,1,6,2,61,4,2,1,3,1,2,1,1,2,0,1.1986915867,2.6
512921,2,1,2,1947,1,,1,5,,50,60,1966,3,1,0,,15,4,10,2,,,6,1,6,2,67,5,6,3,5,1,2,0,1,2,0,1.1986915867,
512941,1,1,1,1975,1,,1,3,,,,,,,,,1,,9,1,,,20,3,20,4,39,2,1,1,4,1,2,1,3,5,1,0.7580963638,5.2
512941,2,2,2,1979,1,,1,3,,,,,,,,,1,,19,2,,,20,3,20,4,35,2,1,1,4,1,2,0,3,5,1,0.7580963638,8.2
512941,3,2,6,2007,1,,2,1,,,,,,,,,17,,,3,,,20,3,20,4,7,1,7,3,5,0,2,0,3,5,1,0.7580963638,
512941,4,2,6,2010,1,,2,1,,,,,,,,,18,,,4,,,20,3,20,4,4,1,7,3,5,0,2,0,3,5,1,0.7580963638,
512963,1,1,1,1941,1,,1,3,,,,,,,,,15,2,3,1,,,1,1,1,2,73,5,6,3,5,1,2,1,1,1,2,0.1848377429,
512963,2,2,2,1944,1,,1,3,,,,,,,,,15,1,3,2,,,1,1,1,2,70,5,6,3,5,1,2,0,1,1,2,0.1848377429,
513045,1,1,1,1956,1,,1,3,,,,,,,,,15,1,3,1,,,1,1,1,3,58,4,6,3,5,1,3,0,1,1,0,1.4094278681,
513045,2,2,2,1956,1,,1,3,,,,,,,,,15,1,3,2,,,5,1,1,3,58,4,6,3,5,1,3,0,1,1,0,1.4094278681,
513045,3,1,6,1987,1,,2,3,,,,,,,,,1,,17,3,,,1,1,1,3,27,1,1,1,3,1,3,1,1,1,0,1.4094278681,8.1
513064,1,1,1,1955,1,,1,5,,42,60,1974,2,2,0,,2,,3,1,,,3,1,1,2,59,4,2,1,2,1,2,1,1,1,0,1.4942576227,3.1
513064,2,2,2,1960,1,,1,3,,,,,,,,,1,,3,2,,,3,1,1,2,54,3,1,1,2,1,2,0,1,1,0,1.4942576227,6.5
513113,1,2,1,1962,1,,1,3,,,,,,,,,1,,7,1,,,3,1,3,4,52,3,1,1,4,1,3,0,1,1,2,0.2756593162,5.1
513113,2,1,2,1958,1,,1,3,,,,,,,,,1,,3,2,,,3,1,3,4,56,4,1,1,2,1,3,1,1,1,2,0.2756593162,6.2
513113,3,1,6,1992,1,,2,6,6,110,110,2014,3,,1,,17,,,3,,,3,1,3,4,22,1,7,3,5,0,3,0,1,1,2,0.2756593162,
513113,4,1,6,1996,1,,2,4,,,,,,,,,1,,6,4,,,3,1,3,4,18,1,1,1,4,1,3,0,1,1,2,0.2756593162,6.1
513131,1,2,1,1938,1,,1,3,,,,,,,,,16,,,1,,,1,1,3,2,76,5,6,3,5,1,2,0,1,1,2,0.1812110825,
513131,2,1,2,1935,1,,1,3,,,,,,,,,15,2,3,2,,,3,1,3,2,79,5,6,3,5,1,2,1,1,1,2,0.1812110825,
513140,1,1,1,1945,1,,3,2,,,,,,,,,15,1,3,1,,,3,1,3,1,69,5,6,3,5,1,1,1,1,1,2,0.2466454656,
513330,1,1,1,1937,1,,1,2,,,,,,,,,15,8,7,1,,,18,3,18,2,77,5,6,3,5,1,1,1,3,4,2,0.2512810741,
513330,2,2,2,1942,1,,1,3,,,,,,,,,13,,,2,,,18,3,18,2,72,5,7,3,5,0,1,0,3,4,2,0.2512810741,
513335,1,1,1,1946,1,,1,2,,,,,,,,,15,1,4,1,,,18,3,18,3,68,5,6,3,5,1,2,1,3,4,2,0.3522992183,
513335,2,2,2,1946,1,,1,3,,,,,,,,,16,,,2,,,18,3,18,3,68,5,6,3,5,1,2,0,3,4,2,0.3522992183,
513335,3,1,6,1977,1,,2,3,,,,,,,,,12,1,6,3,,,18,3,18,3,37,2,7,3,5,0,2,0,3,4,2,0.3522992183,
513369,1,2,1,1935,1,,1,2,,,,,,,,,15,1,3,1,,,1,1,1,2,79,5,6,3,5,1,2,0,1,1,1,0.3127727528,
513369,2,1,2,1933,1,,1,2,,,,,,,,,15,1,3,2,,,1,1,1,2,81,5,6,3,5,1,2,1,1,1,1,0.3127727528,
513377,1,2,1,1957,1,,2,5,,56,60,1976,2,2,0,,1,,16,1,,,1,1,1,2,57,4,1,1,3,1,2,1,1,1,1,0.4187670442,8.1
513377,2,2,4,1927,1,,4,2,,,,,,,,,16,,,2,,,17,3,1,2,87,5,6,3,5,1,2,0,1,1,1,0.4187670442,
513384,1,1,1,1937,1,,1,3,,,,,,,,,15,1,3,1,,,1,1,1,2,77,5,6,3,5,1,2,1,1,1,1,0.2652700212,
513384,2,2,2,1944,1,,1,4,,,,,,,,,15,8,19,2,,,3,1,1,2,70,5,6,3,5,1,2,0,1,1,1,0.2652700212,
513386,1,2,1,1935,1,,4,2,,,,,,,,,15,1,3,2,,,1,1,1,1,79,5,6,3,5,1,1,1,1,1,1,0.2767612988,
513406,1,1,1,1956,1,1957,1,7,6,98,110,1984,3,,0,4,6,,11,1,,,,,6,4,58,4,4,2,4,1,2,1,1,2,2,1.2990949751,3.3
513406,2,2,2,1958,1,,1,3,,,,,,,,,13,,,2,,,6,1,6,4,56,4,7,3,5,0,2,0,1,2,2,1.2990949751,
513406,3,1,6,1985,1,,2,6,10,100,110,2007,1,,0,,1,,7,3,,,6,1,6,4,29,1,1,1,4,1,2,0,1,2,2,1.2990949751,5.1
513406,4,2,6,1988,1,,2,6,3,100,110,2014,1,,0,,11,,,4,,,6,1,6,4,26,1,7,3,5,0,2,0,1,2,2,1.2990949751,
513411,1,1,1,1966,1,,2,8,3,110,110,2011,1,,0,,5,,17,1,,,6,1,6,1,48,3,3,1,3,1,1,1,1,2,2,1.6456077944,3.2
513427,1,2,1,1969,1,,1,5,,56,60,1989,1,2,0,,2,,17,1,,,8,1,8,4,45,3,2,1,3,1,2,1,1,2,2,1.4382253564,3.2
513427,2,1,2,1974,1,,1,5,,52,80,1998,1,2,0,,1,,3,2,,,8,1,8,4,40,2,1,1,2,1,2,0,1,2,2,1.4382253564,6.1
513427,3,2,6,2001,1,,2,2,,,,,,,,,17,,,3,,,8,1,8,4,13,1,7,3,5,0,2,0,1,2,2,1.4382253564,
513427,4,2,6,2004,1,,2,1,,,,,,,,,17,,,4,,,8,1,8,4,10,1,7,3,5,0,2,0,1,2,2,1.4382253564,
513428,1,2,1,1964,1,,1,5,,48,60,1983,2,1,0,,10,,19,1,,,8,1,8,3,50,3,4,2,4,1,2,1,1,2,2,0.3685753661,1.3
513428,2,1,2,1973,1,,1,7,6,94,110,2003,2,,0,,10,,19,2,,,8,1,8,3,41,2,4,2,4,1,2,0,1,2,2,0.3685753661,1.3
513428,3,1,7,1996,1,,2,3,,,,,,,,,17,,,3,,,8,1,8,3,18,1,7,3,5,0,2,0,1,2,2,0.3685753661,
513437,1,2,1,1972,1,,1,5,,42,60,1990,5,2,0,,2,,19,1,,,19,3,19,3,42,2,2,1,4,1,2,0,3,5,2,0.4000739281,4.1
513437,2,1,2,1964,1,,1,7,2,98,110,1990,2,,0,,4,,15,2,,,19,3,19,3,50,3,3,1,3,1,2,1,3,5,2,0.4000739281,4.3
513437,3,1,6,2000,1,,2,3,,,,,,,,,17,,,3,,,19,3,19,3,14,1,7,3,5,0,2,0,3,5,2,0.4000739281,
513449,1,2,1,1973,1,,1,5,,45,60,1991,5,2,0,,3,,16,1,,,20,3,20,4,41,2,2,1,3,1,2,0,3,5,0,1.2594046455,2.6
513449,2,1,2,1970,1,,1,5,,38,60,1990,2,2,0,,2,,15,2,,,20,3,20,4,44,2,2,1,3,1,2,1,3,5,0,1.2594046455,3.1
513449,3,2,6,1998,1,,2,3,,,,,,,,,17,,,3,,,20,3,20,4,16,1,7,3,5,0,2,0,3,5,0,1.2594046455,
513449,4,2,6,2004,1,,2,1,,,,,,,,,17,,,4,,,20,3,20,4,10,1,7,3,5,0,2,0,3,5,0,1.2594046455,
610980,1,2,1,1935,1,,1,5,,7,10,1954,2,2,0,,15,2,15,1,,,3,1,3,2,79,5,6,3,5,1,2,0,1,1,2,0.4257629411,
610980,2,1,2,1929,1,,1,3,,,,,,,,,15,1,3,2,,,3,1,3,2,85,5,6,3,5,1,2,1,1,1,2,0.4257629411,
611412,1,1,1,1959,1,,1,8,2,107,110,1985,3,,0,,5,,17,1,,,3,1,3,4,55,4,3,1,3,1,2,1,1,1,2,0.5213617089,2.3
611412,2,2,2,1959,1,,1,8,2,106,110,1984,3,,0,,5,,17,2,,,3,1,3,4,55,4,3,1,3,1,2,0,1,1,2,0.5213617089,2.3
611412,3,1,6,1994,1,,2,5,,100,100,2013,3,1,0,,17,,,3,,,3,1,3,4,20,1,7,3,5,0,2,0,1,1,2,0.5213617089,
611412,4,2,6,1997,1,,2,3,,,,,,,,,17,,,4,,,3,1,3,4,17,1,7,3,5,0,2,0,1,1,2,0.5213617089,
611441,1,1,1,1957,1,,1,3,,,,,,,,,1,,8,1,,,16,3,3,2,57,4,1,1,4,1,2,1,1,1,2,0.5057257133,7.4
611441,2,2,2,1960,1,,1,5,,55,60,1978,1,2,0,,2,,3,2,,,3,1,3,2,54,3,2,1,2,1,2,0,1,1,2,0.5057257133,4.3
611453,1,1,1,1939,1,,4,5,,9,10,1958,2,2,0,,15,4,3,1,,,3,1,3,1,75,5,6,3,5,1,1,1,1,1,2,0.3835082166,
611512,1,2,1,1936,1,,1,2,,,,,,,,,13,,,1,,,9,2,9,2,78,5,7,3,5,0,1,0,2,3,1,0.5913769194,
611512,2,1,2,1936,1,,1,2,,,,,,,,,15,1,3,2,,,9,2,9,2,78,5,6,3,5,1,1,1,2,3,1,0.5913769194,
611614,1,2,1,1968,1,,1,5,,48,60,1987,2,2,0,,2,,7,1,,,9,2,9,4,46,3,2,1,4,1,4,0,2,3,2,0.7419268894,
611614,2,1,2,1967,1,,1,3,,,,,,,,,1,,7,2,,,9,2,9,4,47,3,1,1,4,1,4,1,2,3,2,0.7419268894,6.3
611614,3,1,6,1992,1,,2,5,,74,100,2011,2,2,0,,2,,15,3,,,9,2,9,4,22,1,2,1,3,1,4,0,2,3,2,0.7419268894,
611614,4,1,6,1994,1,,2,5,,70,100,2013,2,2,0,,1,,5,4,,,9,2,9,4,20,1,1,1,2,1,4,0,2,3,2,0.7419268894,8.1
