AREA5,ACOM,SESSO,ETA,NCOMP,D3d,D1d,D2d,D1,D2,D3,D4,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,MODOINT,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,PESO,ID
1,2,1,72,1,4,7,,2,2,2,3,4,2,4,4,4,3,2,1,2,2,1,5,2,0,1,1,0,0,0,13991.54,20610
5,2,1,20,4,4,6,,4,3,4,4,3,5,3,4,4,2,2,4,2,1,1,2,2,,,,,,,5658.948,20611
3,4,1,70,2,4,7,,5,1,4,1,4,3,4,4,4,3,1,3,2,2,1,1,2,0,1,0,1,0,0,15562.42,20612
4,2,1,43,1,4,5,4,4,1,2,1,4,5,2,2,3,1,2,2,4,3,2,3,2,0,1,0,1,0,0,17624.76,20613
1,4,1,69,2,4,7,,4,5,4,4,3,5,4,4,4,3,1,4,2,1,2,2,2,,,,,,,13991.54,20614
4,5,1,39,5,4,6,,5,1,4,1,6,1,2,2,4,3,2,4,5,2,1,1,2,0,0,0,1,1,0,5595.353,20615
2,5,2,66,1,3,6,,5,1,3,1,4,3,2,3,4,3,1,3,5,2,1,5,2,0,1,0,1,0,0,5026.845,20616
5,5,2,85,1,1,7,,3,3,3,1,4,3,4,3,3,2,1,1,2,2,2,5,2,1,1,0,0,0,0,22785.06,20617
2,1,1,27,3,5,8,,4,2,4,3,3,5,4,4,4,3,1,4,2,1,2,2,2,0,1,1,0,0,0,24883.74,20618
2,5,1,71,2,4,7,,4,2,3,3,3,4,4,4,3,2,1,4,2,2,2,2,2,0,1,0,1,0,0,13866.62,20619
1,5,2,45,1,4,1,98,5,2,3,2,3,4,3,4,4,3,1,4,2,1,1,2,2,0,1,0,1,0,0,13292.87,20620
1,4,2,53,3,5,98,,5,1,4,1,5,3,1,1,4,3,1,4,4,1,2,1,2,1,0,1,0,0,0,29361.49,20621
3,5,1,34,2,4,3,4,5,2,3,1,4,3,2,3,4,3,1,1,4,2,1,6,2,0,1,0,1,0,0,12340.67,20622
5,5,1,24,4,4,8,,4,2,3,3,3,4,2,4,3,2,2,3,3,1,2,6,2,0,1,0,1,0,0,23162.83,20623
4,4,1,75,2,7,7,,4,2,2,3,3,4,1,4,4,3,1,4,2,1,2,1,2,0,1,0,0,0,0,15387.1,20624
3,4,2,74,2,2,7,,4,2,2,2,3,3,4,4,4,2,1,4,2,1,2,3,2,0,1,0,1,0,0,24671.78,20625
2,1,1,42,3,6,1,3,5,2,4,2,4,4,4,1,1,3,1,3,4,3,1,1,2,0,0,0,1,1,0,12624.43,20626
3,5,2,69,2,4,7,,5,5,3,1,5,2,4,4,4,1,1,2,5,3,2,2,2,1,0,0,1,0,0,14757.07,20627
3,5,1,21,4,4,8,,4,2,4,1,3,5,2,1,4,3,2,3,4,2,2,1,2,0,1,0,1,0,0,25099.21,20628
4,4,2,37,2,4,2,9,2,3,4,1,3,6,3,4,4,3,1,4,2,1,2,2,2,0,1,0,1,0,0,11090.14,20629
2,5,2,59,3,4,5,4,2,1,3,4,4,4,2,3,3,3,2,3,4,3,1,1,2,,,,,,,13493.82,20630
1,2,1,51,3,4,6,,5,4,2,3,4,4,3,1,3,3,1,4,1,1,2,1,2,0,1,0,0,0,0,6671.175,20631
4,4,2,54,3,4,98,,3,2,4,1,3,4,3,4,3,2,2,3,2,2,1,1,2,0,1,0,1,0,0,27052.44,20632
4,3,1,20,3,4,8,,2,4,3,1,4,3,2,3,4,3,1,4,4,1,1,1,2,0,1,0,1,0,0,22531.11,20633
3,4,2,52,1,6,5,3,4,2,3,6,3,4,2,2,4,3,1,4,4,2,1,2,2,,,,,,,25262.99,20634
4,5,2,69,2,4,98,,5,1,2,1,3,4,3,4,4,3,2,4,3,2,1,1,2,1,0,0,0,1,0,12458.52,20635
1,1,1,66,2,4,5,98,5,1,2,2,4,3,2,3,2,1,2,3,4,2,1,5,2,0,1,0,0,0,0,10041.67,20636
5,5,1,67,4,4,7,,5,1,4,1,3,4,3,4,4,2,1,4,2,1,2,1,2,1,0,0,0,0,0,14394.99,20637
3,4,1,53,4,4,1,98,5,4,2,1,3,4,1,1,4,3,1,4,3,2,1,1,2,1,1,0,0,0,0,14993.42,20638
4,2,2,44,4,4,98,,5,1,3,1,4,3,4,4,3,3,2,2,2,3,1,5,2,0,1,0,1,0,0,22713.67,20639
1,1,1,24,3,4,4,98,4,4,4,4,4,3,1,3,1,3,2,2,5,3,1,5,2,,,,,,,11042.29,20640
4,5,1,56,4,4,1,8,3,2,3,4,3,1,2,2,4,3,2,1,2,2,1,5,2,,,,,,,9263.955,20641
2,4,2,57,3,6,98,,5,1,4,1,3,3,1,1,4,3,1,3,3,2,1,1,2,0,1,0,1,0,0,19642.3,20642
3,5,2,68,2,4,7,,5,1,3,1,3,3,4,4,4,3,1,4,2,1,1,1,2,0,0,0,1,0,0,14757.07,20643
4,5,2,60,3,4,98,,6,4,2,1,5,2,2,2,4,1,2,1,4,3,1,5,2,1,1,0,0,0,0,17868.25,20644
2,4,2,50,2,4,6,,5,1,2,1,4,4,2,3,4,3,1,3,2,2,2,6,2,0,0,1,1,0,0,6529.358,20645
3,2,1,72,2,3,7,,4,2,4,4,3,4,4,4,4,3,2,2,2,2,2,5,2,,,,,,,26018.21,20646
5,5,2,58,3,4,1,9,3,4,1,1,5,3,3,1,1,1,2,1,2,1,1,5,2,1,1,0,0,0,0,8981.939,20647
4,4,1,81,4,4,2,3,4,4,3,1,4,3,2,3,4,3,2,3,4,2,1,5,2,0,1,0,0,0,0,6470.726,20648
4,4,2,46,3,4,5,98,5,1,3,2,4,4,1,2,4,1,1,3,4,2,1,5,2,0,1,0,1,0,0,20571.65,20649
1,5,1,61,3,3,6,,4,1,2,1,4,2,4,4,4,3,2,1,5,2,1,5,2,0,1,0,1,0,0,7691.97,20650
2,5,2,53,3,4,6,,4,1,2,1,3,3,4,4,3,3,1,2,4,2,3,4,2,1,0,0,1,0,0,6529.358,20651
3,5,2,58,4,3,3,98,4,1,6,6,3,2,2,4,4,3,2,2,5,2,1,5,2,,,,,,,16391.35,20652
1,3,1,68,2,4,7,,5,1,2,1,5,2,1,2,2,1,2,3,4,3,1,1,2,0,1,0,1,0,0,13991.54,20653
2,3,2,62,2,4,5,4,5,1,2,1,4,4,2,2,4,3,2,4,4,2,1,5,2,0,0,0,1,1,0,13493.82,20654
1,4,2,77,1,3,98,,4,3,3,2,3,4,3,4,4,3,1,4,2,2,1,1,2,0,1,0,0,0,0,20771.5,20655
4,4,1,39,2,4,6,,5,2,4,1,4,3,2,2,2,3,2,2,4,2,1,5,2,0,1,0,0,0,0,5595.353,20656
4,3,2,53,5,4,2,2,5,1,3,1,4,5,2,2,1,3,2,1,4,2,1,1,2,0,0,1,1,0,0,13208.58,20657
3,5,2,55,3,4,6,,1,2,4,4,5,3,3,1,3,3,1,3,1,2,1,5,2,,,,,,,4871.694,20658
4,5,2,59,4,4,98,,5,1,2,2,5,3,1,4,4,3,1,4,5,2,1,5,2,1,1,0,0,0,0,17868.25,20659
4,3,1,77,2,4,7,,5,2,3,1,3,3,4,4,4,3,1,3,2,1,1,5,2,0,1,0,0,1,0,14022.71,20660
3,5,2,74,1,5,7,,4,1,4,2,4,4,2,2,1,1,2,2,4,2,3,2,2,1,0,0,0,1,0,16191.03,20661
2,5,2,49,2,4,6,,5,1,4,2,4,3,2,3,3,3,1,4,4,3,1,5,2,0,0,0,0,0,1,6529.358,20662
2,5,2,66,2,4,98,,5,1,3,1,3,5,4,4,4,3,1,4,2,2,2,1,2,1,0,0,1,0,0,12306.97,20663
2,2,2,38,3,4,6,,5,1,1,1,5,3,2,3,4,3,2,1,5,2,1,1,2,1,1,0,0,0,0,5486.327,20664
4,4,2,81,1,2,98,,5,1,1,1,5,4,3,3,4,3,1,4,5,2,1,2,2,0,1,0,1,0,0,20828.91,20665
3,5,1,28,3,4,5,4,5,1,1,2,4,4,2,2,4,3,2,2,3,2,1,1,2,0,1,0,0,0,0,19219.93,20666
5,2,2,76,4,3,7,,3,3,3,4,3,5,2,1,4,3,1,4,2,1,2,1,2,,,,,,,22785.06,20667
4,3,2,68,3,3,7,,4,3,1,2,3,3,4,4,4,2,2,4,2,2,1,5,2,0,1,0,1,0,0,22163.65,20668
4,3,2,87,2,6,5,98,5,1,2,2,3,4,3,4,4,3,1,4,2,1,2,1,2,0,1,0,1,0,0,10482.53,20669
5,5,1,47,4,4,1,9,5,1,3,1,3,4,3,4,4,2,1,1,2,2,2,3,2,0,1,0,1,0,0,13952.14,20670
2,4,1,56,3,4,1,9,5,1,5,1,3,5,3,4,4,3,1,4,2,2,1,2,2,1,1,0,0,0,0,9138.915,20671
1,2,2,56,2,6,3,4,4,4,4,3,3,4,2,4,1,1,2,2,3,2,1,1,2,0,0,0,0,0,1,9812.573,20672
1,5,1,61,2,4,1,5,5,1,1,1,5,1,3,2,1,1,2,2,4,2,1,1,2,1,1,0,0,0,0,9234.112,20673
1,5,2,48,2,3,6,,5,1,6,1,3,1,4,2,4,3,1,4,3,2,1,1,2,0,0,0,0,0,1,11018.2,20674
1,5,2,72,2,4,7,,4,4,3,4,3,5,4,4,4,3,1,4,2,2,1,2,2,,,,,,,13220.34,20675
5,5,1,29,2,4,1,4,2,2,2,2,5,3,1,2,1,1,2,1,4,3,1,5,2,0,1,1,0,0,0,11445.07,20676
2,2,2,48,3,4,1,6,5,2,3,4,3,4,2,2,4,3,1,2,3,1,2,1,2,,,,,,,13151.45,20677
5,1,2,70,3,3,98,,4,1,3,1,3,2,4,4,3,2,2,2,2,2,1,1,2,0,1,0,1,0,0,21412.9,20678
4,4,2,60,4,4,98,,5,1,1,2,5,3,2,3,4,1,2,4,5,3,1,5,2,0,1,0,0,0,0,17868.25,20679
1,2,2,54,3,3,6,,4,2,4,2,3,3,2,3,4,3,2,3,3,2,1,1,2,0,1,0,1,0,0,11018.2,20680
1,1,2,45,4,3,4,98,3,2,1,1,5,4,2,3,1,3,2,2,5,2,1,1,2,0,1,0,1,0,0,22223.82,20681
1,3,2,47,1,4,3,2,5,2,2,2,3,3,3,2,4,3,2,2,2,2,2,4,2,0,1,0,1,0,0,13292.87,20682
4,1,1,52,4,4,8,,4,2,3,3,3,4,2,4,3,2,1,2,3,2,1,1,2,1,1,0,0,0,0,27381.04,20683
3,4,2,58,1,6,4,9,2,2,4,1,3,5,3,4,4,3,1,4,2,1,2,1,2,1,1,0,0,0,0,10871.41,20684
2,4,1,63,4,7,7,,2,2,3,2,3,5,1,4,4,3,1,4,2,1,2,2,2,0,0,0,1,0,0,22153.59,20685
3,5,2,50,3,4,4,2,4,1,3,2,4,5,2,3,2,3,2,2,4,2,1,6,2,0,1,0,1,0,0,14799.96,20686
2,3,1,39,1,4,5,4,5,1,4,1,4,6,2,3,1,1,1,4,5,2,1,6,2,1,1,0,0,0,0,17381.75,20687
3,3,2,59,2,6,5,98,6,6,3,6,3,3,2,2,4,3,1,4,3,2,2,5,2,,,,,,,16931.64,20688
2,5,1,65,3,4,1,9,4,2,3,1,3,4,3,4,4,3,1,4,2,2,1,1,2,0,1,0,1,0,0,6381.05,20689
2,2,2,68,1,4,7,,5,2,2,2,3,4,4,4,4,3,1,3,2,2,1,1,2,0,1,0,1,0,0,13095.62,20690
1,3,1,73,2,5,7,,4,2,3,1,3,5,4,4,4,3,1,4,2,1,1,2,2,0,1,0,1,0,0,15487.03,20691
4,4,2,40,1,4,1,98,5,1,4,6,4,3,3,4,4,3,2,1,2,2,2,1,2,,,,,,,11090.14,20692
4,3,1,48,3,4,1,8,2,3,4,2,3,4,2,3,2,1,1,3,4,2,2,6,2,0,1,1,0,0,0,13529.34,20693
3,5,1,51,3,4,6,,5,1,2,1,5,4,1,1,2,3,1,3,3,2,1,5,2,0,1,0,1,0,0,7484.773,20694
4,4,1,73,2,4,7,,2,4,4,2,3,3,3,4,4,3,2,4,2,1,2,4,2,0,0,0,0,1,0,14022.71,20695
2,2,2,61,1,4,98,,5,5,3,1,5,3,1,3,1,1,2,1,5,2,1,5,2,1,1,0,0,0,0,17657.19,20696
5,2,1,78,2,6,7,,5,1,1,1,3,3,4,4,4,3,2,2,2,2,2,1,2,1,1,0,0,0,0,15894.36,20697
4,5,2,68,2,4,7,,4,1,3,6,4,2,3,1,4,1,2,2,3,2,2,5,2,,,,,,,13256.88,20698
2,4,1,73,1,4,7,,5,1,3,2,4,3,4,4,4,1,2,1,3,2,2,5,2,0,1,1,0,0,0,13866.62,20699
5,2,2,40,3,4,3,8,5,2,2,3,3,2,1,1,4,3,1,4,2,2,1,5,2,0,1,0,0,0,0,11444.08,20700
1,1,1,45,5,4,1,2,4,3,3,1,4,3,1,2,4,3,2,3,5,2,1,5,2,0,1,0,1,0,0,13474.22,20701
1,1,2,59,4,4,5,4,4,2,3,2,4,5,2,1,4,3,1,3,4,1,2,6,2,0,1,1,0,0,0,13642.11,20702
5,3,2,46,1,4,2,8,5,1,2,1,3,1,3,4,4,3,2,2,2,2,2,6,2,0,1,0,1,0,0,13630.13,20703
2,4,1,73,1,3,7,,5,1,4,4,5,1,4,4,4,1,1,4,5,2,2,2,2,,,,,,,23183.05,20704
3,3,1,21,4,4,8,,4,2,2,2,4,4,2,2,4,3,2,2,4,2,1,1,2,0,1,0,1,0,0,25099.21,20705
4,1,1,70,4,4,7,,2,2,3,2,4,1,4,1,4,3,2,1,3,2,1,1,2,0,0,1,1,0,0,14022.71,20706
3,1,2,39,4,4,6,,5,2,2,2,5,2,2,2,2,1,2,1,4,3,1,1,2,1,1,0,0,0,0,6191.721,20707
1,5,2,77,2,3,98,,4,1,3,2,3,3,4,4,4,3,2,2,2,2,3,2,2,1,0,0,0,1,0,20771.5,20708
4,5,2,44,4,4,6,,5,1,1,1,5,2,2,3,1,1,2,1,5,3,1,5,2,0,1,1,0,0,0,5549.215,20709
2,2,1,56,2,4,1,3,4,2,2,3,2,5,3,4,2,1,1,3,4,2,3,2,2,0,1,0,0,0,0,9138.915,20710
4,3,2,61,2,4,1,98,5,2,3,1,4,5,2,3,4,1,2,3,4,2,1,5,2,1,0,0,1,0,0,8792.846,20711
3,4,2,64,2,4,7,,5,1,2,2,4,5,1,4,4,3,1,1,2,2,2,4,2,0,1,0,1,0,0,21218.3,20712
4,3,2,36,2,4,98,,6,2,2,6,3,4,3,4,4,3,1,4,2,1,1,1,2,,,,,,,22713.67,20713
3,3,2,43,2,3,6,,5,1,2,2,5,3,1,2,3,1,2,1,5,1,1,1,2,0,0,1,0,0,0,10351.7,20714
4,2,1,63,3,4,1,98,3,3,3,4,4,4,1,4,3,2,2,1,2,1,1,1,2,,,,,,,9263.955,20715
2,5,2,58,4,4,1,3,3,1,2,1,3,4,1,1,3,2,2,3,3,2,1,6,2,0,1,1,0,0,0,8664.069,20716
4,4,2,56,3,4,1,9,4,4,3,1,3,3,2,2,1,1,2,2,4,2,1,1,2,0,0,0,1,0,0,8792.846,20717
3,5,1,56,3,4,1,9,3,2,2,3,3,4,3,4,4,3,2,1,2,1,2,1,2,0,1,0,0,0,0,10399.85,20718
2,5,2,39,3,4,98,,3,3,3,3,3,4,1,1,4,2,2,1,2,2,2,1,2,1,0,1,0,0,0,22456.26,20719
2,3,2,53,2,3,3,4,5,1,6,5,3,4,3,4,3,2,1,1,2,1,2,1,2,0,1,0,0,0,0,21987.4,20720
3,4,2,67,3,4,7,,1,5,3,5,2,4,1,2,4,3,1,3,4,1,1,1,2,0,1,1,0,0,0,14757.07,20721
2,3,2,70,3,4,7,,4,4,2,2,4,3,2,1,3,2,1,3,3,1,2,1,2,0,0,1,1,0,0,13095.62,20722
4,5,2,35,4,4,8,,6,5,2,2,3,3,1,1,4,3,2,3,3,2,1,7,2,0,1,0,0,1,0,22713.67,20723
1,3,1,70,1,6,7,,1,3,2,1,4,3,4,1,4,3,1,4,3,3,1,1,2,1,1,0,0,0,0,15487.03,20724
4,3,1,73,2,4,7,,5,5,2,3,3,3,3,4,4,3,2,4,2,2,1,1,2,0,1,0,1,0,0,14022.71,20725
4,5,2,72,4,4,7,,4,2,3,1,3,5,3,4,4,2,2,1,2,1,1,1,2,0,1,0,1,0,0,13256.88,20726
1,5,2,71,1,4,7,,4,2,2,1,4,3,2,1,1,3,2,1,3,2,3,1,2,1,1,0,0,0,0,13220.34,20727
5,3,2,66,5,4,2,5,1,5,1,5,4,2,1,3,4,3,2,4,4,2,1,1,2,0,0,1,0,1,0,6262.596,20728
3,5,1,73,2,6,7,,5,1,2,2,3,5,4,4,4,3,2,4,2,2,1,2,2,0,1,0,1,0,0,17294.17,20729
2,3,1,71,2,4,7,,3,1,2,2,3,4,4,2,4,2,1,3,2,2,2,2,2,0,1,0,1,0,0,13866.62,20730
5,5,1,35,2,4,8,,4,1,4,4,3,3,4,4,4,1,2,4,2,2,2,5,2,,,,,,,23527.14,20731
4,4,1,29,3,3,1,98,4,1,4,4,3,4,1,2,1,3,2,4,5,1,2,5,2,,,,,,,18536.61,20732
4,5,1,42,3,4,1,98,4,1,2,2,3,3,1,1,4,2,1,2,3,2,1,5,2,0,1,0,1,0,0,11316.45,20733
4,3,2,58,5,4,3,9,5,1,2,4,3,4,3,4,3,3,2,4,3,2,1,1,2,,,,,,,8792.846,20734
3,4,1,30,4,4,8,,5,2,4,3,3,4,3,1,1,1,1,2,4,2,1,5,2,0,0,1,1,0,0,25099.21,20735
5,5,2,69,2,4,7,,4,2,3,2,4,3,1,4,4,2,2,4,2,2,1,2,2,0,1,0,0,0,0,13628.56,20736
2,3,1,23,4,4,8,,4,2,4,4,3,4,3,4,4,2,2,4,3,1,2,2,2,,,,,,,22259.35,20737
5,2,2,53,4,4,3,98,3,2,2,2,5,3,1,3,4,3,2,2,4,2,1,7,2,0,1,0,0,0,0,13630.13,20738
4,5,1,69,2,3,6,,5,5,5,1,5,4,2,1,1,1,2,1,1,3,1,1,2,0,1,1,0,0,0,5382.716,20739
4,4,2,61,1,4,6,,4,1,2,1,5,4,4,3,4,3,2,4,5,3,2,1,2,0,0,0,0,0,1,4365.422,20740
2,5,1,24,5,4,1,4,4,3,2,1,4,3,2,2,1,2,2,2,2,2,2,5,2,0,1,1,0,0,0,11042.29,20741
3,5,2,57,4,4,1,98,5,1,3,2,3,4,2,2,4,3,2,3,4,2,1,7,2,0,1,0,1,0,0,9804.251,20742
3,5,1,44,1,3,4,1,4,4,2,1,3,3,3,4,3,3,2,3,3,2,1,5,2,0,1,1,0,0,0,21083.13,20743
5,4,1,68,2,6,5,9,4,2,3,3,3,4,3,1,4,3,1,4,3,1,1,2,2,1,1,0,0,0,0,11489.88,20744
3,3,2,51,2,6,1,9,2,4,2,5,4,4,3,4,4,3,1,4,2,2,2,1,2,0,1,0,1,0,0,16220.78,20745
4,4,1,72,4,4,7,,2,4,4,4,3,3,3,4,4,3,2,4,2,2,2,1,2,,,,,,,14022.71,20746
3,3,2,56,3,4,98,,4,2,2,1,3,3,2,3,4,3,1,2,4,2,1,1,2,0,1,0,0,0,0,19940.49,20747
2,5,2,68,3,7,1,2,5,1,1,1,5,1,1,2,1,1,2,3,3,2,1,5,2,1,1,0,0,0,0,6683.784,20748
4,2,1,28,3,4,8,,4,2,1,2,4,4,3,4,4,3,1,4,3,2,1,1,2,0,1,0,1,0,0,22531.11,20749
4,5,2,58,3,5,4,98,3,4,4,3,3,3,2,2,2,3,2,2,3,2,2,4,2,0,0,1,0,0,0,9746.569,20750
4,5,1,73,2,4,7,,4,2,4,2,3,5,4,4,4,3,1,3,2,1,2,3,2,1,0,0,1,0,0,14022.71,20751
2,3,1,39,4,4,3,4,1,1,2,1,3,2,2,1,2,1,1,3,1,2,1,2,2,0,0,1,0,0,0,11160.42,20752
2,4,2,66,3,6,1,9,5,1,3,1,3,4,3,4,3,3,1,4,2,1,1,1,2,0,1,0,1,0,0,6683.784,20753
4,5,1,72,3,4,7,,4,2,4,1,3,3,4,4,4,2,2,1,2,2,1,5,2,0,1,0,0,0,0,14022.71,20754
2,1,2,42,3,4,8,,3,3,3,2,3,4,2,4,3,2,2,2,3,3,2,1,2,0,1,0,1,0,0,22456.26,20755
4,4,1,35,4,5,6,,2,2,2,2,4,3,1,3,4,1,1,3,4,2,2,5,2,0,0,1,1,0,0,6253.294,20756
3,1,2,55,2,4,3,98,5,1,3,3,4,5,1,1,4,2,1,4,3,1,1,1,2,0,1,0,1,0,0,9804.251,20757
3,3,1,20,4,4,8,,3,2,5,2,2,4,1,3,2,2,1,2,1,3,2,5,2,0,0,1,1,0,0,25099.21,20758
4,3,2,55,4,3,5,8,5,1,4,1,3,3,2,2,2,1,2,1,3,3,1,2,2,0,1,0,1,0,0,22895.11,20759
3,5,1,73,3,4,6,,5,2,2,2,3,4,3,4,4,3,1,1,2,2,2,2,2,0,1,0,0,0,0,3573.112,20760
5,5,2,66,3,6,7,,4,1,2,6,4,3,1,2,4,3,2,2,4,2,2,1,2,,,,,,,15010.96,20761
4,2,2,60,3,4,5,8,5,1,3,3,4,5,1,3,4,3,1,4,4,3,1,1,2,0,1,0,0,0,0,13694.39,20762
3,1,1,67,2,4,7,,5,2,3,2,2,3,3,4,4,2,2,3,2,2,2,5,2,0,1,0,1,0,0,15562.42,20763
1,5,2,68,1,4,7,,4,1,2,2,4,3,3,4,4,3,1,4,4,2,2,5,2,1,1,0,0,0,0,13220.34,20764
5,3,1,60,4,4,1,2,4,5,1,4,3,4,1,1,4,3,1,4,4,2,1,5,2,,,,,,,9547.545,20765
5,3,2,55,2,4,6,,5,1,2,4,5,3,1,3,4,3,2,2,5,3,1,5,2,,,,,,,4487.817,20766
2,1,1,72,3,4,7,,4,4,4,4,3,4,4,4,3,2,1,4,2,1,2,1,2,,,,,,,13866.62,20767
3,5,1,76,2,4,7,,5,1,2,3,4,4,3,4,4,2,1,4,3,2,1,1,2,0,1,0,1,0,0,15562.42,20768
3,5,1,71,3,4,7,,4,2,3,2,4,3,2,1,4,1,1,3,3,3,1,5,2,0,0,1,1,0,0,15562.42,20769
4,4,2,40,3,5,98,,4,2,3,2,3,4,1,4,3,3,2,4,2,1,1,1,2,0,1,0,0,0,0,25296.93,20770
4,1,1,71,3,4,7,,2,2,1,3,5,3,3,1,4,3,2,4,2,2,1,5,2,0,1,0,0,1,0,14022.71,20771
5,4,2,36,4,4,4,4,5,1,2,2,4,3,1,1,4,1,1,3,3,2,1,5,2,1,1,0,0,0,0,11444.08,20772
4,2,1,37,2,4,1,4,5,1,1,2,3,4,2,2,4,3,1,3,3,2,1,1,2,0,1,0,1,0,0,11316.45,20773
2,3,1,69,2,4,7,,4,1,2,2,3,4,2,4,3,2,1,4,2,2,2,2,2,0,0,1,1,0,0,13866.62,20774
4,2,1,72,2,2,7,,4,1,1,4,4,4,4,4,4,3,1,3,2,1,2,1,2,,,,,,,23444.02,20775
1,2,2,52,5,4,98,,3,3,3,4,4,4,1,2,4,3,2,3,3,1,1,1,2,,,,,,,26975.3,20776
2,5,2,60,2,4,3,98,5,1,2,2,3,4,3,4,4,3,1,4,2,1,2,1,2,0,1,0,1,0,0,8664.069,20777
2,1,2,67,2,4,7,,5,5,1,3,3,5,4,4,4,3,1,1,2,1,2,4,2,0,1,0,0,1,0,13095.62,20778
1,5,2,83,1,4,7,,5,1,2,6,4,1,3,4,4,3,2,3,2,2,1,1,2,,,,,,,13220.34,20779
1,1,1,28,3,5,1,2,4,1,3,3,3,4,3,4,4,3,1,4,2,1,2,6,2,0,0,1,1,0,0,12286.46,20780
1,4,1,25,1,4,1,4,5,1,4,4,5,4,4,2,2,1,1,4,4,2,1,6,2,,,,,,,11042.29,20781
4,4,2,48,3,4,98,,4,2,3,1,4,4,1,2,2,2,2,4,5,3,3,1,2,0,1,1,0,0,0,27052.44,20782
4,5,2,48,4,7,4,9,5,1,4,1,5,3,2,3,1,1,2,4,5,2,3,5,2,0,1,0,1,0,0,14621.78,20783
4,2,1,62,2,4,5,98,5,1,4,1,4,4,2,2,4,3,2,1,3,2,1,1,2,0,0,0,0,0,1,14428.11,20784
4,4,1,63,2,6,6,,5,1,4,4,3,4,2,1,4,2,1,4,3,2,2,3,2,,,,,,,5108.167,20785
4,5,1,35,4,5,6,,6,2,3,2,3,3,2,2,4,2,2,4,2,1,1,1,2,0,1,1,0,0,0,6253.294,20786
3,3,1,45,4,4,5,98,5,1,3,2,4,2,1,3,4,3,1,4,4,3,1,5,2,0,1,0,0,1,0,23351.45,20787
1,2,2,48,2,4,1,3,5,5,1,1,3,4,1,1,3,3,2,3,2,2,2,1,2,0,1,1,0,0,0,13292.87,20788
2,4,2,43,4,4,1,98,5,1,2,1,4,2,1,2,3,1,2,1,4,2,1,5,2,0,1,1,0,0,0,11050.57,20789
2,1,2,71,2,4,7,,4,1,3,1,3,4,3,4,3,2,2,4,3,2,1,1,2,0,1,0,0,1,0,13095.62,20790
5,5,2,74,1,4,7,,2,2,4,4,3,4,1,4,3,2,1,4,2,1,1,5,2,,,,,,,13628.56,20791
4,4,2,54,3,4,98,,4,2,3,3,3,4,3,4,3,2,1,4,2,2,2,3,2,0,1,0,0,0,0,27052.44,20792
1,1,2,52,3,3,98,,5,2,2,1,4,3,3,1,4,3,1,4,5,3,1,5,2,0,1,0,0,1,0,45098.95,20793
2,5,2,65,2,6,98,,4,2,3,4,2,5,2,4,4,3,1,4,2,1,2,2,2,,,,,,,13560.05,20794
2,5,2,58,2,5,1,9,2,4,3,4,3,3,3,4,3,3,2,4,2,1,2,1,2,,,,,,,9681.738,20795
4,5,1,67,4,4,1,6,4,2,1,1,3,4,1,2,3,3,2,4,4,2,3,5,2,0,1,0,0,1,0,6470.726,20796
4,5,2,36,4,4,98,,4,2,3,1,3,3,3,4,4,3,2,2,2,2,2,1,2,0,1,0,1,0,0,22713.67,20797
3,4,1,75,2,4,7,,5,1,3,4,3,4,3,4,3,2,1,4,2,2,1,5,2,,,,,,,15562.42,20798
2,5,1,59,3,4,1,9,5,2,2,2,3,3,3,4,4,3,1,3,2,2,1,1,2,0,1,0,1,0,0,9138.915,20799
3,5,2,51,1,4,1,5,5,1,2,2,4,2,1,2,1,1,2,3,4,3,1,1,2,0,1,1,0,0,0,14799.96,20800
1,5,2,77,2,4,7,,4,4,2,2,4,3,1,1,4,2,2,4,2,2,1,5,2,0,1,0,0,1,0,13220.34,20801
4,1,2,58,3,4,1,9,5,1,3,1,3,4,1,4,3,3,1,4,2,2,1,1,2,0,1,0,1,0,0,8792.846,20802
1,4,1,41,4,4,6,,5,1,1,2,4,2,1,2,1,1,2,3,5,2,2,5,2,1,0,1,0,0,0,5584.381,20803
2,5,1,41,3,4,1,5,5,4,2,1,3,4,1,4,4,3,1,4,3,1,1,1,2,0,1,1,0,0,0,11160.42,20804
2,5,2,79,3,3,4,3,5,1,2,1,3,4,1,1,3,3,2,1,2,2,1,5,2,0,1,0,1,0,0,10096.05,20805
1,5,1,68,3,4,7,,2,2,4,3,3,4,1,1,4,3,1,4,1,1,2,1,2,1,0,0,1,0,0,13991.54,20806
1,5,2,71,1,4,7,,1,2,3,4,3,3,4,4,4,3,2,3,2,2,2,5,2,,,,,,,13220.34,20807
1,3,1,30,3,4,3,8,2,4,4,4,3,3,2,2,1,3,1,3,4,2,1,1,2,,,,,,,11042.29,20808
1,3,1,47,4,3,1,4,4,2,3,2,5,2,1,2,3,2,2,3,4,2,1,5,2,0,1,0,0,0,0,22527.02,20809
1,3,2,58,2,4,6,,5,1,1,2,5,2,1,2,1,1,2,2,5,3,1,1,2,0,1,0,1,0,0,4354.941,20810
3,5,1,54,4,6,1,2,2,3,3,4,3,5,3,4,4,3,1,4,3,1,1,1,2,,,,,,,16482.06,20811
2,3,1,52,3,3,1,2,4,2,3,2,3,3,2,2,4,2,2,2,2,2,1,5,2,1,0,1,0,0,0,22289.89,20812
