AREA5,ACOM,SESSO,ETA,NCOMP,D3d,D1d,D2d,D1,D2,D3,D4,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,MODOINT,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,PESO,ID
1,2,2,58,4,5,1,9,4,2,4,3,3,5,2,1,4,3,1,4,3,1,1,1,1,1,0,0,1,0,0,15746.6471302166,10550
4,5,2,67,2,3,7,,2,3,3,4,3,3,2,4,4,3,2,2,2,2,2,5,1,,,,,,,9380.76988381686,10551
1,1,2,71,4,1,7,,1,6,1,2,4,3,2,1,1,1,1,3,3,3,2,1,1,0,1,0,0,0,0,25525.7030838097,10552
2,2,1,81,2,4,7,,3,2,2,2,3,3,4,4,4,3,2,4,2,2,2,1,1,0,1,0,1,0,0,2822.74127257518,10553
4,3,2,20,3,4,8,,2,3,3,3,3,4,3,4,4,3,1,3,2,2,2,1,1,0,0,0,1,1,0,48904.5025344146,10554
2,1,1,56,2,4,5,4,4,2,3,6,6,4,2,4,4,3,2,3,1,2,3,1,1,,,,,,,29713.8672771585,10555
1,2,2,78,3,3,7,,2,2,2,2,3,4,4,4,4,3,2,2,3,1,2,5,1,1,1,0,0,0,0,8592.36810550006,10556
1,2,2,71,2,3,7,,2,4,3,4,3,4,4,4,4,3,1,4,2,1,2,2,1,,,,,,,8592.36810550006,10557
4,4,2,32,4,4,1,4,4,1,2,3,4,3,2,2,2,2,2,2,4,3,1,5,1,0,1,0,1,0,0,12595.3036144064,10558
2,5,1,53,4,3,1,2,4,2,3,1,3,4,2,1,2,2,2,3,3,2,1,2,1,0,1,1,0,0,0,14523.6881292922,10559
1,5,1,68,2,3,7,,4,2,2,2,5,4,2,2,4,3,1,4,4,2,2,2,1,0,1,0,1,0,0,9682.27963190667,10560
1,3,1,72,1,4,7,,5,1,1,1,5,3,4,1,4,1,1,4,3,3,1,5,1,0,1,0,1,0,0,3338.43283830292,10561
2,5,1,29,4,4,1,4,2,3,2,2,3,5,1,1,3,3,2,3,1,1,1,1,1,0,1,0,0,0,0,10290.7465984063,10562
2,3,2,46,3,4,1,9,4,2,2,2,4,5,2,2,4,3,1,4,3,1,2,1,1,0,0,0,0,1,0,6296.55876162148,10563
3,5,2,42,2,3,5,2,2,3,3,3,3,3,2,3,4,3,2,2,3,3,2,3,1,0,0,1,0,0,0,231714.584478742,10564
5,1,1,52,4,4,2,7,5,1,1,3,5,4,2,3,4,3,2,2,4,2,1,5,1,0,1,0,1,0,0,3393.6579689843,10565
2,3,1,75,2,4,7,,3,4,3,4,3,6,4,4,4,3,1,4,3,1,2,5,1,,,,,,,3453.4702406418,10566
2,5,1,43,3,3,1,2,3,3,4,4,4,2,2,2,4,3,1,3,2,2,1,2,1,,,,,,,90858.1683702945,10567
5,5,2,70,1,3,7,,4,2,3,3,3,3,4,4,4,3,2,2,2,2,2,5,1,0,1,1,0,0,0,12516.4476414724,10568
4,1,2,32,2,6,1,9,4,2,3,2,4,3,1,1,2,2,2,3,3,1,1,1,1,1,1,0,0,0,0,12732.3845283143,10569
2,3,2,51,2,4,6,,2,2,3,4,3,4,3,4,4,2,1,3,2,2,2,5,1,,,,,,,2300.20612444089,10570
1,2,1,80,2,3,7,,2,3,3,4,3,4,4,4,4,3,1,4,2,1,2,1,1,,,,,,,10173.7209125008,10571
3,2,1,71,2,4,7,,1,4,2,4,3,4,4,4,3,2,2,4,2,2,3,1,1,,,,,,,3674.01649862283,10572
1,5,1,65,3,4,6,,5,1,3,1,3,3,1,2,4,3,2,3,2,1,1,1,1,0,1,0,0,0,0,1990.65365079986,10573
3,4,2,54,3,4,6,,2,3,3,4,3,4,2,4,4,3,2,2,3,2,2,5,1,,,,,,,1871.52972716182,10574
4,3,2,53,2,4,1,8,5,1,2,2,3,4,1,2,3,3,1,4,3,3,1,5,1,0,0,0,1,0,0,12894.2113173953,10575
3,2,1,73,2,4,7,,4,2,2,3,4,4,3,3,3,2,2,2,4,3,1,5,1,0,1,0,1,0,0,2507.15104919053,10576
1,4,2,75,2,2,7,,4,2,3,2,3,3,4,4,4,3,1,1,2,1,1,1,1,0,1,0,0,0,0,30006.555177037,10577
5,4,2,68,3,4,7,,4,2,4,6,4,3,1,2,3,2,2,2,2,2,1,5,1,,,,,,,7203.31629294775,10578
2,4,2,54,3,4,1,9,4,2,2,2,3,5,2,2,4,3,2,3,3,3,1,1,1,0,1,0,1,0,0,6741.1199563093,10579
4,5,2,77,2,6,7,,1,1,3,4,3,5,4,4,4,3,1,4,2,2,2,4,1,,,,,,,5116.14004546528,10580
4,3,1,42,4,4,1,3,4,2,3,2,4,3,2,1,2,3,2,3,2,1,1,7,1,0,0,0,1,1,0,25131.9542187016,10581
4,2,1,32,1,4,1,7,4,2,2,2,3,4,3,4,4,3,1,3,2,2,2,1,1,1,0,0,1,0,0,15441.1934237029,10582
2,5,1,52,3,4,1,7,5,2,4,5,4,4,2,2,4,1,2,3,3,1,1,1,1,0,0,0,1,0,0,4254.98633194953,10583
3,2,2,50,3,3,6,,4,6,2,4,4,3,2,2,3,1,2,2,4,3,1,5,1,,,,,,,5699.95972394464,10584
1,1,2,54,2,6,1,9,2,1,4,1,3,5,3,4,4,3,1,4,2,1,2,5,1,0,1,0,1,0,0,7831.88894104557,10585
3,4,2,54,3,4,1,4,4,1,2,3,4,3,2,3,4,1,2,2,5,2,1,5,1,0,1,0,1,0,0,7011.65118455985,10586
2,5,1,53,4,6,1,3,2,2,3,6,3,4,1,2,3,3,1,4,2,2,2,5,1,,,,,,,5059.48771544148,10587
3,4,2,44,3,4,6,,1,4,4,4,3,3,2,2,3,2,2,2,2,2,2,5,1,,,,,,,11960.5118384218,10588
1,3,1,72,2,3,7,,3,1,2,2,3,2,4,4,4,3,2,1,2,1,1,5,1,0,0,0,1,1,0,16181.1049019733,10589
3,4,1,39,3,3,1,4,4,3,1,1,4,4,2,2,2,3,1,4,4,2,1,1,1,0,1,0,0,0,0,63363.5692222896,10590
2,4,1,51,3,3,1,8,2,4,4,3,4,3,2,2,4,3,2,2,2,3,2,1,1,0,1,0,0,0,0,19873.0624458552,10591
5,3,2,76,2,3,7,,2,4,3,1,3,4,4,4,4,3,1,3,2,2,2,1,1,0,1,0,0,0,0,16976.3512514073,10592
4,4,2,51,4,3,98,,4,2,2,2,4,3,1,1,4,3,2,3,3,1,1,1,1,1,1,0,0,0,0,65810.1468338465,10593
1,1,2,82,3,2,7,,6,6,3,4,3,4,3,4,4,3,1,3,2,2,2,5,1,,,,,,,25525.7030838097,10594
1,3,1,61,2,4,5,7,5,1,1,1,3,4,2,1,4,3,1,3,3,1,1,1,1,0,1,0,0,1,0,41511.0013252114,10595
2,5,2,50,4,7,1,98,3,2,4,4,3,5,2,4,4,3,2,3,2,1,2,5,1,,,,,,,5471.58622581641,10596
3,5,1,53,3,4,1,2,4,2,2,2,3,3,3,1,2,2,2,3,3,2,2,2,1,0,1,1,0,0,0,2742.43358255487,10597
4,3,2,30,4,5,1,4,2,4,2,1,4,3,1,2,3,2,1,4,3,2,1,6,1,1,0,1,0,0,0,8453.14207312303,10598
5,3,1,78,2,3,7,,4,4,4,4,4,4,3,4,4,3,2,3,4,3,2,3,1,,,,,,,20101.1301642496,10599
2,2,2,30,2,4,1,7,2,4,2,2,3,4,3,4,4,3,1,3,2,2,2,1,1,0,1,0,1,0,0,13756.2810456052,10600
1,3,1,75,2,3,7,,3,2,1,1,4,2,4,4,4,3,2,1,3,1,1,5,1,0,1,0,1,0,0,11395.1852249283,10601
4,4,2,48,4,4,1,4,4,2,2,3,4,3,1,3,2,1,2,2,4,2,1,5,1,0,1,0,1,0,0,10118.2338139083,10602
3,5,1,52,2,4,6,,2,2,3,1,4,4,1,1,4,3,1,4,2,2,2,2,1,0,0,0,0,1,0,2211.38775386742,10603
1,5,1,84,2,4,7,,4,2,4,4,3,5,4,4,4,3,1,4,3,2,1,1,1,,,,,,,5493.69882057544,10604
1,1,1,70,2,3,7,,2,4,3,3,4,3,4,4,4,3,2,2,2,2,1,5,1,0,1,0,0,1,0,10173.7209125008,10605
1,3,2,19,3,4,8,,3,3,3,3,3,4,3,4,4,3,1,3,2,2,1,1,1,1,1,0,0,0,0,32780.9487021326,10606
2,1,2,53,4,4,1,4,5,1,1,3,4,3,3,3,3,2,2,2,4,3,1,5,1,0,1,0,1,0,0,5146.57867371665,10607
1,2,1,77,2,3,7,,4,2,2,2,3,4,4,4,4,3,1,3,2,2,2,1,1,1,1,0,0,0,0,10173.7209125008,10608
3,2,2,45,4,4,3,7,2,2,4,1,3,5,4,4,4,3,2,3,2,1,1,7,1,0,1,0,1,0,0,4571.19288358562,10609
4,2,1,53,4,6,1,6,3,2,4,4,3,5,3,4,4,2,1,1,2,2,2,7,1,,,,,,,7587.35250769934,10610
4,3,2,47,4,4,1,2,4,2,3,2,3,4,3,4,4,3,1,4,2,1,2,2,1,0,1,0,0,1,0,3350.3278591181,10611
4,4,1,18,5,4,6,,4,1,2,5,3,5,1,1,4,3,1,4,2,1,1,5,1,1,0,0,0,0,0,12603.384381822,10612
4,4,1,74,2,3,7,,3,2,2,2,3,3,4,4,4,3,2,4,2,2,2,1,1,0,1,0,1,0,0,18944.0773596654,10613
3,4,1,51,4,4,5,4,1,4,3,4,3,3,4,4,3,2,2,3,2,2,2,5,1,,,,,,,10097.5456367597,10614
1,3,1,76,2,3,7,,3,3,3,3,3,3,2,3,4,3,2,2,3,3,2,3,1,0,0,1,0,0,0,14495.6695652684,10615
4,3,1,51,3,4,1,2,2,2,4,4,3,4,3,4,3,2,1,1,2,1,2,7,1,,,,,,,3097.98438151213,10616
1,4,1,53,3,4,1,2,4,2,2,2,3,4,3,4,3,3,2,4,2,2,2,2,1,0,1,1,0,0,0,5364.31996091988,10617
1,4,2,53,2,3,6,,2,3,4,4,3,4,4,4,4,3,1,3,2,2,2,1,1,,,,,,,5687.56632375215,10618
4,5,2,60,2,4,1,9,2,2,4,1,3,5,3,4,4,3,1,3,4,1,1,1,1,0,1,1,0,0,0,14457.3550607011,10619
4,5,1,81,2,3,7,,2,1,2,4,3,1,4,1,4,1,2,2,4,2,2,1,1,,,,,,,17398.3649843657,10620
2,5,2,20,2,4,8,,2,3,2,3,3,4,2,4,4,3,1,4,2,2,2,1,1,0,1,0,1,0,0,17452.591573032,10621
1,2,2,50,3,4,1,2,2,2,3,3,3,4,4,4,4,3,1,3,2,2,2,1,1,0,0,0,1,0,0,6586.71164131617,10622
1,5,2,52,3,4,6,,1,3,2,4,4,3,2,1,4,1,2,2,3,2,1,5,1,,,,,,,1889.33910464214,10623
2,1,1,52,4,4,1,7,2,3,2,4,4,4,2,2,1,3,1,4,4,2,1,1,1,,,,,,,5991.43102138331,10624
3,5,2,24,4,5,8,,2,3,4,6,3,6,3,4,4,3,1,4,2,1,1,1,1,,,,,,,42097.6832710447,10625
5,1,2,61,5,3,98,,3,4,4,1,4,5,3,4,4,3,1,4,4,1,2,3,1,0,1,0,0,0,0,76704.7805601361,10626
3,1,2,54,4,6,1,9,5,1,4,2,3,4,1,4,1,3,2,1,2,2,1,1,1,0,1,1,0,0,0,7965.21757091113,10627
3,2,2,52,2,3,1,7,4,4,4,4,4,4,3,4,4,3,2,2,3,3,2,3,1,,,,,,,15603.0066000512,10628
2,5,1,28,5,5,1,4,4,2,3,2,3,3,2,2,1,3,1,3,3,1,1,5,1,0,0,0,1,1,0,18088.0349493147,10629
5,5,2,39,4,5,2,7,1,1,1,1,4,3,2,3,4,3,2,3,4,3,3,5,1,0,0,0,0,1,0,43923.984231427,10630
1,3,1,73,1,2,7,,2,4,4,4,3,4,4,4,4,3,1,1,2,2,2,2,1,,,,,,,35529.008320315,10631
5,3,2,56,4,4,1,9,1,1,4,1,3,4,3,4,4,3,1,4,2,1,1,2,1,0,0,0,0,1,0,26163.4322901438,10632
1,4,1,66,3,3,7,,4,2,1,1,4,1,1,2,4,3,2,3,5,2,2,5,1,0,1,1,0,0,0,14495.6695652684,10633
1,2,2,51,2,3,1,9,2,4,1,4,3,5,3,4,4,3,1,4,2,1,2,2,1,,,,,,,22482.6446461738,10634
1,5,1,37,3,5,5,2,5,2,2,2,3,5,1,2,3,2,2,4,3,1,1,5,1,0,1,1,0,0,0,86519.4909590803,10635
3,1,2,28,3,4,1,7,2,2,2,3,3,4,3,4,4,3,1,3,2,2,2,1,1,1,1,0,0,0,0,10827.4424466286,10636
5,3,1,68,3,4,7,,2,4,2,3,3,4,1,1,4,3,1,3,3,2,2,2,1,0,1,0,1,0,0,5889.00239011997,10637
3,3,1,54,4,5,5,4,4,2,4,3,4,5,1,1,4,3,1,4,3,2,1,2,1,0,1,0,1,0,0,10943.5126082313,10638
1,1,2,53,3,4,6,,6,1,3,2,3,3,3,1,3,2,2,4,2,2,1,2,1,0,1,0,1,0,0,2406.20234492113,10639
1,2,1,43,3,4,2,4,3,1,2,1,3,3,2,1,4,3,1,4,2,1,2,1,1,0,1,1,0,0,0,25347.4487851637,10640
4,3,1,36,3,4,6,,1,2,1,2,4,3,4,2,3,3,2,2,2,3,3,5,1,0,1,0,0,0,0,9180.99508010385,10641
3,3,1,50,4,6,1,9,4,2,4,4,3,4,1,2,4,3,1,3,4,3,1,1,1,,,,,,,7026.57435452952,10642
3,2,1,31,4,5,5,2,2,3,3,3,3,5,1,4,4,3,1,3,2,2,2,1,1,0,1,1,0,0,0,21122.526725451,10643
4,2,2,50,3,3,98,,5,1,2,1,5,2,1,3,4,3,2,4,4,2,1,1,1,0,0,1,0,1,0,35239.4220095075,10644
3,3,2,52,3,4,1,4,5,1,1,3,4,3,1,2,2,2,2,2,4,3,1,5,1,0,1,0,1,0,0,7011.65118455985,10645
1,1,2,54,4,3,2,8,4,1,3,2,4,3,3,4,4,2,2,1,2,2,2,1,1,0,1,0,0,0,0,18549.2930545223,10646
5,1,1,41,3,4,1,7,3,2,3,4,4,4,2,1,4,3,1,3,3,2,2,1,1,,,,,,,17118.5155475949,10647
4,5,1,68,2,4,7,,2,2,3,5,3,4,4,4,3,3,1,4,2,2,2,2,1,0,1,0,1,0,0,3436.28122922089,10648
3,4,1,54,1,4,5,3,1,1,3,3,4,4,4,4,4,3,1,4,2,2,2,5,1,1,0,0,0,0,0,9203.19710932037,10649
1,1,2,48,3,4,3,4,4,2,3,1,4,4,1,1,2,2,2,3,3,2,1,5,1,0,1,0,0,1,0,5434.36265720775,10650
4,5,2,60,1,4,1,8,2,4,3,4,3,5,3,1,4,3,2,4,2,2,1,1,1,,,,,,,10557.5091677404,10651
5,3,1,50,3,4,1,1,2,6,6,4,3,3,2,3,4,3,2,2,2,1,1,5,1,,,,,,,9927.58567043004,10652
3,2,1,50,4,3,1,3,4,3,4,4,3,3,3,4,4,2,1,1,2,2,2,1,1,,,,,,,14427.4878704483,10653
1,1,2,53,3,4,1,9,2,2,6,1,3,4,3,4,3,2,2,4,2,2,1,5,1,0,1,0,1,0,0,6586.71164131617,10654
4,1,2,53,4,4,6,,2,4,4,4,3,3,1,4,1,2,2,2,2,2,1,5,1,,,,,,,1843.496771327,10655
1,3,1,41,1,6,1,7,2,3,4,5,3,6,3,4,4,3,1,4,3,1,1,2,1,0,1,0,0,1,0,33758.1513811008,10656
4,5,1,33,2,5,1,7,2,4,3,3,3,4,3,4,4,3,1,3,2,2,2,5,1,0,1,0,1,0,0,16650.4898159702,10657
5,5,2,73,2,3,7,,5,1,1,3,4,3,4,3,3,2,2,2,4,3,1,5,1,0,1,0,1,0,0,12516.4476414724,10658
1,3,1,69,2,3,7,,2,3,3,3,3,3,2,3,4,3,2,2,3,3,2,3,1,0,0,0,1,0,0,11395.1852249283,10659
1,3,1,49,4,6,1,4,2,3,4,4,3,4,4,4,4,3,1,3,2,2,2,1,1,,,,,,,6692.39173210363,10660
5,5,1,49,3,4,1,5,3,2,2,4,3,4,3,4,3,2,2,3,2,2,1,1,1,,,,,,,14378.3986685437,10661
1,2,1,48,3,4,1,2,2,2,4,3,3,4,4,4,4,3,1,4,2,1,2,1,1,0,1,0,0,0,0,5024.9461100178,10662
2,3,2,52,2,4,5,7,4,4,3,1,3,4,2,2,3,2,2,3,3,2,1,1,1,0,1,0,1,0,0,9806.55248483278,10663
2,2,1,54,2,4,98,,3,3,3,3,2,2,4,2,1,3,1,3,2,2,2,1,1,0,1,0,0,1,0,8958.80110350648,10664
5,2,2,60,2,3,6,,2,3,3,5,3,3,4,4,4,3,2,2,2,2,1,5,1,0,0,0,0,0,1,11152.2214114205,10665
5,1,2,68,2,3,7,,5,1,1,3,5,3,4,2,4,3,2,2,4,3,1,5,1,0,1,0,1,0,0,5803.21657446274,10666
5,5,1,76,2,3,7,,5,2,1,1,3,5,4,4,4,3,1,4,2,1,2,1,1,0,1,0,1,0,0,21430.1172749495,10667
2,2,2,42,2,3,1,8,3,3,3,3,3,3,4,4,4,3,2,2,3,3,2,3,1,0,0,0,1,0,0,103274.307866319,10668
1,4,1,72,2,3,7,,2,3,3,3,3,3,4,4,4,3,2,1,2,2,1,1,1,0,1,0,0,0,0,14495.6695652684,10669
2,3,1,54,2,6,1,2,2,2,4,4,3,5,2,4,4,3,1,4,2,2,1,2,1,,,,,,,8252.28282246977,10670
2,4,2,54,2,3,98,,2,3,3,4,3,4,4,4,4,3,1,4,3,1,1,2,1,,,,,,,32136.7043281919,10671
1,4,2,50,2,4,1,9,6,2,3,1,3,4,1,2,4,3,2,4,2,1,1,5,1,1,0,0,0,1,0,6086.81617989828,10672
4,2,1,51,3,4,5,9,2,4,4,4,3,4,2,2,4,3,1,3,2,2,2,1,1,,,,,,,9943.41834715104,10673
4,5,1,42,3,5,1,3,4,2,2,4,4,4,2,1,4,3,1,3,2,2,2,5,1,,,,,,,24014.3461421247,10674
2,5,2,54,3,6,1,4,2,3,3,1,3,4,2,1,4,3,1,4,3,1,1,2,1,0,1,1,0,0,0,5471.58622581641,10675
4,4,1,42,3,4,1,1,2,4,3,3,3,4,3,4,4,3,1,3,2,2,2,1,1,0,1,0,1,0,0,20207.3063565525,10676
4,5,1,51,4,5,7,,3,3,3,3,3,3,2,3,4,3,2,2,3,3,2,3,1,0,1,0,0,0,0,19192.2472760034,10677
1,2,1,74,2,4,7,,1,3,3,4,4,4,2,4,4,3,1,4,2,2,2,5,1,,,,,,,2980.58200116624,10678
1,1,2,54,1,6,5,5,6,6,4,4,3,3,4,4,4,3,2,2,2,1,1,1,1,,,,,,,10063.7440540328,10679
2,5,1,53,3,4,3,6,4,2,4,4,3,4,2,2,4,3,1,4,2,1,2,3,1,,,,,,,4254.98633194953,10680
2,4,2,47,4,4,3,5,2,2,4,1,3,5,3,4,4,3,1,4,2,1,1,2,1,1,1,0,0,0,0,6741.1199563093,10681
1,1,1,40,3,4,1,6,2,2,3,1,4,4,1,1,3,2,1,4,3,2,1,1,1,1,1,0,0,0,0,25347.4487851637,10682
5,2,1,73,1,2,7,,2,4,3,2,4,3,4,4,4,3,2,2,2,2,2,5,1,0,0,1,0,0,0,16841.8465924924,10683
1,3,2,53,3,4,5,1,3,2,2,2,4,3,2,2,1,1,2,3,2,2,1,5,1,1,1,0,0,0,0,9479.88966568946,10684
1,4,1,66,3,4,7,,2,2,4,4,4,4,1,1,4,3,1,1,3,1,1,1,1,,,,,,,3181.88397925653,10685
5,5,2,42,2,4,1,4,6,6,4,3,3,4,1,4,4,3,2,3,2,1,2,5,1,0,1,0,0,0,0,36961.4868647253,10686
1,1,1,58,2,4,5,1,4,1,2,4,4,5,3,1,4,2,1,4,5,1,1,1,1,,,,,,,44920.1992626237,10687
5,3,1,77,2,2,7,,4,2,3,4,3,4,4,4,4,3,1,1,2,1,1,2,1,,,,,,,49268.0395096612,10688
2,1,1,37,2,5,1,2,2,2,3,3,3,3,2,3,4,3,2,2,3,2,1,2,1,0,0,0,1,0,0,35936.5385013409,10689
1,2,2,47,4,4,2,8,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,1,0,0,0,0,0,5434.36265720775,10690
3,4,1,52,2,4,1,3,5,1,2,3,4,3,4,3,3,1,2,2,5,3,1,5,1,0,1,0,1,0,0,6053.42833803404,10691
4,5,1,37,3,5,1,4,4,2,2,2,3,4,1,1,1,3,1,3,3,1,1,5,1,0,0,0,1,1,0,51510.0507108296,10692
3,4,2,50,3,7,1,9,5,1,3,1,3,5,1,1,4,3,1,4,2,1,2,5,1,0,1,0,0,0,0,7784.42383258932,10693
1,4,2,53,1,4,1,5,5,1,4,1,3,6,3,4,4,3,1,4,2,1,2,1,1,0,1,0,0,0,0,6086.81617989828,10694
3,1,2,33,2,4,6,,6,4,3,4,3,3,3,4,3,2,2,2,2,2,1,5,1,,,,,,,3545.24234550429,10695
1,5,2,54,1,6,5,7,2,3,3,2,3,5,4,4,4,2,1,4,2,1,1,1,1,0,1,0,1,0,0,18549.1218896647,10696
1,2,2,50,2,3,98,,6,4,3,4,3,5,3,4,4,3,2,2,2,2,2,1,1,,,,,,,27736.1829749244,10697
5,2,1,19,3,4,8,,3,2,3,4,3,4,3,4,4,3,1,3,2,2,2,5,1,,,,,,,14683.3242411289,10698
2,1,1,53,4,4,1,2,2,4,4,1,3,5,3,1,4,2,1,4,2,1,1,1,1,0,1,0,0,0,0,5991.43102138331,10699
4,5,2,52,3,4,98,,2,4,3,4,4,3,2,2,4,3,1,2,2,2,2,5,1,,,,,,,6477.95325247215,10700
1,1,1,52,4,4,2,7,3,3,3,3,3,3,2,3,4,3,2,3,4,3,2,3,1,1,0,0,0,0,0,6090.47888913451,10701
1,2,1,53,1,3,7,,1,2,3,5,3,5,4,4,4,3,2,2,2,2,2,5,1,0,1,1,0,0,0,27290.0463301843,10702
5,1,2,72,2,6,7,,4,1,3,1,3,4,4,4,4,3,1,1,2,1,1,2,1,0,1,0,0,0,0,3395.34649821116,10703
4,5,1,70,2,4,7,,3,3,2,2,3,3,4,4,4,3,1,3,2,2,2,1,1,0,1,0,1,0,0,2376.33946605682,10704
3,3,1,45,3,3,1,5,4,2,2,4,3,4,2,1,4,3,1,4,3,1,2,4,1,,,,,,,20169.9291439083,10705
2,4,1,54,2,3,5,1,2,1,2,4,4,3,1,3,3,3,1,4,2,2,1,2,1,,,,,,,36894.1550775286,10706
3,4,2,28,3,5,1,4,2,2,3,3,3,3,2,3,4,3,2,2,3,2,1,4,1,0,0,1,0,0,0,16526.8595373465,10707
4,3,1,22,3,4,8,,2,2,3,1,4,4,1,1,4,2,1,4,3,2,1,2,1,1,0,1,0,0,0,13404.0346976509,10708
1,3,1,22,4,4,8,,4,2,3,2,4,4,2,1,4,2,1,3,3,2,1,1,1,0,1,0,0,0,0,30976.807416246,10709
5,4,2,52,4,4,1,9,2,2,3,4,4,2,3,4,3,2,1,3,2,3,1,3,1,,,,,,,11446.0542536892,10710
4,2,2,52,2,4,1,9,1,2,4,1,3,3,3,4,4,3,1,4,3,2,3,7,1,0,1,1,0,0,0,5698.88268733131,10711
1,3,2,53,2,3,98,,5,1,3,2,3,3,4,4,4,3,1,4,1,1,2,1,1,0,1,0,0,0,0,31066.2092223213,10712
3,4,2,50,3,3,98,,4,2,3,2,3,4,3,4,4,3,2,2,2,2,2,1,1,0,1,0,1,0,0,33413.1219851533,10713
1,1,2,45,1,6,1,2,5,1,1,1,4,4,4,4,1,3,1,3,2,2,1,5,1,0,1,0,0,0,0,6461.69547311785,10714
1,1,2,53,3,3,6,,3,1,2,2,3,4,3,4,4,3,2,4,2,2,2,5,1,0,1,0,1,0,0,6776.27242158514,10715
2,5,2,19,4,4,8,,4,1,3,2,3,5,3,4,4,3,1,3,2,2,2,1,1,0,1,1,0,0,0,17452.591573032,10716
3,3,2,37,3,4,1,2,2,2,4,4,3,5,3,4,4,2,1,4,2,1,1,1,1,,,,,,,29840.7111934256,10717
4,1,2,52,1,3,98,,1,3,3,1,3,4,4,4,4,3,2,2,2,2,2,5,1,0,1,0,0,1,0,25755.9138034272,10718
3,5,2,40,4,4,1,2,2,2,2,1,4,3,1,1,4,3,2,3,3,2,1,5,1,0,0,1,0,1,0,43587.4566272769,10719
3,3,2,19,3,4,8,,2,4,3,3,3,4,3,4,4,3,1,3,2,2,1,1,1,1,1,0,0,0,0,24237.4746399409,10720
5,3,2,50,2,4,6,,2,2,3,2,3,3,4,4,4,3,2,3,2,2,2,1,1,0,1,0,1,0,0,3922.06893821125,10721
3,4,1,53,1,2,6,,3,1,4,2,3,4,4,4,4,3,1,2,2,2,2,5,1,0,1,0,0,0,0,18500.712346526,10722
5,3,2,71,2,3,7,,4,2,3,2,3,4,4,4,4,2,1,1,2,1,1,2,1,1,1,0,0,0,0,16976.3512514073,10723
4,4,2,46,4,4,2,8,2,6,4,1,4,5,1,4,4,3,2,2,2,2,1,1,1,0,0,0,1,1,0,4332.29955906871,10724
1,5,1,73,2,4,7,,5,1,2,3,5,3,4,3,2,2,2,2,4,2,1,5,1,0,1,0,1,0,0,2836.60507774441,10725
4,5,1,20,3,4,8,,4,4,3,3,3,5,3,4,4,3,2,3,2,1,1,1,1,0,0,1,0,0,0,37178.1627623465,10726
1,3,1,50,3,4,5,3,4,2,3,2,3,4,1,1,2,3,1,3,3,2,1,3,1,1,1,0,0,0,0,8765.68931837329,10727
1,4,1,71,2,3,7,,2,3,2,3,3,3,4,4,4,3,2,2,2,2,2,5,1,1,0,0,0,1,0,9682.27963190667,10728
4,3,2,29,4,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,0,0,0,0,1,0,27375.2167078521,10729
3,4,2,51,5,6,6,,1,2,2,4,3,4,4,4,3,3,1,4,2,2,2,1,1,,,,,,,3279.03951432033,10730
1,3,2,50,1,3,6,,2,3,3,4,3,5,4,4,4,3,1,4,2,1,2,1,1,,,,,,,7589.83660393103,10731
1,3,2,53,2,3,98,,4,2,3,6,3,4,4,4,4,3,1,4,2,2,2,1,1,,,,,,,31066.2092223213,10732
2,1,2,37,5,4,1,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,0,0,1,0,0,0,30256.141862808,10733
5,1,2,54,4,4,98,,2,4,3,1,4,3,1,4,1,3,2,2,2,2,1,5,1,0,1,0,0,0,0,9221.48146829586,10734
4,1,2,54,2,4,6,,5,5,1,3,5,3,3,3,3,2,2,2,4,2,1,5,1,0,1,0,1,0,0,2522.28521940401,10735
5,4,1,68,3,6,7,,2,2,4,5,4,3,1,2,4,1,1,4,3,3,1,2,1,0,1,1,0,0,0,7461.82007247975,10736
4,3,1,45,3,6,5,7,5,2,2,1,4,3,1,1,3,2,1,4,3,2,1,6,1,0,0,1,0,1,0,22068.2269369214,10737
2,3,2,50,3,6,1,7,2,3,4,5,3,5,1,4,3,3,1,4,2,1,3,1,1,0,1,0,0,0,0,8924.43653614833,10738
4,3,2,54,3,3,4,4,2,2,3,3,4,1,1,1,1,1,2,2,3,2,1,5,1,0,1,0,1,0,0,18391.4113440194,10739
4,3,1,45,3,4,5,4,4,2,2,1,4,4,1,2,3,2,1,4,3,2,1,6,1,1,0,1,0,0,0,7759.63555422252,10740
1,1,2,29,3,5,1,8,4,3,6,6,3,4,1,4,4,3,2,4,2,2,2,5,1,,,,,,,13718.6289982165,10741
1,5,1,54,4,4,1,6,4,1,3,2,3,5,1,4,4,1,2,2,2,2,2,3,1,0,1,0,0,0,0,9261.79534965535,10742
5,1,2,59,2,4,6,,3,2,2,2,3,4,3,4,3,2,2,4,2,2,1,5,1,0,1,1,0,0,0,3267.25204051107,10743
5,1,2,54,4,4,1,9,4,1,3,1,4,3,1,3,4,3,2,4,3,2,1,1,1,1,1,0,0,0,0,6167.10534075076,10744
4,5,1,51,4,4,1,7,2,3,2,2,4,4,2,1,4,3,1,3,3,2,2,5,1,1,0,0,1,0,0,8592.73869160361,10745
