NUTS3,SEX,AGE,TIME,Value_UNEMP
IT,1,Y_GE15,2019-01-01,9.093324
IT,1,Y_GE15,2019-01-01,10.304281
IT,1,Y_GE15,2019-04-01,9.071768
IT,1,Y_GE15,2019-10-01,8.73384
IT,1,Y_GE15,2019-07-01,8.267187
IT,1,Y_GE15,2020-01-01,8.403538
IT,1,Y_GE15,2020-04-01,7.207419
IT,1,Y_GE15,2020-01-01,8.543542
IT,1,Y_GE15,2020-07-01,8.992374
IT,1,Y_GE15,2020-10-01,8.838076
IT,2,Y_GE15,2019-01-01,11.09784
IT,2,Y_GE15,2019-01-01,12.086535
IT,2,Y_GE15,2019-04-01,10.655604
IT,2,Y_GE15,2019-10-01,11.478212
IT,2,Y_GE15,2019-07-01,10.164783
IT,2,Y_GE15,2020-01-01,10.191392
IT,2,Y_GE15,2020-04-01,8.396963
IT,2,Y_GE15,2020-01-01,10.583816
IT,2,Y_GE15,2020-07-01,11.417684
IT,2,Y_GE15,2020-10-01,10.301491
IT,9,Y_GE15,2019-01-01,9.951385
IT,9,Y_GE15,2019-01-01,11.068457
IT,9,Y_GE15,2019-04-01,9.750847
IT,9,Y_GE15,2019-10-01,9.911253
IT,9,Y_GE15,2019-07-01,9.074981
IT,9,Y_GE15,2020-01-01,9.163328
IT,9,Y_GE15,2020-04-01,7.710162
IT,9,Y_GE15,2020-01-01,9.416689
IT,9,Y_GE15,2020-07-01,10.019654
IT,9,Y_GE15,2020-10-01,9.460987
ITCD,1,Y_GE15,2019-01-01,4.967404
ITCD,1,Y_GE15,2019-01-01,5.634168
ITCD,1,Y_GE15,2019-04-01,4.716404
ITCD,1,Y_GE15,2019-10-01,4.901869
ITCD,1,Y_GE15,2019-07-01,4.615194
ITCD,1,Y_GE15,2020-01-01,4.896633
ITCD,1,Y_GE15,2020-04-01,4.152348
ITCD,1,Y_GE15,2020-01-01,4.628156
ITCD,1,Y_GE15,2020-07-01,5.525934
ITCD,1,Y_GE15,2020-10-01,5.271122
ITCD,2,Y_GE15,2019-01-01,7.477037
ITCD,2,Y_GE15,2019-01-01,8.226236
ITCD,2,Y_GE15,2019-04-01,6.948913
ITCD,2,Y_GE15,2019-10-01,7.727118
ITCD,2,Y_GE15,2019-07-01,6.998672
ITCD,2,Y_GE15,2020-01-01,7.005504
ITCD,2,Y_GE15,2020-04-01,5.942892
ITCD,2,Y_GE15,2020-01-01,6.925334
ITCD,2,Y_GE15,2020-07-01,7.791141
ITCD,2,Y_GE15,2020-10-01,7.345894
ITCD,9,Y_GE15,2019-01-01,6.0867
ITCD,9,Y_GE15,2019-01-01,6.78907
ITCD,9,Y_GE15,2019-04-01,5.711899
ITCD,9,Y_GE15,2019-10-01,6.169422
ITCD,9,Y_GE15,2019-07-01,5.673128
ITCD,9,Y_GE15,2020-01-01,5.832298
ITCD,9,Y_GE15,2020-04-01,4.943506
ITCD,9,Y_GE15,2020-01-01,5.6533
ITCD,9,Y_GE15,2020-07-01,6.526007
ITCD,9,Y_GE15,2020-10-01,6.194514
ITC,1,Y_GE15,2019-01-01,5.392348
ITC,1,Y_GE15,2019-01-01,6.214628
ITC,1,Y_GE15,2019-04-01,5.305225
ITC,1,Y_GE15,2019-10-01,5.035039
ITC,1,Y_GE15,2019-07-01,5.009782
ITC,1,Y_GE15,2020-01-01,5.187511
ITC,1,Y_GE15,2020-04-01,4.46522
ITC,1,Y_GE15,2020-01-01,5.089192
ITC,1,Y_GE15,2020-07-01,5.788734
ITC,1,Y_GE15,2020-10-01,5.393095
ITC,2,Y_GE15,2019-01-01,7.938624
ITC,2,Y_GE15,2019-01-01,8.80719
ITC,2,Y_GE15,2019-04-01,7.042138
ITC,2,Y_GE15,2019-10-01,8.395312
ITC,2,Y_GE15,2019-07-01,7.498122
ITC,2,Y_GE15,2020-01-01,6.983837
ITC,2,Y_GE15,2020-04-01,5.903193
ITC,2,Y_GE15,2020-01-01,6.913224
ITC,2,Y_GE15,2020-07-01,7.936104
ITC,2,Y_GE15,2020-10-01,7.17145
ITC,9,Y_GE15,2019-01-01,6.52516
ITC,9,Y_GE15,2019-01-01,7.366148
ITC,9,Y_GE15,2019-04-01,6.079196
ITC,9,Y_GE15,2019-10-01,6.53838
ITC,9,Y_GE15,2019-07-01,6.110595
ITC,9,Y_GE15,2020-01-01,5.985402
ITC,9,Y_GE15,2020-04-01,5.104852
ITC,9,Y_GE15,2020-01-01,5.900953
ITC,9,Y_GE15,2020-07-01,6.738309
ITC,9,Y_GE15,2020-10-01,6.183869
ITC1,1,Y_GE15,2019-01-01,6.33661
ITC1,1,Y_GE15,2019-01-01,7.110881
ITC1,1,Y_GE15,2019-04-01,6.607025
ITC1,1,Y_GE15,2019-10-01,5.684084
ITC1,1,Y_GE15,2019-07-01,5.941656
ITC1,1,Y_GE15,2020-01-01,6.495606
ITC1,1,Y_GE15,2020-04-01,6.526303
ITC1,1,Y_GE15,2020-01-01,6.393667
ITC1,1,Y_GE15,2020-07-01,6.806762
ITC1,1,Y_GE15,2020-10-01,6.258642
ITC1,2,Y_GE15,2019-01-01,9.238419
ITC1,2,Y_GE15,2019-01-01,10.053883
ITC1,2,Y_GE15,2019-04-01,7.884914
ITC1,2,Y_GE15,2019-10-01,8.907579
ITC1,2,Y_GE15,2019-07-01,10.105118
ITC1,2,Y_GE15,2020-01-01,8.762496
ITC1,2,Y_GE15,2020-04-01,7.795584
ITC1,2,Y_GE15,2020-01-01,7.882954
ITC1,2,Y_GE15,2020-07-01,10.333983
ITC1,2,Y_GE15,2020-10-01,9.051722
ITC1,9,Y_GE15,2019-01-01,7.64651
ITC1,9,Y_GE15,2019-01-01,8.432957
ITC1,9,Y_GE15,2019-04-01,7.182757
ITC1,9,Y_GE15,2019-10-01,7.145518
ITC1,9,Y_GE15,2019-07-01,7.825293
ITC1,9,Y_GE15,2020-01-01,7.515081
ITC1,9,Y_GE15,2020-04-01,7.101133
ITC1,9,Y_GE15,2020-01-01,7.06409
ITC1,9,Y_GE15,2020-07-01,8.393192
ITC1,9,Y_GE15,2020-10-01,7.504664
ITC11,1,Y_GE15,2019-01-01,7.035512
ITC11,1,Y_GE15,2020-01-01,7.217179
ITC11,2,Y_GE15,2019-01-01,9.845814
ITC11,2,Y_GE15,2020-01-01,9.341052
ITC11,9,Y_GE15,2019-01-01,8.335016
ITC11,9,Y_GE15,2020-01-01,8.189791
ITC12,1,Y_GE15,2019-01-01,7.497284
ITC12,1,Y_GE15,2020-01-01,7.374567
ITC12,2,Y_GE15,2019-01-01,8.539953
ITC12,2,Y_GE15,2020-01-01,9.416725
ITC12,9,Y_GE15,2019-01-01,7.945213
ITC12,9,Y_GE15,2020-01-01,8.277819
ITC13,1,Y_GE15,2019-01-01,6.991305
ITC13,1,Y_GE15,2020-01-01,6.314717
ITC13,2,Y_GE15,2019-01-01,9.195274
ITC13,2,Y_GE15,2020-01-01,7.751399
ITC13,9,Y_GE15,2019-01-01,8.003934
ITC13,9,Y_GE15,2020-01-01,6.98235
ITC14,1,Y_GE15,2019-01-01,4.594084
ITC14,1,Y_GE15,2020-01-01,4.557023
ITC14,2,Y_GE15,2019-01-01,7.545908
ITC14,2,Y_GE15,2020-01-01,7.425809
ITC14,9,Y_GE15,2019-01-01,5.891345
ITC14,9,Y_GE15,2020-01-01,5.835079
ITC15,1,Y_GE15,2019-01-01,6.038604
ITC15,1,Y_GE15,2020-01-01,5.462577
ITC15,2,Y_GE15,2019-01-01,10.304372
ITC15,2,Y_GE15,2020-01-01,8.456412
ITC15,9,Y_GE15,2019-01-01,7.981822
ITC15,9,Y_GE15,2020-01-01,6.806217
ITC16,1,Y_GE15,2019-01-01,4.047942
ITC16,1,Y_GE15,2020-01-01,3.757225
ITC16,2,Y_GE15,2019-01-01,5.859265
ITC16,2,Y_GE15,2020-01-01,5.795859
ITC16,9,Y_GE15,2019-01-01,4.835869
ITC16,9,Y_GE15,2020-01-01,4.641969
ITC17,1,Y_GE15,2019-01-01,4.469355
ITC17,1,Y_GE15,2020-01-01,6.657765
ITC17,2,Y_GE15,2019-01-01,7.028731
ITC17,2,Y_GE15,2020-01-01,7.745829
ITC17,9,Y_GE15,2019-01-01,5.56737
ITC17,9,Y_GE15,2020-01-01,7.132098
ITC18,1,Y_GE15,2019-01-01,7.210919
ITC18,1,Y_GE15,2020-01-01,8.101528
ITC18,2,Y_GE15,2019-01-01,11.732814
ITC18,2,Y_GE15,2020-01-01,11.418976
ITC18,9,Y_GE15,2019-01-01,9.168498
ITC18,9,Y_GE15,2020-01-01,9.543185
ITC2,1,Y_GE15,2019-01-01,5.811463
ITC2,1,Y_GE15,2019-01-01,6.767156
ITC2,1,Y_GE15,2019-04-01,6.878901
ITC2,1,Y_GE15,2019-10-01,5.052798
ITC2,1,Y_GE15,2019-07-01,4.496432
ITC2,1,Y_GE15,2020-01-01,6.146223
ITC2,1,Y_GE15,2020-04-01,7.217009
ITC2,1,Y_GE15,2020-01-01,5.600808
ITC2,1,Y_GE15,2020-07-01,5.65145
ITC2,1,Y_GE15,2020-10-01,6.143457
ITC2,2,Y_GE15,2019-01-01,7.24227
ITC2,2,Y_GE15,2019-01-01,6.966623
ITC2,2,Y_GE15,2019-04-01,7.136731
ITC2,2,Y_GE15,2019-10-01,7.667836
ITC2,2,Y_GE15,2019-07-01,7.207306
ITC2,2,Y_GE15,2020-01-01,5.465926
ITC2,2,Y_GE15,2020-04-01,3.455925
ITC2,2,Y_GE15,2020-01-01,5.081012
ITC2,2,Y_GE15,2020-07-01,6.013939
ITC2,2,Y_GE15,2020-10-01,7.250158
ITC2,9,Y_GE15,2019-01-01,6.485692
ITC2,9,Y_GE15,2019-01-01,6.861976
ITC2,9,Y_GE15,2019-04-01,6.9991
ITC2,9,Y_GE15,2019-10-01,6.298657
ITC2,9,Y_GE15,2019-07-01,5.760636
ITC2,9,Y_GE15,2020-01-01,5.827648
ITC2,9,Y_GE15,2020-04-01,5.483506
ITC2,9,Y_GE15,2020-01-01,5.352165
ITC2,9,Y_GE15,2020-07-01,5.82018
ITC2,9,Y_GE15,2020-10-01,6.661434
ITC20,1,Y_GE15,2019-01-01,5.811463
ITC20,1,Y_GE15,2020-01-01,6.146223
ITC20,2,Y_GE15,2019-01-01,7.24227
ITC20,2,Y_GE15,2020-01-01,5.465926
ITC20,9,Y_GE15,2019-01-01,6.485692
ITC20,9,Y_GE15,2020-01-01,5.827648
ITC3,1,Y_GE15,2019-01-01,7.353802
ITC3,1,Y_GE15,2019-01-01,8.92485
ITC3,1,Y_GE15,2019-04-01,6.800039
ITC3,1,Y_GE15,2019-10-01,7.33511
ITC3,1,Y_GE15,2019-07-01,6.362867
ITC3,1,Y_GE15,2020-01-01,7.228735
ITC3,1,Y_GE15,2020-04-01,6.515229
ITC3,1,Y_GE15,2020-01-01,8.294631
ITC3,1,Y_GE15,2020-07-01,6.563667
ITC3,1,Y_GE15,2020-10-01,7.527947
ITC3,2,Y_GE15,2019-01-01,12.258146
ITC3,2,Y_GE15,2019-01-01,15.332031
ITC3,2,Y_GE15,2019-04-01,12.308087
ITC3,2,Y_GE15,2019-10-01,10.662308
ITC3,2,Y_GE15,2019-07-01,10.763848
ITC3,2,Y_GE15,2020-01-01,9.594126
ITC3,2,Y_GE15,2020-04-01,8.386701
ITC3,2,Y_GE15,2020-01-01,12.327314
ITC3,2,Y_GE15,2020-07-01,8.101354
ITC3,2,Y_GE15,2020-10-01,9.508646
ITC3,9,Y_GE15,2019-01-01,9.59674
ITC3,9,Y_GE15,2019-01-01,11.840025
ITC3,9,Y_GE15,2019-04-01,9.310899
ITC3,9,Y_GE15,2019-10-01,8.867423
ITC3,9,Y_GE15,2019-07-01,8.378505
ITC3,9,Y_GE15,2020-01-01,8.297848
ITC3,9,Y_GE15,2020-04-01,7.355646
ITC3,9,Y_GE15,2020-01-01,10.128237
ITC3,9,Y_GE15,2020-07-01,7.259463
ITC3,9,Y_GE15,2020-10-01,8.422233
ITC31,1,Y_GE15,2019-01-01,9.731277
ITC31,1,Y_GE15,2020-01-01,9.414147
ITC31,2,Y_GE15,2019-01-01,18.198146
ITC31,2,Y_GE15,2020-01-01,10.462249
ITC31,9,Y_GE15,2019-01-01,13.571343
ITC31,9,Y_GE15,2020-01-01,9.8814
ITC32,1,Y_GE15,2019-01-01,4.957576
ITC32,1,Y_GE15,2020-01-01,6.474867
ITC32,2,Y_GE15,2019-01-01,6.48484
ITC32,2,Y_GE15,2020-01-01,5.856567
ITC32,9,Y_GE15,2019-01-01,5.64035
ITC32,9,Y_GE15,2020-01-01,6.196906
ITC33,1,Y_GE15,2019-01-01,7.692154
ITC33,1,Y_GE15,2020-01-01,6.84589
ITC33,2,Y_GE15,2019-01-01,12.662253
ITC33,2,Y_GE15,2020-01-01,9.702489
ITC33,9,Y_GE15,2019-01-01,9.994516
ITC33,9,Y_GE15,2020-01-01,8.154614
ITC34,1,Y_GE15,2019-01-01,6.710556
ITC34,1,Y_GE15,2020-01-01,7.533557
ITC34,2,Y_GE15,2019-01-01,11.800803
ITC34,2,Y_GE15,2020-01-01,12.842849
ITC34,9,Y_GE15,2019-01-01,9.003833
ITC34,9,Y_GE15,2020-01-01,9.856413
ITC4,1,Y_GE15,2019-01-01,4.73077
ITC4,1,Y_GE15,2019-01-01,5.468901
ITC4,1,Y_GE15,2019-04-01,4.544702
ITC4,1,Y_GE15,2019-10-01,4.459049
ITC4,1,Y_GE15,2019-07-01,4.445425
ITC4,1,Y_GE15,2020-01-01,4.360545
ITC4,1,Y_GE15,2020-04-01,3.31149
ITC4,1,Y_GE15,2020-01-01,4.112442
ITC4,1,Y_GE15,2020-07-01,5.269358
ITC4,1,Y_GE15,2020-10-01,4.730954
ITC4,2,Y_GE15,2019-01-01,6.75242
ITC4,2,Y_GE15,2019-01-01,7.349507
ITC4,2,Y_GE15,2019-04-01,5.908029
ITC4,2,Y_GE15,2019-10-01,7.857224
ITC4,2,Y_GE15,2019-07-01,5.860324
ITC4,2,Y_GE15,2020-01-01,5.872631
ITC4,2,Y_GE15,2020-04-01,4.771597
ITC4,2,Y_GE15,2020-01-01,5.744962
ITC4,2,Y_GE15,2020-07-01,6.914605
ITC4,2,Y_GE15,2020-10-01,6.051318
ITC4,9,Y_GE15,2019-01-01,5.620432
ITC4,9,Y_GE15,2019-01-01,6.296621
ITC4,9,Y_GE15,2019-04-01,5.147049
ITC4,9,Y_GE15,2019-10-01,5.963477
ITC4,9,Y_GE15,2019-07-01,5.061725
ITC4,9,Y_GE15,2020-01-01,5.026589
ITC4,9,Y_GE15,2020-04-01,3.954887
ITC4,9,Y_GE15,2020-01-01,4.832613
ITC4,9,Y_GE15,2020-07-01,5.988824
ITC4,9,Y_GE15,2020-10-01,5.315614
ITC41,1,Y_GE15,2019-01-01,4.908257
ITC41,1,Y_GE15,2020-01-01,4.155123
ITC41,2,Y_GE15,2019-01-01,5.983719
ITC41,2,Y_GE15,2020-01-01,5.860472
ITC41,9,Y_GE15,2019-01-01,5.389689
ITC41,9,Y_GE15,2020-01-01,4.900397
ITC42,1,Y_GE15,2019-01-01,5.080259
ITC42,1,Y_GE15,2020-01-01,4.403
ITC42,2,Y_GE15,2019-01-01,8.228089
ITC42,2,Y_GE15,2020-01-01,6.568465
ITC42,9,Y_GE15,2019-01-01,6.445767
ITC42,9,Y_GE15,2020-01-01,5.344398
ITC43,1,Y_GE15,2019-01-01,3.852647
ITC43,1,Y_GE15,2020-01-01,3.828951
ITC43,2,Y_GE15,2019-01-01,7.165665
ITC43,2,Y_GE15,2020-01-01,6.997935
ITC43,9,Y_GE15,2019-01-01,5.301
ITC43,9,Y_GE15,2020-01-01,5.219761
ITC44,1,Y_GE15,2019-01-01,4.511035
ITC44,1,Y_GE15,2020-01-01,4.226233
ITC44,2,Y_GE15,2019-01-01,6.506031
ITC44,2,Y_GE15,2020-01-01,7.310467
ITC44,9,Y_GE15,2019-01-01,5.388455
ITC44,9,Y_GE15,2020-01-01,5.581092
ITC45,1,Y_GE15,2019-01-01,5.51757
ITC45,1,Y_GE15,2020-01-01,5.642001
ITC45,2,Y_GE15,2019-01-01,6.333735
ITC45,2,Y_GE15,2020-01-01,5.798576
ITC45,9,Y_GE15,2019-01-01,5.89446
ITC45,9,Y_GE15,2020-01-01,5.714465
ITC46,1,Y_GE15,2019-01-01,2.756654
ITC46,1,Y_GE15,2020-01-01,2.432831
ITC46,2,Y_GE15,2019-01-01,4.72835
ITC46,2,Y_GE15,2020-01-01,3.843001
ITC46,9,Y_GE15,2019-01-01,3.547897
ITC46,9,Y_GE15,2020-01-01,3.014194
ITC47,1,Y_GE15,2019-01-01,3.513886
ITC47,1,Y_GE15,2020-01-01,2.657783
ITC47,2,Y_GE15,2019-01-01,6.476754
ITC47,2,Y_GE15,2020-01-01,6.755993
ITC47,9,Y_GE15,2019-01-01,4.749221
ITC47,9,Y_GE15,2020-01-01,4.355131
ITC48,1,Y_GE15,2019-01-01,5.658281
ITC48,1,Y_GE15,2020-01-01,4.887037
ITC48,2,Y_GE15,2019-01-01,7.925984
ITC48,2,Y_GE15,2020-01-01,6.09436
ITC48,9,Y_GE15,2019-01-01,6.680846
ITC48,9,Y_GE15,2020-01-01,5.423249
ITC49,1,Y_GE15,2019-01-01,6.184809
ITC49,1,Y_GE15,2020-01-01,6.008732
ITC49,2,Y_GE15,2019-01-01,8.53794
ITC49,2,Y_GE15,2020-01-01,5.689817
ITC49,9,Y_GE15,2019-01-01,7.19276
ITC49,9,Y_GE15,2020-01-01,5.870487
ITC4A,1,Y_GE15,2019-01-01,4.180418
ITC4A,1,Y_GE15,2020-01-01,4.747872
ITC4A,2,Y_GE15,2019-01-01,6.12364
ITC4A,2,Y_GE15,2020-01-01,6.975707
ITC4A,9,Y_GE15,2019-01-01,5.001202
ITC4A,9,Y_GE15,2020-01-01,5.690861
ITC4B,1,Y_GE15,2019-01-01,4.928853
ITC4B,1,Y_GE15,2020-01-01,4.57248
ITC4B,2,Y_GE15,2019-01-01,8.284689
ITC4B,2,Y_GE15,2020-01-01,5.01706
ITC4B,9,Y_GE15,2019-01-01,6.364534
ITC4B,9,Y_GE15,2020-01-01,4.754046
ITD,1,Y_GE15,2019-01-01,4.389142
ITD,1,Y_GE15,2019-01-01,4.839496
ITD,1,Y_GE15,2019-04-01,3.924268
ITD,1,Y_GE15,2019-10-01,4.720077
ITD,1,Y_GE15,2019-07-01,4.077004
ITD,1,Y_GE15,2020-01-01,4.50652
ITD,1,Y_GE15,2020-04-01,3.738172
ITD,1,Y_GE15,2020-01-01,4.005206
ITD,1,Y_GE15,2020-07-01,5.174599
ITD,1,Y_GE15,2020-10-01,5.106123
ITD,2,Y_GE15,2019-01-01,6.855524
ITD,2,Y_GE15,2019-01-01,7.441354
ITD,2,Y_GE15,2019-04-01,6.823868
ITD,2,Y_GE15,2019-10-01,6.825908
ITD,2,Y_GE15,2019-07-01,6.327002
ITD,2,Y_GE15,2020-01-01,7.034744
ITD,2,Y_GE15,2020-04-01,5.996897
ITD,2,Y_GE15,2020-01-01,6.941549
ITD,2,Y_GE15,2020-07-01,7.59606
ITD,2,Y_GE15,2020-10-01,7.581037
ITD,9,Y_GE15,2019-01-01,5.492856
ITD,9,Y_GE15,2019-01-01,6.003699
ITD,9,Y_GE15,2019-04-01,5.218437
ITD,9,Y_GE15,2019-10-01,5.668472
ITD,9,Y_GE15,2019-07-01,5.080185
ITD,9,Y_GE15,2020-01-01,5.626528
ITD,9,Y_GE15,2020-04-01,4.72726
ITD,9,Y_GE15,2020-01-01,5.320407
ITD,9,Y_GE15,2020-07-01,6.241328
ITD,9,Y_GE15,2020-10-01,6.208889
ITDA,1,Y_GE15,2019-01-01,3.34608
ITDA,1,Y_GE15,2019-01-01,3.810101
ITDA,1,Y_GE15,2019-04-01,3.765658
ITDA,1,Y_GE15,2019-10-01,2.80074
ITDA,1,Y_GE15,2019-07-01,3.007369
ITDA,1,Y_GE15,2020-01-01,3.961293
ITDA,1,Y_GE15,2020-04-01,3.62931
ITDA,1,Y_GE15,2020-01-01,4.511678
ITDA,1,Y_GE15,2020-07-01,3.118788
ITDA,1,Y_GE15,2020-10-01,4.592866
ITDA,2,Y_GE15,2019-01-01,4.650535
ITDA,2,Y_GE15,2019-01-01,4.835453
ITDA,2,Y_GE15,2019-04-01,5.258472
ITDA,2,Y_GE15,2019-10-01,4.218202
ITDA,2,Y_GE15,2019-07-01,4.297396
ITDA,2,Y_GE15,2020-01-01,5.160662
ITDA,2,Y_GE15,2020-04-01,5.844918
ITDA,2,Y_GE15,2020-01-01,3.710125
ITDA,2,Y_GE15,2020-07-01,5.72974
ITDA,2,Y_GE15,2020-10-01,5.386976
ITDA,9,Y_GE15,2019-01-01,3.940547
ITDA,9,Y_GE15,2019-01-01,4.278969
ITDA,9,Y_GE15,2019-04-01,4.442492
ITDA,9,Y_GE15,2019-10-01,3.450577
ITDA,9,Y_GE15,2019-07-01,3.592778
ITDA,9,Y_GE15,2020-01-01,4.504503
ITDA,9,Y_GE15,2020-04-01,4.63344
ITDA,9,Y_GE15,2020-01-01,4.145272
ITDA,9,Y_GE15,2020-07-01,4.303064
ITDA,9,Y_GE15,2020-10-01,4.948374
ITD1,1,Y_GE15,2019-01-01,2.616795
ITD1,1,Y_GE15,2019-01-01,2.94297
ITD1,1,Y_GE15,2019-04-01,2.891046
ITD1,1,Y_GE15,2019-10-01,1.9734
ITD1,1,Y_GE15,2019-07-01,2.657192
ITD1,1,Y_GE15,2020-01-01,3.230865
ITD1,1,Y_GE15,2020-04-01,2.802714
ITD1,1,Y_GE15,2020-01-01,3.331009
ITD1,1,Y_GE15,2020-07-01,2.86838
ITD1,1,Y_GE15,2020-10-01,3.917908
ITD1,2,Y_GE15,2019-01-01,3.239208
ITD1,2,Y_GE15,2019-01-01,2.796496
ITD1,2,Y_GE15,2019-04-01,3.915361
ITD1,2,Y_GE15,2019-10-01,3.176788
ITD1,2,Y_GE15,2019-07-01,3.084053
ITD1,2,Y_GE15,2020-01-01,4.436649
ITD1,2,Y_GE15,2020-04-01,5.427075
ITD1,2,Y_GE15,2020-01-01,3.209187
ITD1,2,Y_GE15,2020-07-01,3.961607
ITD1,2,Y_GE15,2020-10-01,5.281943
ITD1,9,Y_GE15,2019-01-01,2.900969
ITD1,9,Y_GE15,2019-01-01,2.875651
ITD1,9,Y_GE15,2019-04-01,3.35524
ITD1,9,Y_GE15,2019-10-01,2.526003
ITD1,9,Y_GE15,2019-07-01,2.851147
ITD1,9,Y_GE15,2020-01-01,3.7724
ITD1,9,Y_GE15,2020-04-01,3.966169
ITD1,9,Y_GE15,2020-01-01,3.275094
ITD1,9,Y_GE15,2020-07-01,3.364283
ITD1,9,Y_GE15,2020-10-01,4.518412
ITD2,1,Y_GE15,2019-01-01,4.114623
ITD2,1,Y_GE15,2019-01-01,4.718234
ITD2,1,Y_GE15,2019-04-01,4.676674
ITD2,1,Y_GE15,2019-10-01,3.674953
ITD2,1,Y_GE15,2019-07-01,3.383383
ITD2,1,Y_GE15,2020-01-01,4.740308
ITD2,1,Y_GE15,2020-04-01,4.519761
ITD2,1,Y_GE15,2020-01-01,5.774842
ITD2,1,Y_GE15,2020-07-01,3.38298
ITD2,1,Y_GE15,2020-10-01,5.314106
ITD2,2,Y_GE15,2019-01-01,6.149735
ITD2,2,Y_GE15,2019-01-01,7.011016
ITD2,2,Y_GE15,2019-04-01,6.656177
ITD2,2,Y_GE15,2019-10-01,5.32376
ITD2,2,Y_GE15,2019-07-01,5.606661
ITD2,2,Y_GE15,2020-01-01,5.909629
ITD2,2,Y_GE15,2020-04-01,6.260786
ITD2,2,Y_GE15,2020-01-01,4.254529
ITD2,2,Y_GE15,2020-07-01,7.595726
ITD2,2,Y_GE15,2020-10-01,5.492293
ITD2,9,Y_GE15,2019-01-01,5.040639
ITD2,9,Y_GE15,2019-01-01,5.761214
ITD2,9,Y_GE15,2019-04-01,5.575009
ITD2,9,Y_GE15,2019-10-01,4.42953
ITD2,9,Y_GE15,2019-07-01,4.390884
ITD2,9,Y_GE15,2020-01-01,5.274583
ITD2,9,Y_GE15,2020-04-01,5.326664
ITD2,9,Y_GE15,2020-01-01,5.082965
ITD2,9,Y_GE15,2020-07-01,5.293646
ITD2,9,Y_GE15,2020-10-01,5.395301
ITD3,1,Y_GE15,2019-01-01,4.320434
ITD3,1,Y_GE15,2019-01-01,4.808676
ITD3,1,Y_GE15,2019-04-01,4.041406
ITD3,1,Y_GE15,2019-10-01,4.402261
ITD3,1,Y_GE15,2019-07-01,4.032507
ITD3,1,Y_GE15,2020-01-01,4.472601
ITD3,1,Y_GE15,2020-04-01,3.548012
ITD3,1,Y_GE15,2020-01-01,3.530466
ITD3,1,Y_GE15,2020-07-01,5.434321
ITD3,1,Y_GE15,2020-10-01,5.375584
ITD3,2,Y_GE15,2019-01-01,7.354689
ITD3,2,Y_GE15,2019-01-01,7.928033
ITD3,2,Y_GE15,2019-04-01,7.683772
ITD3,2,Y_GE15,2019-10-01,7.38375
ITD3,2,Y_GE15,2019-07-01,6.399019
ITD3,2,Y_GE15,2020-01-01,7.529995
ITD3,2,Y_GE15,2020-04-01,6.242316
ITD3,2,Y_GE15,2020-01-01,7.337737
ITD3,2,Y_GE15,2020-07-01,7.795153
ITD3,2,Y_GE15,2020-10-01,8.731267
ITD3,9,Y_GE15,2019-01-01,5.648959
ITD3,9,Y_GE15,2019-01-01,6.178948
ITD3,9,Y_GE15,2019-04-01,5.624928
ITD3,9,Y_GE15,2019-10-01,5.725411
ITD3,9,Y_GE15,2019-07-01,5.058531
ITD3,9,Y_GE15,2020-01-01,5.791766
ITD3,9,Y_GE15,2020-04-01,4.701659
ITD3,9,Y_GE15,2020-01-01,5.200345
ITD3,9,Y_GE15,2020-07-01,6.438242
ITD3,9,Y_GE15,2020-10-01,6.831059
ITD31,1,Y_GE15,2019-01-01,3.5542
ITD31,1,Y_GE15,2020-01-01,3.813186
ITD31,2,Y_GE15,2019-01-01,5.98509
ITD31,2,Y_GE15,2020-01-01,5.914158
ITD31,9,Y_GE15,2019-01-01,4.622604
ITD31,9,Y_GE15,2020-01-01,4.731827
ITD32,1,Y_GE15,2019-01-01,3.873141
ITD32,1,Y_GE15,2020-01-01,5.420435
ITD32,2,Y_GE15,2019-01-01,5.709726
ITD32,2,Y_GE15,2020-01-01,9.258315
ITD32,9,Y_GE15,2019-01-01,4.664134
ITD32,9,Y_GE15,2020-01-01,7.047238
ITD33,1,Y_GE15,2019-01-01,3.168476
ITD33,1,Y_GE15,2020-01-01,2.923434
ITD33,2,Y_GE15,2019-01-01,4.797195
ITD33,2,Y_GE15,2020-01-01,5.007339
ITD33,9,Y_GE15,2019-01-01,3.93228
ITD33,9,Y_GE15,2020-01-01,3.866438
ITD34,1,Y_GE15,2019-01-01,5.460168
ITD34,1,Y_GE15,2020-01-01,3.294304
ITD34,2,Y_GE15,2019-01-01,8.973756
ITD34,2,Y_GE15,2020-01-01,8.05215
ITD34,9,Y_GE15,2019-01-01,7.016796
ITD34,9,Y_GE15,2020-01-01,5.412759
ITD35,1,Y_GE15,2019-01-01,5.138295
ITD35,1,Y_GE15,2020-01-01,4.725441
ITD35,2,Y_GE15,2019-01-01,7.408111
ITD35,2,Y_GE15,2020-01-01,6.854395
ITD35,9,Y_GE15,2019-01-01,6.119272
ITD35,9,Y_GE15,2020-01-01,5.642393
ITD36,1,Y_GE15,2019-01-01,3.47725
ITD36,1,Y_GE15,2020-01-01,5.333978
ITD36,2,Y_GE15,2019-01-01,8.503562
ITD36,2,Y_GE15,2020-01-01,7.827251
ITD36,9,Y_GE15,2019-01-01,5.664791
ITD36,9,Y_GE15,2020-01-01,6.386759
ITD37,1,Y_GE15,2019-01-01,6.325709
