nquest,Y
509071,25504.981014
509123,11880.0
509366,22073.30563
509550,27751.602837
509601,24807.076151
509689,15600.0
509717,21165.272429
509806,15629.6
509869,33072.99281
509889,23631.154893
510109,14551.103563
510181,18190.0
510239,48817.821773
510244,52329.530532
510245,36013.298753
510329,10.597946338
510345,29454.400904
510374,26098.0
510432,11400.0
510433,47642.539299
510634,37991.583607
510984,33014.661126
511074,22945.159048
511116,16400.0
511130,14231.331307
511136,14555.297785
511160,40590.663106
511260,29366.272306
511307,58789.662743
511315,17550.0
511342,17024.729799
511352,39864.75354
511354,10692.987534
511355,18887.828485
511365,20200.0
511367,20587.652002
511416,7801.4661126
511419,18610.995845
511424,19818.326408
511431,23418.326408
511435,13010.995845
511438,9973.2777962
511474,41803.665282
511491,13221.991689
511494,11000.0
511495,14400.0
511500,19350.0
511501,18000.0
511519,7669.7291483
511525,14792.828485
511629,24320.34281
511757,31610.995845
512211,19143.257344
512368,16087.489611
512372,8905.355325
512417,21115.394182
512452,46577.238832
512457,47500.384604
512517,7003.2987534
512574,16476.652815
512704,30545.902301
512768,20567.944038
512784,18805.227604
512807,7812.8284853
512843,26200.246236
512845,39713.348917
512849,24602.762683
512858,10300.0
512884,12002.199169
512887,20203.665282
512892,9600.0
512897,12805.497922
512921,47124.180968
512941,24221.991689
512963,36931.708363
513045,57157.095429
513064,43446.117329
513131,41390.0
513330,15103.665282
513335,12109.163204
513369,34240.10088
513377,32646.611261
513384,30174.528152
513406,44091.632038
513411,29225.656971
513428,49593.941824
513437,69092.664682
610980,42049.72416
611412,128016.57773
611441,48274.160196
611453,51886.359311
611512,23932.863673
611614,69003.423125
611774,34419.076292
612011,39635.991119
612269,20158.779055
612423,29917.515505
613605,23640.0
613825,21300.0
614068,9100.0
614094,23310.556591
614660,15773.1247
614683,56523.649911
614783,26175.656971
615399,45410.975874
615751,32711.54893
616016,22112.910898
616313,97663.11102
617023,43079.323863
617231,14774.322252
617398,139528.97388
617902,102759.23584
618755,28131.357284
619457,30438.994726
620481,78634.532902
620503,50712.53383
620805,61023.30563
620829,30627.141679
620858,66017.259736
621762,15008.326408
621766,21086.652815
621773,47727.966757
622034,40029.322252
622228,68718.310574
622306,17701.446064
622707,10411.690357
622717,15878.708323
622915,10530.0
623281,20543.678727
623300,19508.927166
623305,21472.732583
623606,27626.294011
623614,11131.942545
623619,7540.0
624781,32800.0
625193,42740.318097
625513,29376.492261
625536,18440.318097
625641,58619.658318
625694,14980.624013
625983,56151.64866
626189,7980.9958446
626240,20412.461957
626259,34618.326408
626310,39269.097427
626312,15620.03028
626361,23487.698054
626641,10790.0
626680,10561.04
626851,80286.69386
626868,13600.890029
627067,27376.318097
627314,55460.57821
627479,18800.0
628418,44209.958446
629458,14600.0
629478,54340.318097
629488,30600.0
629828,20647.280698
629984,16140.0
630345,21300.463284
630650,25236.652815
630858,28364.278764
631016,58720.692799
631306,16007.330563
631431,52499.918588
631712,69119.282811
631954,17969.607567
632099,20901.991689
632118,41313.326408
633412,47823.685912
633458,54375.923353
633654,39117.289009
633941,17800.0
634144,28602.040014
634442,57177.028999
634732,56804.979223
635007,23538.085727
635112,41408.430148
635346,62222.46178
635513,5400.0
635514,17402.784138
636206,22103.665282
636237,27670.0
636289,45132.816109
636305,55616.860295
636401,20600.0
636407,16250.0
636418,15610.0
637242,15460.0
637619,30469.35722
637701,48103.665282
637711,19200.0
637869,20604.460523
638250,24573.463107
638339,39235.523638
638360,55699.567711
638395,60683.264076
639013,15930.0
639331,85440.208083
639502,64736.241395
639575,17768.704928
639924,25505.00351
639971,32267.807708
640164,61377.4943
640212,46789.484116
640790,21775.615416
640821,130016.73614
640837,41484.51375
640864,12808.663944
640954,32415.441672
641084,16110.0
641624,35618.879493
641628,54220.95429
648534,25200.0
648636,46081.632038
648863,20063.560825
649032,47121.991689
649054,32484.301475
649071,17918.326408
649089,38983.82433
649391,16372.571716
650027,36307.330563
650048,21803.665282
650079,6501.2228135
650091,22845.27323
670338,29421.075052
670362,20460.0
670485,11600.0
670652,21636.652815
670670,20418.326408
670698,20660.238654
670711,36981.135904
670762,10980.0
670853,20007.665282
670857,20410.995845
671105,8451.4661126
671136,18431.154893
671149,49058.876877
671152,59933.494908
671153,40160.816203
671200,25938.326408
671206,60913.847577
671296,10553.201642
671300,9903.6652815
671362,36401.221132
671480,23018.344734
671520,30320.430119
671582,39708.781941
671698,39635.29732
671733,34336.652815
671739,60800.0
671838,20441.58392
671841,89297.270514
671893,27106.230979
671904,33431.430837
671909,37127.926159
672063,37811.522144
672065,29919.566369
672142,19600.0
672351,38128.284853
672417,30843.262529
672430,13202.199169
672486,23444.979223
672541,56273.261672
672580,21417.661984
672620,35811.561396
672679,47079.387489
672854,10440.036653
672985,71174.88517
673050,35056.371618
673051,16269.482194
673145,40446.817531
673378,61183.180968
673419,22532.067714
673421,39000.037709
673423,13003.940286
673424,25001.832641
673451,74790.179191
673452,27518.326408
673454,131475.13827
673467,24018.326408
673540,20591.277153
673570,18536.652815
673661,60580.617576
673748,45968.560278
673816,26980.228261
673828,27804.182547
673847,12003.665282
673858,33815.627979
673882,47107.330563
673963,27829.240527
673970,23668.198559
674019,18493.987044
674063,29440.615107
674105,16006.230979
674106,20525.656971
674196,44252.53932
674226,82626.253128
674229,33760.0
674237,12718.326408
674239,44118.326034
674272,194630.10054
674281,20131.0
674283,18472.047221
674287,22421.42101
674361,40890.585523
674379,18506.326408
674440,33287.284853
674489,23857.64866
674542,23975.497922
674572,12404.661126
674613,77284.644076
674686,85340.541535
674768,42718.589344
674781,32775.452597
674800,26473.30563
674815,47152.254477
674817,45192.274845
674842,36224.698944
674868,27268.59279
674869,55763.60807
674968,37471.827141
674970,15103.665282
674974,14313.305055
675086,51364.643862
675132,44723.30563
675265,51836.652815
675280,43329.875337
675334,24510.819818
675645,20148.264307
675656,38473.031755
675667,17900.0
675739,24082.918227
675801,56146.611261
675905,38255.453983
675906,39730.0
675953,61596.353471
675977,3600.0
675983,16903.665282
676000,82042.189879
676030,57481.982558
676060,28902.279044
676259,10750.0
676304,13650.0
676359,12505.26809
676374,56141.73548
676391,15927.489611
676521,50131.539235
676557,24651.832641
676580,16405.86445
676670,24914.270489
676772,25220.159048
676807,8490.0
676844,11440.0
676851,16038.442719
676941,8811.0
676981,86369.41431
677112,30145.91277
677124,18079.163204
677130,37363.611261
677167,52238.955724
677176,93219.334868
677195,114297.41041
677220,27556.964035
677277,40883.256536
677280,78144.17591
677287,5525.6569707
677339,33009.264505
677386,35362.309786
677422,40430.593981
677464,25574.791423
677474,28512.012643
677475,28827.081686
677476,12340.0
677489,26227.425185
677627,20326.350888
677655,37138.400322
677775,16000.0
677881,31334.431466
677897,21673.30563
677946,83426.741252
677964,28150.0
677988,45621.105918
678132,1513.9280698
678160,34058.055283
678214,6020.4704431
680060,40329.322252
680143,32992.141154
680144,33100.0
680146,13391.642589
680239,25618.665645
680243,36236.460638
680244,50053.600119
680274,112248.40467
680311,17110.995845
680391,49022.680863
680430,4800.0
680498,57507.565551
680500,22323.30563
680537,38418.632689
680587,36533.913296
680601,67501.442917
680686,76291.632038
680732,72734.578018
680771,22906.002847
680861,40150.727467
680870,54102.932225
680914,33666.248404
680938,8500.0
680943,27745.816019
680981,46482.705256
680982,23019.038362
681097,16510.733056
681133,10.995844573
681192,5521.4661126
681329,13300.0
681349,10400.0
681380,30200.0
681387,10400.0
681394,36850.977767
681403,8445.0
681430,16991.825343
681477,29611.532855
681499,20579.322252
681520,15621.258633
681640,27169.040916
681658,21636.652815
681668,20288.733837
681673,29385.613885
681713,47086.199368
681790,24707.330563
681822,26456.961979
681844,57086.652815
681929,14003.554553
682006,47915.74078
682118,14567.64866
682125,13611.0
682169,16703.597734
682170,49332.5727
682192,38704.979223
682204,29608.644504
682210,26936.027018
682240,36198.059286
682272,38946.991689
682282,26972.679154
682298,24005.406942
682359,28010.007752
682360,11600.0
682363,26825.0
682398,23907.330563
682408,30609.188328
682457,19049.892883
682496,18180.0
682532,22005.265694
682625,11780.995845
682704,42017.672959
682732,14850.0
682737,96800.603542
682743,4814.6611261
682782,14243.583148
682783,18587.153349
682791,118885.12374
682812,44307.330563
682829,27466.924076
682897,67617.526761
682900,38834.801179
682918,35025.860062
682969,26931.525425
683033,56987.615542
683034,62699.958446
683042,24911.766082
683043,20154.896867
683052,31433.917337
683081,10802.932225
683119,39492.678813
683120,27646.937669
683121,36958.644504
683164,45378.949258
683171,51024.761405
683177,38142.047677
683230,11531.300503
683245,47585.891959
683247,22221.991689
683248,24436.652815
683249,52013.066476
683250,65180.428422
683251,8360.9958446
683349,68869.345675
683352,29843.861497
683373,34699.729682
683377,58756.794533
683399,35246.125221
683431,10659.719215
683437,13007.330563
683469,47600.0
683472,40234.418568
683544,55594.998047
683611,10805.690613
683645,27420.801481
683650,23845.0
683660,18600.0
683661,37214.661126
683664,63599.464973
683665,26806.869367
683669,24500.0
683675,30118.0
683727,9500.0
683737,10661.623838
683767,41222.268232
683782,3006.0523871
683785,63815.222522
683829,30090.247614
683861,18900.733056
683881,7805.8489973
683896,40650.291047
683974,26636.243487
683991,29200.0
684000,18009.097877
684037,34684.112264
684063,33514.656971
684064,14504.980265
684218,11709.989929
684259,28202.022116
684279,13301.795015
684280,26514.789049
684326,63118.822344
684328,42202.561337
684359,32225.656971
684407,67194.970247
684423,40014.783652
684434,59211.942838
684437,18322.260806
684442,24361.302213
684454,24300.0
684507,59551.44257
684524,16073.30563
684525,49922.53383
684557,36033.665793
684564,19630.0
684609,37655.777338
684665,10558.939622
684671,31462.676314
684684,26607.330563
684740,10015.007151
684784,35629.322252
684882,14539.348033
684885,31430.718053
684886,5010.6097798
684928,16981.57673
684937,46250.0
684973,58140.460659
685002,58609.958446
685016,18000.0
685024,16800.0
685056,13180.0
685058,10634.208714
685124,31884.149515
685130,22664.528392
685132,10400.0
685148,27040.318097
685149,28256.394688
685150,20179.835987
685153,16250.0
685164,90954.979223
685192,37951.393438
685258,17825.656971
685296,51000.0
685297,16800.0
685299,37618.326408
685300,25009.958446
685301,23000.0
685368,21653.146582
685451,14354.979223
685454,20721.748646
685466,53761.309893
685487,27098.644504
685505,18627.808542
685528,21221.991689
685537,16600.0
685560,10576.962601
685582,45350.0
685630,19214.661126
685647,25016.493767
685727,9600.0
685733,18857.0
685734,18928.0
685742,8251.9493365
685747,17056.993478
685780,65707.776873
685812,29636.652815
685891,30444.301475
685895,24778.042485
685902,40514.934412
685903,18406.992795
685905,31622.567238
685906,16968.053926
685965,16902.325476
686006,30842.220135
686014,24800.0
686032,45794.896984
686133,38753.665282
686134,61737.680412
686173,48773.264076
686178,24354.979223
686185,24873.30563
686190,13744.979223
686234,20453.26926
686235,21487.87198
686253,13004.807895
686325,17705.521626
686423,25366.490478
686429,17621.444629
686494,51463.968527
686528,48054.662632
686543,33235.762956
686559,26873.30563
686579,15786.652815
686602,19880.112572
686634,39385.943318
686657,41787.513053
686658,14660.995845
686661,63280.375891
686717,6000.0
686763,19801.969159
686806,3757.0
686831,12810.258418
686863,13151.247367
686866,17677.613417
686870,10619.83254
686898,32539.58504
686913,13858.015624
687007,20414.661126
687018,26711.899268
687022,34429.534994
687030,35299.846293
687033,13300.0
687039,17031.0
687056,41904.979223
687070,39510.995845
687075,17581.523539
687099,43717.289009
687148,61414.329884
687157,13731.0
687164,21830.0
687168,23614.354785
687250,65108.249909
687281,36725.411668
687287,21360.0
687291,23062.32407
687304,34495.953307
687321,31976.230503
687328,21661.652815
687361,16385.561698
687404,89226.432793
687497,50795.668959
687508,37608.387414
687564,3361.8326408
687569,75892.855452
687576,42956.569707
687685,24054.942933
687699,51235.549584
687845,17772.987534
687849,25818.326408
687878,15607.810802
687883,23725.082776
687892,26048.958446
687915,15082.830427
687916,32396.553589
687934,15004.153239
687938,120.0
687961,33934.280698
687971,34670.707892
687986,8705.4979223
687987,18310.995845
687988,6003.6652815
687990,47195.794887
687993,26618.377053
688009,14205.497922
688111,25578.46154
688123,34854.979223
688142,21770.554596
688149,33872.407615
688157,10800.0
688159,1.9826311763
688194,71550.983274
688210,19100.0
688226,16250.0
688250,11679.790457
688264,31832.749031
688277,65941.680469
688287,68943.979657
688323,46516.251168
700037,5150.0
700073,11882.06644
700235,12002.278046
700410,40504.336694
700624,21400.0
700729,18959.099584
700730,13942.565697
700740,29806.597507
700752,54099.403918
701002,25872.265837
701229,9010.9958446
701240,28119.632795
701531,15400.0
701536,47870.455104
701579,104357.0829
701638,24237.026503
701647,32455.745713
702643,28389.069947
703258,38064.418969
703830,52039.559024
703837,20073.30563
704118,43530.835426
704160,24994.056305
704702,18423.82433
704752,56454.707076
704766,19359.738091
704832,19518.326408
704836,10402.665282
704911,42914.858238
705115,17018.326408
705116,35051.313941
705215,13991.506649
705244,24952.931546
705513,20540.318097
705637,16635.338604
706224,16901.832641
706234,13910.0
706258,70723.39306
706422,30862.115046
706436,30702.163302
706448,26218.245799
706628,44077.763008
706629,37963.224219
706634,61388.790092
706727,83923.272387
706900,51683.264076
706921,11588.326408
707104,16900.0
707130,24028.565374
707253,21450.366528
707307,35389.779451
707312,64756.860851
707509,43184.303641
707523,22104.642983
707541,13005.497922
707857,40521.991689
707963,99927.390251
708219,62175.239367
708747,800.0
709002,18688.796676
709420,41790.318097
709421,21672.723834
709423,28304.979223
709438,32193.117831
709460,21605.497922
709470,33742.150738
709803,72610.995845
710165,23072.212067
710507,24600.0
710556,34036.652815
710606,28953.208768
710905,7200.0
711014,34606.631097
711611,14300.0
711645,33197.896158
712022,19815.535164
712141,52607.330563
712148,26780.0
712219,19655.497922
712244,7700.0
712723,14768.672004
713134,34121.873655
713319,28664.661126
713400,12311.210386
713700,53104.496544
713802,15947.450151
713811,40669.350383
713837,41971.044505
713844,32290.281441
713851,46092.967905
714021,16307.330563
714029,15025.656971
714238,64782.749211
714416,10621.991689
714430,25003.547534
714437,20914.661126
714622,24544.273006
714734,28005.615523
714811,15052.932225
714820,11518.326408
714828,67448.201745
714833,13518.326408
714854,2600.0
715014,17190.099584
715065,18724.313412
715469,26685.141053
715572,25900.040144
715782,49244.285181
716204,38229.322252
716305,3600.0
716500,26.044235713
716507,30250.796597
716834,22469.567146
716849,25500.0
716908,28367.646395
716937,49762.412994
717014,39982.995845
717242,63045.402769
717311,26620.159048
717312,13000.0
717331,15373.354062
717409,58925.127292
717605,22203.665282
717669,22615.455574
717801,18103.665282
717804,20825.656971
717809,10800.0
717834,7550.9958446
717858,26870.743539
717885,0.0
717900,61454.979223
718006,38234.106807
718115,45199.827949
718506,48473.30563
718674,146539.83378
718764,57669.910949
718772,124646.65282
718832,41667.635067
719025,24270.995845
719334,7270.0762197
719358,31372.268232
719571,46711.50673
719606,27100.0
719611,30701.944343
719613,15000.0
719615,23405.006161
719656,20000.0
719666,12008.084762
719763,39900.0
719801,41204.979223
719810,30836.652815
719840,25923.82433
719940,14836.652815
719963,56400.0
720110,13520.0
720117,121769.33091
720138,21001.54061
720139,42200.0
720161,9240.0
720163,25789.069947
720209,59607.330563
720312,17794.197735
720416,19900.0
720603,5400.0
720634,20608.15353
720784,11218.326408
720889,8710.0
721521,34264.862468
721548,37003.665282
721631,23703.616216
721747,49319.916891
721777,54053.427813
721843,27282.42728
721871,44171.739384
722116,25025.656971
722141,22474.925143
722259,25376.974577
722310,81831.950135
722324,34222.106057
722331,47217.289009
722353,43645.816019
722365,38484.89626
722378,44402.627883
722518,40217.306789
722743,18400.733056
722875,22320.325167
723200,22550.0
723207,17200.0
723666,45212.046144
723986,30775.079178
724132,18405.969323
724209,17050.999748
724211,11550.0
724213,27605.497922
724307,22052.385418
724353,22522.255191
724509,17117.633109
724523,4970.0
724543,36665.557031
724635,22210.438482
724636,20202.044054
724708,15005.194805
724899,63417.023442
725236,12569.01414
725509,24361.64866
725701,9226.4696176
725716,48558.549025
725726,9022.2049668
725801,43130.948674
726146,40414.294598
726234,65373.722702
726553,43618.326408
726563,24900.0
726568,37414.661126
726823,12168.58707
726906,-1792.669437
726932,19225.656971
727001,43614.661126
727009,24725.551944
727039,105677.17044
727160,20871.296216
727267,22803.665282
727477,0.0
727520,12508.946652
727604,15600.0
727825,21602.170149
728148,110390.39839
728160,59587.29517
728306,69356.639998
728493,52190.420611
728547,86645.600424
729412,21473.82433
729507,20007.330563
730312,27219.352713
730333,20832.877501
730402,68325.710785
730430,34719.952684
730756,39610.008591
730807,24572.059397
730876,19700.0
730901,41846.611261
730939,19902.987534
731178,76474.86941
731810,34687.945414
732013,28919.79252
732343,43719.715562
732371,29338.843187
732466,27586.64866
732601,391672.37975
733216,22203.665282
733351,47774.979223
733363,39799.220227
733605,27146.750237
733606,44346.611261
733612,56807.64866
733713,4200.0
733755,38736.652815
733811,15000.0
734115,28100.366528
734141,12853.665282
734143,36182.0
734210,43670.012965
734264,29024.979223
734833,18918.326408
734969,45039.58504
735005,3300.0
735143,43748.943754
735401,63184.963362
735436,17069.81148
735538,22831.154893
735621,56961.322252
735659,73982.680487
735677,24029.034587
736010,39802.932225
736011,33769.566005
736034,63174.000563
736206,39725.656971
736212,45231.154893
736214,14771.075369
736476,28535.334537
736801,4503.6652815
736828,28968.326408
736831,71208.817618
736862,10803.665282
736917,52074.588479
736935,67160.361816
736939,21725.656971
736957,48009.958446
737343,17407.863327
737349,65745.794859
737406,47666.341596
737420,26170.329213
737902,19605.990879
737939,9720.0
800003,47562.375577
800010,19441.487078
800029,10200.0
800041,18003.665282
800106,6000.0
800135,27006.672581
800180,12090.0
800183,20400.0
800184,4200.0
800243,23225.656971
800260,48083.30563
800416,9800.0
800464,47817.699172
800569,21716.710753
800571,34722.454544
800702,49433.264076
800705,47393.051008
800884,9470.0
800901,17680.0
800937,22340.0
800999,9000.9607986
801028,11921.176348
801104,30843.983378
801202,26117.429826
801221,55024.566229
801279,33407.330563
801448,74365.970635
801486,25200.0
801541,30190.96713
801543,21604.398338
801801,15915.0
801803,31127.12165
801806,22297.64866
801813,22003.665282
801875,22902.806326
801878,54459.191115
801892,16861.529928
801894,10908.364839
801899,13924.888583
801955,16357.981436
801966,32858.254255
801972,19520.91604
801986,9570.2380048
802038,84353.648018
802261,29406.681618
802332,13200.0
802349,18001.331221
802444,14832.987534
802451,22127.489611
802595,50117.088406
802675,86683.953484
802905,63861.616636
802914,17600.521061
803055,26970.878394
803101,23029.862886
803200,22959.495261
803483,36000.0
803526,15000.0
803566,14280.0
803570,16800.0
803661,47974.291455
803736,53832.815431
804040,20713.983378
804163,26165.694409
804172,48314.741089
804203,37605.888631
804209,31225.904853
804210,28834.066903
804214,79586.328393
804324,16276.465031
804457,16020.016786
804495,14666.809453
804515,12225.149913
804534,48178.643466
804547,29450.0
804631,16370.0
804720,29815.245451
804825,52016.453739
804880,11271.0
804962,24377.287462
804966,25023.30563
805100,42156.236705
805154,15903.665282
805179,11550.0
805189,14100.0
805227,42563.33314
805264,81848.539221
805330,46803.665282
805435,0.0
805449,21403.665282
805475,27403.665282
805556,13122.199169
805664,26216.291396
805719,19102.042461
806096,46483.177016
806282,18821.991689
806289,22987.670331
806339,39917.193394
806532,23399.661126
806540,64526.386955
806557,19125.656971
806560,18626.756398
806563,32487.98551
806583,9600.0
806586,21507.330563
806601,26278.074102
806629,42824.246979
806650,51122.425013
806983,35070.3588
806993,14809.163204
807054,4200.0
807066,50432.987534
807142,120650.27654
807146,57784.476978
807165,66618.326408
807255,37347.966757
807289,37282.243388
807303,103526.25816
807404,23005.576364
807538,47124.98932
807625,24005.232523
807849,10803.665282
807962,14119.163204
808122,35470.95429
808169,26265.121145
808182,16219.72201
808310,12110.0
808379,70776.998216
808712,18629.296911
809233,43537.692876
809268,7856.7480203
809285,48875.138271
809446,30417.877692
809488,26551.383339
809628,26457.975067
809644,55332.401487
809918,57694.877379
810042,19596.830919
810099,13228.035761
810104,18554.234149
810150,23558.379443
810180,16493.383919
810778,27910.864224
810855,15001.909935
811035,44925.445901
811075,18043.841067
811447,133701.28614
811506,27360.995845
811784,15129.322252
811793,40431.154893
811794,19518.326408
811807,19678.597507
811952,15002.932225
811991,9290.0
812006,10002.280706
812015,53005.488129
812035,29003.260362
812043,19212.087897
812628,29101.099584
812794,34428.332776
812849,30036.652815
812896,10816.710279
813109,50341.467871
813135,52081.600583
813141,21831.154893
813246,10200.0
813283,46336.652815
813298,13381.739384
813323,24240.318097
