NUTS3,SEX,AGE,TIME,VALUE EMP
ITC16,1,Y15-29,2019,50.404456
ITC16,1,Y15-29,2020,52.509012
ITF44,1,Y20-64,2019,64.946777
ITF44,1,Y20-64,2020,62.747953
ITD36,2,Y_GE15,2019,41.865077
ITD36,2,Y_GE15,2020,39.462618
ITF31,2,Y55-64,2019,27.772251
ITF31,2,Y55-64,2020,24.287347
ITF33,1,Y15-64,2019,51.590352
ITF33,1,Y15-64,2020,50.928189
ITG16,2,Y15-29,2019,10.099096
ITG16,2,Y15-29,2020,5.755449
ITG17,1,Y20-64,2019,56.153889
ITG17,1,Y20-64,2020,55.104157
ITD31,1,Y18-29,2019,60.144799
ITD31,1,Y18-29,2020,56.424793
IT111,1,Y15-24,2019,17.005486
IT111,1,Y15-24,2020,16.508551
ITG1,1,Y15-64,2019,52.552351
ITG1,1,Y15-64,2020,52.913052
ITF3,2,Y15-64,2019,29.442892
ITF3,2,Y15-64,2020,28.697858
ITD31,1,Y_GE15,2019,63.35039
ITD31,1,Y_GE15,2020,61.562787
ITC14,2,Y18-29,2019,42.538677
ITC14,2,Y18-29,2020,37.466667
ITF62,2,Y20-64,2019,26.626424
ITF62,2,Y20-64,2020,22.736842
ITG27,2,Y15-24,2019,10.998797
ITG27,2,Y15-24,2020,7.757167
ITG28,2,Y20-64,2019,45.901961
ITG28,2,Y20-64,2020,48.476417
ITG2,1,Y55-64,2019,58.557463
ITG2,1,Y55-64,2020,56.078412
ITG27,2,Y15-29,2019,28.241372
ITG27,2,Y15-29,2020,18.184127
ITG15,2,Y15-64,2019,23.603383
ITG15,2,Y15-64,2020,20.74847
ITE2,1,Y15-29,2019,38.854052
ITE2,1,Y15-29,2020,35.196938
ITC14,2,Y_GE15,2019,38.285524
ITC14,2,Y_GE15,2020,38.572897
ITG27,1,Y35-44,2019,76.405657
ITG27,1,Y35-44,2020,79.639175
ITE12,2,Y_GE15,2019,38.083667
ITE12,2,Y_GE15,2020,38.594218
ITC4A,1,Y15-29,2019,44.876258
ITC4A,1,Y15-29,2020,43.130146
ITF62,2,Y18-29,2019,11.588119
ITF62,2,Y18-29,2020,10.257665
ITF3,2,Y25-34,2019,30.022521
ITF3,2,Y25-34,2020,28.587357
ITF45,1,Y15-29,2019,28.12109
ITF45,1,Y15-29,2020,27.599342
ITD36,2,Y18-29,2019,44.665419
ITD36,2,Y18-29,2020,33.934077
ITC4,1,Y18-29,2019,56.365029
ITC4,1,Y18-29,2020,51.676522
ITG19,1,Y15-64,2019,56.190528
ITG19,1,Y15-64,2020,53.856591
ITF22,1,Y35-44,2019,81.818847
ITF22,1,Y35-44,2020,75.983528
ITE17,2,Y15-29,2019,29.269187
ITE17,2,Y15-29,2020,33.251383
ITF21,1,Y_GE15,2019,49.65324
ITF21,1,Y_GE15,2020,49.209541
ITF2,1,Y15-24,2019,13.592233
ITF2,1,Y15-24,2020,13.591014
ITE4,1,Y15-29,2019,32.195419
ITE4,1,Y15-29,2020,31.464604
ITD32,1,Y_GE15,2019,60.926697
ITD32,1,Y_GE15,2020,58.966203
ITF61,2,Y20-64,2019,33.817398
ITF61,2,Y20-64,2020,31.717661
ITC15,2,Y18-29,2019,34.276294
ITC15,2,Y18-29,2020,37.399765
IT109,1,Y18-29,2019,62.59542
IT109,1,Y18-29,2020,41.768795
ITE22,1,Y_GE15,2019,50.833795
ITE22,1,Y_GE15,2020,49.166222
ITF1,2,Y15-64,2019,46.987003
ITF1,2,Y15-64,2020,46.400169
ITF42,2,Y20-64,2019,42.004259
ITF42,2,Y20-64,2020,42.511487
ITE22,1,Y18-29,2019,38.559286
ITE22,1,Y18-29,2020,42.987371
ITG11,1,Y15-64,2019,51.437174
ITG11,1,Y15-64,2020,53.265666
ITF65,2,Y45-54,2019,37.38054
ITF65,2,Y45-54,2020,33.834606
ITE11,2,Y_GE15,2019,39.234178
ITE11,2,Y_GE15,2020,39.391397
ITG1,2,Y35-44,2019,36.573862
ITG1,2,Y35-44,2020,37.561323
ITG26,1,Y35-44,2019,71.195612
ITG26,1,Y35-44,2020,69.212329
ITF34,1,Y15-29,2019,34.179071
ITF34,1,Y15-29,2020,31.687172
ITG15,2,Y25-34,2019,27.810939
ITG15,2,Y25-34,2020,14.714412
ITG18,1,Y20-64,2019,68.918001
ITG18,1,Y20-64,2020,70.528203
ITG26,1,Y_GE15,2019,45.256875
ITG26,1,Y_GE15,2020,42.05995
ITF33,1,Y45-54,2019,67.055591
ITF33,1,Y45-54,2020,69.416815
ITD43,2,Y15-29,2019,36.191993
ITD43,2,Y15-29,2020,25.70494
ITD33,2,Y15-29,2019,40.825924
ITD33,2,Y15-29,2020,36.710071
ITF42,2,Y18-29,2019,27.305382
ITF42,2,Y18-29,2020,26.582624
ITD53,1,Y18-29,2019,63.346676
ITD53,1,Y18-29,2020,55.14284
ITE1A,1,Y15-29,2019,36.663074
ITE1A,1,Y15-29,2020,43.499663
ITF65,1,Y25-34,2019,47.758645
ITF65,1,Y25-34,2020,51.713271
ITD37,2,Y18-29,2019,53.592188
ITD37,2,Y18-29,2020,29.744681
ITF33,2,Y_GE15,2019,21.018101
ITF33,2,Y_GE15,2020,20.039958
ITD32,1,Y18-29,2019,56.797334
ITD32,1,Y18-29,2020,50.897716
ITF62,1,Y45-54,2019,58.091816
ITF62,1,Y45-54,2020,42.5114
ITC43,2,Y18-29,2019,48.375545
ITC43,2,Y18-29,2020,48.247863
ITG28,2,Y35-44,2019,57.688424
ITG28,2,Y35-44,2020,62.960085
IT108,1,Y_GE15,2019,60.594628
IT108,1,Y_GE15,2020,58.151922
ITF11,1,Y35-44,2019,84.958071
ITF11,1,Y35-44,2020,83.79773
ITE3,1,Y18-29,2019,48.482241
ITE3,1,Y18-29,2020,46.790428
ITG11,2,Y_GE15,2019,21.850445
ITG11,2,Y_GE15,2020,22.712482
ITG19,2,Y_GE15,2019,24.658594
ITG19,2,Y_GE15,2020,20.695995
ITE45,1,Y15-29,2019,28.777367
ITE45,1,Y15-29,2020,33.034281
ITF3,2,Y45-54,2019,36.710541
ITF3,2,Y45-54,2020,37.426535
ITF1,2,Y45-54,2019,59.872117
ITF1,2,Y45-54,2020,58.963676
ITG28,2,Y18-29,2019,20.78379
ITG28,2,Y18-29,2020,29.136645
ITG19,1,Y45-54,2019,71.772747
ITG19,1,Y45-54,2020,71.71494
ITG25,1,Y15-24,2019,14.868553
ITG25,1,Y15-24,2020,12.266642
ITD54,2,Y15-29,2019,38.513318
ITD54,2,Y15-29,2020,31.484476
ITF5,1,Y_GE15,2019,50.001879
ITF5,1,Y_GE15,2020,49.685087
ITF62,2,Y_GE15,2019,18.569349
ITF62,2,Y_GE15,2020,16.196151
ITF11,1,Y18-29,2019,41.797266
ITF11,1,Y18-29,2020,42.073102
ITG19,2,Y20-64,2019,34.471511
ITG19,2,Y20-64,2020,29.030768
ITG11,2,Y20-64,2019,33.039995
ITG11,2,Y20-64,2020,33.685205
ITG11,1,Y45-54,2019,69.057932
ITG11,1,Y45-54,2020,69.259768
ITF3,2,Y55-64,2019,29.188351
ITF3,2,Y55-64,2020,29.059103
ITG12,1,Y55-64,2019,53.928332
ITG12,1,Y55-64,2020,54.868174
ITF22,1,Y18-29,2019,35.926937
ITF22,1,Y18-29,2020,36.99661
ITE32,2,Y_GE15,2019,41.867732
ITE32,2,Y_GE15,2020,40.33348
ITD51,1,Y15-29,2019,44.981787
ITD51,1,Y15-29,2020,45.791712
ITF11,2,Y15-24,2019,9.790052
ITF11,2,Y15-24,2020,5.249205
ITG1,2,Y18-29,2019,17.749642
ITG1,2,Y18-29,2020,15.38973
ITE14,1,Y15-29,2019,38.265306
ITE14,1,Y15-29,2020,35.344972
ITC41,2,Y15-29,2019,33.223508
ITC41,2,Y15-29,2020,30.737559
ITF51,1,Y18-29,2019,36.727058
ITF51,1,Y18-29,2020,34.371978
ITF1,2,Y55-64,2019,46.741711
ITF1,2,Y55-64,2020,45.219938
ITD58,2,Y18-29,2019,43.254064
ITD58,2,Y18-29,2020,40.569307
ITG28,1,Y15-64,2019,59.03179
ITG28,1,Y15-64,2020,60.030294
ITG27,1,Y18-29,2019,31.731333
ITG27,1,Y18-29,2020,35.483742
ITF14,1,Y55-64,2019,65.770293
ITF14,1,Y55-64,2020,61.436829
ITG1,2,Y20-64,2019,32.250315
ITG1,2,Y20-64,2020,31.730476
ITF22,2,Y15-24,2019,6.701225
ITF22,2,Y15-24,2020,3.892303
ITF51,2,Y15-24,2019,7.303339
ITF51,2,Y15-24,2020,4.916168
IT111,2,Y55-64,2019,37.102804
IT111,2,Y55-64,2020,33.97883
ITF4,2,Y55-64,2019,30.21863
ITF4,2,Y55-64,2020,29.97647
ITF63,1,Y55-64,2019,59.732598
ITF63,1,Y55-64,2020,62.771308
ITC42,2,Y_GE15,2019,42.837779
ITC42,2,Y_GE15,2020,42.140627
ITD1,1,Y_GE15,2019,65.660771
ITD1,1,Y_GE15,2020,64.725288
IT109,1,Y35-44,2019,84.583296
IT109,1,Y35-44,2020,90.144876
ITG11,2,Y18-29,2019,14.594614
ITG11,2,Y18-29,2020,15.193607
ITF33,2,Y20-64,2019,28.84203
ITF33,2,Y20-64,2020,27.634208
ITF35,2,Y25-34,2019,33.077232
ITF35,2,Y25-34,2020,31.964166
IT108,2,Y15-24,2019,10.415685
IT108,2,Y15-24,2020,15.220949
ITG14,1,Y15-29,2019,18.640957
ITG14,1,Y15-29,2020,18.630195
ITF52,2,Y15-29,2019,21.361893
ITF52,2,Y15-29,2020,16.083187
ITD57,2,Y_GE15,2019,45.417432
ITD57,2,Y_GE15,2020,42.58472
ITE15,1,Y15-29,2019,55.915654
ITE15,1,Y15-29,2020,58.661153
ITF4,2,Y45-54,2019,37.920663
ITF4,2,Y45-54,2020,38.02772
ITF32,2,Y20-64,2019,38.080127
ITF32,2,Y20-64,2020,31.198106
ITF4,2,Y15-64,2019,32.919149
ITF4,2,Y15-64,2020,32.819421
ITD52,1,Y18-29,2019,47.100975
ITD52,1,Y18-29,2020,51.240072
IT108,1,Y35-44,2019,93.739845
IT108,1,Y35-44,2020,94.359143
ITF64,1,Y15-24,2019,18.917663
ITF64,1,Y15-24,2020,11.634155
ITC42,2,Y18-29,2019,40.73582
ITC42,2,Y18-29,2020,43.664172
ITF42,2,Y35-44,2019,53.462108
ITF42,2,Y35-44,2020,50.851642
ITF12,2,Y15-29,2019,19.931519
ITF12,2,Y15-29,2020,20.340981
ITF41,2,Y55-64,2019,24.757023
ITF41,2,Y55-64,2020,27.666426
ITG19,2,Y18-29,2019,27.857847
ITG19,2,Y18-29,2020,15.961875
ITD1,1,Y18-29,2019,67.570073
ITD1,1,Y18-29,2020,68.093279
ITC31,1,Y15-29,2019,38.381907
ITC31,1,Y15-29,2020,34.966183
ITF35,2,Y15-64,2019,32.947307
ITF35,2,Y15-64,2020,34.841249
ITF61,2,Y35-44,2019,40.039353
ITF61,2,Y35-44,2020,40.151087
ITG13,1,Y15-29,2019,20.942858
ITG13,1,Y15-29,2020,22.915561
ITF51,2,Y15-29,2019,14.924193
ITF51,2,Y15-29,2020,14.121602
ITF62,1,Y15-64,2019,47.046045
ITF62,1,Y15-64,2020,43.160244
ITF51,1,Y35-44,2019,79.534565
ITF51,1,Y35-44,2020,82.464155
ITD53,1,Y_GE15,2019,62.14286
ITD53,1,Y_GE15,2020,59.632419
ITF6,2,Y55-64,2019,29.271497
ITF6,2,Y55-64,2020,29.028205
ITD34,2,Y_GE15,2019,42.998822
ITD34,2,Y_GE15,2020,43.543657
ITD42,2,Y_GE15,2019,40.179368
ITD42,2,Y_GE15,2020,40.729477
ITF41,1,Y20-64,2019,59.923328
ITF41,1,Y20-64,2020,57.511772
ITG28,2,Y15-29,2019,16.780956
ITG28,2,Y15-29,2020,23.130958
ITF6,2,Y20-64,2019,32.64058
ITF6,2,Y20-64,2020,31.26547
ITE3,1,Y15-29,2019,39.671594
ITE3,1,Y15-29,2020,37.951497
ITG14,1,Y18-29,2019,22.049778
ITG14,1,Y18-29,2020,22.265699
ITE1,2,Y_GE15,2019,42.778299
ITE1,2,Y_GE15,2020,41.919358
ITF45,2,Y15-64,2019,30.735006
ITF45,2,Y15-64,2020,31.219339
ITG18,1,Y25-34,2019,62.590864
ITG18,1,Y25-34,2020,63.208611
ITF14,2,Y25-34,2019,44.242933
ITF14,2,Y25-34,2020,41.630212
ITG13,2,Y15-64,2019,29.558772
ITG13,2,Y15-64,2020,31.70929
ITF31,2,Y20-64,2019,30.831288
ITF31,2,Y20-64,2020,28.705171
ITF41,2,Y20-64,2019,28.518479
ITF41,2,Y20-64,2020,28.143871
ITE45,2,Y15-64,2019,35.366634
ITE45,2,Y15-64,2020,36.58448
ITF62,1,Y15-24,2019,10.958769
ITF62,1,Y15-24,2020,10.193479
ITD53,1,Y15-29,2019,49.628831
ITD53,1,Y15-29,2020,43.35298
ITD43,2,Y18-29,2019,42.947766
ITD43,2,Y18-29,2020,31.227734
ITF14,1,Y_GE15,2019,54.270466
ITF14,1,Y_GE15,2020,52.310885
ITC12,2,Y_GE15,2019,38.543606
ITC12,2,Y_GE15,2020,38.605584
ITF32,1,Y15-64,2019,52.144729
ITF32,1,Y15-64,2020,53.818116
ITG11,1,Y15-24,2019,10.010487
ITG11,1,Y15-24,2020,16.63851
ITD37,1,Y_GE15,2019,56.10752
ITD37,1,Y_GE15,2020,57.232673
ITD32,1,Y15-29,2019,46.991134
ITD32,1,Y15-29,2020,40.581841
ITF2,2,Y55-64,2019,45.419453
ITF2,2,Y55-64,2020,44.526129
ITE18,2,Y18-29,2019,38.407614
ITE18,2,Y18-29,2020,34.685747
ITD55,2,Y18-29,2019,36.63292
ITD55,2,Y18-29,2020,36.348557
ITE33,1,Y_GE15,2019,57.655331
ITE33,1,Y_GE15,2020,56.523337
ITF33,1,Y15-24,2019,12.955326
ITF33,1,Y15-24,2020,12.510094
ITC48,2,Y_GE15,2019,43.706416
ITC48,2,Y_GE15,2020,41.696008
ITD58,1,Y_GE15,2019,60.145034
ITD58,1,Y_GE15,2020,60.832638
ITD44,2,Y18-29,2019,39.301382
ITD44,2,Y18-29,2020,43.987575
ITF34,1,Y18-29,2019,39.616634
ITF34,1,Y18-29,2020,38.072751
ITG2,1,Y35-44,2019,74.948563
ITG2,1,Y35-44,2020,73.538241
ITF2,1,Y_GE15,2019,50.973894
ITF2,1,Y_GE15,2020,49.562185
ITC4,1,Y15-29,2019,45.551059
ITC4,1,Y15-29,2020,41.690614
ITE15,1,Y18-29,2019,66.57134
ITE15,1,Y18-29,2020,71.941169
ITE31,2,Y15-29,2019,27.69736
ITE31,2,Y15-29,2020,28.397731
ITF31,2,Y35-44,2019,36.526481
ITF31,2,Y35-44,2020,34.631096
ITG13,1,Y45-54,2019,62.175976
ITG13,1,Y45-54,2020,65.111281
ITD2,2,Y18-29,2019,45.766196
ITD2,2,Y18-29,2020,44.457167
ITF14,1,Y15-24,2019,30.992437
ITF14,1,Y15-24,2020,21.322973
ITD57,2,Y15-29,2019,42.779769
ITD57,2,Y15-29,2020,34.858405
IT108,2,Y55-64,2019,53.832003
IT108,2,Y55-64,2020,55.438683
ITF31,2,Y_GE15,2019,22.685378
ITF31,2,Y_GE15,2020,20.908124
ITE45,1,Y18-29,2019,33.146866
ITE45,1,Y18-29,2020,40.290078
ITD31,1,Y15-29,2019,48.732108
ITD31,1,Y15-29,2020,42.31699
ITE21,1,Y_GE15,2019,55.996138
ITE21,1,Y_GE15,2020,55.116705
ITF64,2,Y25-34,2019,24.824026
ITF64,2,Y25-34,2020,30.912035
ITC14,2,Y15-29,2019,34.12489
ITC14,2,Y15-29,2020,30.268312
ITG25,1,Y_GE15,2019,50.897982
ITG25,1,Y_GE15,2020,47.43887
ITG19,1,Y15-24,2019,17.432534
ITG19,1,Y15-24,2020,10.386332
ITD54,2,Y18-29,2019,50.321049
ITD54,2,Y18-29,2020,38.555448
ITF65,1,Y20-64,2019,56.143456
ITF65,1,Y20-64,2020,56.016531
ITG16,2,Y45-54,2019,35.345997
ITG16,2,Y45-54,2020,33.566131
ITG14,2,Y15-64,2019,27.162484
ITG14,2,Y15-64,2020,26.664701
ITE45,1,Y45-54,2019,77.887831
ITE45,1,Y45-54,2020,83.139719
ITC43,1,Y_GE15,2019,60.591692
ITC43,1,Y_GE15,2020,59.94593
ITF32,2,Y35-44,2019,38.262214
ITF32,2,Y35-44,2020,32.518294
ITF43,2,Y45-54,2019,35.810398
ITF43,2,Y45-54,2020,37.809356
ITD35,2,Y_GE15,2019,40.512651
ITD35,2,Y_GE15,2020,40.269989
ITF42,2,Y15-29,2019,22.64525
ITF42,2,Y15-29,2020,21.800644
ITF13,1,Y25-34,2019,72.260839
ITF13,1,Y25-34,2020,72.178966
ITF61,2,Y15-29,2019,14.493289
ITF61,2,Y15-29,2020,13.207547
ITC4B,1,Y18-29,2019,59.952511
ITC4B,1,Y18-29,2020,53.394549
ITG25,1,Y35-44,2019,75.315703
ITG25,1,Y35-44,2020,72.988087
ITF65,2,Y_GE15,2019,21.112487
ITF65,2,Y_GE15,2020,21.111965
ITE32,2,Y15-29,2019,25.472646
ITE32,2,Y15-29,2020,22.811646
ITC34,1,Y15-29,2019,35.187217
ITC34,1,Y15-29,2020,30.928679
ITG16,2,Y18-29,2019,12.100576
ITG16,2,Y18-29,2020,7.039167
ITF31,1,Y20-64,2019,58.434288
ITF31,1,Y20-64,2020,56.886487
ITG2,1,Y15-24,2019,16.486169
ITG2,1,Y15-24,2020,15.00681
ITG12,1,Y15-24,2019,10.426206
ITG12,1,Y15-24,2020,7.23173
ITF64,2,Y55-64,2019,34.424787
ITF64,2,Y55-64,2020,28.581214
ITC18,1,Y18-29,2019,52.532759
ITC18,1,Y18-29,2020,52.579103
IT111,1,Y25-34,2019,60.451553
IT111,1,Y25-34,2020,56.011061
ITG12,1,Y_GE15,2019,40.662749
ITG12,1,Y_GE15,2020,39.931296
ITG2,1,Y_GE15,2019,47.550341
ITG2,1,Y_GE15,2020,45.928603
ITF3,2,Y_GE15,2019,23.045513
ITF3,2,Y_GE15,2020,22.345815
ITF63,2,Y15-24,2019,9.526432
ITF63,2,Y15-24,2020,6.505983
ITF63,2,Y25-34,2019,37.622622
ITF63,2,Y25-34,2020,35.945839
ITF43,2,Y18-29,2019,18.254061
ITF43,2,Y18-29,2020,12.17072
ITF5,2,Y55-64,2019,40.476592
ITF5,2,Y55-64,2020,42.791237
ITF41,1,Y15-64,2019,54.574378
ITF41,1,Y15-64,2020,52.280737
ITF6,1,Y15-64,2019,53.753385
ITF6,1,Y15-64,2020,53.302649
ITC13,2,Y15-29,2019,37.496623
ITC13,2,Y15-29,2020,42.345277
ITG26,1,Y15-29,2019,33.347821
ITG26,1,Y15-29,2020,27.642997
ITC44,1,Y_GE15,2019,58.548393
ITC44,1,Y_GE15,2020,56.554026
ITF1,2,Y_GE15,2019,34.132855
ITF1,2,Y_GE15,2020,33.259925
ITF43,1,Y55-64,2019,51.548215
ITF43,1,Y55-64,2020,61.876368
ITG25,2,Y15-24,2019,12.498847
ITG25,2,Y15-24,2020,8.420571
IT108,1,Y15-29,2019,39.945496
IT108,1,Y15-29,2020,36.338162
ITF33,2,Y15-29,2019,14.457114
ITF33,2,Y15-29,2020,13.209956
IT110,2,Y18-29,2019,24.359018
IT110,2,Y18-29,2020,23.939756
ITG19,2,Y15-29,2019,23.3108
ITG19,2,Y15-29,2020,13.31624
ITF21,2,Y55-64,2019,43.942663
ITF21,2,Y55-64,2020,53.161908
ITG17,1,Y55-64,2019,54.999926
ITG17,1,Y55-64,2020,54.843
ITF65,2,Y20-64,2019,29.517257
ITF65,2,Y20-64,2020,30.005925
ITF5,1,Y15-29,2019,32.672496
ITF5,1,Y15-29,2020,27.548263
ITF34,2,Y15-64,2019,41.687469
ITF34,2,Y15-64,2020,43.875014
ITC17,1,Y18-29,2019,58.631761
ITC17,1,Y18-29,2020,53.883575
ITC33,1,Y_GE15,2019,52.959971
ITC33,1,Y_GE15,2020,52.409393
ITC49,2,Y15-29,2019,32.597948
ITC49,2,Y15-29,2020,35.422928
ITC32,1,Y18-29,2019,45.819113
ITC32,1,Y18-29,2020,40.278341
ITC49,2,Y_GE15,2019,41.929169
ITC49,2,Y_GE15,2020,43.174948
ITF64,2,Y15-24,2019,1.385986
ITG11,2,Y15-29,2019,11.783194
ITG11,2,Y15-29,2020,12.941486
ITF62,2,Y15-29,2019,9.87846
ITF62,2,Y15-29,2020,8.724599
ITD59,1,Y_GE15,2019,59.752022
ITD59,1,Y_GE15,2020,56.765391
ITF21,1,Y15-29,2019,26.889092
ITF21,1,Y15-29,2020,24.885737
ITD35,2,Y15-29,2019,30.062957
ITD35,2,Y15-29,2020,37.34832
ITF64,1,Y35-44,2019,56.215245
ITF64,1,Y35-44,2020,67.151488
ITF1,2,Y20-64,2019,50.304262
ITF1,2,Y20-64,2020,49.748592
ITG14,1,Y45-54,2019,70.884174
ITG14,1,Y45-54,2020,70.687058
ITF34,1,Y45-54,2019,85.536326
ITF34,1,Y45-54,2020,78.316088
ITF2,1,Y35-44,2019,83.49977
ITF2,1,Y35-44,2020,77.107543
ITF31,1,Y15-64,2019,53.868939
ITF31,1,Y15-64,2020,51.870507
ITF63,1,Y35-44,2019,74.341438
ITF63,1,Y35-44,2020,76.334139
ITG13,1,Y18-29,2019,25.461031
ITG13,1,Y18-29,2020,27.559635
ITE11,2,Y15-29,2019,38.897144
ITE11,2,Y15-29,2020,26.358066
ITE22,1,Y15-29,2019,29.728152
ITE22,1,Y15-29,2020,33.363625
ITD3,1,Y_GE15,2019,60.290453
ITD3,1,Y_GE15,2020,59.333868
ITF3,2,Y20-64,2019,31.996516
ITF3,2,Y20-64,2020,31.179804
ITC13,2,Y_GE15,2019,40.365272
ITC13,2,Y_GE15,2020,41.266699
ITF13,1,Y55-64,2019,66.115461
ITF13,1,Y55-64,2020,68.775875
ITF4,2,Y20-64,2019,35.569767
ITF4,2,Y20-64,2020,35.509808
ITF12,2,Y45-54,2019,66.673161
ITF12,2,Y45-54,2020,65.319478
ITG12,1,Y35-44,2019,63.793674
ITG12,1,Y35-44,2020,62.439669
ITC46,1,Y18-29,2019,61.300236
ITC46,1,Y18-29,2020,58.604841
ITF45,1,Y18-29,2019,34.476096
ITF45,1,Y18-29,2020,33.074727
ITD36,2,Y15-29,2019,34.896793
ITD36,2,Y15-29,2020,25.938935
ITF6,2,Y35-44,2019,37.503384
ITF6,2,Y35-44,2020,38.52166
ITF41,2,Y35-44,2019,27.005307
ITF41,2,Y35-44,2020,39.635295
ITG17,1,Y25-34,2019,49.712326
ITG17,1,Y25-34,2020,44.942716
ITF41,2,Y_GE15,2019,19.952378
ITF41,2,Y_GE15,2020,19.57965
ITD1,1,Y15-29,2019,57.186746
ITD1,1,Y15-29,2020,57.805306
ITC42,2,Y15-29,2019,33.269443
ITC42,2,Y15-29,2020,35.731051
ITE4,1,Y18-29,2019,39.599687
ITE4,1,Y18-29,2020,38.839541
ITE17,2,Y18-29,2019,35.832286
ITE17,2,Y18-29,2020,39.555288
ITF12,2,Y18-29,2019,24.809332
ITF12,2,Y18-29,2020,25.497329
ITF63,1,Y15-24,2019,24.09754
ITF63,1,Y15-24,2020,16.790896
ITF52,2,Y45-54,2019,49.288625
ITF52,2,Y45-54,2020,47.831732
ITF4,1,Y20-64,2019,65.174113
ITF4,1,Y20-64,2020,64.801493
ITF64,1,Y_GE15,2019,41.407485
ITF64,1,Y_GE15,2020,36.637531
ITE34,1,Y_GE15,2019,54.153408
ITE34,1,Y_GE15,2020,54.499368
ITF44,1,Y25-34,2019,64.178471
ITF44,1,Y25-34,2020,54.739912
ITG25,2,Y25-34,2019,56.449953
ITG25,2,Y25-34,2020,40.22888
ITG25,1,Y15-29,2019,32.631432
ITG25,1,Y15-29,2020,29.714028
ITF13,2,Y45-54,2019,60.188088
ITF13,2,Y45-54,2020,59.354017
ITF61,1,Y15-64,2019,55.718132
ITF61,1,Y15-64,2020,56.774964
ITF6,2,Y_GE15,2019,23.008373
ITF6,2,Y_GE15,2020,21.787792
ITF45,1,Y45-54,2019,74.741946
ITF45,1,Y45-54,2020,74.613154
ITF14,1,Y35-44,2019,86.7096
ITF14,1,Y35-44,2020,88.637604
ITF14,2,Y15-24,2019,7.728581
ITF14,2,Y15-24,2020,5.578953
ITE2,1,Y18-29,2019,47.981321
ITE2,1,Y18-29,2020,43.267086
ITE12,2,Y15-29,2019,27.663559
ITE12,2,Y15-29,2020,22.04284
ITG26,2,Y55-64,2019,39.677033
ITG26,2,Y55-64,2020,50.854649
ITF52,2,Y18-29,2019,25.519401
ITF52,2,Y18-29,2020,20.848475
ITE43,2,Y_GE15,2019,43.21927
ITE43,2,Y_GE15,2020,41.483697
IT111,2,Y45-54,2019,49.885744
IT111,2,Y45-54,2020,47.330699
ITD33,2,Y18-29,2019,50.26674
ITD33,2,Y18-29,2020,44.849864
ITG12,2,Y15-24,2019,7.558044
ITG12,2,Y15-24,2020,5.587254
ITF2,2,Y25-34,2019,43.152953
ITF2,2,Y25-34,2020,43.284231
ITC45,1,Y15-29,2019,44.216873
ITC45,1,Y15-29,2020,37.952829
ITG2,2,Y15-24,2019,9.515713
ITG2,2,Y15-24,2020,8.30949
ITC20,2,Y18-29,2019,43.219357
ITC20,2,Y18-29,2020,39.329092
ITF13,2,Y18-29,2019,22.600971
ITF13,2,Y18-29,2020,21.234353
ITF44,1,Y55-64,2019,68.815125
ITF44,1,Y55-64,2020,69.727575
ITF43,1,Y25-34,2019,50.898605
ITF43,1,Y25-34,2020,54.118437
ITG2,2,Y25-34,2019,52.124887
ITG2,2,Y25-34,2020,45.569759
ITF32,2,Y15-29,2019,16.859526
ITF32,2,Y15-29,2020,9.871878
ITG12,2,Y25-34,2019,27.748662
ITG12,2,Y25-34,2020,27.69861
ITC15,1,Y_GE15,2019,57.500912
ITC15,1,Y_GE15,2020,56.782445
ITC11,1,Y15-29,2019,38.033221
ITC11,1,Y15-29,2020,36.609848
ITF4,2,Y_GE15,2019,24.297461
ITF4,2,Y_GE15,2020,24.158147
ITG1,2,Y15-29,2019,14.534949
ITG1,2,Y15-29,2020,12.522366
ITF63,1,Y_GE15,2019,46.364592
ITF63,1,Y_GE15,2020,45.738092
ITF6,1,Y20-64,2019,58.236464
ITF6,1,Y20-64,2020,57.677092
ITC41,2,Y18-29,2019,40.537062
ITC41,2,Y18-29,2020,38.204831
ITG25,2,Y55-64,2019,45.873128
ITG25,2,Y55-64,2020,37.94391
IT110,2,Y45-54,2019,29.990522
IT110,2,Y45-54,2020,29.252017
IT111,2,Y18-29,2019,19.689724
IT111,2,Y18-29,2020,19.365665
ITG18,1,Y55-64,2019,67.478739
ITG18,1,Y55-64,2020,67.031342
ITF2,2,Y15-24,2019,8.194395
ITF2,2,Y15-24,2020,4.065278
ITC4A,1,Y18-29,2019,54.551727
ITC4A,1,Y18-29,2020,54.722315
ITG15,1,Y45-54,2019,68.432716
ITG15,1,Y45-54,2020,69.719769
ITG15,2,Y_GE15,2019,17.837019
ITG15,2,Y_GE15,2020,15.738919
ITF21,2,Y18-29,2019,24.827982
ITF21,2,Y18-29,2020,14.533148
ITF44,2,Y45-54,2019,46.15798
ITF44,2,Y45-54,2020,43.363079
ITF22,1,Y15-29,2019,30.563357
ITF22,1,Y15-29,2020,31.27136
ITF35,1,Y45-54,2019,72.639108
ITF35,1,Y45-54,2020,75.842463
ITF11,1,Y15-29,2019,33.818967
ITF11,1,Y15-29,2020,34.180648
ITE33,2,Y15-29,2019,31.364011
ITE33,2,Y15-29,2020,35.645822
ITG28,1,Y_GE15,2019,45.373974
ITG28,1,Y_GE15,2020,45.025817
ITF33,1,Y35-44,2019,64.930603
ITF33,1,Y35-44,2020,65.030309
