NUTS3,SEX,AGE,TIME,VALUE EMP
ITC18,2,Y18-29,2019,42.5635
ITC18,2,Y18-29,2020,35.840588
ITF45,2,Y20-64,2019,33.098292
ITF45,2,Y20-64,2020,34.05841
ITF65,1,Y15-24,2019,19.514329
ITF65,1,Y15-24,2020,12.680187
ITG25,1,Y20-64,2019,67.406306
ITG25,1,Y20-64,2020,63.743585
ITF52,2,Y15-64,2019,40.785195
ITF52,2,Y15-64,2020,39.095952
ITG14,1,Y15-64,2019,54.058044
ITG14,1,Y15-64,2020,53.649779
ITF44,2,Y_GE15,2019,27.505554
ITF44,2,Y_GE15,2020,25.29513
ITC4A,2,Y18-29,2019,48.033379
ITC4A,2,Y18-29,2020,36.926002
ITG17,2,Y35-44,2019,37.408168
ITG17,2,Y35-44,2020,37.107481
ITD42,2,Y15-29,2019,31.840118
ITD42,2,Y15-29,2020,32.606955
IT110,2,Y55-64,2019,27.939006
IT110,2,Y55-64,2020,28.648668
ITF44,1,Y45-54,2019,76.284979
ITF44,1,Y45-54,2020,70.8443
ITC31,2,Y18-29,2019,37.030703
ITC31,2,Y18-29,2020,25.073188
ITE33,1,Y15-29,2019,40.072681
ITE33,1,Y15-29,2020,38.922751
IT109,1,Y25-34,2019,91.518947
IT109,1,Y25-34,2020,82.455292
ITG14,1,Y15-24,2019,8.313435
ITG14,1,Y15-24,2020,7.629201
ITE1,2,Y15-29,2019,33.54163
ITE1,2,Y15-29,2020,29.171035
ITF1,1,Y35-44,2019,85.625622
ITF1,1,Y35-44,2020,85.598373
ITF35,1,Y_GE15,2019,45.84663
ITF35,1,Y_GE15,2020,47.251928
ITF14,1,Y15-29,2019,41.904333
ITF14,1,Y15-29,2020,36.467167
ITD34,2,Y15-29,2019,44.268223
ITD34,2,Y15-29,2020,40.027842
ITG18,2,Y_GE15,2019,27.993781
ITG18,2,Y_GE15,2020,29.696669
ITF11,2,Y45-54,2019,62.898512
ITF11,2,Y45-54,2020,61.632305
ITF22,2,Y45-54,2019,51.286155
ITF22,2,Y45-54,2020,51.174996
ITG27,1,Y25-34,2019,60.512061
ITG27,1,Y25-34,2020,63.172727
ITF13,2,Y20-64,2019,50.817123
ITF13,2,Y20-64,2020,49.758516
ITF4,1,Y35-44,2019,75.497367
ITF4,1,Y35-44,2020,73.704434
ITF34,1,Y15-24,2019,19.891213
ITF34,1,Y15-24,2020,19.473933
ITE43,2,Y15-29,2019,30.273483
ITE43,2,Y15-29,2020,25.637301
ITD56,2,Y_GE15,2019,41.595217
ITD56,2,Y_GE15,2020,42.084152
ITF52,2,Y55-64,2019,42.146254
ITF52,2,Y55-64,2020,43.787998
ITC16,2,Y18-29,2019,47.375924
ITC16,2,Y18-29,2020,49.275918
ITF11,2,Y25-34,2019,44.843615
ITF11,2,Y25-34,2020,47.144734
ITC47,1,Y18-29,2019,59.708694
ITC47,1,Y18-29,2020,62.391034
ITF51,2,Y45-54,2019,43.472733
ITF51,2,Y45-54,2020,43.73298
ITC43,1,Y15-29,2019,48.034799
ITC43,1,Y15-29,2020,50.729247
ITF3,1,Y35-44,2019,67.560737
ITF3,1,Y35-44,2020,68.068297
ITF51,1,Y25-34,2019,62.849212
ITF51,1,Y25-34,2020,60.364033
ITG12,1,Y15-29,2019,18.300894
ITG12,1,Y15-29,2020,18.198821
ITD55,2,Y_GE15,2019,48.682772
ITD55,2,Y_GE15,2020,47.728157
ITG2,1,Y15-29,2019,29.533404
ITG2,1,Y15-29,2020,28.399544
ITE41,1,Y_GE15,2019,49.777042
ITE41,1,Y_GE15,2020,50.891552
ITF65,1,Y35-44,2019,72.983085
ITF65,1,Y35-44,2020,70.620428
ITG16,2,Y55-64,2019,23.704907
ITG16,2,Y55-64,2020,36.181989
ITF43,2,Y20-64,2019,31.626282
ITF43,2,Y20-64,2020,32.357492
ITF63,1,Y15-29,2019,33.383514
ITF63,1,Y15-29,2020,25.083843
ITD44,2,Y_GE15,2019,43.841824
ITD44,2,Y_GE15,2020,44.746492
ITE16,1,Y_GE15,2019,54.214639
ITE16,1,Y_GE15,2020,52.11204
ITD41,1,Y18-29,2019,61.95735
ITD41,1,Y18-29,2020,64.556827
ITC15,1,Y15-29,2019,39.515644
ITC15,1,Y15-29,2020,41.31649
ITE18,2,Y_GE15,2019,42.210245
ITE18,2,Y_GE15,2020,43.129543
ITC2,1,Y_GE15,2019,56.419339
ITC2,1,Y_GE15,2020,54.711531
ITF2,1,Y15-29,2019,29.583788
ITF2,1,Y15-29,2020,29.576168
ITF12,2,Y55-64,2019,46.092561
ITF12,2,Y55-64,2020,46.192039
ITE45,1,Y55-64,2019,56.177292
ITE45,1,Y55-64,2020,57.110672
ITF65,2,Y15-24,2019,13.956541
ITF65,2,Y15-24,2020,6.443032
ITF1,2,Y15-24,2019,10.152831
ITF1,2,Y15-24,2020,8.709133
ITG27,2,Y45-54,2019,64.178986
ITG27,2,Y45-54,2020,66.237299
ITG13,1,Y55-64,2019,53.094035
ITG13,1,Y55-64,2020,58.759939
ITG18,2,Y18-29,2019,22.860477
ITG18,2,Y18-29,2020,26.158879
IT111,1,Y20-64,2019,63.596815
IT111,1,Y20-64,2020,60.929637
ITG26,2,Y15-64,2019,44.095975
ITG26,2,Y15-64,2020,45.078124
ITF5,2,Y25-34,2019,36.609811
ITF5,2,Y25-34,2020,35.838224
ITF33,1,Y20-64,2019,56.710789
ITF33,1,Y20-64,2020,55.762301
ITF41,2,Y15-29,2019,17.943078
ITF41,2,Y15-29,2020,15.254697
ITF64,1,Y15-29,2019,27.355707
ITF64,1,Y15-29,2020,12.074085
ITD5,2,Y_GE15,2019,46.110541
ITD5,2,Y_GE15,2020,44.580209
ITF6,2,Y15-29,2019,14.509862
ITF6,2,Y15-29,2020,12.894511
ITC2,1,Y18-29,2019,55.23614
ITC2,1,Y18-29,2020,48.215018
ITG1,1,Y20-64,2019,57.17664
ITG1,1,Y20-64,2020,57.586416
ITF51,2,Y55-64,2019,39.580559
ITF51,2,Y55-64,2020,42.298582
ITC12,2,Y15-29,2019,27.610017
ITC12,2,Y15-29,2020,32.7441
ITF11,2,Y55-64,2019,51.133787
ITF11,2,Y55-64,2020,50.786984
ITF44,2,Y18-29,2019,29.666863
ITF44,2,Y18-29,2020,23.015662
ITG18,2,Y35-44,2019,41.991971
ITG18,2,Y35-44,2020,44.006005
ITE19,2,Y_GE15,2019,44.397085
ITE19,2,Y_GE15,2020,42.723513
ITE42,1,Y18-29,2019,40.720134
ITE42,1,Y18-29,2020,45.472462
ITD37,1,Y15-29,2019,31.122853
ITD37,1,Y15-29,2020,45.886642
ITF32,1,Y20-64,2019,56.170652
ITF32,1,Y20-64,2020,59.12748
IT110,1,Y25-34,2019,49.622166
IT110,1,Y25-34,2020,52.28172
ITG27,2,Y15-64,2019,52.502834
ITG27,2,Y15-64,2020,52.974313
ITD51,2,Y18-29,2019,40.800206
ITD51,2,Y18-29,2020,35.289235
ITG17,2,Y18-29,2019,17.824936
ITG17,2,Y18-29,2020,14.84376
ITF4,1,Y18-29,2019,33.720314
ITF4,1,Y18-29,2020,34.451898
ITG17,2,Y_GE15,2019,23.453238
ITG17,2,Y_GE15,2020,21.922219
ITF43,2,Y_GE15,2019,20.867166
ITF43,2,Y_GE15,2020,21.535961
ITG15,2,Y15-24,2019,5.490907
ITG15,2,Y15-24,2020,6.181089
ITD3,1,Y15-29,2019,46.405922
ITD3,1,Y15-29,2020,43.888451
ITF3,2,Y15-24,2019,9.370592
ITF3,2,Y15-24,2020,7.478681
ITC18,1,Y_GE15,2019,55.424455
ITC18,1,Y_GE15,2020,53.016894
ITE19,2,Y18-29,2019,34.539835
ITE19,2,Y18-29,2020,33.832919
ITC44,1,Y15-29,2019,56.184427
ITC44,1,Y15-29,2020,56.014581
ITF5,2,Y45-54,2019,45.448357
ITF5,2,Y45-54,2020,45.190709
ITF3,1,Y_GE15,2019,44.454667
ITF3,1,Y_GE15,2020,43.872199
ITE42,1,Y_GE15,2019,50.184507
ITE42,1,Y_GE15,2020,50.769552
ITF1,1,Y_GE15,2019,53.731695
ITF1,1,Y_GE15,2020,53.213413
ITE42,2,Y15-29,2019,27.691152
ITE42,2,Y15-29,2020,29.93015
ITE13,2,Y18-29,2019,34.346486
ITE13,2,Y18-29,2020,28.564803
ITF1,2,Y15-29,2019,19.354908
ITF1,2,Y15-29,2020,18.621964
ITF12,1,Y25-34,2019,73.564522
ITF12,1,Y25-34,2020,71.972404
ITE41,1,Y18-29,2019,38.966049
ITE41,1,Y18-29,2020,39.385025
ITC33,1,Y15-29,2019,33.624141
ITC33,1,Y15-29,2020,31.102761
ITF44,2,Y35-44,2019,48.084479
ITF44,2,Y35-44,2020,53.71623
ITE17,1,Y_GE15,2019,57.238069
ITE17,1,Y_GE15,2020,57.050766
ITF35,1,Y35-44,2019,71.518212
ITF35,1,Y35-44,2020,73.058324
ITD59,1,Y15-29,2019,36.902376
ITD59,1,Y15-29,2020,37.690428
ITF52,1,Y25-34,2019,72.822386
ITF52,1,Y25-34,2020,62.30951
ITF35,2,Y15-24,2019,9.396424
ITF35,2,Y15-24,2020,6.36912
ITD56,2,Y18-29,2019,42.797152
ITD56,2,Y18-29,2020,51.139303
ITC1,1,Y15-29,2019,41.332118
ITC1,1,Y15-29,2020,40.350358
ITD5,2,Y18-29,2019,43.790352
ITD5,2,Y18-29,2020,39.350613
ITF35,1,Y18-29,2019,32.572548
ITF35,1,Y18-29,2020,32.699979
ITD41,1,Y_GE15,2019,62.022103
ITD41,1,Y_GE15,2020,61.527937
ITF65,2,Y15-29,2019,15.568309
ITF65,2,Y15-29,2020,12.384414
ITG26,2,Y25-34,2019,45.698344
ITG26,2,Y25-34,2020,41.794693
ITE21,1,Y15-29,2019,41.832416
ITE21,1,Y15-29,2020,35.79477
ITG18,1,Y15-64,2019,63.436343
ITG18,1,Y15-64,2020,65.437488
IT108,2,Y25-34,2019,66.114333
IT108,2,Y25-34,2020,67.217051
ITF22,2,Y15-64,2019,42.397187
ITF22,2,Y15-64,2020,40.579922
IT111,2,Y35-44,2019,59.297468
IT111,2,Y35-44,2020,60.497402
ITG19,1,Y20-64,2019,61.648438
ITG19,1,Y20-64,2020,58.887843
ITF4,2,Y15-29,2019,19.241359
ITF4,2,Y15-29,2020,17.340798
ITG26,2,Y45-54,2019,58.561071
ITG26,2,Y45-54,2020,56.643941
IT109,2,Y55-64,2019,52.364597
IT109,2,Y55-64,2020,48.727623
ITG11,1,Y20-64,2019,55.847385
ITG11,1,Y20-64,2020,58.215336
ITF21,2,Y15-64,2019,45.252703
ITF21,2,Y15-64,2020,49.588582
ITG27,2,Y55-64,2019,46.083906
ITG27,2,Y55-64,2020,49.686859
IT108,2,Y45-54,2019,76.376725
IT108,2,Y45-54,2020,77.589985
ITF3,2,Y15-29,2019,16.055299
ITF3,2,Y15-29,2020,14.003295
ITG15,1,Y35-44,2019,70.810907
ITG15,1,Y35-44,2020,64.532458
ITE16,1,Y18-29,2019,43.998475
ITE16,1,Y18-29,2020,41.184971
ITF4,2,Y15-24,2019,10.680371
ITF4,2,Y15-24,2020,9.119663
ITG17,2,Y20-64,2019,32.887578
ITG17,2,Y20-64,2020,31.235146
ITF45,1,Y55-64,2019,54.294455
ITF45,1,Y55-64,2020,59.080517
ITF5,2,Y15-64,2019,37.699409
ITF5,2,Y15-64,2020,37.726139
ITF62,1,Y20-64,2019,51.182081
ITF62,1,Y20-64,2020,48.355093
ITF21,2,Y25-34,2019,46.578458
ITF21,2,Y25-34,2020,36.357091
ITF44,1,Y15-64,2019,60.890682
ITF44,1,Y15-64,2020,59.314081
ITG17,1,Y15-64,2019,51.564825
ITG17,1,Y15-64,2020,50.679944
ITC47,1,Y_GE15,2019,62.497706
ITC47,1,Y_GE15,2020,61.567296
ITF11,2,Y15-64,2019,48.752786
ITF11,2,Y15-64,2020,49.07691
ITF65,1,Y18-29,2019,29.559716
ITF65,1,Y18-29,2020,31.889349
ITC3,2,Y18-29,2019,34.529028
ITC3,2,Y18-29,2020,31.152431
ITE34,1,Y15-29,2019,39.859387
ITE34,1,Y15-29,2020,42.632387
ITG28,1,Y20-64,2019,62.159668
ITG28,1,Y20-64,2020,63.393088
ITF13,2,Y_GE15,2019,34.850276
ITF13,2,Y_GE15,2020,33.116384
ITC3,2,Y_GE15,2019,37.881276
ITC3,2,Y_GE15,2020,37.554018
ITF31,2,Y15-29,2019,15.7378
ITF31,2,Y15-29,2020,14.273453
ITD4,1,Y18-29,2019,51.841851
ITD4,1,Y18-29,2020,53.801412
ITD4,1,Y_GE15,2019,56.693507
ITD4,1,Y_GE15,2020,56.772646
IT109,2,Y45-54,2019,73.383553
IT109,2,Y45-54,2020,73.230011
ITF44,2,Y20-64,2019,41.780482
ITF44,2,Y20-64,2020,38.116459
ITD41,2,Y15-29,2019,34.448847
ITD41,2,Y15-29,2020,34.188519
ITC46,1,Y_GE15,2019,62.457587
ITC46,1,Y_GE15,2020,60.875395
ITF1,1,Y18-29,2019,43.075942
ITF1,1,Y18-29,2020,43.997115
ITF51,2,Y15-64,2019,36.025141
ITF51,2,Y15-64,2020,36.980547
ITF3,1,Y18-29,2019,29.452071
ITF3,1,Y18-29,2020,27.550671
ITF42,1,Y20-64,2019,71.043594
ITF42,1,Y20-64,2020,71.561585
ITE14,2,Y18-29,2019,47.895733
ITE14,2,Y18-29,2020,40.423236
ITF61,1,Y20-64,2019,59.517159
ITF61,1,Y20-64,2020,60.216359
ITG18,1,Y45-54,2019,78.654164
ITG18,1,Y45-54,2020,83.669448
ITE13,2,Y_GE15,2019,38.732922
ITE13,2,Y_GE15,2020,38.025059
IT108,2,Y15-64,2019,60.152215
IT108,2,Y15-64,2020,62.05357
ITG16,1,Y25-34,2019,58.705217
ITG16,1,Y25-34,2020,60.781925
ITG18,2,Y20-64,2019,39.953006
ITG18,2,Y20-64,2020,41.960623
ITF22,2,Y55-64,2019,46.029635
ITF22,2,Y55-64,2020,40.888497
ITE44,2,Y18-29,2019,26.860878
ITE44,2,Y18-29,2020,24.317905
ITC48,2,Y15-29,2019,37.586857
ITC48,2,Y15-29,2020,32.949966
ITE44,2,Y_GE15,2019,31.694576
ITE44,2,Y_GE15,2020,32.45872
ITF21,2,Y45-54,2019,47.833251
ITF21,2,Y45-54,2020,62.605588
ITG17,1,Y45-54,2019,66.262104
ITG17,1,Y45-54,2020,65.647027
ITG15,1,Y_GE15,2019,41.925605
ITG15,1,Y_GE15,2020,44.164451
ITD58,1,Y15-29,2019,51.713307
ITD58,1,Y15-29,2020,54.242145
ITG15,1,Y18-29,2019,30.959768
ITG15,1,Y18-29,2020,38.272374
