ID,MESI,SESSO,TITOLO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP5,NCOMP613,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,SITGEN,MLAV,PREZZIP,PREZZIF,NOCCOTT,NSMART,NOCCNOW,OCC,CONTR,SETT,PROBPERD,PROBLAV,PROBPERDF,MISURE_1,MISURE_2,MISURE_3,MISURE_4,MISURE_5,MISURE_6,MISURE_7,SMARTTEO,SMARTEFF,SMARTMOT,PROBIMPR,DIFFAFF,CONDGEN,VARRED,VARREDQ,VARREDM,VARREDMQ,DEBITI_1,DEBITI_2,DEBITI_3,DIFFDEB_1,DIFFDEB_2,DIFFDEB_3,DIFFDEB_4,DIFFDEB_5,DURMOR,FINEMOR,ATFIN,VARREDF,VARREDFA,VARREDFD,RISPAR,PRECAUZ,VARCONS,VARCONSQ,VARQUAL,VARQUAN,RICPRES,MOTPRES,NATALE,FREQATT_1,FREQATT_2,FREQATT_3,FREQATT_4,FREQATT_5,RIDMOT,ALTRIMOT_1,ALTRIMOT_2,ALTRIMOT_3,CONTAGI_1_1,CONTAGI_2_1,CONTAGI_3_1,CONTAGI_4_1,CONTAGI_5_1,CONTAGI_1_2,CONTAGI_2_2,CONTAGI_3_2,CONTAGI_4_2,CONTAGI_5_2,CONTAGI_1_3,CONTAGI_2_3,CONTAGI_3_3,CONTAGI_4_3,CONTAGI_5_3,CONTAGI_1_4,CONTAGI_2_4,CONTAGI_3_4,CONTAGI_4_4,CONTAGI_5_4,AREA5,ACOM,Y_MONTH,STACIV,DATAINT,PESO,PNASC
114361,4.0,1,3,65,3,2,1,0,0,0,1,0,1,1,2,3,4,4,2,0.0,2,4,,,,,0.0,2,2,2,2,2,2,2,,,,0,,4,2,,2,,2,2,2,,,,,,,,1,2,,,2,3000,2,,,,6,,2,2,2,2,2,1,2.0,40.0,30.0,30.0,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,5,4,17,3,21NOV2020,8461.41113651476,1
114439,1.0,1,3,58,4,1,3,0,2,0,0,1,1,0,3,3,3,2,1,1.0,1,4,,,,,,2,1,2,2,2,2,2,,,,0,2.0,2,2,,2,,2,1,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,10000,2,,,,6,,6,2,2,2,3,1,2.0,30.0,30.0,40.0,4,4,3,3,4,3,3,3,3,4,2,2,2,2,1,2,1,1,1,1,1,1,18,3,22NOV2020,10184.5766404962,1
114440,2.0,1,3,44,3,2,1,1,0,0,2,0,0,0,5,5,3,2,1,0.0,1,1,1.0,3.0,0.0,,,1,1,2,2,2,2,2,0.0,0.0,,0,1.0,3,3,3.0,3,3.0,2,1,1,1.0,0.0,0.0,0.0,0.0,,,1,3,,2.0,3,2300,2,,,,6,,1,2,1,2,1,1,1.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,9,3,21NOV2020,11603.6253785381,1
114462,2.0,1,3,60,2,1,1,0,0,0,0,0,2,0,5,5,1,1,1,0.0,1,1,1.0,9.0,0.0,,,2,1,2,2,2,2,2,0.0,0.0,,0,,2,3,1.0,3,1.0,1,1,2,0.0,0.0,0.0,1.0,0.0,,,2,1,2.0,,1,10000,3,2.0,2.0,1.0,6,,2,1,1,2,1,1,1.0,,,,3,3,4,1,4,4,1,4,2,4,4,2,4,1,1,1,1,1,2,1,4,5,10,3,21NOV2020,12417.363305143,1
114626,1.0,1,2,83,2,1,1,0,0,0,0,0,0,2,5,5,3,3,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,1000,2,,,,6,,4,3,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,21NOV2020,38431.145081378,1
114689,3.0,2,4,46,3,1,2,0,0,0,0,1,0,2,2,2,4,4,1,0.0,1,2,,98.0,25.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,,4,3,3.0,1,,2,2,2,,,,,,,,2,1,2.0,,1,1500,2,,,,6,,7,2,1,1,1,1,2.0,30.0,40.0,30.0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,5,5,98,1,22NOV2020,7075.33833906731,1
114725,4.0,2,3,62,2,0,2,0,0,0,1,0,1,0,5,5,2,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,2,2,,2,,2,2,2,,,,,,,,2,2,,,2,3000,3,4.0,3.0,1.0,6,,4,2,1,1,1,1,1.0,,,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,5,2,6,4,21NOV2020,5595.9077624448,1
114799,2.0,1,4,59,4,2,2,0,0,0,2,0,2,0,5,5,3,2,2,0.0,2,2,,4.0,0.0,,0.0,2,2,2,2,2,2,2,0.0,0.0,,0,,4,3,2.0,3,2.0,2,2,2,,,,,,,,1,3,,2.0,2,5000,3,4.0,2.0,1.0,6,,1,2,1,2,1,1,2.0,30.0,50.0,20.0,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,98,3,21NOV2020,4793.58064333723,1
114889,1.0,1,2,75,2,1,1,0,0,0,0,0,0,2,9,9,9,1,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,5000,2,,,,6,,7,1,1,1,1,1,2.0,30.0,40.0,30.0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,5,2,2,3,20NOV2020,24872.5726357331,1
115177,1.0,1,2,72,2,1,1,0,0,0,0,0,0,2,4,3,4,3,0,,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,1200,2,,,,6,,1,1,1,2,1,1,2.0,20.0,60.0,20.0,3,2,2,1,1,3,1,2,2,2,3,2,2,2,2,3,1,1,1,1,4,5,9,3,20NOV2020,32005.5573950877,1
115190,1.0,1,3,56,4,3,1,0,0,0,2,0,2,0,4,3,1,4,3,2.0,2,1,1.0,4.0,40.0,,30.0,2,1,2,2,2,2,1,50.0,30.0,1.0,40,,3,3,2.0,3,2.0,1,1,2,0.0,0.0,0.0,1.0,0.0,,,1,3,,2.0,3,1000,3,2.0,2.0,1.0,5,1.0,4,1,1,1,1,1,1.0,,,,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,17,3,21NOV2020,10039.7186315156,1
115271,2.0,1,3,52,4,2,2,0,0,0,2,2,0,0,4,4,3,3,4,0.0,1,2,,98.0,0.0,,,2,2,2,2,2,2,1,0.0,10.0,,0,,4,2,,3,1.0,2,2,2,,,,,,,,1,2,,,2,5000,3,2.0,3.0,1.0,6,,2,3,1,2,1,1,2.0,30.0,40.0,30.0,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,4,3,14,3,23NOV2020,5256.18766122662,1
115281,,1,3,57,5,2,3,0,1,0,2,1,1,0,4,4,2,2,0,,2,5,,,,,0.0,2,2,2,2,2,2,2,,,,0,2.0,2,2,,2,,2,1,1,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2,3,,1.0,3,3000,3,3.0,2.0,1.0,6,,1,2,2,2,2,2,1.0,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,19,3,21NOV2020,7993.96561786972,1
115559,4.0,1,4,48,5,2,3,0,3,0,0,2,0,0,5,5,2,2,2,0.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,,4,3,2.0,3,2.0,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,3,,2.0,2,2500,3,4.0,2.0,1.0,6,,3,3,1,1,1,1,1.0,,,,3,3,3,3,3,3,2,2,2,2,3,1,1,1,1,2,1,1,1,1,1,3,12,2,25NOV2020,6904.18848523398,1
115584,1.0,1,4,35,3,2,1,1,0,0,2,0,0,0,4,3,3,4,2,1.0,2,1,1.0,9.0,0.0,,0.0,1,2,2,2,2,2,1,90.0,95.0,,0,,4,2,,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,2,,,2,20000,2,,,,6,,1,3,1,2,1,1,2.0,55.0,20.0,25.0,4,4,5,4,5,4,4,4,4,4,4,3,3,3,3,3,2,2,1,2,1,2,17,3,21NOV2020,9181.30213957848,1
115603,2.0,1,3,37,3,2,1,1,0,0,2,0,0,0,5,5,5,4,2,1.0,2,1,1.0,98.0,15.0,,50.0,1,2,2,2,2,2,2,95.0,50.0,1.0,2,,3,3,2.0,3,2.0,2,1,1,1.0,0.0,0.0,0.0,0.0,,,2,2,,,2,15000,3,2.0,3.0,2.0,5,3.0,1,3,3,3,2,2,1.0,,,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,1,5,18,3,25NOV2020,13293.7884362125,1
116018,1.0,2,3,50,1,0,1,0,0,0,0,1,0,0,5,5,1,1,1,1.0,0,3,,,,0.0,,2,2,2,2,2,2,2,,,,0,1.0,1,3,4.0,3,3.0,2,2,2,,,,,,,,2,3,,3.0,1,1500,3,2.0,2.0,1.0,6,,1,1,1,1,1,1,1.0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,21NOV2020,20302.0561909429,1
116069,3.0,1,2,70,3,1,2,0,0,0,1,0,0,2,4,5,4,2,1,0.0,1,4,,,,,,2,1,2,2,2,2,2,,,,0,,2,3,2.0,3,1.0,2,2,2,,,,,,,,2,2,,,1,2000,1,,2.0,1.0,6,,4,3,1,1,1,1,1.0,,,,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,3,11,3,21NOV2020,19238.1434382397,1
116162,4.0,1,4,56,2,1,1,0,0,0,0,0,2,0,1,1,1,1,1,1.0,1,3,,,,0.0,,2,2,1,2,2,2,2,,,,0,1.0,3,3,1.0,3,1.0,2,2,2,,,,,,,,2,2,,,2,2000,2,,,,6,,4,2,2,1,1,1,1.0,,,,3,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,4,5,4,22NOV2020,7010.84177579047,1
116331,2.0,1,3,46,4,1,3,0,0,0,3,1,0,0,2,2,2,2,2,0.0,1,1,1.0,9.0,0.0,,,1,2,2,2,2,2,2,0.0,0.0,,0,,2,1,,3,3.0,1,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2500,3,3.0,2.0,1.0,6,,2,2,1,1,1,1,1.0,,,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,5,3,10,3,21NOV2020,2918.76269639828,1
116535,2.0,1,6,44,5,2,3,1,1,0,2,0,0,1,4,5,3,1,2,0.0,2,1,1.0,7.0,0.0,,30.0,2,2,2,2,2,2,2,30.0,0.0,4.0,0,,3,1,,1,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,1,1.0,,1,2400,2,,,,6,,4,3,3,3,3,2,2.0,50.0,30.0,20.0,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,4,16,3,22NOV2020,8748.2256743383,1
116543,4.0,1,5,38,2,1,1,0,0,0,2,0,0,0,4,5,4,4,1,0.0,1,2,,5.0,1.0,,,2,2,2,2,2,2,2,100.0,2.0,4.0,100,2.0,4,1,,1,,2,2,2,,,,,,,,1,2,,,1,5000,2,,,,6,,3,3,3,3,3,2,2.0,75.0,5.0,20.0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,10,2,21NOV2020,6528.6559185328,1
116609,1.0,1,4,66,3,1,2,0,0,0,1,0,0,2,4,4,3,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2500,2,,,,6,,4,3,1,3,1,1,1.0,,,,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,1,12,4,25NOV2020,6073.02825508742,1
116630,2.0,1,4,40,2,1,1,0,0,0,2,0,0,0,4,4,4,4,2,0.0,2,1,3.0,5.0,50.0,,50.0,2,2,2,2,2,2,2,0.0,0.0,,0,2.0,3,1,,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,1,5000,2,,,,6,,2,3,2,2,1,1,2.0,10.0,10.0,80.0,3,3,3,3,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,3,8,3,29NOV2020,8715.71195913859,1
116781,4.0,1,6,55,2,1,1,0,0,0,0,0,2,0,3,2,4,4,2,2.0,2,1,1.0,98.0,0.0,,0.0,2,2,2,2,2,2,2,100.0,100.0,,0,,4,1,,1,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,1,1,1.0,,2,0,2,,,,6,,1,3,2,3,3,2,2.0,50.0,50.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,98,3,26NOV2020,8516.57831114131,1
116957,,1,2,55,3,1,2,0,0,0,1,1,1,0,1,1,2,5,1,0.0,1,1,1.0,98.0,80.0,,,2,2,2,2,2,2,2,50.0,80.0,,0,,5,3,2.0,3,2.0,2,2,1,1.0,0.0,0.0,0.0,0.0,,,1,2,,,2,2500,3,1.0,3.0,2.0,6,,1,2,2,2,1,1,1.0,,,,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,5,1,5,3,27NOV2020,15086.8226549915,1
116987,4.0,1,4,45,1,1,0,0,0,0,0,1,0,0,2,2,3,4,1,1.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,100.0,10.0,1.0,0,,4,2,,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,2,,,1,10000,2,,,,6,,1,3,3,3,3,2,2.0,100.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,11,1,22NOV2020,24859.3570206428,1
117050,2.0,1,4,46,1,1,0,0,0,0,0,1,0,0,5,5,2,1,1,0.0,1,1,1.0,2.0,40.0,,,1,2,2,2,2,2,2,0.0,0.0,,0,,3,3,3.0,3,3.0,2,2,2,,,,,,,,2,3,,2.0,2,2500,3,4.0,2.0,1.0,6,,1,3,1,1,1,1,1.0,,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,98,1,21NOV2020,17678.6029611882,1
117080,1.0,1,6,47,1,1,0,0,0,0,0,1,0,0,5,5,4,3,1,1.0,1,2,,8.0,0.0,,,2,2,2,2,2,2,2,80.0,78.0,1.0,25,,4,2,,2,,2,2,2,,,,,,,,1,2,,,1,2000,2,,,,6,,2,2,1,2,1,2,2.0,20.0,65.0,15.0,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,5,14,1,26NOV2020,21068.2507128683,1
117211,3.0,2,6,48,3,1,2,0,0,2,0,1,0,0,5,5,3,2,1,0.0,1,1,2.0,6.0,2.0,,,2,2,2,2,2,2,2,20.0,0.0,1.0,0,,3,2,,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,2,,,2,20000,2,,,,6,,3,2,1,1,1,2,2.0,40.0,40.0,20.0,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,1,1,1,1,3,4,10,5,26NOV2020,8126.03990282967,1
117266,1.0,1,3,55,3,1,2,0,0,0,1,0,2,0,5,5,3,2,1,0.0,1,1,1.0,98.0,2.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,1.0,3,3,3.0,2,,2,1,1,1.0,0.0,0.0,0.0,0.0,,,2,2,,,2,3000,3,2.0,2.0,1.0,1,2.0,1,2,1,2,1,1,1.0,,,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,13,3,20NOV2020,6968.37757219586,1
117346,1.0,1,5,32,2,1,1,0,0,0,2,0,0,0,5,5,2,1,2,0.0,2,1,1.0,9.0,1.0,,2.0,2,2,2,2,2,2,2,5.0,0.0,1.0,0,,4,2,,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,1,1.0,,1,10000,2,,,,6,,1,2,1,2,2,1,2.0,20.0,40.0,40.0,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,17,3,23NOV2020,13842.8270297887,1
117432,3.0,2,4,45,4,3,1,2,0,0,0,2,0,0,4,4,2,2,2,0.0,2,1,1.0,9.0,20.0,,98.0,2,2,2,2,2,1,2,95.0,0.0,1.0,0,,2,2,,2,,1,2,2,1.0,0.0,0.0,0.0,0.0,,,1,2,,,2,100000,3,4.0,2.0,1.0,6,,2,2,1,1,1,1,1.0,,,,4,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,4,8,3,23NOV2020,9849.29895998429,1
117481,4.0,2,3,37,2,1,1,0,0,0,2,0,0,0,4,3,5,1,1,0.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,3,2,,2,,2,2,2,,,,,,,,1,2,,,3,2500,1,,3.0,1.0,1,3.0,5,2,1,3,3,2,2.0,10.0,10.0,80.0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,2,1,1,5,1,9,3,22NOV2020,6754.42246672432,1
117588,1.0,1,4,33,5,4,1,2,1,0,2,0,0,0,5,5,4,9,1,0.0,1,1,2.0,4.0,50.0,,,2,1,1,2,2,2,2,0.0,0.0,,50,,4,3,3.0,3,2.0,2,2,2,,,,,,,,2,3,,2.0,2,1600,3,3.0,3.0,1.0,6,,4,3,2,1,1,1,1.0,,,,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,4,3,10,3,25NOV2020,18541.6947090478,2
117812,4.0,1,4,46,2,1,1,0,0,0,0,2,0,0,4,5,2,2,1,0.0,1,1,1.0,2.0,50.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,1,10000,2,,,,6,,1,2,1,3,1,1,2.0,30.0,60.0,10.0,4,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,9,3,21NOV2020,7419.08972197577,1
117976,4.0,1,4,56,1,1,0,0,0,0,0,0,1,0,4,4,4,4,1,1.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,80.0,80.0,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,10000,2,,,,3,3.0,3,2,3,3,3,2,2.0,25.0,50.0,25.0,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,5,13,1,21NOV2020,23736.7080220079,1
118115,,2,3,38,1,0,1,0,0,0,1,0,0,0,3,2,2,2,1,0.0,1,1,1.0,2.0,0.0,,,2,2,2,2,2,2,2,10.0,0.0,1.0,0,2.0,3,1,,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,1,2,,,1,3000,2,,,,6,,2,3,2,1,1,2,2.0,40.0,35.0,25.0,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,3,11,1,22NOV2020,18820.6687381488,1
118186,4.0,1,3,43,4,2,2,0,2,0,2,0,0,0,4,5,2,1,1,0.0,1,2,,3.0,0.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,,5,2,,2,,2,2,2,,,,,,,,1,2,,,1,500,3,1.0,3.0,1.0,6,,2,2,2,3,2,2,2.0,5.0,90.0,5.0,4,3,3,3,4,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,11,3,26NOV2020,12880.639833028,1
118288,2.0,1,4,44,1,1,0,0,0,0,1,0,0,0,3,3,2,2,1,0.0,1,1,1.0,2.0,0.0,,,2,2,2,2,2,2,2,15.0,30.0,,100,,3,2,,2,,2,2,2,,,,,,,,1,2,,,1,10000,2,,,,6,,1,3,2,2,1,1,1.0,,,,3,4,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,11,1,24NOV2020,20272.2610187791,1
118290,1.0,1,3,54,4,2,2,0,0,1,1,1,1,0,5,5,3,1,3,0.0,2,1,1.0,2.0,15.0,,25.0,2,2,2,2,2,2,2,0.0,0.0,,0,,4,3,3.0,3,3.0,2,2,2,,,,,,,,2,2,,,2,5000,2,,,,6,,4,3,1,3,2,2,2.0,80.0,0.0,20.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,18,3,22NOV2020,10283.349042828,1
118297,4.0,1,6,54,1,1,0,0,0,0,0,1,0,0,4,4,4,9,1,0.0,1,1,1.0,2.0,0.0,,,2,2,2,2,2,2,2,95.0,60.0,1.0,0,,5,2,,2,,2,2,2,,,,,,,,1,2,,,1,50000,2,,,,6,,1,2,1,1,1,1,2.0,60.0,40.0,0.0,3,2,1,2,3,2,2,2,2,3,2,1,1,2,2,2,1,1,2,1,1,3,18,1,20NOV2020,15365.5158284154,1
118430,1.0,1,4,56,3,1,2,0,0,0,1,1,1,0,5,5,5,3,1,0.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,4,2,,2,,2,2,2,,,,,,,,2,2,,,1,100000,2,,,,6,,4,4,4,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,2,3,3,3,4,4,13,3,21NOV2020,4226.39637423368,1
118445,1.0,2,4,45,4,2,2,0,0,1,2,1,0,0,3,3,9,9,2,0.0,2,6,,,,,0.0,2,2,2,2,2,2,2,,,,0,2.0,3,2,,2,,2,2,2,,,,,,,,2,2,,,3,3000,3,4.0,2.0,2.0,6,,1,3,2,3,1,2,1.0,,,,3,2,3,1,2,3,2,3,1,2,3,2,3,1,2,3,2,3,1,2,1,4,98,3,23NOV2020,4102.57881317004,1
118455,2.0,1,2,69,4,3,1,0,0,0,2,0,1,1,4,3,4,4,1,0.0,1,1,2.0,98.0,0.0,,,2,2,2,2,2,2,2,5.0,0.0,1.0,0,,4,2,,2,,2,2,2,,,,,,,,2,2,,,2,3000,2,,,,6,,7,3,1,1,2,1,2.0,20.0,20.0,60.0,3,3,1,1,1,1,1,1,1,1,3,3,2,2,2,2,2,1,1,1,5,2,11,3,24NOV2020,16767.3470842962,1
118461,4.0,1,4,54,3,2,1,0,0,0,1,2,0,0,1,1,2,2,2,0.0,1,1,2.0,5.0,70.0,,,2,2,2,2,2,2,2,0.0,0.0,,1,,5,3,3.0,3,3.0,2,2,1,0.0,0.0,0.0,1.0,0.0,,,2,1,3.0,,1,1500,3,2.0,3.0,1.0,6,,7,2,2,2,1,1,1.0,,,,4,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,18,3,23NOV2020,6548.3040392519,1
118530,4.0,1,3,44,4,3,1,0,1,1,2,0,0,0,3,2,4,2,4,0.0,2,1,1.0,2.0,50.0,,100.0,2,2,2,2,2,2,2,0.0,0.0,,0,,5,2,,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,2,,,2,0,2,,,,6,,2,3,2,3,2,1,2.0,50.0,20.0,30.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,15,3,24NOV2020,17282.9698029224,1
118700,1.0,1,3,34,3,1,2,0,1,0,2,0,0,0,4,5,2,1,1,0.0,1,1,1.0,3.0,50.0,,,2,2,2,2,2,2,1,0.0,0.0,,0,,4,3,3.0,3,4.0,1,2,1,1.0,0.0,0.0,0.0,0.0,,,2,3,,3.0,2,2500,3,3.0,2.0,1.0,6,,4,2,1,1,2,1,1.0,,,,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,15,3,21NOV2020,21547.6054600179,2
118737,4.0,1,4,56,3,1,2,0,0,0,1,0,2,0,3,3,3,9,3,0.0,3,1,1.0,2.0,0.0,,1.0,2,2,2,2,1,2,2,0.0,0.0,,0,,5,3,1.0,3,1.0,2,2,2,,,,,,,,1,2,,,1,10000,3,2.0,3.0,1.0,6,,3,1,1,2,1,1,2.0,25.0,25.0,50.0,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,98,3,22NOV2020,6440.49205833201,1
118758,,1,3,44,4,1,3,2,0,0,2,0,0,0,4,4,4,4,1,1.0,1,6,,,,,,2,2,2,2,2,2,2,,,,100,2.0,4,2,,3,3.0,2,2,2,,,,,,,,2,3,,3.0,3,200,2,,,,3,4.0,5,2,2,2,3,3,2.0,50.0,20.0,30.0,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,5,5,1,3,22NOV2020,10605.5040493686,1
118818,1.0,1,2,75,2,1,1,0,0,0,0,0,0,2,3,1,1,1,1,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,3,3.0,3,2.0,2,2,2,,,,,,,,2,2,,,1,1500,3,2.0,2.0,2.0,6,,2,2,2,2,2,2,1.0,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,3,21NOV2020,24872.5726357331,1
118901,1.0,1,3,61,3,1,2,0,0,0,0,0,2,1,4,4,2,1,1,0.0,1,1,1.0,5.0,90.0,,,2,2,2,2,2,2,2,12.0,0.0,1.0,0,,3,2,,2,,2,1,2,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2000,2,,,,6,,2,2,2,2,1,1,2.0,34.0,46.0,20.0,4,4,4,3,3,4,4,4,2,2,3,4,2,1,1,2,2,2,1,1,5,5,10,3,23NOV2020,10861.4896109601,1
118942,,1,4,47,2,1,1,0,0,0,1,1,0,0,1,1,3,2,2,0.0,2,1,1.0,98.0,10.0,,20.0,2,2,2,2,2,2,2,80.0,0.0,1.0,0,,4,3,2.0,3,2.0,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,1,1.0,,1,3000,2,,,,6,,1,4,3,3,3,2,2.0,60.0,20.0,20.0,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,16,3,22NOV2020,8327.6358832493,1
119018,3.0,1,4,59,2,1,1,0,0,0,0,0,2,0,4,4,3,3,1,0.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,30.0,0.0,1.0,0,,3,2,,3,1.0,1,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2500,3,2.0,2.0,1.0,6,,1,2,1,1,1,1,1.0,,,,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,4,4,12,3,24NOV2020,7010.84177579047,1
119053,3.0,1,4,59,2,1,1,0,0,0,0,0,2,0,4,4,4,4,1,1.0,1,1,1.0,2.0,20.0,,,2,2,2,2,2,2,2,20.0,20.0,,0,2.0,4,2,,3,1.0,2,1,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,3000,3,4.0,2.0,1.0,6,,2,2,1,2,1,1,2.0,20.0,10.0,70.0,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,13,3,21NOV2020,6389.81925710859,2
119093,2.0,2,7,37,3,2,1,1,0,0,1,1,0,0,9,9,9,9,3,0.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,50.0,0.0,1.0,0,1.0,1,3,3.0,3,4.0,2,2,2,,,,,,,,2,3,,3.0,2,2000,2,,,,2,1.0,3,3,2,2,2,3,1.0,,,,2,3,3,3,2,2,2,3,3,3,2,2,1,1,1,3,3,3,2,2,5,5,98,3,22NOV2020,7372.4860155031,1
