nquest,nord,sex,anasc,staciv,ireg,NCOMP,PERC
111052,1,2,1941,1,20,3,1
111052,2,1,1935,1,20,3,1
111052,3,1,1972,2,20,3,1
138399,1,1,1943,4,8,1,1
145007,1,1,1954,1,20,5,1
145007,2,2,1956,1,20,5,0
145007,3,2,1984,2,20,5,0
145007,4,1,1989,2,20,5,0
145007,5,1,1991,2,20,5,0
176061,1,1,1930,1,1,2,1
176061,2,2,1942,1,1,2,1
178001,1,1,1947,3,12,1,1
193016,1,1,1933,2,10,1,1
213440,1,1,1947,1,7,2,1
213440,2,2,1947,1,7,2,0
224048,1,2,1934,4,7,1,1
230029,1,1,1943,1,3,2,1
230029,2,2,1946,1,3,2,1
230037,1,1,1948,1,3,2,1
230037,2,2,1948,1,3,2,1
230039,1,2,1969,1,3,3,1
230039,2,1,1968,1,3,3,1
230039,3,1,1995,2,3,3,0
230048,1,2,1935,4,3,1,1
237003,1,1,1948,1,19,2,1
237003,2,2,1944,1,19,2,1
238055,1,1,1946,1,3,2,1
238055,2,2,1946,1,3,2,1
243067,1,2,1962,1,8,3,0
243067,2,1,1962,1,8,3,1
243067,3,2,1994,2,8,3,1
244013,1,2,1946,1,20,2,1
244013,2,1,1946,1,20,2,1
244058,1,2,1964,1,20,3,0
244058,2,1,1964,1,20,3,1
244058,3,2,1998,2,20,3,0
250005,1,2,1949,1,19,2,0
250005,2,1,1944,1,19,2,1
250010,1,2,1946,4,19,2,1
250010,2,1,1980,2,19,2,0
250039,1,2,1951,4,19,1,1
250056,1,1,1938,2,19,1,1
256015,1,2,1972,1,19,6,0
256015,2,1,1965,1,19,6,1
256015,3,2,1994,2,19,6,0
256015,4,1,1996,2,19,6,0
256015,5,2,1997,2,19,6,0
256015,6,2,2008,2,19,6,0
279054,1,1,1935,4,15,1,1
282083,1,2,1940,3,20,1,1
282089,1,2,1954,1,20,2,0
282089,2,1,1950,1,20,2,1
284086,1,2,1943,1,20,3,1
284086,2,1,1934,1,20,3,1
284086,3,1,1976,2,20,3,0
294039,1,2,1946,1,6,2,1
294039,2,1,1940,1,6,2,1
310002,1,2,1946,1,20,2,0
310002,2,1,1938,1,20,2,1
310005,1,1,1942,1,20,2,1
310005,2,2,1947,1,20,2,0
321009,1,1,1933,1,8,2,1
321009,2,2,1936,1,8,2,1
330057,1,2,1931,4,1,1,1
332080,1,1,1946,1,11,3,1
332080,2,2,1955,1,11,3,0
332080,3,2,1921,4,11,3,1
333081,1,1,1935,1,5,2,1
333081,2,2,1934,1,5,2,0
350068,1,2,1965,3,3,1,1
355063,1,2,1943,4,3,1,1
365034,1,1,1947,1,15,2,1
365034,2,2,1950,1,15,2,0
387029,1,1,1945,1,5,2,1
387029,2,2,1948,1,5,2,0
389045,1,2,1958,1,12,2,0
389045,2,1,1952,1,12,2,1
389084,1,2,1955,1,12,2,0
389084,2,1,1956,1,12,2,1
500001,1,1,1944,1,1,2,1
500001,2,2,1947,1,1,2,0
500004,1,2,1940,3,1,4,1
500004,2,1,1967,2,1,4,1
500004,3,1,1967,2,1,4,1
500004,4,2,1968,2,1,4,1
500026,1,1,1956,1,1,2,0
500026,2,2,1959,1,1,2,1
500090,1,1,1932,1,1,2,1
500090,2,2,1939,1,1,2,0
500176,1,1,1990,2,1,3,0
500176,2,1,1947,1,1,3,1
500176,3,2,1948,1,1,3,0
500388,1,1,1952,3,1,1,1
500573,1,1,1956,1,1,3,1
500573,2,2,1951,1,1,3,1
500573,3,1,1988,2,1,3,0
500575,1,2,1951,1,1,2,1
500575,2,1,1949,1,1,2,1
500586,1,1,1942,1,1,3,1
500586,2,2,1943,1,1,3,1
500586,3,1,1971,2,1,3,1
500620,1,2,1948,2,1,1,1
500669,1,1,1964,1,1,3,1
500669,2,2,1967,1,1,3,1
500669,3,2,1990,2,1,3,0
500674,1,2,1939,1,1,2,1
500674,2,1,1937,1,1,2,1
500726,1,2,1969,1,1,2,1
500726,2,1,1966,1,1,2,1
501068,1,1,1953,1,2,2,1
501068,2,2,1960,1,2,2,0
501082,1,1,1955,1,2,2,1
501082,2,2,1958,1,2,2,0
501569,1,2,1992,2,7,3,0
501569,2,2,1960,1,7,3,1
501569,3,1,1962,1,7,3,1
501627,1,2,1932,4,7,1,1
501664,1,1,1968,3,7,1,1
501694,1,2,1957,1,7,3,1
501694,2,1,1952,1,7,3,1
501694,3,1,1985,2,7,3,0
501816,1,2,1935,4,7,3,1
501816,2,1,1959,2,7,3,1
501816,3,2,1963,2,7,3,1
501874,1,1,1945,1,7,1,1
502060,1,1,1958,2,3,1,1
502157,1,1,1922,4,3,1,1
502355,1,2,1962,1,3,3,0
502355,2,1,1961,1,3,3,1
502355,3,1,1990,2,3,3,1
502364,1,2,1933,4,3,1,1
502366,1,1,1939,2,3,1,1
502772,1,1,1941,1,3,3,1
502772,2,2,1960,1,3,3,0
502772,3,1,1997,2,3,3,0
503308,1,1,1955,1,3,2,1
503308,2,2,1960,1,3,2,1
503431,1,2,1937,4,3,1,1
503560,1,1,1954,1,3,2,1
503560,2,2,1960,1,3,2,1
503561,1,1,1947,1,3,2,1
503561,2,2,1949,1,3,2,1
503593,1,1,1952,1,3,1,1
503674,1,1,1948,1,3,3,1
503674,2,2,1955,1,3,3,1
503674,3,1,1980,2,3,3,1
503788,1,1,1933,1,3,2,1
503788,2,2,1944,1,3,2,1
503804,1,2,1941,1,3,2,1
503804,2,1,1934,1,3,2,1
503850,1,1,1953,1,3,2,1
503850,2,2,1953,1,3,2,1
503931,1,2,1953,1,3,3,1
503931,2,1,1947,1,3,3,1
503931,3,2,1984,2,3,3,0
503950,1,2,1969,1,3,4,1
503950,2,1,1968,1,3,4,1
503950,3,1,1994,2,3,4,1
503950,4,2,2001,2,3,4,0
503981,1,2,1933,1,3,2,1
503981,2,1,1926,1,3,2,1
504091,1,1,1932,1,3,2,1
504091,2,2,1939,1,3,2,1
504110,1,2,1961,1,3,3,1
504110,2,1,1960,1,3,3,1
504110,3,2,1991,2,3,3,0
504129,1,2,1955,1,3,2,1
504129,2,1,1946,1,3,2,1
504157,1,1,1960,2,3,1,1
504359,1,2,1954,1,4,2,0
504359,2,1,1953,1,4,2,1
504363,1,1,1944,1,4,2,1
504363,2,2,1942,1,4,2,1
504380,1,2,1933,2,4,1,1
504395,1,2,1959,4,4,4,1
504395,2,1,1965,2,4,4,1
504395,3,2,1992,2,4,4,0
504395,4,2,2000,2,4,4,0
504453,1,1,1967,1,5,4,1
504453,2,2,1967,1,5,4,1
504453,3,1,1991,2,5,4,1
504453,4,2,1995,2,5,4,0
504483,1,1,1950,1,5,3,1
504483,2,2,1954,1,5,3,1
504483,3,1,1984,2,5,3,1
504551,1,2,1932,4,5,1,1
504584,1,2,1957,4,5,2,1
504584,2,2,1982,2,5,2,1
504730,1,1,1943,1,5,2,1
504730,2,2,1942,1,5,2,1
504792,1,1,1947,1,5,2,1
504792,2,2,1946,1,5,2,1
504821,1,1,1963,1,5,3,1
504821,2,2,1966,1,5,3,1
504821,3,1,2003,2,5,3,0
504885,1,2,1941,4,5,1,1
504889,1,1,1950,1,5,2,1
504889,2,2,1952,1,5,2,0
504921,1,1,1967,1,5,3,1
504921,2,2,1964,1,5,3,1
504921,3,2,1997,2,5,3,0
504937,1,1,1967,1,5,4,1
504937,2,2,1968,1,5,4,0
504937,3,2,1997,2,5,4,0
504937,4,2,2001,2,5,4,0
504956,1,1,1965,1,5,3,1
504956,2,2,1973,1,5,3,0
504956,3,2,2009,2,5,3,0
505022,1,1,1953,1,5,2,1
505022,2,2,1949,1,5,2,0
505167,1,1,1934,1,5,2,1
505167,2,2,1934,1,5,2,1
505228,1,2,1953,4,6,3,1
505228,2,1,1984,2,6,3,1
505228,3,2,1989,2,6,3,1
505243,1,1,1946,1,6,3,1
505243,2,2,1948,1,6,3,1
505243,3,2,1989,2,6,3,0
505390,1,1,1964,1,6,4,1
505390,2,2,1964,1,6,4,1
505390,3,1,1991,2,6,4,0
505390,4,2,1994,2,6,4,0
505407,1,2,1933,4,6,1,1
505424,1,1,1966,1,6,4,1
505424,2,2,1970,1,6,4,1
505424,3,2,1996,2,6,4,0
505424,4,2,2001,2,6,4,0
505433,1,1,1937,1,6,2,1
505433,2,2,1940,1,6,2,0
505517,1,1,1946,1,8,2,1
505517,2,2,1942,1,8,2,1
505525,1,1,1945,1,8,2,1
505525,2,2,1949,1,8,2,1
505534,1,1,1950,1,8,3,1
505534,2,2,1962,1,8,3,1
505534,3,1,1993,2,8,3,1
505540,1,2,1925,4,8,1,1
505548,1,2,1932,4,8,2,1
505548,2,2,1960,3,8,2,1
505566,1,2,1970,2,8,1,1
505576,1,1,1930,1,8,2,1
505576,2,2,1938,1,8,2,1
505594,1,1,1948,1,8,2,1
505594,2,2,1954,1,8,2,1
505606,1,2,1951,4,8,2,1
505606,2,2,1987,2,8,2,0
505655,1,1,1951,1,8,2,1
505655,2,2,1953,1,8,2,0
505672,1,1,1944,1,8,3,1
505672,2,2,1946,1,8,3,1
505672,3,2,1975,2,8,3,1
505681,1,2,1938,4,8,1,1
505768,1,2,1964,1,8,4,1
505768,2,1,1960,1,8,4,1
505768,3,1,1983,2,8,4,1
505768,4,2,1992,2,8,4,0
505771,1,1,1932,1,8,2,1
505771,2,2,1938,1,8,2,0
505806,1,2,1927,4,8,2,1
505806,2,1,1956,2,8,2,1
505810,1,1,1945,1,8,4,1
505810,2,2,1958,1,8,4,1
505810,3,1,1981,2,8,4,1
505810,4,1,1991,2,8,4,0
505818,1,1,1960,1,8,4,1
505818,2,2,1961,1,8,4,1
505818,3,2,1987,2,8,4,1
505818,4,1,1992,2,8,4,0
505820,1,2,1945,1,8,2,1
505820,2,1,1945,1,8,2,1
505839,1,2,1970,1,8,2,1
505839,2,1,1970,1,8,2,1
505881,1,1,1941,1,8,3,1
505881,2,2,1940,1,8,3,0
505881,3,1,1968,2,8,3,1
506025,1,1,1938,1,8,2,1
506025,2,2,1947,1,8,2,1
506100,1,2,1933,4,8,1,1
506107,1,2,1962,1,8,3,1
506107,2,1,1957,1,8,3,1
506107,3,1,1996,2,8,3,0
506112,1,1,1929,1,8,2,1
506112,2,2,1932,1,8,2,1
506152,1,2,1937,4,8,3,1
506152,2,2,1975,2,8,3,1
506152,3,1,2011,2,8,3,0
506153,1,1,1940,1,8,2,1
506153,2,2,1944,1,8,2,1
506195,1,1,1925,4,8,1,1
506374,1,2,1939,4,11,1,1
506385,1,1,1928,1,11,3,1
506385,2,2,1932,1,11,3,0
506385,3,1,1961,2,11,3,1
506396,1,1,1969,1,11,4,1
506396,2,2,1970,1,11,4,0
506396,3,1,2001,2,11,4,0
506396,4,1,2005,2,11,4,0
506402,1,2,1948,4,11,1,1
506410,1,2,1970,1,11,4,1
506410,2,1,1968,1,11,4,1
506410,3,2,1996,2,11,4,0
506410,4,2,1999,2,11,4,0
506413,1,1,1965,1,11,4,1
506413,2,2,1970,1,11,4,1
506413,3,2,2007,2,11,4,0
506413,4,2,2001,2,11,4,0
506418,1,2,1940,1,11,2,1
506418,2,1,1927,1,11,2,1
506446,1,1,1939,1,11,2,1
506446,2,2,1946,1,11,2,1
506458,1,1,1964,1,11,4,1
506458,2,2,1964,1,11,4,1
506458,3,1,1992,2,11,4,0
506458,4,1,2001,2,11,4,0
506492,1,1,1954,1,11,3,1
506492,2,2,1966,1,11,3,1
506492,3,1,1989,2,11,3,0
506565,1,1,1949,1,11,2,1
506565,2,2,1951,1,11,2,1
506613,1,1,1930,1,11,2,1
506613,2,2,1928,1,11,2,1
506628,1,1,1952,1,11,6,1
506628,2,2,1951,1,11,6,1
506628,3,2,1983,2,11,6,0
506628,4,1,1985,2,11,6,0
506628,5,1,1990,2,11,6,0
506628,6,2,1921,4,11,6,1
506736,1,1,1940,1,9,2,1
506736,2,2,1941,1,9,2,1
506738,1,2,1970,1,9,4,0
506738,2,1,1965,1,9,4,1
506738,3,1,1992,2,9,4,0
506738,4,1,1998,2,9,4,0
506758,1,1,1935,1,9,2,1
506758,2,2,1936,1,9,2,0
506767,1,1,1936,1,9,2,1
506767,2,2,1937,1,9,2,0
506798,1,1,1950,1,9,2,1
506798,2,2,1955,1,9,2,1
506799,1,1,1951,1,9,2,1
506799,2,2,1940,1,9,2,1
507037,1,1,1955,1,9,3,1
507037,2,2,1961,1,9,3,1
507037,3,2,1988,2,9,3,1
507081,1,1,1961,1,9,5,1
507081,2,2,1967,1,9,5,1
507081,3,1,1992,2,9,5,1
507081,4,1,1994,2,9,5,1
507081,5,2,2009,2,9,5,0
507147,1,1,1950,1,9,4,1
507147,2,2,1954,1,9,4,1
507147,3,1,1985,1,9,4,1
507147,4,2,1922,4,9,4,1
507157,1,2,1932,4,9,1,1
507182,1,1,1939,1,9,3,1
507182,2,2,1941,1,9,3,1
507182,3,1,1975,2,9,3,1
507185,1,2,1930,4,9,5,1
507185,2,1,1962,1,9,5,1
507185,3,2,1966,1,9,5,1
507185,4,1,1987,2,9,5,1
507185,5,1,1996,2,9,5,0
507190,1,1,1950,1,9,2,1
507190,2,2,1951,1,9,2,0
507282,1,2,1965,1,9,5,1
507282,2,1,1961,1,9,5,1
507282,3,1,1994,2,9,5,0
507282,4,2,1999,2,9,5,0
507282,5,2,2001,2,9,5,0
507303,1,2,1949,1,9,2,1
507303,2,1,1950,1,9,2,1
507316,1,1,1938,1,9,2,1
507316,2,2,1940,1,9,2,1
507319,1,1,1938,2,9,1,1
507322,1,1,1965,1,9,4,1
507322,2,2,1968,1,9,4,1
507322,3,2,1995,2,9,4,0
507322,4,2,1997,2,9,4,0
507329,1,1,1960,3,9,2,1
507329,2,2,1964,3,9,2,1
507336,1,1,1948,1,9,4,1
507336,2,2,1953,1,9,4,1
507336,3,2,1984,2,9,4,1
507336,4,1,1987,2,9,4,1
507359,1,1,1938,1,9,2,1
507359,2,2,1941,1,9,2,1
507360,1,1,1954,1,9,3,1
507360,2,2,1952,1,9,3,1
507360,3,2,1988,2,9,3,0
507419,1,1,1949,1,10,2,1
507419,2,2,1958,1,10,2,1
507426,1,1,1925,1,10,2,1
507426,2,2,1935,1,10,2,1
507444,1,2,1964,4,10,1,1
507509,1,1,1926,4,10,1,1
507541,1,1,1961,1,10,4,1
507541,2,2,1967,1,10,4,1
507541,3,1,1997,2,10,4,0
507541,4,2,2000,2,10,4,0
507542,1,2,1962,1,10,3,1
507542,2,1,1963,1,10,3,1
507542,3,2,1997,2,10,3,0
507544,1,1,1953,1,10,4,1
507544,2,2,1955,1,10,4,1
507544,3,1,1987,2,10,4,0
507544,4,2,1994,2,10,4,1
507547,1,1,1935,1,10,3,1
507547,2,2,1940,1,10,3,0
507547,3,2,1971,2,10,3,0
507552,1,1,1969,1,10,4,1
507552,2,2,1973,1,10,4,1
507552,3,1,1999,2,10,4,0
507552,4,1,2004,2,10,4,0
507557,1,2,1932,3,10,1,1
507573,1,2,1943,1,10,2,1
507573,2,1,1943,1,10,2,1
507638,1,1,1949,2,10,1,1
507640,1,2,1944,1,10,2,1
507640,2,1,1938,1,10,2,1
507644,1,2,1951,1,10,3,0
507644,2,1,1951,1,10,3,1
507644,3,2,1925,4,10,3,1
507656,1,2,1939,4,10,2,1
507656,2,1,1988,2,10,2,0
507728,1,2,1951,1,10,2,0
507728,2,1,1950,1,10,2,1
507823,1,2,1947,4,12,1,1
507863,1,1,1941,2,12,1,1
507905,1,2,1955,1,12,5,0
507905,2,1,1951,1,12,5,1
507905,3,1,1983,2,12,5,0
507905,4,2,1986,1,12,5,0
507905,5,1,1984,1,12,5,0
507908,1,2,1960,1,12,2,0
507908,2,1,1959,1,12,2,1
507913,1,2,1954,4,12,3,1
507913,2,2,1981,2,12,3,1
507913,3,2,1988,2,12,3,1
507924,1,2,1946,1,12,3,0
507924,2,1,1943,1,12,3,1
507924,3,1,1972,2,12,3,0
508305,1,1,1935,4,12,1,1
508861,1,1,1950,1,12,3,1
508861,2,2,1952,1,12,3,1
508861,3,1,1977,2,12,3,1
509054,1,1,1937,1,15,2,1
509054,2,2,1935,1,15,2,1
509057,1,1,1951,1,15,4,1
509057,2,2,1959,1,15,4,0
509057,3,1,1980,2,15,4,1
509057,4,2,1991,2,15,4,0
509064,1,2,1934,4,15,1,1
509068,1,1,1930,4,15,1,1
509071,1,1,1943,1,15,2,1
509071,2,2,1946,1,15,2,0
509074,1,1,1957,1,15,3,1
509074,2,2,1965,1,15,3,1
509074,3,2,1986,2,15,3,1
509076,1,1,1957,1,15,5,1
509076,2,2,1961,1,15,5,0
509076,3,2,1991,2,15,5,0
509076,4,2,1995,2,15,5,0
509076,5,1,2000,2,15,5,0
509123,1,2,1932,4,15,1,1
509366,1,2,1956,1,15,2,1
509366,2,1,1950,1,15,2,1
509512,1,1,1946,1,15,2,1
509512,2,2,1951,1,15,2,0
509550,1,2,1949,3,15,3,1
509550,2,1,1982,2,15,3,0
509550,3,2,1924,4,15,3,1
509601,1,1,1964,1,15,3,1
509601,2,2,1966,1,15,3,0
509601,3,1,1992,2,15,3,0
509689,1,1,1956,1,15,3,1
509689,2,2,1963,1,15,3,0
509689,3,1,1990,2,15,3,0
509717,1,2,1950,4,15,2,1
509717,2,1,1974,2,15,2,1
509806,1,2,1960,1,15,3,0
509806,2,1,1959,1,15,3,1
509806,3,1,1992,2,15,3,0
509869,1,1,1942,1,15,2,1
509869,2,2,1948,1,15,2,0
509889,1,1,1963,1,15,3,1
509889,2,2,1964,1,15,3,0
509889,3,1,1990,2,15,3,0
510071,1,1,1942,1,13,2,1
510071,2,2,1947,1,13,2,1
510109,1,2,1942,4,13,1,1
510181,1,1,1928,4,14,1,1
510220,1,2,1942,2,14,1,1
510239,1,1,1967,1,14,4,1
510239,2,2,1965,1,14,4,1
510239,3,2,1997,2,14,4,0
510239,4,1,1999,2,14,4,0
510244,1,1,1943,1,14,2,1
510244,2,2,1950,1,14,2,1
510245,1,1,1941,1,14,2,1
510245,2,2,1944,1,14,2,1
510329,1,2,1969,3,16,4,1
510329,2,2,1991,2,16,4,0
510329,3,1,1998,2,16,4,0
510329,4,2,2007,2,16,4,0
510345,1,2,1974,1,16,5,0
510345,2,1,1970,1,16,5,1
510345,3,2,1990,2,16,5,0
510345,4,1,1995,2,16,5,1
510345,5,1,2000,2,16,5,0
510374,1,2,1965,1,16,3,1
510374,2,1,1964,1,16,3,1
510374,3,1,2006,2,16,3,0
510432,1,1,1959,2,16,3,1
510432,2,1,1928,1,16,3,1
510432,3,2,1933,1,16,3,0
510433,1,1,1957,1,16,4,1
510433,2,2,1956,1,16,4,1
510433,3,1,1984,2,16,4,1
510433,4,2,1987,2,16,4,1
510439,1,1,1980,2,16,3,1
510439,2,1,1949,1,16,3,1
510439,3,2,1953,1,16,3,1
510515,1,1,1937,1,16,2,1
510515,2,2,1946,1,16,2,0
510634,1,2,1942,1,16,2,1
510634,2,1,1924,1,16,2,1
510984,1,2,1956,1,16,3,1
510984,2,1,1953,1,16,3,0
510984,3,2,1990,2,16,3,0
511059,1,2,1928,4,16,1,1
511074,1,1,1937,1,16,2,1
511074,2,2,1942,1,16,2,0
511098,1,1,1924,4,16,1,1
511103,1,2,1927,4,16,1,1
511116,1,1,1951,3,17,3,1
511116,2,2,1975,1,17,3,1
511116,3,1,1969,1,17,3,1
511130,1,1,1929,1,17,2,1
511130,2,2,1935,1,17,2,1
511136,1,1,1956,1,17,3,1
511136,2,2,1960,1,17,3,0
511136,3,2,1996,2,17,3,0
511147,1,1,1956,1,17,4,1
511147,2,2,1960,1,17,4,0
511147,3,2,1986,2,17,4,0
511147,4,2,1989,2,17,4,0
511160,1,1,1944,1,17,2,1
511160,2,2,1951,1,17,2,1
511260,1,1,1948,3,18,1,1
511307,1,1,1932,4,18,2,1
511307,2,1,1961,2,18,2,1
511315,1,1,1951,1,18,2,1
511315,2,2,1956,1,18,2,0
511342,1,1,1957,3,18,1,1
511352,1,1,1959,1,18,5,1
511352,2,2,1962,1,18,5,1
511352,3,1,1985,2,18,5,0
511352,4,2,1990,2,18,5,0
511352,5,1,1993,2,18,5,0
511354,1,2,1947,4,18,1,1
511355,1,1,1950,1,18,2,1
511355,2,2,1953,1,18,2,0
511365,1,1,1976,1,18,4,1
511365,2,2,1977,1,18,4,0
511365,3,2,1995,1,18,4,0
511365,4,2,2001,2,18,4,0
511367,1,1,1949,1,18,2,1
511367,2,2,1956,1,18,2,0
511416,1,2,1930,4,18,3,1
511416,2,1,1988,2,18,3,0
511416,3,2,1992,2,18,3,0
511419,1,2,1921,4,18,1,1
511424,1,2,1945,1,18,2,0
511424,2,1,1941,1,18,2,1
511431,1,2,1938,1,18,2,1
511431,2,1,1938,1,18,2,0
511435,1,1,1935,1,18,2,1
511435,2,2,1936,1,18,2,1
511438,1,2,1923,2,18,1,1
511443,1,2,1957,4,19,3,1
511443,2,1,1983,2,19,3,0
511443,3,2,1986,2,19,3,0
511451,1,2,1952,2,19,4,0
511451,2,1,1946,2,19,4,1
511451,3,1,1990,2,19,4,0
511451,4,1,1992,2,19,4,0
511474,1,1,1957,1,19,7,1
511474,2,2,1963,1,19,7,0
511474,3,1,1985,2,19,7,0
511474,4,2,1986,2,19,7,0
511474,5,1,1994,2,19,7,0
511474,6,1,2009,2,19,7,0
511474,7,1,2013,2,19,7,0
511489,1,2,1959,1,19,5,0
511489,2,1,1954,1,19,5,1
511489,3,2,1980,2,19,5,1
511489,4,1,1981,2,19,5,1
511489,5,2,1988,2,19,5,0
511491,1,2,1939,4,19,2,1
511491,2,1,1977,2,19,2,1
511494,1,1,1936,1,19,2,1
511494,2,2,1943,1,19,2,0
511495,1,1,1951,1,19,2,1
511495,2,2,1958,1,19,2,0
511500,1,1,1931,1,19,2,1
511500,2,2,1937,1,19,2,0
511501,1,1,1933,1,19,2,1
511501,2,2,1941,1,19,2,0
511519,1,2,1950,2,19,1,1
511525,1,2,1950,1,19,3,0
511525,2,1,1952,1,19,3,0
511525,3,1,1985,2,19,3,1
511616,1,2,1941,4,19,1,1
511629,1,2,1950,1,19,2,0
511629,2,1,1946,1,19,2,1
511757,1,1,1950,1,19,2,1
511757,2,2,1955,1,19,2,0
512211,1,2,1955,4,19,2,1
512211,2,1,1977,2,19,2,0
512368,1,1,1946,1,19,4,1
512368,2,2,1954,1,19,4,0
512368,3,1,1978,2,19,4,1
512368,4,2,1984,2,19,4,0
512372,1,2,1940,1,19,2,0
512372,2,1,1934,1,19,2,1
512406,1,1,1961,1,19,3,1
512406,2,2,1967,1,19,3,1
512406,3,2,1995,2,19,3,0
512417,1,1,1929,4,19,2,1
512417,2,2,1958,2,19,2,0
512420,1,1,1951,1,19,4,1
512420,2,2,1963,1,19,4,0
512420,3,2,1983,2,19,4,0
512420,4,1,1989,2,19,4,0
512452,1,1,1969,1,19,4,1
512452,2,2,1971,1,19,4,0
512452,3,2,1994,2,19,4,1
512452,4,1,1998,2,19,4,0
512457,1,1,1944,1,19,5,1
512457,2,2,1947,1,19,5,1
512457,3,2,1923,2,19,5,1
512457,4,1,1969,2,19,5,1
512457,5,1,1973,2,19,5,1
512517,1,1,1968,1,19,3,1
512517,2,2,1959,1,19,3,1
512517,3,1,1992,2,19,3,0
512574,1,1,1931,1,19,2,1
512574,2,2,1938,1,19,2,1
512704,1,1,1935,1,19,2,1
512704,2,2,1937,1,19,2,0
512768,1,2,1938,4,19,1,1
512784,1,1,1963,1,19,5,1
512784,2,2,1978,1,19,5,0
512784,3,1,1997,2,19,5,0
512784,4,2,2000,2,19,5,0
512784,5,2,2005,2,19,5,0
512807,1,2,1927,4,19,3,1
512807,2,2,1964,3,19,3,0
512807,3,2,1993,2,19,3,0
512843,1,2,1965,1,20,5,0
512843,2,1,1959,1,20,5,1
512843,3,2,1991,2,20,5,0
512843,4,1,1992,2,20,5,0
512843,5,2,2005,2,20,5,0
512845,1,1,1944,1,20,3,1
512845,2,2,1948,1,20,3,1
512845,3,2,1919,4,20,3,1
512846,1,2,1939,2,20,2,1
512846,2,2,1941,2,20,2,1
512849,1,2,1967,1,20,3,0
512849,2,1,1963,1,20,3,1
512849,3,1,1989,2,20,3,0
512858,1,2,1959,1,20,3,0
512858,2,1,1947,1,20,3,1
512858,3,1,1988,2,20,3,0
512884,1,2,1957,1,20,3,0
512884,2,1,1955,1,20,3,1
512884,3,2,1994,2,20,3,0
512887,1,1,1966,1,20,4,1
512887,2,2,1962,1,20,4,0
512887,3,2,1992,2,20,4,0
512887,4,1,2012,2,20,4,0
512892,1,2,1944,4,20,1,1
512897,1,2,1935,4,20,2,1
512897,2,1,1977,2,20,2,1
512921,1,2,1953,1,6,2,1
512921,2,1,1947,1,6,2,1
512941,1,1,1975,1,20,4,1
512941,2,2,1979,1,20,4,1
512941,3,2,2007,2,20,4,0
512941,4,2,2010,2,20,4,0
512963,1,1,1941,1,1,2,1
512963,2,2,1944,1,1,2,1
513045,1,1,1956,1,1,3,1
513045,2,2,1956,1,1,3,1
513045,3,1,1987,2,1,3,1
513064,1,1,1955,1,1,2,1
513064,2,2,1960,1,1,2,1
513113,1,2,1962,1,3,4,1
513113,2,1,1958,1,3,4,1
513113,3,1,1992,2,3,4,0
513113,4,1,1996,2,3,4,1
513131,1,2,1938,1,3,2,1
513131,2,1,1935,1,3,2,1
513140,1,1,1945,3,3,1,1
513330,1,1,1937,1,18,2,1
513330,2,2,1942,1,18,2,0
513335,1,1,1946,1,18,3,1
513335,2,2,1946,1,18,3,1
513335,3,1,1977,2,18,3,0
513369,1,2,1935,1,1,2,1
513369,2,1,1933,1,1,2,1
513377,1,2,1957,2,1,2,1
513377,2,2,1927,4,1,2,1
513384,1,1,1937,1,1,2,1
513384,2,2,1944,1,1,2,1
513386,1,2,1935,4,1,1,1
513406,1,1,1956,1,6,4,1
513406,2,2,1958,1,6,4,0
513406,3,1,1985,2,6,4,1
513406,4,2,1988,2,6,4,0
513411,1,1,1966,2,6,1,1
513427,1,2,1969,1,8,4,1
513427,2,1,1974,1,8,4,1
513427,3,2,2001,2,8,4,0
513427,4,2,2004,2,8,4,0
513428,1,2,1964,1,8,3,1
513428,2,1,1973,1,8,3,1
513428,3,1,1996,2,8,3,0
513437,1,2,1972,1,19,3,1
513437,2,1,1964,1,19,3,1
513437,3,1,2000,2,19,3,0
513449,1,2,1973,1,20,4,1
513449,2,1,1970,1,20,4,1
513449,3,2,1998,2,20,4,0
513449,4,2,2004,2,20,4,0
610980,1,2,1935,1,3,2,1
610980,2,1,1929,1,3,2,1
611412,1,1,1959,1,3,4,1
611412,2,2,1959,1,3,4,1
611412,3,1,1994,2,3,4,0
611412,4,2,1997,2,3,4,0
611441,1,1,1957,1,3,2,1
611441,2,2,1960,1,3,2,1
611453,1,1,1939,4,3,1,1
611512,1,2,1936,1,9,2,0
611512,2,1,1936,1,9,2,1
611614,1,2,1968,1,9,4,1
611614,2,1,1967,1,9,4,1
611614,3,1,1992,2,9,4,1
611614,4,1,1994,2,9,4,1
611774,1,1,1950,3,9,2,1
611774,2,2,1964,3,9,2,1
612011,1,2,1952,1,8,2,1
612011,2,1,1953,1,8,2,1
612269,1,2,1969,2,8,1,1
612423,1,1,1954,1,8,2,1
612423,2,2,1956,1,8,2,1
613605,1,2,1933,4,5,1,1
613825,1,2,1942,4,3,1,1
614068,1,2,1931,4,18,1,1
614094,1,1,1933,1,18,2,1
614094,2,2,1948,1,18,2,1
614660,1,2,1955,4,19,2,1
614660,2,1,1990,2,19,2,0
614683,1,1,1954,1,19,3,1
614683,2,2,1954,1,19,3,1
614683,3,2,1993,2,19,3,0
614783,1,2,1941,3,19,1,1
615399,1,1,1960,1,9,4,1
615399,2,2,1966,1,9,4,0
615399,3,1,1986,2,9,4,1
615399,4,2,1994,2,9,4,0
615751,1,1,1926,4,9,1,1
616016,1,2,1938,1,1,2,1
616016,2,1,1935,1,1,2,1
