nquest,Y
504483,53451.906018
504551,19012.904028
504584,24124.761071
504730,42567.901754
504792,44849.59398
504821,90298.638971
504885,7850.0
504889,54337.233362
504921,40823.11453
504937,16300.0
504956,31041.960338
505022,15341.969421
505167,26158.557127
505228,52929.107405
505243,65508.080554
505390,82261.695311
505407,25690.437592
505424,52625.381682
505433,56280.066422
505517,36169.940319
505525,48703.120927
505534,36811.975338
505540,13794.966111
505548,36720.231149
505566,1754.3013426
505576,18650.883564
505594,26582.013426
505606,46371.716074
505655,68526.553263
505672,97479.020093
505681,19200.987705
505768,53732.425185
505771,56979.834907
505806,37311.840293
505810,157801.61611
505818,123949.50965
505820,27327.528629
505839,41349.161365
505881,45960.420181
506025,47420.398222
506100,9402.0537026
506107,42052.580806
506112,27823.888609
506152,30554.466413
506153,34673.075492
506195,21643.013426
506374,13868.821481
506385,61444.674439
506396,19948.128194
506402,15463.067128
506410,42386.026851
506413,49595.252222
506418,18198.026851
506446,43419.116518
506458,49666.857854
506492,40279.191294
506565,63821.531571
506613,16764.410741
506628,79403.232222
506736,35556.245647
506738,37012.904028
506758,27436.026851
506767,50447.389656
506798,23800.0
506799,65363.893581
507037,51831.134002
507081,62096.50606
507147,71730.057046
507157,6500.0
507182,42374.848332
507185,62793.812224
507190,25773.125421
507282,43911.032889
507303,35465.314768
507316,35780.834907
507319,18535.808055
507322,50737.642962
507329,43557.119303
507336,76026.187959
507359,88402.250929
507360,48859.321163
507419,56309.50472
507426,23407.20537
507444,20454.196916
507509,13241.238683
507541,48718.717055
507542,20744.20537
507544,62404.260852
507547,16443.013426
507552,18231.529448
507557,20460.218796
507573,80975.712605
507638,21840.904866
507640,30265.031582
507644,32511.412622
507656,11894.808055
507728,27168.29935
507823,36491.124059
507863,25894.109398
507905,27072.053703
507908,30687.741136
507913,26888.0
507924,16505.34172
508305,9036.2067768
508861,60138.753703
509054,16668.837709
509057,23625.808055
509064,16813.351384
509068,11478.679709
509071,25503.680249
509074,36860.412543
509076,20803.488118
509123,13250.0
509366,36008.080554
509512,23437.602685
509550,32440.0
509601,28800.0
509689,20804.805128
509717,20760.0
509806,13200.0
509869,33454.598497
509889,20535.592376
510071,48625.671213
510109,12602.580806
510181,11413.62613
510220,13244.793514
510239,37315.615921
510244,40643.828308
510245,42080.16724
510329,10000.0
510345,31457.63799
510374,32640.0
510432,16286.026851
510433,50504.873154
510439,440199.13338
510515,10317.20537
510634,34518.088934
510984,25200.0
511059,13406.026851
511074,19934.240166
511098,22622.053703
511103,9116.0268513
511116,27178.064824
511130,17058.821481
511136,11200.0
511147,28100.120827
511160,40843.096669
511260,28358.080554
511307,54049.477869
511315,19008.602685
511342,16668.821481
511352,34954.848332
511354,8484.4107405
511355,6975.8080554
511365,20877.424166
511367,20740.875184
511416,7800.0
511419,19200.0
511424,20471.506713
511431,16325.808055
511435,13025.808055
511438,10570.0
511443,25629.040277
511451,19239.259073
511474,30232.272498
511489,35965.067128
511491,17150.0
511494,13961.834907
511495,17929.040277
511500,22472.053703
511501,20437.642962
511519,6439.5009377
511525,13140.0
511616,27110.320611
511629,25543.013426
511757,22227.913988
512211,9580.0
512368,20427.908961
512372,10016.544488
512406,36404.614883
512417,18624.952645
512420,80181.627786
512452,28831.628746
512457,59235.174096
512517,37940.479712
512574,22150.0
512704,29359.451017
512768,12626.153851
512784,27722.766729
512807,6914.027796
512843,26800.0
512845,48902.308063
512846,23800.117541
512849,23100.0
512858,11600.0
512884,10002.580806
512887,20608.602685
512892,10217.20537
512897,16458.602685
512921,62041.144124
512941,28237.378569
512963,31430.584069
513045,55224.201785
513064,43075.177662
513113,55577.948015
513131,39517.20537
513140,8845.1616111
513330,16806.882148
513335,30597.424166
513369,29174.33892
513377,31430.0
513384,31332.584074
513386,20858.602685
513406,40407.785372
513411,32861.079064
513427,48406.464443
513428,67763.310705
513437,52204.72771
513449,36915.918137
610980,38299.70284
611412,123648.69185
611441,62972.141913
611453,15696.67009
611512,22727.653887
611614,61811.922774
611774,93081.318408
612011,40167.261398
612269,22664.710059
612423,43254.280842
613605,25284.711612
613825,21374.301343
614068,6034.4107405
614094,23840.979536
614660,16777.602685
614683,79478.789452
614783,28943.013426
615399,42396.959206
615751,50551.616111
616016,20137.919619
616078,46707.130423
616313,92413.026851
617023,70117.19309
617231,27875.285924
617398,206544.80172
617902,151475.34588
618755,71561.775132
619457,21365.808055
620481,92141.806078
620503,51096.306031
620649,40283.922306
620805,54767.120831
620829,35956.881917
620858,60778.084211
621685,44725.808055
621762,15329.040277
621766,19495.953009
621773,23108.602685
621999,12187.642962
622031,15300.0
622034,30215.067128
622063,12550.0
622071,47630.134256
622228,50918.753277
622306,15744.720381
622707,10455.069413
622717,20588.345919
622915,16762.904028
623281,15600.0
623300,23400.0
623305,22322.02744
623310,0.0
623606,15835.238866
623614,16014.151267
623619,7540.0
624781,16200.0
624804,9000.0
625193,38651.616111
625513,33791.422173
625536,8008.6026851
625641,58949.60788
625694,21740.048485
625983,98659.107226
626030,9100.0
626162,32945.808055
626189,10730.323222
626240,20639.293619
626259,118475.33281
626310,39229.686721
626312,21841.725509
626361,16489.467925
626641,17247.612083
626680,10489.638913
626851,74045.184782
626868,11287.052396
626892,15077.74027
627067,31171.600625
627314,44790.597856
627479,21729.040277
627842,29546.781263
628193,9000.0
628418,36729.040277
629458,27000.0
629478,84641.972242
629488,34389.600168
629555,44548.113141
629828,21549.445647
629984,29256.046105
630345,25300.0
630650,37442.778153
630858,34894.109669
631016,52090.973609
631237,36553.349067
631306,16357.742417
631431,42650.701401
631712,97274.241662
631954,16887.642962
632099,4308.6026851
632118,44238.712083
632293,9774.9908025
632347,43124.172092
633412,44129.040277
633458,55060.218796
633654,41186.026851
633941,16085.440024
634144,31217.20537
634442,49585.808055
634732,56387.125003
635007,26620.544008
635047,28100.0
635112,43172.515373
635263,53831.203377
635346,64444.615238
635513,21600.0
635514,15600.0
636206,20808.602685
636237,19816.144591
636289,40349.931043
636305,26013.47397
636309,50300.410741
636401,20944.107405
636407,15656.131278
636418,23206.026851
637242,11341.0
637619,33463.451017
637701,60122.053703
637711,30926.902035
637869,20007.533564
638250,22514.512463
638339,36133.929098
638360,47891.074629
638395,60129.040277
639013,21305.109398
639067,14640.210653
639331,68261.894816
639502,75987.96932
639575,13353.788935
639924,15655.917453
639971,21626.603909
640164,67158.119496
640212,61899.674166
640250,110662.6751
640790,20890.802994
640821,145419.58129
640837,43102.396761
640864,11353.146204
640954,33303.327415
641030,12817.20537
641084,19728.0
641305,31821.438697
641624,31125.605855
641628,52315.067128
648534,21660.0
648572,13844.904028
648636,8496.4544997
648863,21670.0
648889,41638.712083
648914,45180.136342
649032,57492.820201
649054,43420.806685
649071,20493.479688
649089,28152.32909
649223,8334.6026851
649391,9112.7967581
650023,25030.109398
650027,17025.808055
650048,8735.096454
650079,9972.9040277
650091,21411.79907
650101,30460.218796
670338,28599.60788
670362,20162.799601
670485,48409.812212
670652,17206.020785
670668,68143.752008
670670,21193.145832
670697,10434.410741
670698,53311.768344
670711,52554.40303
670762,13840.519402
670799,19130.00074
670834,21711.834907
670853,44965.154572
670857,22888.50367
670858,8510.0
670874,38376.355045
670876,21236.573841
671105,32916.026851
671135,11400.0
671136,21404.301343
671149,47690.328194
671152,30673.197824
671153,26281.351776
671173,17898.67
671200,39738.821481
671206,64260.940696
671244,26153.616962
671296,7704.6015151
671300,3601.3966567
671362,36530.556334
671480,23025.808055
671520,32521.180879
671582,38441.051166
671698,51885.834907
671733,38164.072008
671739,50560.268513
671838,14667.20537
671841,65804.887783
671893,39025.819752
671904,33422.932293
671909,38771.834975
672063,32840.767825
672065,30020.456113
672142,22300.0
672351,34186.026851
672405,24084.146249
672417,35947.57814
672430,20486.026851
672486,23717.20537
672541,62749.406691
672580,20203.997834
672599,53015.067128
672620,36947.732222
672679,45656.729414
672687,40400.03479
672813,18450.0
672814,10400.0
672854,11400.0
672985,77519.11481
673050,38594.391991
673051,17975.42791
673145,40070.535765
673269,36865.067128
673378,51586.902035
673419,17840.053834
673421,20337.479926
673423,15304.842939
673424,14321.678198
673451,62834.991271
673452,31692.210741
673454,90668.546111
673467,27840.922828
673540,27775.808055
673556,67230.134256
673559,11050.0
673568,14550.0
673570,17911.834907
673661,58473.147682
673685,45730.134256
673695,20434.069474
673748,42841.803018
673816,27660.246996
673828,27177.11437
673847,13000.0
673858,19425.808055
673859,21370.109398
673882,24017.528766
673951,14800.0
673963,34219.889046
673970,24430.362088
674019,15680.0
674024,16943.919821
674063,23100.0
674105,26025.808055
674106,21494.629536
674196,40776.337784
674226,43772.053703
674229,44789.259073
674237,21996.245647
674239,42081.5666
674264,64717.396111
674272,114624.39357
674281,13100.0
674283,16046.789634
674285,24239.0
674287,23700.0
674320,64715.067128
674322,113091.19511
674361,37815.557927
674372,29094.629536
674373,11050.0
674379,23908.514584
674380,16011.541356
674440,30803.888609
674489,25170.218796
674542,43436.131278
674572,12433.013426
674613,53454.221481
674686,95825.875008
674700,27832.594898
674702,44384.919432
674768,37075.484833
674779,14412.893314
674781,28226.655492
674800,25886.026851
674815,30437.402992
674817,57143.013426
674818,36981.218796
674842,36681.084371
674868,48627.323066
674869,48058.080554
674909,12730.109398
674968,39128.561935
674970,12804.71973
674974,11300.0
675086,50917.20537
675132,39686.026851
675141,15101.290403
675265,45378.602685
675280,45605.32168
675334,23311.565865
675482,25245.391695
675524,11660.0
675542,34765.021454
675645,18978.705501
675656,48949.398425
675667,19135.399077
675683,35643.013426
675685,9120.0
675695,34975.350833
675702,52963.885878
675739,25960.218796
675801,52030.852685
675905,65976.448612
675906,33476.026851
675953,76039.337983
675977,5000.0
675983,26967.659577
676000,73740.086027
676030,32366.245647
676060,33227.642962
676173,20374.420592
676259,11422.686305
676304,13650.0
676359,12508.602685
676374,54909.416111
676391,14113.15426
676426,17355.283877
676446,20750.0
676470,44885.155511
676521,58780.754478
676557,13786.026851
676580,15927.424166
676670,34381.953764
676772,22265.808055
676807,31328.284014
676844,15646.217651
676851,25241.698706
676941,5764.3732982
676981,60381.750367
677079,38807.185125
677112,27162.883001
677114,19000.0
677124,14100.0
677130,33993.902035
677167,53572.825663
677176,44071.499337
677195,71786.72871
677220,22723.724316
677277,45374.51711
677280,62241.631954
677287,10811.558944
677339,23925.808055
677386,33551.616111
677422,40599.373442
677464,24462.125927
677474,43921.836378
677475,37180.520539
677476,14985.409131
677489,31540.233671
677571,35795.013426
677577,40202.053703
677627,20434.881697
677634,15068.443547
677655,37663.79517
677775,16800.017205
677825,16602.424166
677881,26562.084771
677897,33900.0
677946,90444.391391
677964,20350.0
677988,32813.668295
678052,7375.3236323
678104,11271.720537
678132,5482.481351
678138,20590.013426
678160,62141.944305
678214,26868.821481
678284,10107.838769
678299,19136.245647
678304,27006.882148
680060,34384.370068
680083,16815.484833
680143,29080.0
680144,69611.487538
680146,14300.0
680239,25241.765713
680243,42466.353938
680244,46117.838641
680257,34963.207626
680263,3512.5808055
680272,80782.910868
680274,132128.25604
680285,13415.0
680311,22508.602685
680391,45449.538769
680407,57298.792605
680430,15825.808055
680437,38105.337504
680498,52481.750367
680500,19728.013426
680501,27668.821481
680537,34990.204358
680587,28128.262176
680595,40430.134256
680601,69538.843698
680686,62157.909552
680732,56616.029009
680771,20300.0
680861,47284.848332
680870,42365.403815
680889,24019.776268
680891,22060.084327
680911,11050.0
680914,25959.72357
680938,6117.2053703
680943,28975.285924
680971,68063.655341
680981,43893.990006
680982,20425.808055
681096,9693.0134256
681097,15294.410741
681133,0.0
681158,33273.147682
681192,12870.0
681329,39545.732273
681349,35208.047501
681380,49724.428119
681387,5703.1374866
681394,24503.812036
681403,12442.994131
681430,35377.746374
681436,13600.0
681438,43572.80359
681441,50525.94115
681477,23154.281097
681499,20493.821481
681520,14318.925907
681640,15000.219841
681658,21830.109398
681668,21058.712083
681673,31753.283527
681713,103317.68587
681781,18412.215783
681790,25417.20537
681822,28334.410741
681844,32735.697809
681845,49740.134256
681875,28042.879046
681897,39364.766593
681929,14098.231811
682000,37251.616111
682006,60845.828281
682022,8443.0134256
682118,11927.760741
682125,18611.026851
682169,30012.511907
682170,68288.366138
682192,32644.107405
682204,23741.250948
682210,26502.436466
682240,34777.243949
682259,30674.506532
682272,37243.445664
682282,23088.79275
682297,36434.410741
682298,25308.602685
682359,25672.189338
682360,9206.8800063
682363,24143.550472
682398,22707.742417
682408,33480.348658
682457,14440.198042
682496,36110.149675
682525,13300.0
682532,27400.860269
682625,9558.6026851
682704,36546.802525
682715,61280.0
682732,4600.0
682737,101638.71953
682743,23199.07088
682782,27924.657405
682783,21443.013426
682791,89902.367634
682812,36032.626029
682829,29704.506514
682884,50112.763715
682897,19264.511647
682900,40013.857593
682918,25316.161108
682969,21803.78692
682972,25311.82186
683033,41600.423742
683034,26798.930879
683042,23752.326586
683043,11054.988719
683044,34594.260168
683052,29279.713426
683081,11400.0
683119,42160.218796
683120,27138.821481
683121,32757.892791
683143,13008.602685
683164,43143.117889
683171,59136.780383
683177,35083.9737
683230,8400.5105597
683245,48816.708097
683247,25600.0
683248,23784.410741
683249,46754.848332
683250,46626.355045
683251,8350.0
683339,53809.946867
683349,75466.736309
683352,33879.08609
683358,32418.558126
683373,20467.649984
683377,74324.0
683399,38309.905331
683418,42875.281372
683431,11607.533564
683437,21843.013426
683438,86649.268513
683469,27948.960852
683472,61583.900613
683544,60909.55671
683611,11296.845707
683645,33795.0
683650,23424.975387
683652,14600.0
683660,18637.760473
683661,67952.78784
683664,64567.369155
683665,33348.225238
683669,28372.053703
683670,14458.821481
683673,18000.0
683675,29911.20537
683694,10875.808055
683696,47267.430592
683707,22754.301343
683727,6370.0
683732,15718.925569
683737,9977.9040277
683767,17863.669813
683782,3.9873051432
683785,58737.120831
683829,32578.22555
683861,23729.040277
683866,44429.040277
683869,18060.218796
683881,8160.0
683896,33301.5823
683974,23876.63328
683991,38886.026851
684000,0.0
684035,12245.328194
684037,43058.809484
684063,45359.174533
684064,25309.462954
684135,17385.271009
684218,15661.974585
684240,47113.312354
684242,23107.20537
684259,27203.82491
684279,37813.286928
684280,25227.895079
684293,27057.420146
684326,56278.567857
684328,25762.502587
684359,35494.819456
684407,71161.375249
684423,52814.006392
684434,42608.12909
684437,16771.238367
684442,22679.318977
684448,29400.0
684454,29103.583151
684491,10414.172982
684507,49789.46574
684524,20455.067128
684525,42888.21481
684557,36347.409728
684564,18200.0
684594,54106.45844
684608,19047.314768
684609,39385.175466
684663,9533.6846473
684665,11512.640671
684671,21834.410741
684673,12771.109398
684675,41682.112404
684684,26526.798812
684740,16043.013426
684784,32529.040277
684882,15080.998614
684885,36341.045937
684886,4886.0268513
684928,15885.948377
684937,20040.123068
684973,41935.883005
684992,18746.817471
685002,41286.026851
685016,38000.0
685024,14223.341512
685052,13000.0
685056,10780.0
685058,15040.180628
685096,23263.432811
685100,31662.669607
685124,53061.20537
685130,30394.518681
685132,25015.738761
685148,19422.526153
685149,28300.180957
685150,26648.157634
685153,13914.90814
685164,85025.808055
685192,38517.193838
685258,24534.410741
685296,34453.545433
685297,24636.026851
685299,36660.218796
685300,26158.847961
685301,19612.511019
685368,31582.053703
685451,12522.053703
685454,49667.068929
685466,54555.800021
685487,25655.430373
685505,18161.935049
685528,30219.129903
685537,17043.232222
685560,10924.993008
685582,50555.374816
685588,61567.346095
685591,19802.580806
685627,62045.544681
685630,26620.087434
685647,22821.506713
685695,38701.720866
685727,12600.0
685733,18845.484833
685734,41843.147682
685742,10917.20537
685747,15334.520138
685780,63716.079675
685793,21195.211577
685812,27670.834553
685874,10404.301343
685891,21950.106259
685895,25500.309697
685902,38036.109304
685903,19000.0
685905,38411.857802
685906,20370.726865
685965,33312.861652
685969,15617.20537
686006,27174.151454
686014,16200.0
686032,54041.67963
686133,45879.989122
686134,60270.547218
686173,41451.256975
686178,27436.026851
686184,12129.040277
686185,26344.107405
686190,26497.861758
686234,20765.067128
686235,20190.875184
686253,13000.0
686293,10922.545183
686304,52418.382215
686325,23753.568796
686423,25246.673631
686429,13847.314768
686494,32097.945774
686528,41174.110964
686543,49917.686109
686558,40259.213598
686559,64426.159077
686579,14120.026851
686602,18062.555821
686634,27730.315124
686657,64482.609073
686658,14575.808055
686661,52524.534731
686717,8500.0
686763,17100.0
686806,3770.0
686810,9618.5153932
686831,11550.0
686863,17946.94481
686866,19100.0
686870,11272.841983
686898,29410.218796
686913,16148.571615
687007,21517.20537
687018,23092.740104
687022,34876.904055
687030,35530.526851
687033,12700.0
687039,26826.54777
687043,28092.861521
687056,39135.484833
687070,31486.026851
687075,18972.628273
687099,40085.110064
687112,37078.452797
687148,42493.064816
687157,9810.0
687164,31309.831686
687165,23006.047262
687168,26508.514702
687174,64335.059952
687248,36972.053703
687250,60340.20142
687281,40536.086761
687287,15890.0
687291,23650.0
687304,27000.0
687321,34401.92766
687322,24052.445835
687328,32534.618237
687361,15997.729592
687404,94307.790282
687462,20339.434129
687497,38342.831958
687508,34617.20537
687564,0.0
687569,68887.513426
687576,44443.013426
687685,23368.728276
687699,46498.242878
687845,12827.187278
687849,28724.730827
687878,11734.410741
687883,24517.20537
687892,24309.99446
687915,14766.026851
687916,31711.807362
687934,5000.0
687938,0.0
687953,17572.296242
687961,35990.030848
687971,21794.044419
687986,8700.0
687987,9883.0
687988,5900.0
687990,43500.672038
687993,17611.916046
688009,8300.0
688111,25695.876946
688123,30784.410741
688128,18817.20537
688139,32162.125927
688142,14021.506713
688149,18963.053509
688157,18412.688532
688159,10500.0
688172,43500.0
688194,71768.936249
688210,16800.0
688226,81800.0
688228,22208.602685
688231,31700.894434
688250,8600.0
688264,35332.705822
688276,8000.0
688277,67036.026851
688287,65912.541818
688296,63252.083239
688323,45928.324712
688338,16412.904028
700037,14000.0
700073,2000.0
700235,1217.2053703
700410,43901.749015
700624,24340.609689
700729,18661.882148
700730,12611.02188
700740,24687.742417
700752,55004.819595
700818,12150.0
700950,49631.878412
701002,24143.25612
701229,10234.410741
701240,34825.808055
701531,4218.9259073
701536,24483.499494
701579,96649.929415
701638,29700.666331
701647,22510.604776
701800,51586.026851
702643,17494.919444
703258,34902.272498
703808,56584.339545
703830,49723.904799
703837,18962.125927
704118,52346.08439
704160,34805.917453
704305,18453.649853
704372,48033.648721
704702,8400.0
704752,50000.0
704766,8190.0
704832,22143.013426
704836,10435.808055
704911,41660.218796
705115,25260.218796
705116,24912.904028
705124,11712.904028
705215,11249.113354
705244,31749.068427
705513,21889.259073
705637,12650.0
706104,59408.602685
706224,33500.0
706234,17550.0
706258,78608.602685
706329,21504.023514
706407,49438.698954
706422,-11595.00409
706436,14300.0
706448,22595.978725
706628,36421.366401
706629,45200.76528
706634,55190.031033
706649,42455.430373
706727,112482.98314
706822,67430.134256
706900,39499.259073
706921,15873.122824
707104,20861.580469
707130,26340.28814
707253,25000.0
707307,35054.256091
707312,53003.526848
707344,18523.285593
707509,45664.666108
707523,17381.515044
707541,28612.076429
707857,36590.328194
707963,73541.278588
708219,66991.393526
708747,0.0
709002,19830.109398
709420,41521.913426
709421,21830.282782
709423,24737.861758
709438,29706.464443
709460,20762.885483
709470,30364.520138
709803,61180.526851
710165,20139.048609
710170,21055.218796
710415,20022.044708
710440,20034.585059
710507,16883.673175
710556,27924.925375
710606,37886.72871
710905,7800.0
711014,29387.797178
711022,28398.13445
711153,23784.87762
711312,96182.586048
711467,28509.80816
711611,14300.0
711645,35596.710741
711660,41455.277685
712022,21345.29969
712141,67362.084458
712148,22958.602685
712219,18462.904028
712236,23712.904028
712244,5201.2904028
712610,7644.0
712723,11876.06494
712823,60700.758441
712869,13404.301343
712878,59730.109398
712910,43642.83159
713044,17850.0
713134,32327.272679
713247,11955.809676
713303,35079.442679
713319,14557.74358
713328,6000.0
713359,8500.0
713400,13438.898175
713700,52695.636563
713802,16070.380459
713811,34318.686561
713837,36216.530929
713844,25913.169268
713851,37935.197296
713854,22603.808433
713873,57407.327825
714021,19060.218796
714029,15043.013426
714238,39399.207656
714416,15988.602685
714430,30164.156527
714437,28250.61418
714538,59081.725509
714622,16466.683239
714734,32000.0
714811,17225.808055
714820,10938.712083
714828,64917.769265
714833,13500.0
714854,7943.0134256
715014,2610.0
715065,75415.938185
715469,27197.063162
715499,29089.308716
715500,0.0
715572,26124.90427
715782,19733.892686
715821,28533.602604
715847,26889.992532
715865,38809.835516
715872,17197.255136
