nquest,nord,Y
31665A120,1,30822.816253
31671A121,1,33070.154955
31695A124,1,8410.9958446
31695A124,2,24700.0
31695A124,3,15600.0
31724A128,1,51175.525285
31724A128,2,15000.0
31724A128,3,3600.0
31724A128,5,20800.0
31757A129,1,17556.448409
31799A131,1,12953.622179
31799A131,2,18200.0
31860A134,1,22727.019231
31860A134,2,17000.0
31860A134,3,3200.0
32034A135,1,21717.350597
32044A136,1,8982.5656971
32052A138,1,22834.319398
32052A138,2,10400.0
32057A141,1,19138.918908
32057A141,2,2249.0
32057A141,3,28000.0
32190A142,1,24236.652815
32318A143,1,18936.652815
32320A146,1,40824.660564
32320A146,2,35000.0
32320A146,3,6000.0
32471A147,1,11418.16435
32524A149,1,53360.458237
32524A149,2,24232.0
32556A150,1,21721.991689
32668A152,1,24225.290443
32668A152,3,7500.0
32703A153,1,13800.0
32709A157,1,24728.978289
32709A157,2,13800.0
32709A157,3,28000.0
32709A157,4,23000.0
32729A158,1,63461.280037
32734A159,1,23807.330563
32751A160,1,33239.62042
32765A162,1,30473.30563
32765A162,2,28000.0
32772A164,1,7383.2640762
32772A164,2,19500.0
32810A165,1,10898.20363
32822A168,1,22147.64866
32822A168,2,5200.0
32822A168,3,14000.0
32839A169,1,26754.036498
32861A172,1,21707.363345
32861A172,2,19500.0
32861A172,3,15000.0
32887A174,1,28505.497922
32887A174,2,19500.0
33036A175,1,10400.0
33038A178,1,17016.385841
33038A178,4,10300.0
33038A178,5,23000.0
33275A180,1,26800.0
33275A180,2,18850.0
33303A182,1,27062.245495
33303A182,2,12610.0
33335A186,1,24608.059011
33335A186,2,16000.0
33335A186,3,5000.0
33335A186,4,18000.0
33336A188,1,9400.0
33336A188,2,11700.0
33348A190,1,27986.652815
33348A190,2,9100.0
33451A191,1,23447.64866
33455A192,1,30053.283686
33479A194,1,30529.322252
33479A194,2,14300.0
33644A195,1,16618.256916
33823A196,1,20413.136679
33839A197,1,14898.79647
33877A199,1,10620.596983
33877A199,2,39000.0
33882A200,1,22242.509285
33937A201,1,35909.958446
33985A203,1,61099.426607
33985A203,2,24000.0
33994A205,1,30666.186047
33994A205,3,11050.0
34059A206,1,41490.98242
34252A207,1,17451.673528
34732A209,1,18806.526062
34732A209,2,9840.0
34778A211,1,10017.523044
34778A211,2,15000.0
34825A213,1,39418.060167
34825A213,2,19500.0
34900A215,1,10035.801828
34900A215,2,18000.0
35005A217,1,25974.458622
35005A217,2,10400.0
35022A220,1,4802.1925393
35022A220,2,19000.0
35022A220,3,2400.0
35032A223,1,27333.828102
35032A223,2,23400.0
35032A223,3,27000.0
35234A225,1,25922.460972
35234A225,2,3900.0
35319A226,1,29659.582336
35322A228,1,14535.937274
35322A228,2,2600.0
35323A230,1,7479.4882679
35323A230,2,9480.0
35326A232,1,21496.611261
35326A232,2,18200.0
35340A233,1,6774.6611261
35349A234,1,17270.159048
35355A235,1,12074.824549
35370A236,1,10207.330563
35372A239,1,22850.276542
35372A239,2,15600.0
35372A239,3,7150.0
35374A241,1,4925.4122185
35374A241,2,22100.0
35379A242,1,24218.326408
35502A244,1,7636.6528152
35502A244,2,920.0
35507A246,1,27126.540662
35507A246,2,19500.0
35508A247,1,7307.330563
35518A248,1,31854.979223
35600A249,1,10813.561542
35640A251,1,24856.69912
35640A251,2,10400.0
35682A253,1,18040.543797
35682A253,2,15000.0
35788A254,1,28057.154074
35968A255,1,73910.075021
36067A257,1,25200.0
36067A257,3,18000.0
36130A259,1,24022.724745
36130A259,2,16900.0
36164A261,1,22354.244544
36164A261,2,2500.0
36186A263,1,15783.983378
36186A263,2,2000.0
36250A266,1,24812.828485
36250A266,2,7000.0
36250A266,3,7000.0
36321A268,1,33188.569949
36321A268,3,13650.0
36333A270,1,12002.565697
36333A270,2,5500.0
36378A272,1,22868.627968
36378A272,2,23400.0
36403A274,1,11450.202666
36403A274,2,7020.0
36409A276,1,27821.991689
36409A276,2,37900.0
36443A278,1,21700.27107
36443A278,2,16000.0
36450A281,1,26032.53383
36450A281,2,22400.0
36450A281,3,18000.0
36522A284,1,29147.197142
36522A284,2,25000.0
36522A284,3,12000.0
36524A287,1,23036.652815
36524A287,2,23400.0
36524A287,3,6000.0
36697A288,1,19501.367816
36893A289,1,37953.982942
37001A292,1,8425.6569707
37001A292,2,22750.0
37001A292,3,17000.0
37011A294,1,33207.559746
37011A294,2,18200.0
37299A295,1,21200.0
37459A296,1,33113.516985
37521A297,1,26043.71306
37665A300,1,17917.927063
37665A300,2,16900.0
37665A300,3,8190.0
37677A301,1,33366.681589
37810A302,1,7700.0
38014A304,1,4896.7831122
38014A304,2,23400.0
38095A306,1,23405.626646
38095A306,3,16000.0
38106A307,1,36032.766154
38135A308,1,6313.545708
38272A309,1,31850.032896
38316A311,1,46197.096199
38316A311,2,20000.0
38349A312,1,38103.857282
38554A315,1,21077.679013
38554A315,2,12000.0
38554A315,3,15000.0
38877A316,1,14364.133211
38885A318,1,22509.958446
38885A318,2,12200.0
38939A320,1,20809.628133
38939A320,2,27000.0
38940A322,1,17648.644504
38940A322,2,18850.0
38957A323,1,21901.832641
38979A324,1,21644.301475
38992A326,1,51966.165696
38992A326,2,45500.0
39056A328,1,25081.348835
39056A328,2,16000.0
39086A330,1,30361.25614
39086A330,2,19500.0
39095A331,1,29245.802712
39218A332,1,31364.982534
39227A334,1,9053.4158906
39227A334,2,9600.0
39284A337,1,29418.60295
39284A337,2,20280.0
39284A337,3,18000.0
39317A338,1,17800.0
39318A340,1,24417.870433
39318A340,2,15000.0
39351A342,1,7800.0
39351A342,2,9100.0
39488A344,1,22879.903137
39488A344,2,11050.0
39491A346,1,40239.837177
39491A346,2,15860.0
39697A348,1,37044.85031
39697A348,2,20800.0
50052A349,1,8844.9021275
50060A350,1,34646.077713
50085A351,1,10403.665282
50231A353,1,9100.0
50231A353,2,15000.0
50232A354,1,12800.0
51013A357,1,24304.201199
51013A357,2,21450.0
51013A357,3,19000.0
51363A358,1,14486.652815
51444A362,1,14303.298753
51444A362,2,11934.0
51444A362,3,8400.0
51444A362,4,3200.0
51467A364,1,15914.661126
51467A364,2,5200.0
51544A366,1,19139.222729
51544A366,2,6110.0
51733A368,1,26221.094684
51733A368,2,10800.0
51895A370,1,24978.892002
51895A370,2,15600.0
52700A371,1,12416.185596
52718A373,1,10004.070124
52718A373,2,4200.0
52736A376,1,9053.183821
52736A376,2,8450.0
52736A376,3,3770.0
53008A378,1,43144.831235
53008A378,2,18000.0
53028A379,1,16224.668616
53086A380,1,34029.875337
53109A381,1,22588.539431
53202A383,1,21646.481579
53202A383,2,6600.0
53234A386,1,22719.220249
53234A386,2,14300.0
53234A386,3,12000.0
53373A388,1,19704.740186
53373A388,2,22100.0
53380A390,1,15900.0
53380A390,2,15000.0
53520A392,1,37081.73505
53520A392,2,11000.0
53549A394,1,27148.201745
53549A394,2,11960.0
53552A396,1,14113.623727
53552A396,2,7800.0
53564A398,1,48408.044679
53564A398,2,18000.0
53596A400,1,22906.652815
53596A400,2,12500.0
53871A402,1,16610.907853
53871A402,2,13000.0
53997A404,1,46128.284853
53997A404,2,26480.0
54143A407,1,14749.77714
54143A407,2,22100.0
54143A407,3,10400.0
55147A409,1,13169.798434
55147A409,2,15600.0
55308A410,1,14426.927299
55425A411,1,5011.1709219
55430A413,1,5007.330563
55430A413,2,23400.0
55636A416,1,37635.521454
55636A416,2,20000.0
55636A416,3,7800.0
55774A418,1,14650.0
55774A418,2,16000.0
56251A420,1,14000.0
56251A420,2,12000.0
56465A421,1,25354.03181
56563A423,1,14979.034064
56563A423,2,5850.0
56582A425,1,28865.975067
56582A425,2,16250.0
56603A427,1,26400.0
56603A427,2,15600.0
56624A429,1,26287.330563
56624A429,2,16172.0
56658A431,1,32926.70857
56658A431,2,23608.0
56677A433,1,20827.489611
56677A433,2,13000.0
56721A436,1,16648.557329
56721A436,2,16250.0
56721A436,3,7800.0
56761A440,1,24025.656971
56761A440,2,18000.0
56761A440,5,16800.0
56761A440,6,6000.0
56762A441,1,38909.958446
57027A443,1,5612.4539919
57027A443,2,17000.0
57042A445,1,11280.0
57042A445,2,3120.0
57138A446,1,43122.156386
57546A448,1,18880.636194
57546A448,2,9000.0
57547A451,1,23789.322252
57547A451,2,2160.0
57547A451,3,14000.0
57621A453,1,41752.981063
57621A453,2,15600.0
57670A454,1,21712.432726
57779A456,1,12021.991689
57779A456,2,18000.0
57962A458,1,-536.2192573
57962A458,2,22100.0
58366A459,1,34303.665282
60078A460,1,14170.995845
91067A461,1,23943.665282
91071A463,1,26112.451726
91071A463,2,20000.0
91074A464,1,23306.438713
91079A466,1,19463.13405
91079A466,2,14211.744362
91081A468,1,24361.995593
91081A468,2,16000.0
91095A469,1,53309.741704
111052A471,1,17010.0
111052A471,2,11713.0
138399A472,1,31688.178195
145007A474,1,31014.661126
145007A474,3,6000.0
178001A475,1,16652.828485
193016A476,1,8900.0
213440A477,1,30610.385097
224048A478,1,10540.0
230029A480,1,20656.610025
230029A480,2,7028.0
230037A482,1,20600.0
230037A482,2,14300.0
237003A484,1,37831.409498
237003A484,2,32500.0
243067A487,1,31855.330989
243067A487,2,24500.0
243067A487,3,12250.0
244013A489,1,15936.652815
244013A489,2,11557.0
244058A491,1,3607.330563
244058A491,2,15000.0
250005A493,1,10800.0
250005A493,2,7548.0
250010A494,1,6600.0
250039A495,1,8400.0
256015A497,1,3001.3490329
256015A497,2,8600.0
279054A498,1,19105.12047
282083A499,1,10218.0
282089A501,1,7201.9085254
282089A501,2,12714.0
284086A503,1,16600.0
284086A503,3,8060.0
310002A505,1,4816.4937669
310002A505,2,11700.0
310005A506,1,9563.6486598
321009A508,1,21525.929159
321009A508,2,5850.0
330057A509,1,23243.561542
332080A511,1,15418.326408
332080A511,2,3510.0
333081A512,1,49582.985906
355063A513,1,9106.0174627
365034A514,1,18003.665282
387029A515,1,42217.94
389084A517,1,0.9896260115
389084A517,2,16500.0
500001A519,1,4819.2058474
500001A519,2,14300.0
500004A523,1,5200.662435
500004A523,2,3770.0
500004A523,3,3770.0
500004A523,4,3770.0
500026A525,1,19076.875943
500026A525,2,19600.0
500090A526,1,23050.0
500176A528,1,7.3305630485
500176A528,2,16900.0
500669A530,1,23805.480791
500669A530,2,9000.0
500674A532,1,20374.508302
500674A532,2,19760.0
500726A534,1,29316.585618
500726A534,2,20000.0
501068A535,1,14870.743539
501082A536,1,30809.958446
501627A537,1,20374.876481
501694A539,1,13012.231194
501694A539,2,15600.0
501816A542,1,12018.326408
501816A542,2,19000.0
501816A542,3,3000.0
501874A544,1,25218.844644
501874A544,2,15600.0
502060A545,1,8706.2512968
502355A548,1,6212.5863284
502355A548,2,16800.0
502355A548,3,23500.0
502364A549,1,23583.952637
502772A550,1,25191.804509
503560A552,1,23967.915547
503560A552,2,15000.0
503561A554,1,42275.598472
503561A554,2,9750.0
503593A555,1,25892.394881
503674A558,1,77709.289204
503674A558,2,22000.0
503674A558,3,10860.0
503788A560,1,22116.720197
503788A560,2,8450.0
503931A562,1,54027.124839
503931A562,2,26000.0
503950A564,1,8324.1220582
503950A564,2,22000.0
503981A565,1,30514.605769
504091A567,1,15214.661126
504091A567,2,6500.0
504157A568,1,28842.208016
504363A569,1,15601.940449
504380A570,1,19313.82433
504395A573,1,32365.20644
504395A573,2,2470.0
504395A573,4,18000.0
504453A575,1,23023.82433
504453A575,2,18200.0
504551A576,1,17802.932225
504584A577,1,14401.273561
504730A579,1,18013.30563
504730A579,2,7150.0
504792A581,1,28241.087532
504792A581,2,15600.0
504821A583,1,91678.727243
504821A583,2,16000.0
504885A584,1,6506.5975067
504889A585,1,58222.430667
504921A587,1,17454.975604
504921A587,2,14500.0
504937A588,1,20600.0
505022A589,1,19650.0
505167A591,1,16910.139572
505167A591,2,10800.0
505228A593,1,41536.582775
505228A593,2,19000.0
505243A595,1,32488.702213
505243A595,2,20994.0
505390A597,1,80472.261737
505390A597,2,27400.0
505407A598,1,18494.661126
505424A600,1,32617.390882
505424A600,2,8000.0
505517A602,1,18284.071151
505517A602,2,16900.0
505525A604,1,124230.50929
505525A604,2,11700.0
505534A605,1,31386.294963
505540A606,1,18539.754859
505576A608,1,16557.607106
505576A608,2,6500.0
505594A610,1,11061.077801
505594A610,2,17770.0
505606A611,1,44921.058801
505655A612,1,64758.285568
505672A614,1,25253.241672
505672A614,2,14170.0
505681A615,1,14144.931102
505768A617,1,15131.766456
505768A617,2,25200.0
505771A618,1,49544.650466
505806A620,1,16607.330563
505806A620,2,15600.0
505810A623,1,77608.651542
505810A623,2,20000.0
505810A623,3,24000.0
505818A627,1,103300.32809
505818A627,2,14000.0
505818A627,3,26500.0
505818A627,4,15000.0
505839A629,1,24374.96123
505839A629,2,13500.0
506025A631,1,27086.833749
506025A631,2,18850.0
506100A632,1,9237.330563
506107A634,1,21000.366528
506107A634,2,11050.0
506112A635,1,20350.995845
506152A637,1,16608.326408
506152A637,2,18100.0
506195A638,1,21958.326408
506385A640,1,39333.871225
506385A640,3,17000.0
506396A642,1,29720.168425
506396A642,2,10000.0
506402A643,1,16560.652815
506410A645,1,34534.820174
506410A645,2,15000.0
506413A647,1,30546.348783
506413A647,2,19000.0
506418A649,1,13333.64866
506418A649,2,7000.0
506446A651,1,21204.979223
506446A651,2,19500.0
506458A653,1,31688.999401
506458A653,2,21000.0
506492A655,1,26652.623325
506492A655,2,5000.0
506565A657,1,31298.644504
506565A657,2,40300.0
506613A658,1,11400.0
506628A662,1,53756.569707
506628A662,2,20410.0
506628A662,3,18200.0
506628A662,4,9000.0
506736A664,1,35556.297069
506736A664,2,23010.0
506738A666,1,7801.9856472
506738A666,2,28600.0
506758A668,1,31803.394051
506758A668,3,20000.0
506767A669,1,56863.779674
506798A671,1,21067.671635
506798A671,2,10400.0
506799A673,1,26747.376513
506799A673,2,20800.0
507037A675,1,34057.773618
507037A675,2,10000.0
507157A676,1,11662.932225
507182A678,1,25185.338728
507182A678,2,2030.0
507282A680,1,30751.010331
507282A680,2,25000.0
507303A682,1,24055.638478
507303A682,2,14400.0
507316A684,1,25301.251054
507316A684,2,8060.0
507319A685,1,17935.311481
507329A687,1,37765.386768
507329A687,2,26340.0
507336A689,1,26802.775367
507336A689,2,16900.0
507360A691,1,19069.058912
507360A691,2,15600.0
507419A693,1,64239.201745
507419A693,2,31000.0
507444A694,1,21392.932225
507541A696,1,34243.983378
507541A696,2,15000.0
507542A698,1,3651.3139413
507542A698,2,17485.0
507544A701,1,22985.159315
507544A701,2,22000.0
507544A701,3,9600.0
507552A703,1,26328.017687
507552A703,2,9450.0
507557A704,1,22840.318097
507640A706,1,21737.448057
507640A706,2,16770.0
507644A708,1,4465.6146429
507644A708,2,14300.0
507728A710,1,6040.2115035
507728A710,2,20040.0
507823A711,1,36440.665282
507863A712,1,25447.264076
507905A716,1,6043.9833783
507905A716,2,23400.0
507905A716,3,12000.0
507905A716,5,17500.0
507908A717,1,24923.30563
507913A719,1,10202.330563
507913A719,2,2600.0
507924A721,1,4818.3264076
507924A721,2,13000.0
508305A722,1,13019.362049
508861A724,1,22795.142959
508861A724,2,15080.0
509054A726,1,10235.406965
509054A726,2,8060.0
509057A730,1,5.5205786691
509057A730,2,11960.0
509057A730,3,14000.0
509057A730,4,9000.0
509064A731,1,18543.281808
509068A732,1,12650.17377
509071A733,1,25504.981014
509123A734,1,11880.0
509366A736,1,11673.30563
509366A736,2,10400.0
509550A737,1,27751.602837
509601A738,1,24807.076151
509689A740,1,0.0
509689A740,2,15600.0
509717A742,1,11565.272429
509717A742,2,9600.0
509806A743,1,15629.6
509869A744,1,33072.99281
509889A746,1,15231.154893
509889A746,3,8400.0
510109A747,1,14551.103563
510181A748,1,18190.0
510239A750,1,19517.821773
510239A750,2,29300.0
510244A752,1,28929.530532
510244A752,2,23400.0
510245A754,1,21063.298753
510245A754,2,14950.0
510329A755,1,10.597946338
510345A757,1,5454.4009042
510345A757,2,24000.0
510374A759,1,23900.0
510374A759,2,2198.0
510432A761,1,3600.0
510432A761,2,7800.0
510433A765,1,3002.5392994
510433A765,2,16640.0
510433A765,3,13500.0
510433A765,4,14500.0
510634A767,1,30191.583607
510634A767,2,7800.0
510984A768,1,33014.661126
511074A769,1,22945.159048
511116A770,1,16400.0
511130A771,1,14231.331307
511136A774,1,3155.2977853
511136A774,2,8400.0
511136A774,3,3000.0
511160A776,1,26940.663106
511160A776,2,13650.0
511260A777,1,29366.272306
511307A779,1,38789.662743
511307A779,2,20000.0
511315A780,1,17550.0
511342A781,1,17024.729799
511352A784,1,23864.75354
511352A784,2,10000.0
511352A784,4,6000.0
511354A785,1,10692.987534
511355A786,1,18887.828485
511365A787,1,20200.0
511367A788,1,20587.652002
511416A789,1,7801.4661126
511419A790,1,18610.995845
511424A792,1,4218.3264076
511424A792,2,15600.0
511431A794,1,16918.326408
511431A794,2,6500.0
511435A796,1,7810.9958446
511435A796,2,5200.0
511438A797,1,9973.2777962
511474A799,1,31803.665282
511474A799,3,10000.0
511491A801,1,9621.9916891
511491A801,2,3600.0
511494A802,1,11000.0
511495A803,1,14400.0
511500A804,1,19350.0
511501A805,1,18000.0
511519A806,1,7669.7291483
511525A808,1,4392.8284853
511525A808,3,10400.0
511629A809,1,24320.34281
511757A811,1,24410.995845
511757A811,3,7200.0
512211A813,1,9048.7966757
512211A813,2,10094.460668
512368A815,1,12727.489611
512368A815,3,3360.0
512372A816,1,8905.355325
512417A818,1,4215.3941824
512417A818,2,16900.0
512452A821,1,21577.238832
512452A821,2,10714.285714
512452A821,3,14285.714286
512457A825,1,15270.384604
512457A825,3,10000.0
512457A825,4,9750.0
512457A825,5,12480.0
512517A826,1,7003.2987534
512574A827,1,16476.652815
512704A828,1,30545.902301
512768A829,1,20567.944038
512784A830,1,18805.227604
512807A831,1,7812.8284853
512843A833,1,4200.2462356
512843A833,2,22000.0
512845A836,1,26193.348917
512845A836,2,7280.0
512845A836,3,6240.0
512849A839,1,6002.7626833
512849A839,2,15600.0
512849A839,3,3000.0
512858A841,1,1200.0
512858A841,2,9100.0
512884A843,1,2.1991689145
512884A843,2,12000.0
512887A845,1,17403.665282
512887A845,3,2800.0
512892A846,1,9600.0
512897A847,1,12805.497922
512921A849,1,27403.180968
512921A849,2,19721.0
512941A850,1,24221.991689
512963A852,1,26215.708363
512963A852,2,10716.0
513045A855,1,25123.095429
513045A855,2,15054.0
513045A855,3,16980.0
513064A857,1,27246.117329
513064A857,2,16200.0
513131A859,1,25790.0
513131A859,2,15600.0
513330A860,1,15103.665282
513335A861,1,12109.163204
513369A863,1,15650.10088
513369A863,2,18590.0
513377A865,1,20946.611261
513377A865,2,11700.0
513384A867,1,23166.528152
513384A867,2,7008.0
513406A869,1,39891.632038
513406A869,3,4200.0
513411A870,1,29225.656971
513428A872,1,43353.941824
513428A872,2,6240.0
513437A874,1,28092.664682
513437A874,2,41000.0
610980A876,1,27749.72416
610980A876,2,14300.0
611412A878,1,78616.577729
611412A878,2,49400.0
611441A880,1,28274.160196
611441A880,2,20000.0
611453A881,1,51886.359311
611512A883,1,9632.8636734
611512A883,2,14300.0
611614A887,1,18803.423125
611614A887,2,26400.0
611614A887,3,6000.0
611614A887,4,17800.0
611774A888,1,34419.076292
612011A890,1,22450.991119
612011A890,2,17185.0
612269A891,1,20158.779055
612423A892,1,29917.515505
613605A893,1,23640.0
613825A894,1,21300.0
614068A895,1,9100.0
614094A897,1,15930.556591
614094A897,2,7380.0
614660A898,1,15773.1247
614683A900,1,33023.649911
614683A900,2,23500.0
614783A901,1,26175.656971
615399A903,1,29410.975874
615399A903,3,16000.0
615751A904,1,32711.54893
616016A906,1,12492.910898
616016A906,2,9620.0
616313A908,1,71663.11102
616313A908,2,26000.0
617023A910,1,28079.323863
617023A910,2,15000.0
617231A911,1,14774.322252
617398A913,1,92528.973882
617398A913,2,47000.0
617902A915,1,66359.235842
617902A915,2,36400.0
618755A917,1,25791.357284
618755A917,2,2340.0
619457A918,1,30438.994726
620481A920,1,48634.532902
620481A920,2,30000.0
620503A922,1,29262.53383
620503A922,2,21450.0
620805A924,1,48023.30563
620805A924,2,13000.0
620829A925,1,30627.141679
620858A928,1,38897.259736
620858A928,2,14120.0
620858A928,3,13000.0
621762A930,1,4218.3264076
621762A930,2,10790.0
621766A931,1,21086.652815
621773A935,1,8527.9667566
621773A935,2,19000.0
621773A935,3,13000.0
621773A935,4,7200.0
622034A936,1,40029.322252
622228A938,1,53768.310574
622228A938,2,14950.0
622306A939,1,17701.446064
622707A940,1,10411.690357
622717A941,1,15878.708323
622915A943,1,7280.0
622915A943,2,3250.0
623281A945,1,15733.678727
623281A945,2,4810.0
623300A948,1,8.9271655233
623300A948,2,1500.0
623300A948,3,18000.0
623305A950,1,11872.732583
623305A950,3,9600.0
623606A952,1,19826.294011
623606A952,2,7800.0
623614A953,1,11131.942545
623619A954,1,7540.0
624781A955,1,32800.0
625193A957,1,27140.318097
625193A957,2,15600.0
625513A959,1,19886.492261
625513A959,2,9490.0
625536A961,1,-1359.681903
625536A961,2,19800.0
625641A963,1,37169.658318
625641A963,2,21450.0
625694A964,1,14980.624013
625983A967,1,27299.64866
625983A967,2,18852.0
625983A967,3,10000.0
626189A968,1,7980.9958446
626240A969,1,20412.461957
626259A971,1,24618.326408
626259A971,3,10000.0
626310A974,1,7269.0974269
626310A974,2,20000.0
626310A974,4,12000.0
626312A975,1,15620.03028
626361A976,1,23487.698054
626641A977,1,10790.0
626680A978,1,10561.04
626851A980,1,53786.69386
626851A980,2,26500.0
626868A981,1,13600.890029
627067A983,1,22540.318097
627067A983,2,4836.0
627314A987,1,23060.57821
627314A987,2,10400.0
627314A987,3,10000.0
627314A987,4,12000.0
627479A990,1,4800.0
627479A990,2,8000.0
627479A990,4,6000.0
628418A991,1,44209.958446
629458A993,1,3600.0
629458A993,2,11000.0
629478A995,1,34840.318097
629478A995,2,19500.0
629488A996,1,30600.0
629828A997,1,20647.280698
629984A999,1,10140.0
629984A999,2,6000.0
630345A1000,1,21300.463284
630650A1001,1,25236.652815
630858A1003,1,11464.278764
630858A1003,2,16900.0
631016A1005,1,45460.692799
631016A1005,2,13260.0
631306A1007,1,15607.330563
631306A1007,2,400.0
631431A1009,1,34689.918588
631431A1009,2,17810.0
631712A1012,1,37419.282811
631712A1012,2,20000.0
631712A1012,3,11700.0
631954A1013,1,17969.607567
632099A1014,1,20901.991689
632118A1015,1,41313.326408
633412A1017,1,28323.685912
633412A1017,2,19500.0
633458A1019,1,36375.923353
633458A1019,2,18000.0
633654A1020,1,39117.289009
633941A1021,1,17800.0
634144A1023,1,3602.0400142
634144A1023,2,25000.0
634442A1025,1,37677.028999
634442A1025,2,19500.0
634732A1028,1,20804.979223
634732A1028,2,26000.0
634732A1028,3,10000.0
635007A1030,1,11318.085727
635007A1030,2,12220.0
635112A1031,1,41408.430148
635346A1033,1,52222.46178
635346A1033,2,10000.0
635513A1034,1,5400.0
635514A1036,1,4202.7841375
635514A1036,2,13200.0
636206A1038,1,18203.665282
636206A1038,2,3900.0
636237A1040,1,21170.0
636237A1040,4,6500.0
636289A1042,1,24332.816109
636289A1042,2,20800.0
636305A1046,1,4816.860295
636305A1046,2,17500.0
636305A1046,3,16800.0
636305A1046,4,16500.0
636401A1048,1,15400.0
636401A1048,2,5200.0
636407A1050,1,9750.0
636407A1050,2,6500.0
636418A1052,1,9110.0
636418A1052,2,6500.0
637242A1053,1,15460.0
637619A1055,1,18899.35722
637619A1055,2,11570.0
637701A1059,1,17703.665282
637701A1059,2,15400.0
637701A1059,3,2000.0
637701A1059,4,13000.0
637711A1060,1,19200.0
637869A1061,1,20604.460523
638250A1062,1,24573.463107
638339A1064,1,26435.523638
638339A1064,2,12800.0
638360A1066,1,50899.567711
638360A1066,2,4800.0
638395A1068,1,44183.264076
638395A1068,2,16500.0
639013A1069,1,15930.0
639331A1073,1,29440.208083
639331A1073,2,19000.0
639331A1073,3,18500.0
639331A1073,4,18500.0
639502A1075,1,34836.241395
639502A1075,2,29900.0
639575A1076,1,17768.704928
639924A1077,1,25505.00351
639971A1080,1,7267.8077082
639971A1080,2,15000.0
639971A1080,4,10000.0
640164A1082,1,39277.4943
640164A1082,2,22100.0
640212A1084,1,31789.484116
640212A1084,2,15000.0
640790A1085,1,21775.615416
640821A1087,1,30016.736143
640821A1087,2,100000.0
640837A1089,1,28484.51375
640837A1089,2,13000.0
640864A1092,1,5308.6639438
640864A1092,2,5000.0
640864A1092,3,2500.0
640954A1093,1,32415.441672
641084A1094,1,16110.0
641624A1095,1,35618.879493
641628A1098,1,23220.95429
641628A1098,2,21000.0
641628A1098,3,10000.0
648534A1100,1,9800.0
648534A1100,3,15400.0
648636A1102,1,91.632038106
648636A1102,2,45990.0
648863A1103,1,20063.560825
